"VanillaC4_006 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_006.tcf]","Time (h)","V 2 [VanillaC4_006]","V 3 [VanillaC4_006]","V 4 [VanillaC4_006]","V 5 [VanillaC4_006]","V 6 [VanillaC4_006]","V 7 [VanillaC4_006]","V 8 [VanillaC4_006]","V 9 [VanillaC4_006]","V 10 [VanillaC4_006]","V 11 [VanillaC4_006]","V 12 [VanillaC4_006]","V 13 [VanillaC4_006]","V 14 [VanillaC4_006]","V 15 [VanillaC4_006]","V 16 [VanillaC4_006]","V  1 [VanillaC4_006]"
          11,        0.083333,          1.0136,          0.5093,          0.9584,          0.9404,          1.0054,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.9899
          12,        0.091667,          1.0110,          0.5115,          0.9537,          0.9369,          0.9996,          0.2828,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0002,          0.9881
          13,        0.100000,          1.0090,          0.5127,          0.9502,          0.9337,          0.9938,          0.4046,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.9869
          14,        0.108333,          1.0077,          0.5140,          0.9481,          0.9309,          0.9897,          0.4435,          0.3562,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.9859
          15,        0.116667,          1.0066,          0.5145,          0.9463,          0.9288,          0.9861,          0.4689,          0.4605,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.9852
          16,        0.125000,          1.0059,          0.5149,          0.9450,          0.9274,          0.9829,          0.4854,          0.5051,          0.4447,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          0.9848
          17,        0.133333,          1.0054,          0.5152,          0.9439,          0.9262,          0.9806,          0.4961,          0.5302,          0.5250,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.9845
          18,        0.141667,          1.0051,          0.5155,          0.9432,          0.9253,          0.9791,          0.5031,          0.5446,          0.5686,          0.5055,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0000,          0.9843
          19,        0.150000,          1.0048,          0.5155,          0.9426,          0.9245,          0.9780,          0.5058,          0.5540,          0.5896,          0.5874,          0.4436,          0.0000,          0.0000,          0.0002,          0.0001,          0.0002,          0.9842
          20,        0.158333,          1.0046,          0.5157,          0.9422,          0.9240,          0.9770,          0.5088,          0.5604,          0.6039,          0.6219,          0.6082,          0.0000,          0.0000,          0.0003,          0.0002,          0.0000,          0.9841
          21,        0.166667,          1.0045,          0.5158,          0.9419,          0.9235,          0.9762,          0.5109,          0.5648,          0.6133,          0.6422,          0.6564,          0.0000,          0.0000,          0.0000,          0.0003,          0.0002,          0.9839
          22,        0.175000,          1.0044,          0.5158,          0.9416,          0.9232,          0.9756,          0.5126,          0.5680,          0.6196,          0.6556,          0.6842,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.9839
          23,        0.183333,          1.0043,          0.5159,          0.9414,          0.9229,          0.9751,          0.5137,          0.5705,          0.6237,          0.6632,          0.6977,          0.2099,          0.5524,          0.9786,          0.0001,          0.0001,          0.9839
          24,        0.191667,          1.0042,          0.5159,          0.9413,          0.9227,          0.9748,          0.5145,          0.5723,          0.6267,          0.6683,          0.7070,          0.3137,          0.6329,          1.0041,          0.1079,          0.0001,          0.9838
          25,        0.200000,          1.0043,          0.5159,          0.9412,          0.9225,          0.9745,          0.5151,          0.5734,          0.6288,          0.6719,          0.7132,          0.3669,          0.6700,          1.0065,          0.7121,          0.0017,          0.9838
          26,        0.208333,          1.0042,          0.5160,          0.9411,          0.9224,          0.9743,          0.5155,          0.5744,          0.6303,          0.6743,          0.7173,          0.3928,          0.6878,          1.0063,          0.8423,          0.3686,          0.9838
          27,        0.216667,          1.0042,          0.5159,          0.9411,          0.9224,          0.9741,          0.5159,          0.5751,          0.6314,          0.6763,          0.7200,          0.4080,          0.6985,          1.0050,          0.8900,          0.6452,          0.9838
          28,        0.225000,          1.0042,          0.5159,          0.9410,          0.9222,          0.9739,          0.5161,          0.5756,          0.6321,          0.6779,          0.7222,          0.4193,          0.7065,          1.0042,          0.9134,          0.7711,          0.9838
          29,        0.233333,          1.0042,          0.5160,          0.9410,          0.9223,          0.9739,          0.5163,          0.5759,          0.6327,          0.6790,          0.7237,          0.4275,          0.7118,          1.0035,          0.9432,          0.8250,          0.9838
          30,        0.241667,          1.0042,          0.5160,          0.9410,          0.9221,          0.9738,          0.5164,          0.5762,          0.6331,          0.6797,          0.7247,          0.4335,          0.7153,          1.0026,          0.9590,          0.8617,          0.9838
          31,        0.250000,          1.0041,          0.5159,          0.9410,          0.9221,          0.9737,          0.5165,          0.5764,          0.6334,          0.6802,          0.7254,          0.4381,          0.7178,          1.0029,          0.9665,          0.8889,          0.9838
          32,        0.258333,          1.0042,          0.5159,          0.9409,          0.9222,          0.9736,          0.5166,          0.5765,          0.6337,          0.6807,          0.7260,          0.4417,          0.7204,          1.0033,          0.9710,          0.9088,          0.9838
          33,        0.266667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9737,          0.5166,          0.5766,          0.6338,          0.6810,          0.7264,          0.4444,          0.7221,          1.0038,          0.9741,          0.9231,          0.9837
          34,        0.275000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9737,          0.5167,          0.5767,          0.6339,          0.6812,          0.7267,          0.4464,          0.7234,          1.0041,          0.9767,          0.9335,          0.9837
          35,        0.283333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9737,          0.5167,          0.5768,          0.6341,          0.6814,          0.7269,          0.4480,          0.7243,          1.0043,          0.9786,          0.9413,          0.9837
          36,        0.291667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9737,          0.5168,          0.5768,          0.6341,          0.6815,          0.7270,          0.4493,          0.7250,          1.0044,          0.9799,          0.9473,          0.9837
          37,        0.300000,          1.0041,          0.5160,          0.9408,          0.9220,          0.9737,          0.5168,          0.5769,          0.6342,          0.6816,          0.7272,          0.4500,          0.7255,          1.0044,          0.9809,          0.9519,          0.9837
          38,        0.308333,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5768,          0.6342,          0.6817,          0.7273,          0.4508,          0.7258,          1.0045,          0.9817,          0.9551,          0.9837
          39,        0.316667,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5768,          0.6342,          0.6817,          0.7273,          0.4512,          0.7262,          1.0046,          0.9823,          0.9576,          0.9837
          40,        0.325000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6817,          0.7274,          0.4517,          0.7264,          1.0046,          0.9826,          0.9596,          0.9837
          41,        0.333333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6342,          0.6817,          0.7274,          0.4520,          0.7266,          1.0045,          0.9830,          0.9611,          0.9838
          42,        0.341667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9737,          0.5167,          0.5769,          0.6342,          0.6818,          0.7275,          0.4522,          0.7267,          1.0046,          0.9832,          0.9623,          0.9837
          43,        0.350000,          1.0041,          0.5160,          0.9409,          0.9220,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4524,          0.7268,          1.0046,          0.9834,          0.9631,          0.9837
          44,        0.358333,          1.0041,          0.5159,          0.9409,          0.9220,          0.9737,          0.5167,          0.5769,          0.6343,          0.6818,          0.7274,          0.4525,          0.7268,          1.0045,          0.9836,          0.9639,          0.9837
          45,        0.366667,          1.0042,          0.5160,          0.9409,          0.9221,          0.9737,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4525,          0.7268,          1.0046,          0.9837,          0.9640,          0.9838
          46,        0.375000,          1.0041,          0.5159,          0.9408,          0.9221,          0.9736,          0.5168,          0.5768,          0.6343,          0.6818,          0.7274,          0.4526,          0.7269,          1.0045,          0.9838,          0.9646,          0.9838
          47,        0.383333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4527,          0.7270,          1.0045,          0.9839,          0.9649,          0.9837
          48,        0.391667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4527,          0.7270,          1.0045,          0.9839,          0.9652,          0.9837
          49,        0.400000,          1.0041,          0.5159,          0.9408,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4527,          0.7270,          1.0045,          0.9838,          0.9652,          0.9838
          50,        0.408333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9737,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4527,          0.7270,          1.0045,          0.9839,          0.9656,          0.9837
          51,        0.416667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9839,          0.9654,          0.9837
          52,        0.425000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9839,          0.9655,          0.9838
          53,        0.433333,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6819,          0.7275,          0.4528,          0.7270,          1.0045,          0.9839,          0.9657,          0.9837
          54,        0.441667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5768,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9840,          0.9655,          0.9838
          55,        0.450000,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5770,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0046,          0.9840,          0.9658,          0.9837
          56,        0.458333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5768,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9840,          0.9658,          0.9838
          57,        0.466667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7274,          0.4528,          0.7271,          1.0045,          0.9839,          0.9659,          0.9838
          58,        0.475000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9840,          0.9659,          0.9837
          59,        0.483333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6342,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9658,          0.9837
          60,        0.491667,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0046,          0.9840,          0.9656,          0.9837
          61,        0.500000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9839,          0.9659,          0.9837
          62,        0.508333,          1.0041,          0.5159,          0.9409,          0.9220,          0.9736,          0.5167,          0.5769,          0.6342,          0.6819,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9658,          0.9837
          63,        0.516667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6342,          0.6819,          0.7275,          0.4528,          0.7270,          1.0045,          0.9840,          0.9657,          0.9837
          64,        0.525000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6819,          0.7275,          0.4529,          0.7270,          1.0045,          0.9839,          0.9659,          0.9838
          65,        0.533333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9657,          0.9837
          66,        0.541667,          1.0041,          0.5160,          0.9409,          0.9220,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0046,          0.9840,          0.9657,          0.9837
          67,        0.550000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5770,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0046,          0.9840,          0.9659,          0.9837
          68,        0.558333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5770,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
          69,        0.566667,          1.0041,          0.5159,          0.9409,          0.9220,          0.9736,          0.5168,          0.5770,          0.6342,          0.6818,          0.7276,          0.4529,          0.7270,          1.0045,          0.9840,          0.9658,          0.9837
          70,        0.575000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5770,          0.6342,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9840,          0.9656,          0.9837
          71,        0.583333,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6819,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9656,          0.9837
          72,        0.591667,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9839,          0.9658,          0.9837
          73,        0.600000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6819,          0.7276,          0.4529,          0.7271,          1.0045,          0.9840,          0.9657,          0.9838
          74,        0.608333,          1.0042,          0.5160,          0.9409,          0.9221,          0.9737,          0.5167,          0.5770,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0046,          0.9840,          0.9660,          0.9837
          75,        0.616667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6342,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9657,          0.9838
          76,        0.625000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9658,          0.9838
          77,        0.633333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9737,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
          78,        0.641667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9654,          0.9838
          79,        0.650000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6819,          0.7275,          0.4528,          0.7271,          1.0046,          0.9839,          0.9658,          0.9838
          80,        0.658333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
          81,        0.666667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6819,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9657,          0.9837
          82,        0.675000,          1.0042,          0.5160,          0.9408,          0.9220,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0046,          0.9840,          0.9658,          0.9837
          83,        0.683333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9652,          0.9838
          84,        0.691667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9656,          0.9837
          85,        0.700000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0046,          0.9839,          0.9656,          0.9837
          86,        0.708333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9654,          0.9838
          87,        0.716667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9737,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7270,          1.0045,          0.9840,          0.9654,          0.9837
          88,        0.725000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6342,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9658,          0.9838
          89,        0.733333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
          90,        0.741667,          1.0041,          0.5159,          0.9409,          0.9221,          0.9737,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9656,          0.9838
          91,        0.750000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9658,          0.9838
          92,        0.758333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9656,          0.9837
          93,        0.766667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5770,          0.6343,          0.6818,          0.7276,          0.4529,          0.7271,          1.0045,          0.9840,          0.9658,          0.9837
          94,        0.775000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6819,          0.7275,          0.4529,          0.7270,          1.0045,          0.9839,          0.9658,          0.9837
          95,        0.783333,          1.0042,          0.5159,          0.9409,          0.9220,          0.9736,          0.5168,          0.5770,          0.6342,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9839,          0.9656,          0.9837
          96,        0.791667,          1.0041,          0.5160,          0.9409,          0.9221,          0.9737,          0.5169,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
          97,        0.800000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9660,          0.9837
          98,        0.808333,          1.0042,          0.5159,          0.9409,          0.9220,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9656,          0.9837
          99,        0.816667,          1.0041,          0.5159,          0.9409,          0.9220,          0.9735,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9836
         100,        0.825000,          1.0041,          0.5160,          0.9410,          0.9221,          0.9737,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9658,          0.9837
         101,        0.833333,          1.0042,          0.5160,          0.9409,          0.9220,          0.9735,          0.5167,          0.5769,          0.6342,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9661,          0.9837
         102,        0.841667,          1.0041,          0.5159,          0.9410,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6819,          0.7274,          0.4529,          0.7271,          1.0045,          0.9840,          0.9658,          0.9837
         103,        0.850000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9737,          0.5168,          0.5770,          0.6343,          0.6819,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9666,          0.9838
         104,        0.858333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7276,          0.4529,          0.7271,          1.0045,          0.9840,          0.9667,          0.9838
         105,        0.866667,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6342,          0.6818,          0.7275,          0.4529,          0.7271,          1.0046,          0.9840,          0.9662,          0.9837
         106,        0.875000,          1.0042,          0.5160,          0.9409,          0.9221,          0.9735,          0.5168,          0.5769,          0.6342,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9841,          0.9670,          0.9837
         107,        0.883333,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9841,          0.9660,          0.9837
         108,        0.891667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9841,          0.9676,          0.9837
         109,        0.900000,          1.0042,          0.5159,          0.9409,          0.9221,          0.9737,          0.5167,          0.5770,          0.6343,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9841,          0.9658,          0.9837
         110,        0.908333,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0046,          0.9841,          0.9657,          0.9837
         111,        0.916667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5167,          0.5770,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0046,          0.9840,          0.9663,          0.9837
         112,        0.925000,          1.0041,          0.5159,          0.9410,          0.9221,          0.9736,          0.5167,          0.5770,          0.6343,          0.6818,          0.7275,          0.4528,          0.7271,          1.0046,          0.9840,          0.9665,          0.9837
         113,        0.933333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5770,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9705,          0.9837
         114,        0.941667,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5770,          0.6343,          0.6819,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9655,          0.9837
         115,        0.950000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6819,          0.7275,          0.4529,          0.7271,          1.0045,          0.9842,          0.9660,          0.9837
         116,        0.958333,          1.0041,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
         117,        0.966667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6342,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9840,          0.9658,          0.9837
         118,        0.975000,          1.0041,          0.5159,          0.9409,          0.9220,          0.9736,          0.5168,          0.5769,          0.6343,          0.6819,          0.7275,          0.4529,          0.7271,          1.0046,          0.9840,          0.9659,          0.9837
         119,        0.983333,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5768,          0.6343,          0.6819,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9838
         120,        0.991667,          1.0042,          0.5160,          0.9409,          0.9220,          0.9736,          0.5168,          0.5770,          0.6342,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9659,          0.9837
         121,        1.000000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5167,          0.5769,          0.6343,          0.6818,          0.7275,          0.4528,          0.7271,          1.0045,          0.9840,          0.9658,          0.9837
         122,        1.008333,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6819,          0.7275,          0.4528,          0.7271,          1.0045,          0.9840,          0.9659,          0.9838
         123,        1.016667,          1.0042,          0.5159,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7274,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
         124,        1.025000,          1.0041,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9659,          0.9837
         125,        1.033333,          1.0042,          0.5159,          0.9409,          0.9221,          0.9737,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0045,          0.9840,          0.9659,          0.9837
         126,        1.041667,          1.0042,          0.5160,          0.9409,          0.9221,          0.9736,          0.5168,          0.5769,          0.6343,          0.6818,          0.7275,          0.4529,          0.7271,          1.0045,          0.9840,          0.9660,          0.9837
         127,        1.050000,          1.0041,          0.5159,          0.9409,          0.9221,          0.9735,          0.5168,          0.5770,          0.6343,          0.6818,          0.7275,          0.4529,          0.7270,          1.0046,          0.9840,          0.9659,          0.9837
