"VanillaC4_017","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_017.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\017\VanillaC4_017_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.0710,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.8716,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -51.7480,         -0.0001
,        0.016667,          2.4983,          2.0250,          2.5639,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.3858,        -43.9920,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,        -56.4624,          0.0008
,        0.025000,          2.2949,          1.9260,          2.3632,          2.3713,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          2.2386,        -51.6596,        -32.0082,          0.0000,          0.0000,          0.0000,         -0.0010,        -57.6960,         -0.0002
,        0.033333,          2.1992,          1.8664,          2.2400,          2.2562,          2.3417,          1.4347,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          0.0001,          2.1527,        -54.8448,        -44.7686,        -15.9437,          0.0000,         -0.0004,          0.0007,        -58.4647,         -0.0003
,        0.041667,          2.1404,          1.8296,          2.1679,          2.1780,          2.2525,          1.7766,          1.4695,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          2.0968,        -56.5827,        -50.3804,        -36.4340,         -3.1264,          0.0005,          0.0000,        -58.9492,          0.0003
,        0.050000,          2.1013,          1.8046,          2.1204,          2.1267,          2.1918,          1.7949,          1.7855,          1.4179,          0.0002,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          2.0599,        -57.6438,        -53.5318,        -44.9699,        -30.5765,         -0.0003,          0.0008,        -59.2634,         -0.0018
,        0.058333,          2.0741,          1.7859,          2.0880,          2.0903,          2.1495,          1.7900,          1.8108,          1.7415,          1.3909,          0.8855,          0.0002,          0.0001,          0.0001,          0.0001,          0.0001,          2.0340,        -58.3183,        -55.4657,        -49.7493,        -40.9858,         -3.0167,         -0.0004,        -59.4612,          0.0005
,        0.066667,          2.0554,          1.7727,          2.0644,          2.0647,          2.1182,          1.7774,          1.8090,          1.7967,          1.6527,          1.3963,          0.8860,          0.1819,          0.0000,          0.0001,          0.0000,          2.0156,        -58.7739,        -56.7348,        -52.7383,        -46.8182,        -28.4621,         -0.0006,        -59.6185,          0.0006
,        0.075000,          2.0413,          1.7634,          2.0471,          2.0453,          2.0949,          1.7673,          1.8022,          1.8084,          1.7383,          1.5951,          1.1295,          1.0847,          0.9876,          0.6618,          0.0001,          2.0021,        -59.1033,        -57.6043,        -54.7108,        -50.5481,        -37.6147,        -27.4722,        -59.7181,         -0.0027
,        0.083333,          2.0312,          1.7563,          2.0347,          2.0304,          2.0776,          1.7586,          1.7925,          1.8067,          1.7673,          1.6819,          1.2608,          1.2811,          1.2978,          0.9876,          0.7310,          1.9921,        -59.3341,        -58.2155,        -56.0862,        -53.0518,        -43.6904,        -36.2501,        -59.7912,        -29.8333
