"OutphaseC4_021 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_021.tcf]","Time (h)","V 2 [OutphaseC4_021]","V 3 [OutphaseC4_021]","V 4 [OutphaseC4_021]","V 5 [OutphaseC4_021]","V 6 [OutphaseC4_021]","V 7 [OutphaseC4_021]","V 8 [OutphaseC4_021]","V 9 [OutphaseC4_021]","V 10 [OutphaseC4_021]","V 11 [OutphaseC4_021]","V 12 [OutphaseC4_021]","V 13 [OutphaseC4_021]","V 14 [OutphaseC4_021]","V 15 [OutphaseC4_021]","V 16 [OutphaseC4_021]","V  1 [OutphaseC4_021]"
          57,        0.466667,          2.0770,          2.4106,          2.5739,          2.0629,          2.0310,          2.7739,          0.7833,          1.2086,          2.0944,          2.4816,          0.5173,          1.4025,          2.1337,          3.2072,          5.3320,          1.0922
          58,        0.475000,          2.0769,          2.4106,          2.5741,          2.0625,          2.0311,          2.7739,          0.7837,          1.2076,          2.0943,          2.4814,          0.5177,          1.4019,          2.1337,          3.2070,          5.3321,          1.0922
          59,        0.483333,          2.0769,          2.4105,          2.5742,          2.0621,          2.0310,          2.7738,          0.7841,          1.2069,          2.0944,          2.4813,          0.5182,          1.4014,          2.1338,          3.2071,          5.3320,          1.0922
          60,        0.491667,          2.0769,          2.4105,          2.5743,          2.0618,          2.0311,          2.7739,          0.7845,          1.2061,          2.0945,          2.4812,          0.5188,          1.4011,          2.1337,          3.2070,          5.3321,          1.0922
          61,        0.500000,          2.0769,          2.4104,          2.5743,          2.0615,          2.0312,          2.7740,          0.7850,          1.2053,          2.0945,          2.4811,          0.5191,          1.4001,          2.1338,          3.2071,          5.3320,          1.0923
          62,        0.508333,          2.0770,          2.4104,          2.5744,          2.0611,          2.0312,          2.7740,          0.7853,          1.2045,          2.0945,          2.4810,          0.5197,          1.4000,          2.1339,          3.2071,          5.3321,          1.0922
          63,        0.516667,          2.0770,          2.4104,          2.5745,          2.0609,          2.0313,          2.7739,          0.7857,          1.2037,          2.0945,          2.4809,          0.5202,          1.3994,          2.1339,          3.2070,          5.3322,          1.0922
          64,        0.525000,          2.0769,          2.4104,          2.5746,          2.0606,          2.0313,          2.7739,          0.7860,          1.2030,          2.0946,          2.4808,          0.5206,          1.3988,          2.1339,          3.2072,          5.3321,          1.0922
          65,        0.533333,          2.0769,          2.4105,          2.5747,          2.0603,          2.0314,          2.7739,          0.7863,          1.2022,          2.0946,          2.4806,          0.5210,          1.3981,          2.1339,          3.2071,          5.3321,          1.0922
          66,        0.541667,          2.0769,          2.4104,          2.5747,          2.0600,          2.0314,          2.7740,          0.7867,          1.2014,          2.0947,          2.4805,          0.5215,          1.3978,          2.1339,          3.2071,          5.3321,          1.0922
          67,        0.550000,          2.0770,          2.4104,          2.5748,          2.0598,          2.0314,          2.7740,          0.7871,          1.2008,          2.0947,          2.4804,          0.5221,          1.3975,          2.1340,          3.2071,          5.3321,          1.0922
          68,        0.558333,          2.0770,          2.4104,          2.5749,          2.0595,          2.0314,          2.7739,          0.7874,          1.2002,          2.0948,          2.4803,          0.5226,          1.3968,          2.1340,          3.2071,          5.3320,          1.0922
          69,        0.566667,          2.0770,          2.4103,          2.5749,          2.0593,          2.0315,          2.7739,          0.7877,          1.1995,          2.0947,          2.4802,          0.5231,          1.3961,          2.1340,          3.2072,          5.3321,          1.0922
          70,        0.575000,          2.0770,          2.4104,          2.5750,          2.0590,          2.0315,          2.7739,          0.7880,          1.1988,          2.0948,          2.4801,          0.5235,          1.3956,          2.1341,          3.2071,          5.3321,          1.0922
          71,        0.583333,          2.0770,          2.4105,          2.5751,          2.0588,          2.0315,          2.7740,          0.7883,          1.1981,          2.0949,          2.4800,          0.5240,          1.3951,          2.1341,          3.2072,          5.3321,          1.0922
          72,        0.591667,          2.0770,          2.4104,          2.5751,          2.0586,          2.0316,          2.7740,          0.7886,          1.1975,          2.0949,          2.4823,          0.5250,          1.3932,          2.1639,          3.2087,          5.3374,          1.0922
          73,        0.600000,          2.0769,          2.4104,          2.5752,          2.0584,          2.0316,          2.7740,          0.7889,          1.1970,          2.0949,          2.4789,          0.5247,          1.3938,          2.1337,          3.2101,          5.3343,          1.0922
          74,        0.608333,          2.0769,          2.4103,          2.5752,          2.0582,          2.0317,          2.7740,          0.7892,          1.1963,          2.0949,          2.4804,          0.5250,          1.3933,          2.1337,          3.2076,          5.3318,          1.0922
          75,        0.616667,          2.0770,          2.4102,          2.5753,          2.0580,          2.0317,          2.7740,          0.7894,          1.1958,          2.0950,          2.4799,          0.5262,          1.3933,          2.1345,          3.2071,          5.3319,          1.0922
          76,        0.625000,          2.0769,          2.4103,          2.5753,          2.0578,          2.0317,          2.7739,          0.7897,          1.1951,          2.0950,          2.4796,          0.5262,          1.3924,          2.1343,          3.2072,          5.3319,          1.0922
          77,        0.633333,          2.0770,          2.4104,          2.5754,          2.0577,          2.0317,          2.7740,          0.7899,          1.1946,          2.0950,          2.4796,          0.5268,          1.3912,          2.1345,          3.2074,          5.3317,          1.0922
          78,        0.641667,          2.0770,          2.4104,          2.5754,          2.0574,          2.0317,          2.7741,          0.7902,          1.1941,          2.0951,          2.4794,          0.5274,          1.3916,          2.1344,          3.2072,          5.3319,          1.0922
          79,        0.650000,          2.0770,          2.4104,          2.5755,          2.0573,          2.0317,          2.7741,          0.7904,          1.1935,          2.0952,          2.4793,          0.5277,          1.3903,          2.1344,          3.2072,          5.3318,          1.0922
          80,        0.658333,          2.0769,          2.4104,          2.5755,          2.0571,          2.0318,          2.7740,          0.7906,          1.1930,          2.0951,          2.4792,          0.5283,          1.3902,          2.1345,          3.2073,          5.3320,          1.0922
          81,        0.666667,          2.0769,          2.4103,          2.5755,          2.0570,          2.0318,          2.7740,          0.7908,          1.1925,          2.0951,          2.4791,          0.5287,          1.3896,          2.1344,          3.2072,          5.3319,          1.0922
          82,        0.675000,          2.0769,          2.4102,          2.5756,          2.0568,          2.0318,          2.7740,          0.7911,          1.1919,          2.0952,          2.4790,          0.5291,          1.3889,          2.1345,          3.2073,          5.3319,          1.0922
          83,        0.683333,          2.0770,          2.4102,          2.5756,          2.0566,          2.0318,          2.7741,          0.7913,          1.1916,          2.0953,          2.4789,          0.5296,          1.3884,          2.1345,          3.2073,          5.3320,          1.0922
          84,        0.691667,          2.0770,          2.4102,          2.5756,          2.0565,          2.0319,          2.7741,          0.7915,          1.1911,          2.0952,          2.4788,          0.5300,          1.3877,          2.1345,          3.2072,          5.3321,          1.0922
          85,        0.700000,          2.0770,          2.4103,          2.5757,          2.0564,          2.0319,          2.7740,          0.7917,          1.1906,          2.0952,          2.4787,          0.5305,          1.3872,          2.1345,          3.2073,          5.3320,          1.0922
          86,        0.708333,          2.0770,          2.4104,          2.5757,          2.0562,          2.0319,          2.7740,          0.7919,          1.1901,          2.0953,          2.4786,          0.5309,          1.3869,          2.1345,          3.2072,          5.3320,          1.0922
          87,        0.716667,          2.0769,          2.4103,          2.5758,          2.0561,          2.0319,          2.7740,          0.7921,          1.1897,          2.0953,          2.4786,          0.5314,          1.3862,          2.1346,          3.2072,          5.3321,          1.0922
          88,        0.725000,          2.0770,          2.4103,          2.5758,          2.0560,          2.0319,          2.7740,          0.7923,          1.1894,          2.0953,          2.4785,          0.5319,          1.3857,          2.1346,          3.2073,          5.3320,          1.0922
          89,        0.733333,          2.0770,          2.4102,          2.5758,          2.0559,          2.0319,          2.7741,          0.7924,          1.1890,          2.0953,          2.4784,          0.5322,          1.3850,          2.1346,          3.2073,          5.3321,          1.0922
          90,        0.741667,          2.0769,          2.4102,          2.5759,          2.0557,          2.0320,          2.7741,          0.7926,          1.1885,          2.0954,          2.4783,          0.5327,          1.3845,          2.1346,          3.2073,          5.3319,          1.0923
          91,        0.750000,          2.0770,          2.4102,          2.5759,          2.0556,          2.0320,          2.7741,          0.7928,          1.1882,          2.0954,          2.4783,          0.5331,          1.3840,          2.1346,          3.2073,          5.3321,          1.0922
          92,        0.758333,          2.0770,          2.4103,          2.5759,          2.0555,          2.0320,          2.7740,          0.7929,          1.1878,          2.0954,          2.4782,          0.5335,          1.3835,          2.1346,          3.2073,          5.3320,          1.0922
          93,        0.766667,          2.0770,          2.4103,          2.5760,          2.0554,          2.0320,          2.7739,          0.7931,          1.1875,          2.0954,          2.4781,          0.5339,          1.3830,          2.1347,          3.2073,          5.3321,          1.0922
          94,        0.775000,          2.0769,          2.4103,          2.5760,          2.0553,          2.0320,          2.7740,          0.7932,          1.1871,          2.0955,          2.4780,          0.5343,          1.3826,          2.1347,          3.2073,          5.3321,          1.0922
          95,        0.783333,          2.0769,          2.4103,          2.5761,          2.0552,          2.0320,          2.7741,          0.7934,          1.1867,          2.0955,          2.4780,          0.5347,          1.3820,          2.1347,          3.2073,          5.3321,          1.0922
          96,        0.791667,          2.0770,          2.4103,          2.5760,          2.0551,          2.0320,          2.7741,          0.7936,          1.1864,          2.0954,          2.4780,          0.5351,          1.3814,          2.1347,          3.2073,          5.3320,          1.0922
          97,        0.800000,          2.0769,          2.4102,          2.5760,          2.0550,          2.0321,          2.7741,          0.7937,          1.1861,          2.0956,          2.4779,          0.5355,          1.3809,          2.1347,          3.2073,          5.3321,          1.0922
          98,        0.808333,          2.0770,          2.4101,          2.5761,          2.0549,          2.0321,          2.7740,          0.7938,          1.1858,          2.0955,          2.4778,          0.5359,          1.3804,          2.1347,          3.2073,          5.3321,          1.0922
          99,        0.816667,          2.0769,          2.4102,          2.5761,          2.0548,          2.0321,          2.7740,          0.7940,          1.1854,          2.0956,          2.4777,          0.5362,          1.3800,          2.1347,          3.2073,          5.3321,          1.0922
         100,        0.825000,          2.0770,          2.4103,          2.5761,          2.0548,          2.0321,          2.7740,          0.7941,          1.1852,          2.0955,          2.4777,          0.5366,          1.3795,          2.1347,          3.2073,          5.3320,          1.0922
         101,        0.833333,          2.0769,          2.4103,          2.5761,          2.0547,          2.0321,          2.7741,          0.7942,          1.1849,          2.0956,          2.4776,          0.5370,          1.3791,          2.1347,          3.2074,          5.3321,          1.0922
         102,        0.841667,          2.0770,          2.4103,          2.5762,          2.0546,          2.0321,          2.7741,          0.7943,          1.1846,          2.0956,          2.4776,          0.5373,          1.3786,          2.1347,          3.2073,          5.3321,          1.0922
         103,        0.850000,          2.0769,          2.4102,          2.5762,          2.0545,          2.0321,          2.7740,          0.7944,          1.1844,          2.0957,          2.4775,          0.5377,          1.3782,          2.1347,          3.2073,          5.3321,          1.0922
         104,        0.858333,          2.0769,          2.4101,          2.5762,          2.0545,          2.0321,          2.7741,          0.7945,          1.1841,          2.0957,          2.4775,          0.5380,          1.3777,          2.1347,          3.2073,          5.3321,          1.0922
         105,        0.866667,          2.0770,          2.4102,          2.5762,          2.0544,          2.0321,          2.7740,          0.7946,          1.1838,          2.0957,          2.4774,          0.5383,          1.3772,          2.1347,          3.2073,          5.3320,          1.0922
         106,        0.875000,          2.0770,          2.4103,          2.5762,          2.0543,          2.0322,          2.7741,          0.7948,          1.1836,          2.0957,          2.4774,          0.5387,          1.3769,          2.1347,          3.2074,          5.3321,          1.0922
         107,        0.883333,          2.0770,          2.4103,          2.5763,          2.0543,          2.0322,          2.7741,          0.7949,          1.1834,          2.0956,          2.4773,          0.5389,          1.3763,          2.1347,          3.2073,          5.3321,          1.0922
         108,        0.891667,          2.0770,          2.4103,          2.5762,          2.0542,          2.0321,          2.7741,          0.7949,          1.1832,          2.0957,          2.4773,          0.5393,          1.3759,          2.1347,          3.2073,          5.3320,          1.0922
         109,        0.900000,          2.0769,          2.4102,          2.5763,          2.0542,          2.0321,          2.7741,          0.7951,          1.1829,          2.0957,          2.4772,          0.5396,          1.3757,          2.1347,          3.2073,          5.3321,          1.0923
         110,        0.908333,          2.0770,          2.4101,          2.5763,          2.0541,          2.0322,          2.7741,          0.7952,          1.1827,          2.0957,          2.4772,          0.5399,          1.3751,          2.1347,          3.2074,          5.3321,          1.0922
         111,        0.916667,          2.0769,          2.4101,          2.5763,          2.0541,          2.0322,          2.7741,          0.7952,          1.1825,          2.0957,          2.4771,          0.5402,          1.3748,          2.1347,          3.2074,          5.3321,          1.0922
         112,        0.925000,          2.0770,          2.4102,          2.5763,          2.0540,          2.0322,          2.7741,          0.7954,          1.1823,          2.0957,          2.4771,          0.5404,          1.3743,          2.1347,          3.2073,          5.3321,          1.0922
         113,        0.933333,          2.0770,          2.4102,          2.5763,          2.0539,          2.0322,          2.7742,          0.7954,          1.1821,          2.0957,          2.4771,          0.5407,          1.3740,          2.1346,          3.2073,          5.3321,          1.0922
         114,        0.941667,          2.0770,          2.4103,          2.5763,          2.0539,          2.0322,          2.7741,          0.7955,          1.1819,          2.0957,          2.4770,          0.5410,          1.3736,          2.1346,          3.2074,          5.3321,          1.0922
         115,        0.950000,          2.0770,          2.4102,          2.5763,          2.0539,          2.0322,          2.7741,          0.7956,          1.1817,          2.0958,          2.4770,          0.5413,          1.3733,          2.1347,          3.2073,          5.3321,          1.0922
         116,        0.958333,          2.0770,          2.4102,          2.5764,          2.0539,          2.0322,          2.7741,          0.7957,          1.1815,          2.0958,          2.4769,          0.5415,          1.3729,          2.1346,          3.2074,          5.3321,          1.0922
         117,        0.966667,          2.0769,          2.4102,          2.5764,          2.0538,          2.0322,          2.7741,          0.7958,          1.1813,          2.0958,          2.4769,          0.5417,          1.3725,          2.1346,          3.2074,          5.3321,          1.0922
         118,        0.975000,          2.0770,          2.4101,          2.5764,          2.0537,          2.0322,          2.7741,          0.7958,          1.1812,          2.0957,          2.4768,          0.5420,          1.3723,          2.1346,          3.2074,          5.3320,          1.0922
         119,        0.983333,          2.0770,          2.4102,          2.5764,          2.0537,          2.0323,          2.7741,          0.7959,          1.1810,          2.0958,          2.4768,          0.5422,          1.3719,          2.1346,          3.2074,          5.3321,          1.0922
         120,        0.991667,          2.0770,          2.4102,          2.5764,          2.0537,          2.0322,          2.7740,          0.7960,          1.1808,          2.0958,          2.4768,          0.5425,          1.3716,          2.1346,          3.2074,          5.3320,          1.0922
         121,        1.000000,          2.0769,          2.4103,          2.5764,          2.0536,          2.0322,          2.7741,          0.7960,          1.1806,          2.0957,          2.4767,          0.5428,          1.3712,          2.1346,          3.2074,          5.3321,          1.0922
         122,        1.008333,          2.0769,          2.4102,          2.5764,          2.0536,          2.0323,          2.7741,          0.7961,          1.1805,          2.0958,          2.4767,          0.5430,          1.3708,          2.1345,          3.2075,          5.3320,          1.0922
         123,        1.016667,          2.0769,          2.4102,          2.5764,          2.0536,          2.0323,          2.7742,          0.7962,          1.1803,          2.0959,          2.4766,          0.5433,          1.3708,          2.1346,          3.2073,          5.3321,          1.0922
         124,        1.025000,          2.0769,          2.4101,          2.5764,          2.0535,          2.0323,          2.7741,          0.7962,          1.1801,          2.0958,          2.4766,          0.5434,          1.3703,          2.1345,          3.2074,          5.3321,          1.0922
         125,        1.033333,          2.0769,          2.4101,          2.5764,          2.0535,          2.0323,          2.7741,          0.7963,          1.1801,          2.0959,          2.4766,          0.5437,          1.3702,          2.1346,          3.2074,          5.3321,          1.0922
         126,        1.041667,          2.0769,          2.4102,          2.5764,          2.0535,          2.0323,          2.7741,          0.7963,          1.1799,          2.0959,          2.4766,          0.5439,          1.3697,          2.1345,          3.2074,          5.3320,          1.0922
