"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\011\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\011\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          2.1289,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.8631,          0.0000,          0.0000,          0.0000
,        0.083333,          1.5066,          2.2320,          0.0844,          0.0000,          0.0000,          0.0000,          6.8012,          3.1393,          0.0000,          0.0000
,        0.100000,          1.4892,          2.1886,          0.3764,          1.5753,          0.3301,          0.0000,          8.8552,          7.3732,          0.5636,          0.0000
,        0.116667,          1.5573,          2.0533,          0.1968,          2.3655,          1.7618,          1.4145,          9.8843,         11.3886,          9.0078,          8.3027
,        0.133333,          1.6075,          2.0427,          0.1761,          2.4273,          1.9127,          2.0833,         10.5727,         13.1070,         12.1205,         11.3996
,        0.150000,          1.6455,          2.0609,          0.1134,          2.4125,          1.9845,          2.3388,         11.1852,         14.1974,         13.6749,         13.2313
,        0.166667,          1.6620,          2.0797,          0.1563,          2.3994,          2.0139,          2.4388,         11.5128,         14.8785,         14.5707,         14.2922
,        0.183333,          1.6748,          2.0935,          0.1414,          2.3941,          2.0329,          2.4708,         11.7172,         15.2828,         15.1032,         14.9606
,        0.200000,          1.6824,          2.1017,          0.1508,          2.3890,          2.0432,          2.4772,         11.8428,         15.5197,         15.4162,         15.3232
,        0.216667,          1.6876,          2.1073,          0.1568,          2.3856,          2.0484,          2.4762,         11.9231,         15.6672,         15.6026,         15.5505
,        0.233333,          1.6910,          2.1108,          0.1610,          2.3835,          2.0515,          2.4790,         11.9735,         15.7574,         15.7190,         15.6850
,        0.250000,          1.6930,          2.1130,          0.1638,          2.3817,          2.0541,          2.4813,         12.0055,         15.8156,         15.7902,         15.7691
,        0.266667,          1.6943,          2.1147,          0.1658,          2.3808,          2.0553,          2.4818,         12.0266,         15.8534,         15.8372,         15.8227
