"InphaseC4_006","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_006.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\results\006\InphaseC4_006_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.7651,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.1018,         -0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -44.0122,         -0.0000
,        0.016667,          3.1384,          0.5547,          1.7786,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          3.1177,        -39.6726,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0006,        -46.6013,          0.0011
,        0.025000,          2.7924,          0.3641,          1.4314,          2.0870,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          3.1090,        -36.5494,        -17.5979,          0.0000,          0.0000,          0.0000,         -0.0002,        -46.6013,          0.0018
,        0.033333,          2.0743,          0.4436,          1.4037,          2.2356,          2.3606,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          0.0001,          3.1104,        -35.8807,        -27.0856,        -17.5391,          0.0000,          0.0001,          0.0018,        -46.5926,          0.0007
,        0.041667,          1.9529,          0.6061,          1.4495,          2.3215,          2.5373,          0.0000,          0.9716,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          0.0001,          2.4478,        -39.5248,        -32.6666,        -25.4003,         -4.7395,         -0.0002,         -0.0008,        -44.1246,          0.0004
,        0.050000,          1.8989,          0.7043,          1.5051,          2.4082,          2.4447,          0.2532,          0.8805,          0.8736,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          0.0000,          2.2573,        -42.8347,        -38.0825,        -27.2720,        -13.7248,          0.0005,          0.0011,        -45.1793,          0.0003
,        0.058333,          1.8525,          0.7513,          1.5251,          2.4518,          2.1277,          0.3820,          0.9843,          1.8130,          0.5407,          0.4562,          0.0002,          0.0001,          0.0001,          0.0000,          0.0000,          2.1630,        -44.3650,        -41.6536,        -31.8285,        -21.5953,         -6.4151,         -0.0001,        -45.7563,          0.0008
,        0.066667,          1.8225,          0.7841,          1.5320,          2.4711,          1.9947,          0.5424,          1.1092,          2.1212,          0.6779,          0.6818,          0.6919,          0.0225,          0.0001,          0.0001,          0.0000,          2.1085,        -45.1202,        -43.5931,        -37.1207,        -29.5864,        -17.2716,          0.0004,        -45.9922,         -0.0013
,        0.075000,          1.8086,          0.8058,          1.5351,          2.4813,          1.9120,          0.6227,          1.1828,          2.2947,          0.6185,          0.8252,          1.0547,          0.7277,          0.4361,          0.3326,          0.0001,          2.0752,        -45.6575,        -44.7114,        -40.3568,        -35.5735,        -24.5521,        -14.0595,        -46.1839,         -0.4611
,        0.083333,          1.8015,          0.8179,          1.5375,          2.4890,          1.8554,          0.6784,          1.2274,          2.3826,          0.7173,          0.8583,          1.2777,          0.9808,          0.7373,          0.5998,          0.4358,          2.0559,        -46.0352,        -45.4338,        -42.3557,        -39.3464,        -30.9658,        -22.3788,        -46.3434,        -18.4006
,        0.091667,          1.7973,          0.8250,          1.5396,          2.4925,          1.8224,          0.7231,          1.2586,          2.4399,          0.8132,          0.9359,          1.3802,          1.2314,          1.0597,          1.0267,          0.8753,          2.0445,        -46.2586,        -45.8938,        -43.8032,        -41.8322,        -35.7229,        -30.1014,        -46.4468,        -34.2583
,        0.100000,          1.7943,          0.8292,          1.5407,          2.4970,          1.8020,          0.7541,          1.2812,          2.4618,          0.8820,          0.9870,          1.4710,          1.5762,          1.4479,          1.3302,          1.0891,          2.0385,        -46.3886,        -46.1704,        -44.8174,        -43.5275,        -38.9277,        -40.0697,        -46.5026,        -40.8280
,        0.108333,          1.7926,          0.8318,          1.5414,          2.4974,          1.7888,          0.7750,          1.2957,          2.4093,          0.9385,          1.0365,          1.5560,          1.8236,          1.5791,          1.4394,          1.1988,          2.0344,        -46.4654,        -46.3348,        -45.4642,        -44.6412,        -41.3982,        -41.2973,        -46.5365,        -42.7980
,        0.116667,          1.7916,          0.8334,          1.5418,          2.4975,          1.7801,          0.7883,          1.3046,          2.3219,          0.9835,          1.0782,          1.6175,          1.9673,          1.6861,          1.4849,          1.2587,          2.0319,        -46.5163,        -46.4366,        -45.8697,        -45.3436,        -43.3203,        -42.4664,        -46.5585,        -42.8385
,        0.125000,          1.7912,          0.8343,          1.5421,          2.4962,          1.7746,          0.7969,          1.3103,          2.2841,          1.0199,          1.1065,          1.6437,          2.0519,          1.7490,          1.5217,          1.2884,          2.0305,        -46.5466,        -46.4972,        -46.1295,        -45.7928,        -44.5624,        -43.5700,        -46.5718,        -43.2377
,        0.133333,          1.7908,          0.8348,          1.5423,          2.4947,          1.7712,          0.8027,          1.3140,          2.2666,          1.0400,          1.1214,          1.6573,          2.0887,          1.7778,          1.5520,          1.3202,          2.0296,        -46.5648,        -46.5351,        -46.3007,        -46.0852,        -45.2631,        -44.3362,        -46.5807,        -43.9966
,        0.141667,          1.7906,          0.8352,          1.5424,          2.4932,          1.7690,          0.8064,          1.3165,          2.2555,          1.0501,          1.1296,          1.6649,          2.0993,          1.7956,          1.5794,          1.3502,          2.0290,        -46.5755,        -46.5572,        -46.4080,        -46.2704,        -45.6728,        -45.0380,        -46.5849,        -44.8246
,        0.150000,          1.7905,          0.8354,          1.5424,          2.4921,          1.7676,          0.8087,          1.3179,          2.2446,          1.0570,          1.1354,          1.6698,          2.1086,          1.8073,          1.5993,          1.3721,          2.0287,        -46.5823,        -46.5711,        -46.4759,        -46.3883,        -45.9627,        -45.5627,        -46.5882,        -45.4734
,        0.158333,          1.7904,          0.8355,          1.5425,          2.4915,          1.7666,          0.8101,          1.3189,          2.2360,          1.0618,          1.1396,          1.6733,          2.1191,          1.8162,          1.6120,          1.3857,          2.0285,        -46.5865,        -46.5795,        -46.5191,        -46.4637,        -46.1713,        -45.9184,        -46.5898,        -45.8860
,        0.166667,          1.7903,          0.8356,          1.5425,          2.4911,          1.7660,          0.8111,          1.3195,          2.2300,          1.0653,          1.1424,          1.6756,          2.1280,          1.8234,          1.6198,          1.3936,          2.0284,        -46.5889,        -46.5852,        -46.5463,        -46.5109,        -46.3138,        -46.1546,        -46.5913,        -46.1372
,        0.175000,          1.7903,          0.8357,          1.5425,          2.4908,          1.7657,          0.8116,          1.3198,          2.2259,          1.0679,          1.1444,          1.6772,          2.1346,          1.8283,          1.6248,          1.3982,          2.0283,        -46.5908,        -46.5878,        -46.5627,        -46.5408,        -46.4082,        -46.3026,        -46.5918,        -46.2915
,        0.183333,          1.7902,          0.8357,          1.5425,          2.4907,          1.7654,          0.8119,          1.3201,          2.2231,          1.0694,          1.1457,          1.6782,          2.1389,          1.8316,          1.6280,          1.4012,          2.0283,        -46.5912,        -46.5896,        -46.5745,        -46.5605,        -46.4715,        -46.3982,        -46.5922,        -46.3882
,        0.191667,          1.7902,          0.8357,          1.5425,          2.4907,          1.7653,          0.8123,          1.3202,          2.2211,          1.0705,          1.1465,          1.6789,          2.1416,          1.8337,          1.6303,          1.4032,          2.0282,        -46.5917,        -46.5910,        -46.5812,        -46.5725,        -46.5125,        -46.4634,        -46.5920,        -46.4531
,        0.200000,          1.7903,          0.8357,          1.5426,          2.4907,          1.7652,          0.8124,          1.3202,          2.2199,          1.0713,          1.1471,          1.6795,          2.1433,          1.8351,          1.6318,          1.4046,          2.0282,        -46.5926,        -46.5918,        -46.5856,        -46.5796,        -46.5400,        -46.5064,        -46.5925,        -46.5002
,        0.208333,          1.7902,          0.8357,          1.5425,          2.4906,          1.7651,          0.8125,          1.3204,          2.2190,          1.0718,          1.1475,          1.6797,          2.1444,          1.8361,          1.6328,          1.4056,          2.0282,        -46.5922,        -46.5922,        -46.5883,        -46.5847,        -46.5578,        -46.5358,        -46.5929,        -46.5320
,        0.216667,          1.7902,          0.8357,          1.5425,          2.4907,          1.7651,          0.8126,          1.3204,          2.2183,          1.0721,          1.1477,          1.6799,          2.1451,          1.8366,          1.6335,          1.4062,          2.0282,        -46.5929,        -46.5924,        -46.5892,        -46.5878,        -46.5702,        -46.5555,        -46.5929,        -46.5533
,        0.225000,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8126,          1.3204,          2.2180,          1.0723,          1.1479,          1.6801,          2.1456,          1.8370,          1.6339,          1.4067,          2.0282,        -46.5930,        -46.5927,        -46.5904,        -46.5900,        -46.5785,        -46.5688,        -46.5926,        -46.5674
,        0.233333,          1.7903,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2177,          1.0724,          1.1480,          1.6802,          2.1459,          1.8373,          1.6342,          1.4070,          2.0282,        -46.5928,        -46.5927,        -46.5920,        -46.5909,        -46.5833,        -46.5768,        -46.5929,        -46.5760
,        0.241667,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8126,          1.3204,          2.2175,          1.0725,          1.1480,          1.6802,          2.1461,          1.8375,          1.6344,          1.4071,          2.0282,        -46.5931,        -46.5926,        -46.5910,        -46.5921,        -46.5867,        -46.5828,        -46.5925,        -46.5829
,        0.250000,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3204,          2.2174,          1.0727,          1.1481,          1.6803,          2.1463,          1.8376,          1.6346,          1.4073,          2.0282,        -46.5929,        -46.5926,        -46.5921,        -46.5923,        -46.5892,        -46.5863,        -46.5929,        -46.5862
,        0.258333,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3204,          2.2173,          1.0727,          1.1482,          1.6804,          2.1464,          1.8376,          1.6346,          1.4074,          2.0282,        -46.5930,        -46.5923,        -46.5921,        -46.5923,        -46.5900,        -46.5889,        -46.5927,        -46.5888
,        0.266667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3204,          2.2173,          1.0727,          1.1482,          1.6804,          2.1464,          1.8377,          1.6347,          1.4074,          2.0282,        -46.5932,        -46.5930,        -46.5921,        -46.5926,        -46.5902,        -46.5903,        -46.5931,        -46.5896
,        0.275000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8126,          1.3205,          2.2173,          1.0727,          1.1482,          1.6803,          2.1464,          1.8377,          1.6347,          1.4075,          2.0282,        -46.5927,        -46.5932,        -46.5928,        -46.5930,        -46.5915,        -46.5917,        -46.5930,        -46.5909
,        0.283333,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8377,          1.6348,          1.4075,          2.0282,        -46.5929,        -46.5929,        -46.5930,        -46.5923,        -46.5928,        -46.5917,        -46.5927,        -46.5922
,        0.291667,          1.7903,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2173,          1.0727,          1.1482,          1.6804,          2.1466,          1.8377,          1.6348,          1.4075,          2.0282,        -46.5929,        -46.5929,        -46.5931,        -46.5926,        -46.5923,        -46.5918,        -46.5926,        -46.5910
,        0.300000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6803,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282,        -46.5932,        -46.5927,        -46.5926,        -46.5934,        -46.5925,        -46.5924,        -46.5931,        -46.5929
,        0.308333,          1.7902,          0.8357,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6347,          1.4075,          2.0282,        -46.5926,        -46.5926,        -46.5932,        -46.5930,        -46.5927,        -46.5923,        -46.5929,        -46.5923
,        0.316667,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8377,          1.6347,          1.4075,          2.0282,        -46.5924,        -46.5928,        -46.5925,        -46.5927,        -46.5931,        -46.5922,        -46.5928,        -46.5924
,        0.325000,          1.7902,          0.8357,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282,        -46.5940,        -46.5934,        -46.5926,        -46.5930,        -46.5924,        -46.5933,        -46.5927,        -46.5922
,        0.333333,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0281,        -46.5928,        -46.5930,        -46.5921,        -46.5931,        -46.5920,        -46.5929,        -46.5928,        -46.5927
,        0.341667,          1.7903,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3204,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282,        -46.5926,        -46.5929,        -46.5922,        -46.5925,        -46.5937,        -46.5930,        -46.5931,        -46.5928
,        0.350000,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8377,          1.6348,          1.4075,          2.0282,        -46.5929,        -46.5931,        -46.5930,        -46.5927,        -46.5933,        -46.5931,        -46.5929,        -46.5927
,        0.358333,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8126,          1.3204,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282,        -46.5924,        -46.5927,        -46.5924,        -46.5932,        -46.5929,        -46.5927,        -46.5932,        -46.5925
,        0.366667,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4076,          2.0282,        -46.5925,        -46.5927,        -46.5924,        -46.5925,        -46.5936,        -46.5932,        -46.5930,        -46.5932
,        0.375000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3204,          2.2172,          1.0728,          1.1482,          1.6803,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282,        -46.5925,        -46.5926,        -46.5929,        -46.5927,        -46.5932,        -46.5932,        -46.5928,        -46.5931
,        0.383333,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282,        -46.5926,        -46.5932,        -46.5934,        -46.5936,        -46.5929,        -46.5927,        -46.5928,        -46.5939
,        0.391667,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8377,          1.6348,          1.4075,          2.0282,        -46.5925,        -46.5928,        -46.5928,        -46.5928,        -46.5920,        -46.5934,        -46.5929,        -46.5924
,        0.400000,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6803,          2.1465,          1.8377,          1.6348,          1.4075,          2.0281,        -46.5929,        -46.5931,        -46.5919,        -46.5930,        -46.5925,        -46.5931,        -46.5926,        -46.5922
