"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\004\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\004\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.116667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.133333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.150000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.166667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.183333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.200000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0000
,        0.216667,          0.6796,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1253,          0.0000,          0.0000,          0.0000
,        0.233333,          0.1899,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1694,          0.0000,          0.0000,          0.0000
,        0.250000,          0.1352,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.2098,          0.0000,          0.0000,          0.0000
,        0.266667,          0.1402,          0.1379,          0.0000,          0.0000,          0.0000,          0.0000,          0.2417,          0.0000,          0.0000,          0.0000
,        0.283333,          0.1466,          0.3290,          0.0000,          0.0000,          0.0000,          0.0000,          0.2637,          0.0657,          0.0000,          0.0000
,        0.300000,          0.1525,          0.3979,          0.0000,          0.0000,          0.0000,          0.0000,          0.2787,          0.1515,          0.0000,          0.0000
,        0.316667,          0.1567,          0.4281,          0.3793,          0.0000,          0.0000,          0.0000,          0.2881,          0.2322,          0.0000,          0.0000
,        0.333333,          0.1595,          0.4490,          0.2006,          0.0000,          0.0000,          0.0000,          0.2943,          0.2702,          0.0000,          0.0000
,        0.350000,          0.1625,          0.4614,          0.0662,          0.0000,          0.2474,          0.0000,          0.2980,          0.2623,          0.0334,          0.0000
,        0.366667,          0.1633,          0.4670,          0.0426,          0.1731,          0.2200,          0.0000,          0.3003,          0.2340,          0.0439,          0.0000
,        0.383333,          0.1638,          0.4225,          0.0321,          0.4688,          0.2645,          0.0000,          0.3017,          0.2477,          0.0785,          0.0000
,        0.400000,          0.1641,          0.4080,          0.0254,          0.4665,          0.2409,          0.0000,          0.3026,          0.2584,          0.1181,          0.0000
,        0.416667,          0.1643,          0.4015,          0.0198,          0.5249,          0.2557,          0.0000,          0.3032,          0.2670,          0.1432,          0.0000
,        0.433333,          0.1644,          0.3886,          0.0155,          0.5865,          0.2701,          0.5592,          0.3035,          0.2772,          0.1609,          0.1064
,        0.450000,          0.1645,          0.3737,          0.0126,          0.6219,          0.3362,          0.6279,          0.3037,          0.2849,          0.2147,          0.1438
,        0.466667,          0.1646,          0.3607,          0.0105,          0.5149,          0.3723,          0.6778,          0.3038,          0.2903,          0.2510,          0.1803
,        0.483333,          0.1645,          0.3543,          0.0090,          0.5346,          0.3870,          0.7221,          0.3039,          0.2942,          0.2681,          0.2288
,        0.500000,          0.1646,          0.3495,          0.0079,          0.5506,          0.3936,          0.7527,          0.3040,          0.2970,          0.2785,          0.2584
,        0.516667,          0.1646,          0.3461,          0.0070,          0.5622,          0.3991,          0.7669,          0.3040,          0.2985,          0.2861,          0.2737
,        0.533333,          0.1646,          0.3433,          0.0063,          0.5695,          0.4029,          0.7750,          0.3040,          0.3005,          0.2908,          0.2829
,        0.550000,          0.1646,          0.3415,          0.0058,          0.5753,          0.4062,          0.7790,          0.3040,          0.3016,          0.2945,          0.2888
,        0.566667,          0.1646,          0.3236,          0.0053,          0.5794,          0.4088,          0.7839,          0.3040,          0.3021,          0.2974,          0.2930
,        0.583333,          0.1646,          0.3227,          0.0051,          0.5826,          0.4106,          0.7866,          0.3041,          0.3028,          0.2995,          0.2962
,        0.600000,          0.1646,          0.3221,          0.0045,          0.5844,          0.4118,          0.7887,          0.3040,          0.3030,          0.3008,          0.2986
,        0.616667,          0.1647,          0.3217,          0.0043,          0.5859,          0.4125,          0.7900,          0.3041,          0.3036,          0.3018,          0.3003
,        0.633333,          0.1647,          0.3213,          0.0041,          0.5870,          0.4129,          0.7920,          0.3041,          0.3036,          0.3024,          0.3013
,        0.650000,          0.1647,          0.3212,          0.0038,          0.5877,          0.4132,          0.7929,          0.3041,          0.3036,          0.3029,          0.3023
,        0.666667,          0.1647,          0.3210,          0.0037,          0.5883,          0.4134,          0.7933,          0.3040,          0.3038,          0.3033,          0.3028
,        0.683333,          0.1646,          0.3210,          0.0035,          0.5885,          0.4137,          0.7936,          0.3041,          0.3040,          0.3035,          0.3031
,        0.700000,          0.1646,          0.3209,          0.0032,          0.5887,          0.4138,          0.7938,          0.3041,          0.3038,          0.3036,          0.3034
,        0.716667,          0.1646,          0.3208,          0.0032,          0.5889,          0.4139,          0.7939,          0.3041,          0.3041,          0.3038,          0.3036
,        0.733333,          0.1646,          0.3208,          0.0030,          0.5891,          0.4140,          0.7941,          0.3041,          0.3038,          0.3038,          0.3037
