"VanillaC4_018 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_018.tcf]","Time (h)","Q 2 [VanillaC4_018]","Q 3 [VanillaC4_018]","Q 4 [VanillaC4_018]","Q 5 [VanillaC4_018]","Q 6 [VanillaC4_018]","Q 7 [VanillaC4_018]","Q 1 [VanillaC4_018]","Q  8 [VanillaC4_018]"
          45,        0.366667,        -69.9998,        -69.9995,        -69.9992,        -69.9989,        -69.9973,        -69.9955,        -69.9996,        -69.9957
          46,        0.375000,        -69.9995,        -69.9995,        -69.9996,        -69.9991,        -69.9982,        -69.9963,        -70.0003,        -69.9965
          47,        0.383333,        -70.0004,        -69.9998,        -69.9999,        -69.9992,        -69.9981,        -69.9974,        -69.9999,        -69.9967
          48,        0.391667,        -69.9993,        -70.0000,        -69.9999,        -69.9996,        -69.9985,        -69.9977,        -70.0003,        -69.9978
          49,        0.400000,        -70.0000,        -70.0000,        -69.9996,        -69.9996,        -69.9991,        -69.9985,        -69.9992,        -69.9995
          50,        0.408333,        -69.9999,        -70.0000,        -69.9998,        -69.9998,        -69.9993,        -69.9987,        -70.0001,        -69.9990
          51,        0.416667,        -70.0001,        -70.0003,        -69.9996,        -70.0001,        -69.9995,        -70.0002,        -70.0002,        -69.9998
          52,        0.425000,        -70.0000,        -70.0002,        -70.0000,        -70.0000,        -69.9998,        -70.0000,        -69.9989,        -69.9997
          53,        0.433333,        -69.9997,        -69.9999,        -69.9998,        -69.9998,        -69.9998,        -70.0000,        -69.9998,        -70.0001
          54,        0.441667,        -70.0000,        -69.9999,        -69.9997,        -69.9995,        -69.9997,        -69.9987,        -70.0001,        -69.9992
          55,        0.450000,        -70.0005,        -70.0002,        -70.0003,        -69.9997,        -69.9997,        -69.9995,        -69.9994,        -70.0001
          56,        0.458333,        -70.0003,        -69.9998,        -69.9994,        -69.9995,        -70.0000,        -69.9987,        -69.9996,        -70.0001
          57,        0.466667,        -69.9999,        -69.9998,        -69.9995,        -69.9998,        -69.9998,        -69.9988,        -70.0006,        -69.9997
          58,        0.475000,        -69.9995,        -70.0001,        -70.0004,        -69.9997,        -70.0003,        -70.0006,        -70.0005,        -69.9990
          59,        0.483333,        -70.0004,        -70.0004,        -69.9998,        -69.9995,        -69.9998,        -70.0000,        -69.9999,        -69.9998
          60,        0.491667,        -70.0001,        -69.9998,        -69.9995,        -69.9993,        -70.0000,        -69.9997,        -69.9996,        -69.9993
          61,        0.500000,        -70.0004,        -70.0001,        -69.9996,        -70.0001,        -70.0001,        -69.9981,        -70.0000,        -70.0001
          62,        0.508333,        -70.0003,        -70.0002,        -70.0002,        -69.9998,        -69.9997,        -70.0011,        -70.0000,        -70.0005
          63,        0.516667,        -69.9997,        -69.9999,        -69.9999,        -69.9996,        -69.9995,        -69.9990,        -70.0006,        -70.0001
          64,        0.525000,        -70.0000,        -70.0001,        -70.0003,        -69.9999,        -70.0002,        -69.9991,        -70.0004,        -69.9994
          65,        0.533333,        -69.9999,        -70.0000,        -69.9996,        -70.0003,        -69.9998,        -69.9994,        -70.0012,        -70.0000
          66,        0.541667,        -69.9998,        -69.9998,        -70.0002,        -69.9999,        -70.0000,        -70.0004,        -69.9998,        -70.0005
          67,        0.550000,        -70.0001,        -70.0000,        -70.0002,        -70.0001,        -70.0002,        -69.9991,        -70.0003,        -69.9999
          68,        0.558333,        -70.0004,        -70.0002,        -69.9997,        -69.9998,        -69.9997,        -69.9999,        -70.0007,        -70.0008
          69,        0.566667,        -70.0003,        -70.0002,        -70.0003,        -70.0001,        -69.9999,        -69.9997,        -70.0006,        -70.0006
          70,        0.575000,        -70.0002,        -70.0002,        -69.9997,        -69.9999,        -70.0001,        -70.0003,        -69.9996,        -70.0004
          71,        0.583333,        -70.0001,        -69.9998,        -70.0001,        -70.0004,        -69.9998,        -69.9994,        -70.0000,        -70.0012
          72,        0.591667,        -69.9997,        -69.9998,        -70.0004,        -69.9998,        -70.0003,        -69.9995,        -70.0001,        -69.9997
          73,        0.600000,        -70.0005,        -70.0001,        -69.9997,        -69.9997,        -70.0003,        -70.0007,        -70.0000,        -69.9973
          74,        0.608333,        -70.0002,        -70.0001,        -69.9998,        -69.9998,        -70.0003,        -69.9995,        -69.9993,        -70.0018
          75,        0.616667,        -70.0003,        -70.0000,        -70.0000,        -69.9999,        -69.9997,        -69.9996,        -70.0000,        -69.9978
          76,        0.625000,        -70.0004,        -69.9997,        -69.9998,        -70.0003,        -69.9997,        -70.0008,        -70.0000,        -70.0022
          77,        0.633333,        -69.9990,        -70.0000,        -69.9996,        -69.9999,        -69.9997,        -70.0009,        -70.0003,        -69.9957
          78,        0.641667,        -69.9999,        -69.9997,        -70.0003,        -70.0000,        -69.9998,        -70.0005,        -70.0006,        -69.9251
          79,        0.650000,        -70.0001,        -70.0001,        -70.0002,        -70.0003,        -69.9999,        -70.0174,        -69.9996,        -69.9984
          80,        0.658333,        -69.9998,        -70.0001,        -70.0002,        -69.9998,        -69.9997,        -70.0006,        -70.0006,        -69.9666
          81,        0.666667,        -70.0006,        -70.0004,        -69.9999,        -70.0002,        -70.0006,        -69.9990,        -69.9988,        -69.9870
          82,        0.675000,        -69.9999,        -69.9999,        -69.9997,        -70.0001,        -70.0033,        -69.9920,        -69.9994,        -69.9935
          83,        0.683333,        -70.0000,        -69.9999,        -69.9996,        -69.9997,        -70.0000,        -69.9959,        -69.9998,        -69.9961
          84,        0.691667,        -70.0003,        -69.9999,        -70.0001,        -70.0000,        -69.9996,        -69.9974,        -70.0001,        -69.9977
          85,        0.700000,        -70.0001,        -70.0000,        -69.9995,        -69.9999,        -69.9992,        -69.9975,        -70.0004,        -69.9987
          86,        0.708333,        -70.0004,        -69.9997,        -69.9998,        -70.0002,        -69.9995,        -69.9987,        -69.9999,        -69.9988
          87,        0.716667,        -70.0003,        -70.0002,        -69.9998,        -69.9999,        -69.9996,        -69.9994,        -70.0005,        -69.9996
          88,        0.725000,        -70.0002,        -69.9996,        -70.0001,        -69.9998,        -70.0000,        -69.9996,        -70.0000,        -69.9995
          89,        0.733333,        -70.0002,        -70.0000,        -69.9997,        -70.0002,        -69.9999,        -70.0002,        -70.0006,        -70.0006
          90,        0.741667,        -70.0000,        -69.9998,        -69.9998,        -70.0001,        -69.9999,        -69.9998,        -69.9995,        -69.9995
          91,        0.750000,        -70.0000,        -70.0000,        -69.9997,        -69.9999,        -69.9999,        -69.9996,        -69.9997,        -69.9991
          92,        0.758333,        -69.9994,        -69.9999,        -70.0003,        -70.0001,        -70.0001,        -69.9997,        -70.0000,        -69.9995
          93,        0.766667,        -70.0001,        -70.0000,        -70.0003,        -70.0001,        -69.9999,        -70.0004,        -70.0000,        -69.9993
          94,        0.775000,        -69.9998,        -70.0000,        -70.0001,        -69.9999,        -69.9998,        -70.0004,        -70.0005,        -70.0004
          95,        0.783333,        -69.9996,        -70.0003,        -69.9999,        -69.9999,        -69.9996,        -70.0005,        -70.0007,        -69.9991
          96,        0.791667,        -70.0001,        -69.9997,        -70.0001,        -70.0002,        -70.0001,        -70.0006,        -69.9993,        -70.0000
          97,        0.800000,        -70.0000,        -69.9999,        -69.9995,        -70.0001,        -70.0002,        -69.9998,        -70.0004,        -69.9994
          98,        0.808333,        -69.9995,        -70.0005,        -70.0001,        -70.0002,        -69.9999,        -70.0001,        -69.9991,        -69.9993
          99,        0.816667,        -70.0001,        -70.0003,        -70.0000,        -70.0001,        -69.9999,        -69.9994,        -70.0000,        -70.0001
         100,        0.825000,        -69.9999,        -70.0002,        -69.9996,        -70.0001,        -69.9998,        -69.9997,        -70.0011,        -69.9992
         101,        0.833333,        -69.9997,        -70.0004,        -69.9996,        -69.9998,        -69.9999,        -69.9991,        -69.9994,        -70.0005
         102,        0.841667,        -70.0003,        -70.0007,        -69.9999,        -70.0002,        -69.9998,        -69.9995,        -70.0001,        -70.0010
         103,        0.850000,        -70.0002,        -69.9998,        -69.9996,        -70.0000,        -70.0001,        -69.9998,        -70.0008,        -70.0005
         104,        0.858333,        -70.0000,        -70.0003,        -70.0004,        -69.9997,        -69.9997,        -69.9996,        -70.0006,        -69.9999
         105,        0.866667,        -70.0005,        -69.9999,        -69.9997,        -70.0003,        -69.9998,        -69.9994,        -70.0006,        -70.0005
         106,        0.875000,        -69.9997,        -69.9999,        -70.0000,        -69.9998,        -69.9999,        -69.9992,        -70.0004,        -70.0005
         107,        0.883333,        -70.0003,        -70.0000,        -69.9999,        -70.0001,        -69.9998,        -70.0001,        -70.0003,        -70.0000
         108,        0.891667,        -69.9997,        -70.0001,        -69.9999,        -70.0000,        -69.9997,        -69.9989,        -70.0000,        -70.0001
         109,        0.900000,        -70.0001,        -69.9999,        -70.0002,        -69.9997,        -70.0001,        -69.9990,        -69.9994,        -69.9997
         110,        0.908333,        -69.9997,        -70.0003,        -70.0000,        -70.0002,        -70.0002,        -70.0005,        -69.9992,        -70.0003
         111,        0.916667,        -70.0002,        -69.9998,        -70.0001,        -69.9997,        -70.0000,        -69.9999,        -70.0002,        -69.9998
         112,        0.925000,        -69.9998,        -70.0003,        -69.9998,        -69.9999,        -70.0002,        -69.9998,        -70.0002,        -69.9998
         113,        0.933333,        -69.9998,        -70.0000,        -70.0001,        -69.9998,        -69.9999,        -70.0001,        -69.9998,        -70.0000
         114,        0.941667,        -70.0002,        -69.9998,        -69.9999,        -70.0002,        -70.0004,        -69.9997,        -70.0000,        -69.9994
         115,        0.950000,        -70.0002,        -70.0003,        -70.0000,        -70.0002,        -69.9999,        -70.0003,        -70.0010,        -70.0004
         116,        0.958333,        -70.0000,        -69.9998,        -70.0001,        -69.9997,        -69.9998,        -69.9998,        -70.0010,        -70.0004
         117,        0.966667,        -70.0002,        -70.0001,        -70.0000,        -69.9999,        -69.9998,        -69.9995,        -69.9985,        -69.9988
         118,        0.975000,        -70.0001,        -70.0003,        -70.0006,        -70.0000,        -69.9996,        -69.9990,        -70.0004,        -70.0002
         119,        0.983333,        -69.9998,        -70.0003,        -69.9999,        -70.0003,        -69.9999,        -70.0001,        -69.9998,        -70.0001
         120,        0.991667,        -69.9998,        -70.0001,        -69.9998,        -70.0003,        -70.0003,        -69.9993,        -69.9998,        -70.0001
         121,        1.000000,        -70.0003,        -70.0005,        -69.9997,        -69.9998,        -69.9994,        -69.9996,        -70.0005,        -70.0002
         122,        1.008333,        -70.0004,        -69.9997,        -69.9997,        -69.9998,        -70.0000,        -69.9998,        -70.0007,        -69.9999
         123,        1.016667,        -70.0002,        -69.9998,        -69.9999,        -69.9999,        -70.0002,        -69.9984,        -70.0001,        -69.9999
         124,        1.025000,        -70.0003,        -70.0000,        -69.9999,        -70.0003,        -70.0004,        -69.9990,        -70.0001,        -69.9998
         125,        1.033333,        -69.9995,        -69.9998,        -69.9996,        -70.0000,        -70.0001,        -69.9992,        -70.0002,        -69.9996
         126,        1.041667,        -70.0007,        -70.0004,        -70.0001,        -69.9997,        -69.9996,        -69.9997,        -69.9991,        -69.9998
         127,        1.050000,        -69.9998,        -70.0001,        -69.9997,        -70.0002,        -70.0002,        -69.9994,        -70.0004,        -69.9991
         128,        1.058333,        -69.9992,        -69.9999,        -69.9998,        -69.9998,        -70.0003,        -70.0013,        -69.9996,        -69.9998
         129,        1.066667,        -70.0003,        -70.0000,        -69.9999,        -69.9999,        -70.0000,        -69.9994,        -70.0010,        -69.9993
         130,        1.075000,        -69.9999,        -70.0001,        -69.9999,        -69.9999,        -70.0000,        -70.0003,        -69.9988,        -70.0004
         131,        1.083333,        -69.9999,        -69.9998,        -70.0003,        -69.9999,        -70.0000,        -70.0012,        -70.0016,        -70.0007
         132,        1.091667,        -70.0000,        -69.9997,        -69.9999,        -70.0001,        -70.0005,        -70.0000,        -69.9997,        -69.9998
         133,        1.100000,        -70.0001,        -69.9997,        -69.9996,        -69.9996,        -70.0003,        -70.0001,        -69.9996,        -69.9993
         134,        1.108333,        -70.0002,        -70.0002,        -70.0004,        -70.0004,        -70.0000,        -69.9996,        -69.9997,        -70.0003
         135,        1.116667,        -70.0006,        -70.0005,        -70.0001,        -69.9997,        -70.0001,        -70.0005,        -70.0005,        -69.9993
         136,        1.125000,        -69.9997,        -69.9998,        -69.9997,        -70.0000,        -70.0001,        -69.9996,        -70.0002,        -70.0005
         137,        1.133333,        -69.9996,        -70.0000,        -70.0004,        -70.0000,        -69.9999,        -69.9997,        -70.0006,        -70.0002
         138,        1.141667,        -69.9999,        -70.0006,        -70.0001,        -69.9998,        -70.0000,        -69.9999,        -69.9995,        -70.0001
         139,        1.150000,        -70.0002,        -69.9999,        -69.9997,        -69.9996,        -70.0002,        -69.9982,        -70.0001,        -69.9998
         140,        1.158333,        -69.9999,        -70.0000,        -69.9996,        -69.9998,        -70.0003,        -69.9998,        -69.9996,        -69.9997
         141,        1.166667,        -70.0005,        -70.0002,        -69.9997,        -69.9998,        -70.0001,        -69.9987,        -69.9999,        -70.0005
         142,        1.175000,        -70.0000,        -70.0001,        -69.9998,        -70.0005,        -70.0000,        -70.0008,        -70.0002,        -69.9998
         143,        1.183333,        -70.0002,        -69.9998,        -70.0003,        -70.0004,        -70.0005,        -70.0002,        -69.9996,        -69.9994
         144,        1.191667,        -70.0000,        -69.9997,        -70.0000,        -70.0001,        -70.0004,        -69.9991,        -69.9996,        -69.9995
         145,        1.200000,        -70.0002,        -70.0004,        -70.0002,        -70.0002,        -69.9996,        -70.0002,        -69.9989,        -70.0008
         146,        1.208333,        -69.9997,        -69.9996,        -70.0000,        -70.0001,        -69.9999,        -69.9999,        -69.9997,        -69.9994
         147,        1.216667,        -69.9999,        -69.9998,        -69.9999,        -69.9999,        -69.9999,        -70.0000,        -69.9997,        -69.9973
         148,        1.225000,        -70.0003,        -69.9998,        -70.0002,        -69.9997,        -70.0001,        -70.0003,        -69.9990,        -70.0029
         149,        1.233333,        -69.9999,        -70.0001,        -70.0001,        -69.9998,        -70.0000,        -70.0002,        -69.9998,        -70.0007
         150,        1.241667,        -70.0000,        -70.0000,        -69.9999,        -69.9998,        -70.0000,        -70.0001,        -69.9999,        -70.0000
         151,        1.250000,        -69.9999,        -70.0005,        -69.9998,        -70.0005,        -69.9998,        -70.0003,        -69.9997,        -70.0009
         152,        1.258333,        -69.9997,        -69.9998,        -70.0001,        -70.0000,        -69.9997,        -69.9993,        -69.9993,        -70.0019
         153,        1.266667,        -70.0000,        -70.0003,        -70.0001,        -69.9997,        -70.0003,        -69.9994,        -69.9997,        -70.1719
         154,        1.275000,        -70.0001,        -69.9997,        -70.0002,        -70.0001,        -70.0001,        -70.0091,        -69.9994,        -70.1634
         155,        1.283333,        -70.0004,        -70.0001,        -70.0001,        -70.0004,        -70.0002,        -70.0261,        -69.9992,        -69.8678
         156,        1.291667,        -69.9996,        -70.0001,        -70.0002,        -69.9998,        -70.0003,        -70.0240,        -69.9998,        -69.9029
         157,        1.300000,        -69.9998,        -70.0006,        -70.0001,        -69.9999,        -70.0022,        -69.9863,        -69.9993,        -69.9562
         158,        1.308333,        -69.9998,        -69.9996,        -70.0000,        -69.9998,        -70.0072,        -69.9899,        -69.9999,        -69.9752
         159,        1.316667,        -70.0004,        -70.0002,        -70.0000,        -70.0005,        -70.0023,        -69.9897,        -69.9996,        -69.9845
         160,        1.325000,        -70.0000,        -69.9997,        -69.9998,        -70.0004,        -69.9986,        -69.9931,        -70.0002,        -69.9907
         161,        1.333333,        -70.0002,        -70.0001,        -70.0000,        -70.0003,        -69.9969,        -69.9937,        -69.9991,        -69.9932
         162,        1.341667,        -69.9998,        -69.9998,        -69.9999,        -70.0009,        -69.9981,        -69.9964,        -70.0000,        -69.9952
         163,        1.350000,        -70.0000,        -70.0000,        -70.0005,        -69.9997,        -69.9988,        -69.9981,        -70.0000,        -69.9960
         164,        1.358333,        -69.9999,        -70.0007,        -70.0000,        -69.9996,        -69.9991,        -69.9980,        -69.9998,        -69.9978
         165,        1.366667,        -70.0001,        -70.0003,        -69.9999,        -69.9997,        -69.9990,        -69.9981,        -70.0003,        -69.9992
         166,        1.375000,        -70.0000,        -70.0001,        -70.0000,        -69.9996,        -69.9991,        -70.0005,        -70.0000,        -69.9993
         167,        1.383333,        -70.0001,        -70.0000,        -70.0000,        -69.9997,        -69.9996,        -69.9987,        -69.9998,        -69.9992
         168,        1.391667,        -70.0002,        -70.0001,        -69.9996,        -69.9999,        -70.0000,        -69.9993,        -69.9997,        -69.9997
         169,        1.400000,        -69.9998,        -70.0003,        -70.0003,        -70.0001,        -69.9997,        -69.9994,        -69.9998,        -69.9994
         170,        1.408333,        -70.0002,        -70.0000,        -70.0001,        -70.0000,        -69.9995,        -69.9999,        -70.0002,        -69.9989
         171,        1.416667,        -69.9997,        -70.0000,        -70.0005,        -70.0000,        -69.9999,        -70.0002,        -70.0000,        -70.0003
         172,        1.425000,        -69.9995,        -69.9997,        -69.9999,        -70.0000,        -69.9995,        -70.0001,        -69.9996,        -69.9994
         173,        1.433333,        -69.9999,        -70.0000,        -70.0000,        -69.9999,        -70.0001,        -69.9990,        -70.0008,        -70.0000
         174,        1.441667,        -69.9999,        -69.9999,        -69.9998,        -70.0001,        -70.0000,        -69.9994,        -70.0005,        -69.9998
         175,        1.450000,        -69.9995,        -69.9999,        -69.9996,        -69.9998,        -70.0003,        -69.9990,        -70.0008,        -70.0003
         176,        1.458333,        -69.9997,        -70.0002,        -70.0000,        -69.9999,        -69.9999,        -69.9996,        -69.9999,        -69.9996
         177,        1.466667,        -70.0007,        -69.9998,        -70.0005,        -70.0002,        -70.0003,        -69.9999,        -69.9999,        -70.0001
         178,        1.475000,        -69.9996,        -70.0001,        -69.9999,        -70.0001,        -69.9998,        -69.9995,        -69.9987,        -69.9995
         179,        1.483333,        -70.0002,        -70.0000,        -70.0003,        -70.0001,        -70.0001,        -69.9996,        -70.0001,        -70.0007
         180,        1.491667,        -69.9997,        -69.9997,        -69.9999,        -70.0001,        -70.0001,        -70.0002,        -70.0000,        -70.0003
         181,        1.500000,        -69.9997,        -70.0000,        -69.9998,        -70.0000,        -69.9999,        -69.9997,        -70.0000,        -70.0001
         182,        1.508333,        -70.0002,        -69.9999,        -70.0007,        -69.9999,        -69.9998,        -69.9989,        -69.9991,        -70.0000
         183,        1.516667,        -70.0003,        -69.9998,        -70.0002,        -70.0000,        -70.0002,        -69.9999,        -70.0003,        -69.9995
         184,        1.525000,        -70.0001,        -69.9998,        -70.0000,        -69.9998,        -70.0003,        -69.9997,        -70.0000,        -69.9998
         185,        1.533333,        -69.9998,        -70.0004,        -69.9999,        -70.0003,        -69.9994,        -69.9992,        -70.0010,        -69.9997
         186,        1.541667,        -70.0002,        -70.0003,        -69.9998,        -70.0002,        -70.0001,        -69.9998,        -69.9999,        -70.0004
         187,        1.550000,        -70.0001,        -70.0001,        -69.9999,        -69.9996,        -69.9996,        -69.9998,        -70.0001,        -70.0002
         188,        1.558333,        -69.9998,        -69.9999,        -70.0001,        -70.0003,        -70.0001,        -69.9994,        -70.0003,        -70.0010
         189,        1.566667,        -69.9997,        -69.9999,        -70.0004,        -70.0003,        -69.9996,        -69.9995,        -70.0008,        -69.9997
         190,        1.575000,        -69.9998,        -70.0000,        -69.9998,        -69.9994,        -69.9999,        -69.9996,        -70.0004,        -70.0000
         191,        1.583333,        -69.9998,        -70.0000,        -70.0000,        -69.9998,        -69.9998,        -70.0000,        -70.0003,        -69.9995
         192,        1.591667,        -70.0005,        -69.9997,        -70.0003,        -70.0001,        -70.0005,        -70.0003,        -70.0003,        -70.0001
         193,        1.600000,        -70.0001,        -69.9999,        -69.9999,        -69.9997,        -70.0000,        -69.9993,        -69.9998,        -69.9995
         194,        1.608333,        -70.0003,        -69.9997,        -69.9997,        -69.9999,        -69.9997,        -69.9990,        -69.9989,        -69.9996
         195,        1.616667,        -69.9999,        -69.9997,        -69.9997,        -69.9996,        -70.0001,        -69.9998,        -69.9996,        -70.0002
         196,        1.625000,        -70.0001,        -70.0001,        -70.0002,        -70.0001,        -70.0001,        -69.9984,        -70.0003,        -70.0007
         197,        1.633333,        -69.9999,        -69.9999,        -70.0003,        -69.9998,        -70.0000,        -69.9992,        -70.0003,        -69.9999
         198,        1.641667,        -70.0000,        -69.9997,        -70.0001,        -69.9999,        -70.0000,        -70.0001,        -69.9991,        -69.9996
         199,        1.650000,        -70.0001,        -70.0001,        -70.0002,        -70.0004,        -70.0001,        -70.0000,        -69.9995,        -69.9986
         200,        1.658333,        -70.0005,        -70.0000,        -70.0003,        -70.0002,        -70.0003,        -69.9987,        -69.9998,        -70.0003
         201,        1.666667,        -70.0001,        -70.0004,        -70.0001,        -69.9999,        -69.9999,        -69.9988,        -69.9994,        -69.9989
         202,        1.675000,        -70.0002,        -69.9999,        -69.9999,        -70.0004,        -70.0002,        -70.0002,        -70.0000,        -69.9997
         203,        1.683333,        -69.9999,        -70.0001,        -70.0000,        -70.0002,        -69.9997,        -70.0004,        -70.0004,        -70.0005
         204,        1.691667,        -69.9998,        -70.0004,        -70.0003,        -69.9999,        -70.0002,        -70.0005,        -70.0010,        -69.9999
         205,        1.700000,        -70.0001,        -69.9999,        -69.9996,        -70.0000,        -69.9993,        -69.9986,        -70.0010,        -69.9997
         206,        1.708333,        -69.9997,        -70.0000,        -70.0002,        -69.9999,        -69.9997,        -69.9986,        -70.0004,        -70.0005
         207,        1.716667,        -69.9999,        -70.0001,        -70.0005,        -70.0001,        -70.0000,        -70.0012,        -69.9988,        -69.9995
         208,        1.725000,        -69.9998,        -70.0003,        -70.0005,        -70.0003,        -70.0001,        -69.9997,        -70.0006,        -70.0005
         209,        1.733333,        -69.9994,        -70.0003,        -69.9999,        -69.9998,        -70.0002,        -69.9998,        -70.0004,        -69.9995
