"InphaseC4_010 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_010.tcf]","Time (h)","Q 2 [InphaseC4_010]","Q 3 [InphaseC4_010]","Q 4 [InphaseC4_010]","Q 5 [InphaseC4_010]","Q 6 [InphaseC4_010]","Q 7 [InphaseC4_010]","Q 1 [InphaseC4_010]","Q  8 [InphaseC4_010]"
          19,        0.150000,         -9.8182,         -9.5743,         -7.1839,         -3.9117,         -0.0000,          0.0037,         -9.9519,         -0.0018
          20,        0.158333,         -9.8650,         -9.6888,         -7.7413,         -5.0893,         -1.9412,         -0.0025,         -9.9646,         -0.0011
          21,        0.166667,         -9.9009,         -9.7713,         -8.2115,         -6.1313,         -2.0617,         -0.0011,         -9.9739,         -0.0011
          22,        0.175000,         -9.9277,         -9.8325,         -8.6086,         -6.9979,         -2.2073,         -0.0002,         -9.9809,          0.0025
          23,        0.183333,         -9.9476,         -9.8773,         -8.9298,         -7.7025,         -3.2082,          0.0010,         -9.9858,         -0.0012
          24,        0.191667,         -9.9611,         -9.9106,         -9.1823,         -8.2501,         -4.1736,         -0.0505,         -9.9897,          0.0025
          25,        0.200000,         -9.9716,         -9.9345,         -9.3858,         -8.6795,         -4.7782,         -1.1943,         -9.9927,         -0.0800
          26,        0.208333,         -9.9791,         -9.9519,         -9.5370,         -9.0112,         -5.5447,         -2.4115,         -9.9943,         -1.3706
          27,        0.216667,         -9.9857,         -9.9651,         -9.6535,         -9.2603,         -6.4044,         -3.5254,         -9.9961,         -3.0707
          28,        0.225000,         -9.9891,         -9.9745,         -9.7395,         -9.4486,         -7.1054,         -4.9514,         -9.9969,         -4.7525
          29,        0.233333,         -9.9916,         -9.9813,         -9.8071,         -9.5882,         -7.6745,         -5.9880,         -9.9977,         -6.0716
          30,        0.241667,         -9.9941,         -9.9861,         -9.8579,         -9.6942,         -8.1786,         -6.7135,         -9.9980,         -6.6267
          31,        0.250000,         -9.9961,         -9.9901,         -9.8946,         -9.7736,         -8.5913,         -7.3807,         -9.9990,         -7.1562
          32,        0.258333,         -9.9971,         -9.9926,         -9.9204,         -9.8318,         -8.9153,         -7.9688,         -9.9993,         -7.6719
          33,        0.266667,         -9.9975,         -9.9945,         -9.9420,         -9.8753,         -9.1620,         -8.3978,         -9.9994,         -8.1171
          34,        0.275000,         -9.9984,         -9.9962,         -9.9564,         -9.9073,         -9.3636,         -8.7728,         -9.9997,         -8.5501
          35,        0.283333,         -9.9980,         -9.9970,         -9.9687,         -9.9316,         -9.5153,         -9.0734,         -9.9999,         -8.8986
          36,        0.291667,         -9.9989,         -9.9978,         -9.9765,         -9.9490,         -9.6321,         -9.2901,         -9.9998,         -9.1584
          37,        0.300000,         -9.9993,         -9.9983,         -9.9825,         -9.9624,         -9.7221,         -9.4633,        -10.0000,         -9.3582
          38,        0.308333,         -9.9988,         -9.9987,         -9.9874,         -9.9719,         -9.7897,         -9.5941,        -10.0001,         -9.5119
          39,        0.316667,         -9.9995,         -9.9994,         -9.9902,         -9.9795,         -9.8409,         -9.6918,         -9.9998,         -9.6278
          40,        0.325000,        -10.0000,         -9.9994,         -9.9929,         -9.9849,         -9.8804,         -9.7669,        -10.0000,         -9.7161
          41,        0.333333,         -9.9992,         -9.9995,         -9.9947,         -9.9885,         -9.9097,         -9.8249,         -9.9998,         -9.7845
          42,        0.341667,         -9.9997,         -9.9997,         -9.9965,         -9.9915,         -9.9320,         -9.8673,        -10.0000,         -9.8369
          43,        0.350000,         -9.9997,         -9.9997,         -9.9968,         -9.9939,         -9.9495,         -9.8997,         -9.9998,         -9.8770
          44,        0.358333,         -9.9995,         -9.9998,         -9.9981,         -9.9954,         -9.9613,         -9.9247,         -9.9998,         -9.9067
          45,        0.366667,         -9.9998,         -9.9998,         -9.9983,         -9.9963,         -9.9716,         -9.9435,         -9.9999,         -9.9299
          46,        0.375000,         -9.9994,         -9.9998,         -9.9985,         -9.9978,         -9.9788,         -9.9577,         -9.9999,         -9.9466
          47,        0.383333,        -10.0005,         -9.9997,         -9.9992,         -9.9982,         -9.9840,         -9.9683,         -9.9996,         -9.9601
          48,        0.391667,         -9.9994,         -9.9998,         -9.9996,         -9.9984,         -9.9874,         -9.9763,         -9.9999,         -9.9704
          49,        0.400000,        -10.0001,         -9.9999,         -9.9996,         -9.9989,         -9.9908,         -9.9821,        -10.0001,         -9.9779
          50,        0.408333,        -10.0000,         -9.9998,         -9.9999,         -9.9994,         -9.9940,         -9.9865,        -10.0003,         -9.9834
          51,        0.416667,         -9.9997,        -10.0000,        -10.0000,         -9.9992,         -9.9943,         -9.9897,        -10.0000,         -9.9883
          52,        0.425000,        -10.0002,         -9.9999,         -9.9994,         -9.9996,         -9.9969,         -9.9922,         -9.9999,         -9.9899
          53,        0.433333,        -10.0000,         -9.9998,        -10.0001,         -9.9994,         -9.9975,         -9.9943,         -9.9999,         -9.9926
          54,        0.441667,         -9.9999,        -10.0002,        -10.0000,         -9.9999,         -9.9981,         -9.9958,        -10.0001,         -9.9937
          55,        0.450000,         -9.9998,        -10.0001,         -9.9995,         -9.9998,         -9.9983,         -9.9966,        -10.0002,         -9.9955
          56,        0.458333,        -10.0004,        -10.0000,         -9.9997,         -9.9996,         -9.9981,         -9.9976,        -10.0000,         -9.9971
          57,        0.466667,        -10.0003,         -9.9999,        -10.0003,         -9.9999,         -9.9995,         -9.9984,        -10.0000,         -9.9971
          58,        0.475000,         -9.9996,        -10.0000,         -9.9993,         -9.9998,         -9.9989,         -9.9989,         -9.9999,         -9.9984
          59,        0.483333,        -10.0001,        -10.0000,        -10.0005,         -9.9999,         -9.9996,         -9.9990,         -9.9999,         -9.9993
          60,        0.491667,        -10.0004,        -10.0000,         -9.9998,         -9.9998,         -9.9995,         -9.9994,         -9.9999,         -9.9995
          61,        0.500000,         -9.9993,         -9.9999,         -9.9997,        -10.0002,        -10.0003,         -9.9998,        -10.0001,         -9.9997
          62,        0.508333,         -9.9995,         -9.9999,         -9.9997,        -10.0001,         -9.9997,         -9.9997,        -10.0001,         -9.9998
          63,        0.516667,         -9.9997,        -10.0000,        -10.0000,        -10.0000,         -9.9998,         -9.9998,         -9.9999,         -9.9998
          64,        0.525000,        -10.0000,        -10.0001,        -10.0003,         -9.9998,         -9.9991,         -9.9999,        -10.0002,         -9.9993
          65,        0.533333,         -9.9999,        -10.0000,         -9.9992,         -9.9999,         -9.9997,         -9.9997,        -10.0001,         -9.9990
          66,        0.541667,        -10.0002,        -10.0000,        -10.0007,         -9.9999,         -9.9997,         -9.9998,        -10.0000,         -9.9992
          67,        0.550000,         -9.9998,        -10.0001,         -9.9998,        -10.0004,        -10.0002,         -9.9999,        -10.0002,         -9.9997
          68,        0.558333,        -10.0004,        -10.0001,         -9.9995,        -10.0001,         -9.9997,        -10.0001,        -10.0000,         -9.9997
          69,        0.566667,         -9.9994,        -10.0001,         -9.9997,        -10.0003,         -9.9997,        -10.0002,         -9.9998,         -9.9998
          70,        0.575000,         -9.9999,        -10.0000,        -10.0003,        -10.0000,         -9.9999,        -10.0000,         -9.9997,         -9.9997
          71,        0.583333,        -10.0000,         -9.9999,         -9.9999,        -10.0001,         -9.9993,        -10.0002,        -10.0002,        -10.0001
          72,        0.591667,         -9.9999,        -10.0001,         -9.9995,        -10.0001,        -10.0000,        -10.0000,         -9.9999,         -9.9997
          73,        0.600000,         -9.9997,        -10.0000,        -10.0005,        -10.0000,         -9.9997,        -10.0000,        -10.0004,        -10.0001
          74,        0.608333,         -9.9998,        -10.0000,        -10.0006,        -10.0001,        -10.0000,        -10.0000,         -9.9999,        -10.0003
          75,        0.616667,        -10.0008,        -10.0002,         -9.9998,        -10.0001,         -9.9996,         -9.9998,        -10.0000,        -10.0000
          76,        0.625000,        -10.0001,        -10.0000,        -10.0002,        -10.0004,        -10.0005,         -9.9998,         -9.9997,        -10.0004
          77,        0.633333,         -9.9998,        -10.0002,        -10.0004,        -10.0001,        -10.0008,        -10.0001,        -10.0001,         -9.9994
          78,        0.641667,         -9.9999,        -10.0000,        -10.0001,         -9.9997,        -10.0002,         -9.9998,         -9.9998,         -9.9998
          79,        0.650000,         -9.9995,        -10.0000,        -10.0001,        -10.0000,        -10.0007,        -10.0000,         -9.9998,        -10.0000
          80,        0.658333,         -9.9999,         -9.9998,        -10.0003,         -9.9999,        -10.0000,        -10.0002,         -9.9999,        -10.0005
          81,        0.666667,        -10.0000,         -9.9999,        -10.0002,        -10.0004,         -9.9999,        -10.0000,        -10.0004,        -10.0000
          82,        0.675000,        -10.0001,         -9.9999,        -10.0004,         -9.9998,        -10.0004,         -9.9999,        -10.0002,        -10.0009
          83,        0.683333,        -10.0002,        -10.0001,        -10.0003,        -10.0001,         -9.9999,         -9.9999,        -10.0000,        -10.0003
          84,        0.691667,         -9.9998,        -10.0002,         -9.9999,        -10.0002,        -10.0001,        -10.0002,        -10.0001,         -9.9997
          85,        0.700000,         -9.9996,        -10.0000,        -10.0004,        -10.0000,         -9.9999,        -10.0000,        -10.0001,         -9.9995
          86,        0.708333,         -9.9997,         -9.9999,        -10.0004,        -10.0000,        -10.0001,         -9.9998,        -10.0002,        -10.0000
          87,        0.716667,        -10.0001,         -9.9999,         -9.9998,        -10.0000,         -9.9998,         -9.9999,        -10.0000,        -10.0002
          88,        0.725000,         -9.9997,        -10.0000,        -10.0002,        -10.0003,         -9.9998,        -10.0000,        -10.0001,         -9.9998
          89,        0.733333,         -9.9995,         -9.9999,        -10.0002,        -10.0002,        -10.0003,        -10.0001,        -10.0002,         -9.9998
          90,        0.741667,         -9.9997,        -10.0002,        -10.0003,        -10.0000,         -9.9999,        -10.0001,        -10.0001,        -10.0001
          91,        0.750000,         -9.9997,         -9.9999,        -10.0003,         -9.9999,        -10.0003,        -10.0003,        -10.0001,        -10.0000
          92,        0.758333,         -9.9999,         -9.9998,        -10.0001,        -10.0001,         -9.9998,        -10.0001,        -10.0000,         -9.9998
          93,        0.766667,        -10.0003,         -9.9999,         -9.9994,         -9.9998,         -9.9996,         -9.9997,         -9.9999,         -9.9999
          94,        0.775000,         -9.9996,        -10.0001,        -10.0000,        -10.0001,         -9.9998,        -10.0000,        -10.0001,         -9.9995
          95,        0.783333,         -9.9997,        -10.0001,         -9.9994,        -10.0001,        -10.0005,        -10.0000,         -9.9998,         -9.9998
          96,        0.791667,        -10.0004,        -10.0002,         -9.9998,        -10.0001,         -9.9999,        -10.0001,        -10.0001,         -9.9998
          97,        0.800000,        -10.0002,         -9.9999,         -9.9997,        -10.0001,         -9.9997,         -9.9997,         -9.9999,        -10.0006
          98,        0.808333,         -9.9999,        -10.0002,         -9.9993,         -9.9999,        -10.0004,        -10.0002,        -10.0001,        -10.0006
          99,        0.816667,        -10.0004,        -10.0000,        -10.0002,        -10.0001,        -10.0001,         -9.9998,        -10.0001,         -9.9997
         100,        0.825000,        -10.0001,        -10.0001,        -10.0001,         -9.9999,         -9.9997,         -9.9999,        -10.0000,        -10.0002
         101,        0.833333,        -10.0003,        -10.0000,        -10.0004,        -10.0000,         -9.9996,        -10.0000,        -10.0000,        -10.0004
         102,        0.841667,         -9.9999,        -10.0000,        -10.0004,        -10.0001,        -10.0004,        -10.0001,         -9.9999,        -10.0002
         103,        0.850000,        -10.0002,         -9.9999,        -10.0003,         -9.9999,        -10.0007,         -9.9997,        -10.0000,        -10.0002
         104,        0.858333,         -9.9996,         -9.9998,        -10.0002,         -9.9998,         -9.9996,        -10.0001,        -10.0000,        -10.0004
         105,        0.866667,         -9.9998,        -10.0000,         -9.9998,        -10.0001,        -10.0001,         -9.9999,         -9.9999,        -10.0000
         106,        0.875000,        -10.0004,        -10.0002,        -10.0000,        -10.0000,         -9.9999,        -10.0001,         -9.9998,        -10.0000
         107,        0.883333,         -9.9999,        -10.0000,        -10.0001,        -10.0001,         -9.9996,        -10.0001,         -9.9999,        -10.0003
         108,        0.891667,        -10.0002,        -10.0001,        -10.0003,        -10.0001,         -9.9998,        -10.0001,        -10.0000,        -10.0006
         109,        0.900000,        -10.0005,        -10.0001,         -9.9998,        -10.0002,         -9.9999,        -10.0001,         -9.9999,        -10.0001
         110,        0.908333,         -9.9997,         -9.9999,         -9.9997,        -10.0000,        -10.0004,         -9.9996,        -10.0002,        -10.0001
         111,        0.916667,        -10.0005,        -10.0000,        -10.0003,         -9.9998,         -9.9999,        -10.0002,         -9.9998,        -10.0002
         112,        0.925000,         -9.9998,        -10.0001,         -9.9994,         -9.9999,         -9.9996,        -10.0000,        -10.0000,        -10.0000
         113,        0.933333,        -10.0002,        -10.0001,         -9.9995,        -10.0001,        -10.0007,         -9.9999,        -10.0001,         -9.9999
         114,        0.941667,        -10.0001,        -10.0001,         -9.9995,         -9.9999,        -10.0002,        -10.0000,        -10.0000,        -10.0005
         115,        0.950000,        -10.0001,        -10.0001,         -9.9993,        -10.0001,         -9.9999,        -10.0002,        -10.0000,        -10.0002
         116,        0.958333,        -10.0001,        -10.0000,        -10.0004,         -9.9999,         -9.9998,        -10.0000,         -9.9998,         -9.9996
         117,        0.966667,        -10.0005,        -10.0000,        -10.0000,        -10.0000,         -9.9998,        -10.0003,        -10.0001,         -9.9998
         118,        0.975000,        -10.0000,        -10.0000,        -10.0001,         -9.9999,         -9.9998,        -10.0001,        -10.0002,        -10.0005
         119,        0.983333,        -10.0007,         -9.9999,        -10.0004,        -10.0000,         -9.9999,        -10.0002,         -9.9999,        -10.0001
         120,        0.991667,        -10.0001,        -10.0000,        -10.0002,         -9.9996,        -10.0002,         -9.9999,        -10.0003,        -10.0003
         121,        1.000000,         -9.9998,        -10.0001,        -10.0003,        -10.0002,        -10.0001,        -10.0001,         -9.9999,        -10.0007
         122,        1.008333,         -9.9996,        -10.0000,        -10.0002,        -10.0002,        -10.0004,         -9.9999,        -10.0003,         -9.9998
         123,        1.016667,         -9.9997,        -10.0001,        -10.0001,        -10.0001,        -10.0000,        -10.0000,        -10.0000,         -9.9998
         124,        1.025000,        -10.0008,        -10.0000,        -10.0002,        -10.0001,         -9.9996,        -10.0001,        -10.0001,         -9.9996
         125,        1.033333,        -10.0003,         -9.9999,        -10.0003,        -10.0000,         -9.9997,         -9.9997,        -10.0000,        -10.0000
         126,        1.041667,        -10.0005,         -9.9998,        -10.0006,         -9.9998,         -9.9998,         -9.9999,        -10.0002,         -9.9996
         127,        1.050000,        -10.0000,        -10.0000,         -9.9997,        -10.0001,        -10.0003,         -9.9998,        -10.0001,         -9.9997
         128,        1.058333,        -10.0004,        -10.0000,         -9.9998,        -10.0003,         -9.9997,         -9.9998,        -10.0000,        -10.0004
         129,        1.066667,        -10.0005,         -9.9999,        -10.0005,         -9.9999,        -10.0006,        -10.0003,         -9.9998,         -9.9998
         130,        1.075000,         -9.9998,        -10.0001,        -10.0002,        -10.0000,         -9.9997,        -10.0001,        -10.0000,        -10.0001
         131,        1.083333,        -10.0002,        -10.0001,        -10.0001,         -9.9999,         -9.9994,        -10.0000,         -9.9998,         -9.9999
         132,        1.091667,        -10.0001,        -10.0000,        -10.0007,        -10.0002,        -10.0007,         -9.9999,         -9.9998,         -9.9998
         133,        1.100000,         -9.9996,        -10.0001,        -10.0007,        -10.0000,        -10.0001,        -10.0000,        -10.0000,        -10.0008
         134,        1.108333,        -10.0005,        -10.0001,        -10.0002,        -10.0001,        -10.0003,        -10.0000,        -10.0000,        -10.0001
         135,        1.116667,        -10.0000,        -10.0001,         -9.9996,         -9.9997,        -10.0001,         -9.9999,         -9.9998,        -10.0004
         136,        1.125000,        -10.0000,        -10.0000,         -9.9995,         -9.9998,        -10.0006,        -10.0000,        -10.0003,         -9.9998
         137,        1.133333,        -10.0001,        -10.0000,         -9.9995,         -9.9999,         -9.9995,        -10.0000,         -9.9999,         -9.9995
         138,        1.141667,         -9.9996,        -10.0000,        -10.0004,        -10.0001,         -9.9999,        -10.0003,        -10.0000,        -10.0002
         139,        1.150000,        -10.0001,        -10.0000,         -9.9994,        -10.0002,         -9.9997,        -10.0001,        -10.0004,        -10.0000
         140,        1.158333,        -10.0001,        -10.0001,        -10.0002,        -10.0000,         -9.9995,         -9.9999,        -10.0000,        -10.0003
         141,        1.166667,        -10.0004,        -10.0001,        -10.0002,         -9.9998,        -10.0001,        -10.0001,         -9.9999,        -10.0002
         142,        1.175000,         -9.9993,         -9.9999,         -9.9998,         -9.9999,        -10.0012,         -9.9999,         -9.9998,         -9.9996
         143,        1.183333,        -10.0002,        -10.0001,         -9.9999,        -10.0000,        -10.0002,         -9.9999,        -10.0000,         -9.9998
         144,        1.191667,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0000,        -10.0001,         -9.9999,         -9.9999
         145,        1.200000,         -9.9995,        -10.0001,        -10.0004,         -9.9999,         -9.9996,        -10.0002,        -10.0000,        -10.0006
         146,        1.208333,        -10.0000,        -10.0000,        -10.0000,         -9.9999,         -9.9994,        -10.0000,        -10.0002,         -9.9997
         147,        1.216667,        -10.0004,        -10.0000,        -10.0004,         -9.9999,         -9.9999,         -9.9999,         -9.9999,        -10.0001
         148,        1.225000,        -10.0003,        -10.0001,        -10.0003,        -10.0002,        -10.0002,        -10.0001,        -10.0001,         -9.9999
         149,        1.233333,        -10.0002,        -10.0001,         -9.9999,        -10.0001,        -10.0008,         -9.9998,        -10.0003,         -9.9998
         150,        1.241667,        -10.0001,        -10.0002,        -10.0006,         -9.9998,        -10.0001,         -9.9999,        -10.0000,         -9.9999
         151,        1.250000,         -9.9994,        -10.0001,         -9.9998,        -10.0000,         -9.9999,         -9.9997,        -10.0001,        -10.0002
         152,        1.258333,        -10.0001,        -10.0000,         -9.9998,         -9.9998,         -9.9991,        -10.0000,         -9.9999,        -10.0001
         153,        1.266667,        -10.0000,        -10.0000,         -9.9999,         -9.9999,        -10.0002,         -9.9998,        -10.0000,        -10.0006
         154,        1.275000,        -10.0003,         -9.9999,         -9.9997,        -10.0002,         -9.9996,        -10.0000,        -10.0001,         -9.9999
         155,        1.283333,        -10.0000,         -9.9998,         -9.9995,        -10.0002,         -9.9999,        -10.0002,         -9.9999,        -10.0001
         156,        1.291667,         -9.9997,         -9.9998,        -10.0001,         -9.9998,        -10.0006,         -9.9999,        -10.0002,         -9.9998
         157,        1.300000,         -9.9997,        -10.0000,         -9.9997,        -10.0002,         -9.9999,        -10.0000,         -9.9999,        -10.0003
         158,        1.308333,         -9.9998,         -9.9999,         -9.9999,         -9.9998,         -9.9995,        -10.0002,        -10.0000,        -10.0007
         159,        1.316667,        -10.0002,        -10.0000,        -10.0000,        -10.0001,         -9.9998,        -10.0001,        -10.0000,        -10.0000
         160,        1.325000,        -10.0002,         -9.9998,         -9.9993,         -9.9999,         -9.9998,        -10.0000,        -10.0001,        -10.0002
         161,        1.333333,        -10.0008,        -10.0000,        -10.0003,         -9.9996,        -10.0007,        -10.0001,        -10.0000,         -9.9998
         162,        1.341667,        -10.0002,         -9.9999,         -9.9999,         -9.9999,         -9.9994,        -10.0001,         -9.9999,        -10.0001
         163,        1.350000,        -10.0002,        -10.0001,         -9.9999,        -10.0001,         -9.9997,        -10.0000,        -10.0002,        -10.0000
         164,        1.358333,        -10.0002,        -10.0001,        -10.0000,        -10.0000,         -9.9997,        -10.0001,        -10.0002,        -10.0010
         165,        1.366667,         -9.9993,        -10.0001,         -9.9996,        -10.0001,        -10.0005,        -10.0000,         -9.9998,         -9.9994
         166,        1.375000,         -9.9995,         -9.9999,         -9.9995,         -9.9999,         -9.9994,        -10.0001,        -10.0001,         -9.9997
         167,        1.383333,         -9.9996,         -9.9998,        -10.0000,         -9.9999,         -9.9998,        -10.0001,        -10.0001,         -9.9992
         168,        1.391667,         -9.9996,        -10.0000,        -10.0005,        -10.0000,        -10.0001,         -9.9999,         -9.9999,        -10.0003
         169,        1.400000,         -9.9998,        -10.0000,         -9.9998,         -9.9993,         -9.9998,         -9.9998,        -10.0001,        -10.0002
         170,        1.408333,         -9.9997,        -10.0001,        -10.0000,         -9.9998,        -10.0002,         -9.9997,         -9.9997,         -9.9997
         171,        1.416667,        -10.0000,         -9.9999,         -9.9998,        -10.0000,         -9.9994,        -10.0000,        -10.0002,        -10.0000
         172,        1.425000,        -10.0003,        -10.0000,        -10.0004,        -10.0002,         -9.9998,        -10.0001,        -10.0000,        -10.0000
         173,        1.433333,         -9.9998,         -9.9999,         -9.9997,        -10.0003,        -10.0004,        -10.0004,        -10.0000,        -10.0001
         174,        1.441667,         -9.9998,        -10.0000,        -10.0000,         -9.9998,         -9.9999,        -10.0000,         -9.9998,        -10.0000
         175,        1.450000,         -9.9999,         -9.9999,         -9.9999,        -10.0001,         -9.9998,         -9.9999,         -9.9999,         -9.9999
         176,        1.458333,         -9.9997,        -10.0000,         -9.9998,         -9.9999,         -9.9990,         -9.9998,        -10.0000,        -10.0007
         177,        1.466667,        -10.0004,        -10.0000,        -10.0003,        -10.0001,        -10.0005,         -9.9998,         -9.9999,         -9.9999
         178,        1.475000,        -10.0004,        -10.0000,        -10.0002,        -10.0002,         -9.9999,         -9.9998,        -10.0002,        -10.0002
         179,        1.483333,         -9.9999,        -10.0000,        -10.0002,        -10.0000,        -10.0003,        -10.0003,        -10.0000,        -10.0008
         180,        1.491667,        -10.0001,        -10.0000,        -10.0001,         -9.9999,         -9.9999,        -10.0001,         -9.9999,         -9.9999
         181,        1.500000,         -9.9995,        -10.0001,        -10.0001,        -10.0001,         -9.9997,        -10.0000,        -10.0000,        -10.0007
         182,        1.508333,        -10.0000,         -9.9999,         -9.9997,         -9.9999,         -9.9999,         -9.9999,        -10.0001,         -9.9999
         183,        1.516667,        -10.0002,         -9.9999,        -10.0003,        -10.0000,        -10.0002,         -9.9999,         -9.9999,        -10.0001
         184,        1.525000,        -10.0000,        -10.0000,         -9.9998,         -9.9998,        -10.0003,        -10.0004,         -9.9999,         -9.9996
         185,        1.533333,         -9.9994,        -10.0000,         -9.9998,         -9.9999,        -10.0003,        -10.0000,        -10.0000,        -10.0002
         186,        1.541667,        -10.0002,        -10.0001,        -10.0000,         -9.9999,         -9.9995,        -10.0000,        -10.0000,        -10.0000
         187,        1.550000,         -9.9994,        -10.0001,        -10.0004,        -10.0002,         -9.9998,         -9.9998,        -10.0002,        -10.0004
         188,        1.558333,        -10.0002,         -9.9999,        -10.0001,         -9.9999,         -9.9999,        -10.0002,        -10.0001,        -10.0000
         189,        1.566667,         -9.9996,        -10.0000,        -10.0004,        -10.0000,         -9.9999,         -9.9999,        -10.0002,         -9.9999
         190,        1.575000,        -10.0000,        -10.0001,         -9.9995,        -10.0002,        -10.0004,        -10.0000,         -9.9998,        -10.0001
         191,        1.583333,         -9.9997,        -10.0001,        -10.0000,         -9.9999,        -10.0005,        -10.0000,        -10.0000,         -9.9999
         192,        1.591667,        -10.0002,        -10.0002,        -10.0002,         -9.9999,         -9.9997,        -10.0001,         -9.9998,        -10.0001
         193,        1.600000,        -10.0003,        -10.0000,         -9.9994,        -10.0001,        -10.0000,        -10.0002,        -10.0000,         -9.9999
         194,        1.608333,        -10.0006,         -9.9999,         -9.9998,        -10.0000,        -10.0002,        -10.0001,        -10.0001,        -10.0002
         195,        1.616667,         -9.9995,        -10.0000,         -9.9996,         -9.9999,         -9.9997,        -10.0001,         -9.9999,        -10.0004
         196,        1.625000,         -9.9992,        -10.0001,        -10.0001,         -9.9996,         -9.9997,         -9.9999,        -10.0003,        -10.0002
         197,        1.633333,         -9.9999,        -10.0000,        -10.0004,        -10.0001,        -10.0003,         -9.9999,        -10.0000,        -10.0002
         198,        1.641667,         -9.9997,        -10.0000,        -10.0001,         -9.9996,        -10.0002,        -10.0000,        -10.0002,        -10.0001
         199,        1.650000,         -9.9998,         -9.9999,        -10.0004,        -10.0002,         -9.9996,        -10.0001,        -10.0000,        -10.0000
         200,        1.658333,        -10.0000,        -10.0000,         -9.9997,         -9.9998,        -10.0006,         -9.9999,         -9.9999,         -9.9997
         201,        1.666667,        -10.0002,        -10.0002,         -9.9998,        -10.0001,         -9.9995,         -9.9999,        -10.0001,        -10.0001
         202,        1.675000,        -10.0001,        -10.0000,        -10.0000,         -9.9998,        -10.0004,        -10.0002,        -10.0002,        -10.0003
         203,        1.683333,         -9.9995,         -9.9999,         -9.9999,        -10.0002,        -10.0005,        -10.0000,        -10.0001,        -10.0002
         204,        1.691667,         -9.9998,         -9.9999,        -10.0004,         -9.9999,        -10.0002,         -9.9999,        -10.0001,        -10.0002
         205,        1.700000,         -9.9998,        -10.0001,         -9.9997,        -10.0004,        -10.0002,         -9.9999,        -10.0000,        -10.0002
         206,        1.708333,        -10.0004,        -10.0001,         -9.9998,        -10.0003,         -9.9999,        -10.0000,         -9.9999,        -10.0001
         207,        1.716667,        -10.0002,        -10.0000,        -10.0000,        -10.0001,         -9.9996,        -10.0002,         -9.9999,         -9.9995
         208,        1.725000,         -9.9996,         -9.9999,        -10.0003,         -9.9999,        -10.0003,         -9.9998,        -10.0000,        -10.0000
         209,        1.733333,         -9.9998,         -9.9998,         -9.9999,        -10.0000,        -10.0000,         -9.9999,        -10.0000,        -10.0004
         210,        1.741667,         -9.9999,        -10.0001,        -10.0000,        -10.0002,         -9.9998,        -10.0001,        -10.0001,        -10.0003
