"InphaseC4_002 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_002.tcf]","Time (h)","V 2 [InphaseC4_002]","V 3 [InphaseC4_002]","V 4 [InphaseC4_002]","V 5 [InphaseC4_002]","V 6 [InphaseC4_002]","V 7 [InphaseC4_002]","V 8 [InphaseC4_002]","V 9 [InphaseC4_002]","V 10 [InphaseC4_002]","V 11 [InphaseC4_002]","V 12 [InphaseC4_002]","V 13 [InphaseC4_002]","V 14 [InphaseC4_002]","V 15 [InphaseC4_002]","V 16 [InphaseC4_002]","V  1 [InphaseC4_002]"
          27,        0.216667,          0.2593,          0.0000,          0.1481,          0.5123,          0.2891,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.7679
          28,        0.225000,          0.2574,          0.0000,          0.1598,          0.5866,          0.6149,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.7308
          29,        0.233333,          0.2551,          0.0130,          0.1715,          0.6472,          0.7423,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.7002
          30,        0.241667,          0.2535,          0.0183,          0.1809,          0.6985,          0.8366,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0000,          0.6761
          31,        0.250000,          0.2520,          0.0174,          0.1907,          0.7410,          0.9120,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.6558
          32,        0.258333,          0.2507,          0.0210,          0.1987,          0.7779,          0.9745,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.6395
          33,        0.266667,          0.2495,          0.0238,          0.2060,          0.8090,          1.0268,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.6247
          34,        0.275000,          0.2487,          0.0252,          0.2123,          0.8353,          1.0719,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.6133
          35,        0.283333,          0.2481,          0.0272,          0.2184,          0.8576,          1.1095,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.6035
          36,        0.291667,          0.2472,          0.0289,          0.2235,          0.8767,          1.1403,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.5954
          37,        0.300000,          0.2466,          0.0304,          0.2278,          0.8931,          1.1690,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.5883
          38,        0.308333,          0.2461,          0.0316,          0.2317,          0.9070,          1.1909,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.5819
          39,        0.316667,          0.2457,          0.0325,          0.2350,          0.9189,          1.0340,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.5769
          40,        0.325000,          0.2453,          0.0335,          0.2379,          0.9292,          0.8359,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5728
          41,        0.333333,          0.2449,          0.0343,          0.2405,          0.9379,          0.6892,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5695
          42,        0.341667,          0.2446,          0.0347,          0.2426,          0.9454,          0.5960,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5660
          43,        0.350000,          0.2442,          0.0352,          0.2445,          0.9518,          0.5302,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.5635
          44,        0.358333,          0.2440,          0.0359,          0.2460,          0.9572,          0.4817,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.5614
          45,        0.366667,          0.2438,          0.0361,          0.2475,          0.9619,          0.4452,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.5596
          46,        0.375000,          0.2436,          0.0365,          0.2486,          0.9658,          0.4132,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5581
          47,        0.383333,          0.2435,          0.0367,          0.2496,          0.9692,          0.3876,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5569
          48,        0.391667,          0.2432,          0.0369,          0.2505,          0.9721,          0.3685,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5558
          49,        0.400000,          0.2431,          0.0369,          0.2512,          0.9745,          0.3508,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5550
          50,        0.408333,          0.2430,          0.0372,          0.2518,          0.9767,          0.3350,          0.0000,          0.0018,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0002,          0.5542
          51,        0.416667,          0.2430,          0.0373,          0.2523,          0.9785,          0.3212,          0.0000,          0.0291,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0002,          0.5535
          52,        0.425000,          0.2428,          0.0373,          0.2528,          0.9800,          0.3084,          0.0000,          0.0410,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5529
          53,        0.433333,          0.2428,          0.0376,          0.2531,          0.9813,          0.2976,          0.0000,          0.0486,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          0.5524
          54,        0.441667,          0.2427,          0.0377,          0.2534,          0.9825,          0.2889,          0.0000,          0.0586,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5520
          55,        0.450000,          0.2426,          0.0377,          0.2537,          0.9834,          0.2830,          0.0000,          0.0644,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.5518
          56,        0.458333,          0.2426,          0.0379,          0.2541,          0.9841,          0.2781,          0.0000,          0.0788,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.5514
          57,        0.466667,          0.2426,          0.0381,          0.2542,          0.9849,          0.2731,          0.0000,          0.0901,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.5512
          58,        0.475000,          0.2425,          0.0381,          0.2544,          0.9854,          0.2685,          0.0000,          0.0988,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5510
          59,        0.483333,          0.2425,          0.0380,          0.2546,          0.9859,          0.2646,          0.0000,          0.1092,          0.0000,          0.0000,          0.0254,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.5508
          60,        0.491667,          0.2425,          0.0380,          0.2546,          0.9864,          0.2613,          0.0000,          0.1202,          0.0000,          0.0000,          0.0160,          0.0000,          0.0000,          0.0001,          0.0000,          0.0002,          0.5507
          61,        0.500000,          0.2424,          0.0381,          0.2547,          0.9867,          0.2585,          0.0000,          0.1298,          0.0000,          0.0000,          0.0051,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5505
          62,        0.508333,          0.2424,          0.0381,          0.2549,          0.9870,          0.2560,          0.0000,          0.1376,          0.0000,          0.0000,          0.0269,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.5504
          63,        0.516667,          0.2423,          0.0382,          0.2550,          0.9872,          0.2539,          0.0000,          0.1455,          0.0000,          0.0000,          0.0368,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.5503
          64,        0.525000,          0.2424,          0.0381,          0.2552,          0.9875,          0.2526,          0.0000,          0.1518,          0.0134,          0.0000,          0.0202,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.5503
          65,        0.533333,          0.2423,          0.0382,          0.2551,          0.9876,          0.2514,          0.0000,          0.1581,          0.0475,          0.0000,          0.0382,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5501
          66,        0.541667,          0.2423,          0.0382,          0.2552,          0.9878,          0.2506,          0.0000,          0.1636,          0.0617,          0.0000,          0.0447,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5501
          67,        0.550000,          0.2423,          0.0382,          0.2552,          0.9880,          0.2500,          0.0000,          0.1679,          0.0758,          0.0000,          0.0384,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5501
          68,        0.558333,          0.2423,          0.0383,          0.2552,          0.9881,          0.2496,          0.0000,          0.1723,          0.0963,          0.0000,          0.0441,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5499
          69,        0.566667,          0.2423,          0.0382,          0.2553,          0.9882,          0.2490,          0.0000,          0.1758,          0.1141,          0.0000,          0.0491,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.5499
          70,        0.575000,          0.2423,          0.0382,          0.2554,          0.9883,          0.2483,          0.0000,          0.1792,          0.1280,          0.0000,          0.0427,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.5499
          71,        0.583333,          0.2422,          0.0383,          0.2553,          0.9883,          0.2480,          0.0000,          0.1820,          0.1440,          0.0000,          0.0441,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.5499
          72,        0.591667,          0.2422,          0.0383,          0.2554,          0.9884,          0.2479,          0.0000,          0.1843,          0.1516,          0.0000,          0.0499,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5499
          73,        0.600000,          0.2422,          0.0383,          0.2553,          0.9885,          0.2476,          0.0000,          0.1863,          0.1663,          0.0153,          0.0488,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.5498
          74,        0.608333,          0.2422,          0.0383,          0.2554,          0.9885,          0.2475,          0.0000,          0.1881,          0.1675,          0.0124,          0.0473,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.5499
          75,        0.616667,          0.2422,          0.0384,          0.2554,          0.9885,          0.2471,          0.0000,          0.1897,          0.1790,          0.0163,          0.0484,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5498
          76,        0.625000,          0.2422,          0.0382,          0.2554,          0.9886,          0.2468,          0.0000,          0.1910,          0.1867,          0.0196,          0.0498,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.5498
          77,        0.633333,          0.2422,          0.0382,          0.2553,          0.9886,          0.2467,          0.0000,          0.1921,          0.1969,          0.0240,          0.0488,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          0.5499
          78,        0.641667,          0.2422,          0.0382,          0.2553,          0.9886,          0.2464,          0.0000,          0.1929,          0.1897,          0.0248,          0.0503,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5499
          79,        0.650000,          0.2421,          0.0382,          0.2554,          0.9886,          0.2462,          0.0000,          0.1939,          0.1944,          0.0244,          0.0525,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5499
          80,        0.658333,          0.2421,          0.0383,          0.2555,          0.9887,          0.2461,          0.0000,          0.1946,          0.2001,          0.0244,          0.0548,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.5498
          81,        0.666667,          0.2421,          0.0383,          0.2554,          0.9887,          0.2460,          0.0000,          0.1951,          0.2050,          0.0239,          0.0560,          0.0000,          0.0000,          0.0070,          0.0000,          0.0001,          0.5499
          82,        0.675000,          0.2421,          0.0383,          0.2555,          0.9887,          0.2460,          0.0000,          0.1956,          0.2090,          0.0227,          0.0582,          0.0000,          0.0000,          0.0343,          0.0123,          0.0002,          0.5498
          83,        0.683333,          0.2421,          0.0384,          0.2555,          0.9888,          0.2459,          0.0000,          0.1959,          0.2111,          0.0204,          0.0612,          0.0000,          0.0000,          0.0562,          0.0179,          0.0153,          0.5498
          84,        0.691667,          0.2421,          0.0382,          0.2554,          0.9887,          0.2460,          0.0000,          0.1964,          0.2145,          0.0182,          0.0641,          0.0000,          0.0000,          0.0782,          0.0236,          0.0307,          0.5498
          85,        0.700000,          0.2421,          0.0383,          0.2555,          0.9887,          0.2459,          0.0000,          0.1967,          0.2126,          0.0157,          0.0665,          0.0000,          0.0481,          0.1160,          0.0411,          0.0480,          0.5498
          86,        0.708333,          0.2421,          0.0383,          0.2554,          0.9887,          0.2459,          0.0000,          0.1969,          0.2121,          0.0126,          0.0693,          0.0638,          0.0679,          0.1778,          0.0516,          0.0654,          0.5498
          87,        0.716667,          0.2421,          0.0383,          0.2554,          0.9887,          0.2458,          0.0000,          0.1972,          0.2142,          0.0098,          0.0719,          0.1123,          0.1372,          0.2331,          0.0539,          0.0748,          0.5498
          88,        0.725000,          0.2421,          0.0384,          0.2555,          0.9888,          0.2458,          0.0000,          0.1975,          0.2160,          0.0070,          0.0744,          0.1464,          0.1957,          0.2759,          0.0625,          0.0837,          0.5498
          89,        0.733333,          0.2420,          0.0385,          0.2555,          0.9887,          0.2458,          0.0000,          0.1976,          0.2172,          0.0057,          0.0763,          0.1734,          0.2568,          0.3171,          0.0717,          0.0897,          0.5499
          90,        0.741667,          0.2421,          0.0383,          0.2555,          0.9887,          0.2458,          0.0000,          0.1977,          0.2180,          0.0032,          0.0785,          0.1948,          0.3104,          0.3463,          0.0755,          0.0989,          0.5499
          91,        0.750000,          0.2421,          0.0383,          0.2554,          0.9888,          0.2458,          0.0000,          0.1979,          0.2194,          0.0031,          0.0804,          0.2128,          0.3560,          0.3755,          0.0816,          0.1051,          0.5497
          92,        0.758333,          0.2421,          0.0383,          0.2555,          0.9888,          0.2458,          0.0000,          0.1981,          0.2204,          0.0032,          0.0818,          0.2274,          0.3900,          0.3984,          0.0891,          0.1141,          0.5498
          93,        0.766667,          0.2421,          0.0385,          0.2554,          0.9888,          0.2458,          0.0000,          0.1981,          0.2208,          0.0041,          0.0829,          0.2395,          0.4202,          0.4184,          0.0941,          0.1208,          0.5498
          94,        0.775000,          0.2420,          0.0385,          0.2555,          0.9888,          0.2458,          0.0000,          0.1982,          0.2219,          0.0054,          0.0841,          0.2500,          0.4463,          0.4352,          0.0986,          0.1274,          0.5498
          95,        0.783333,          0.2420,          0.0384,          0.2554,          0.9888,          0.2458,          0.0000,          0.1982,          0.2221,          0.0062,          0.0850,          0.2590,          0.4673,          0.4507,          0.1040,          0.1335,          0.5498
          96,        0.791667,          0.2420,          0.0384,          0.2554,          0.9888,          0.2457,          0.0000,          0.1983,          0.2230,          0.0076,          0.0860,          0.2668,          0.4875,          0.4634,          0.1082,          0.1390,          0.5498
          97,        0.800000,          0.2420,          0.0384,          0.2555,          0.9888,          0.2457,          0.0000,          0.1983,          0.2230,          0.0083,          0.0869,          0.2734,          0.5019,          0.4738,          0.1118,          0.1436,          0.5498
          98,        0.808333,          0.2421,          0.0383,          0.2554,          0.9888,          0.2458,          0.0000,          0.1984,          0.2234,          0.0093,          0.0877,          0.2790,          0.5151,          0.4831,          0.1155,          0.1479,          0.5499
          99,        0.816667,          0.2420,          0.0385,          0.2554,          0.9888,          0.2458,          0.0000,          0.1985,          0.2233,          0.0099,          0.0885,          0.2840,          0.5258,          0.4909,          0.1188,          0.1519,          0.5498
         100,        0.825000,          0.2420,          0.0383,          0.2555,          0.9888,          0.2458,          0.0000,          0.1984,          0.2242,          0.0106,          0.0892,          0.2882,          0.5333,          0.4974,          0.1223,          0.1552,          0.5498
         101,        0.833333,          0.2420,          0.0382,          0.2554,          0.9888,          0.2458,          0.0000,          0.1984,          0.2242,          0.0112,          0.0897,          0.2916,          0.5413,          0.5031,          0.1268,          0.1582,          0.5499
         102,        0.841667,          0.2420,          0.0383,          0.2555,          0.9888,          0.2458,          0.0000,          0.1985,          0.2246,          0.0115,          0.0901,          0.2946,          0.5479,          0.5080,          0.1314,          0.1608,          0.5498
         103,        0.850000,          0.2420,          0.0383,          0.2555,          0.9888,          0.2458,          0.0000,          0.1986,          0.2242,          0.0121,          0.0903,          0.2971,          0.5538,          0.5120,          0.1349,          0.1633,          0.5499
         104,        0.858333,          0.2420,          0.0384,          0.2555,          0.9888,          0.2457,          0.0000,          0.1986,          0.2249,          0.0125,          0.0906,          0.2995,          0.5586,          0.5154,          0.1377,          0.1653,          0.5499
         105,        0.866667,          0.2421,          0.0383,          0.2555,          0.9888,          0.2457,          0.0000,          0.1986,          0.2245,          0.0130,          0.0908,          0.3012,          0.5630,          0.5183,          0.1400,          0.1673,          0.5498
         106,        0.875000,          0.2420,          0.0384,          0.2555,          0.9888,          0.2457,          0.0000,          0.1985,          0.2250,          0.0133,          0.0909,          0.3030,          0.5660,          0.5209,          0.1419,          0.1688,          0.5498
         107,        0.883333,          0.2420,          0.0383,          0.2554,          0.9888,          0.2457,          0.0000,          0.1985,          0.2248,          0.0136,          0.0910,          0.3044,          0.5693,          0.5229,          0.1433,          0.1702,          0.5498
         108,        0.891667,          0.2420,          0.0384,          0.2554,          0.9888,          0.2458,          0.0000,          0.1986,          0.2248,          0.0138,          0.0912,          0.3057,          0.5718,          0.5247,          0.1448,          0.1715,          0.5498
         109,        0.900000,          0.2420,          0.0383,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2246,          0.0141,          0.0914,          0.3066,          0.5739,          0.5264,          0.1459,          0.1726,          0.5498
         110,        0.908333,          0.2420,          0.0384,          0.2554,          0.9888,          0.2457,          0.0000,          0.1985,          0.2246,          0.0141,          0.0915,          0.3075,          0.5763,          0.5277,          0.1468,          0.1736,          0.5498
         111,        0.916667,          0.2420,          0.0383,          0.2554,          0.9888,          0.2458,          0.0000,          0.1987,          0.2248,          0.0143,          0.0916,          0.3083,          0.5782,          0.5288,          0.1476,          0.1745,          0.5498
         112,        0.925000,          0.2420,          0.0384,          0.2555,          0.9888,          0.2458,          0.0000,          0.1986,          0.2249,          0.0145,          0.0917,          0.3090,          0.5795,          0.5298,          0.1483,          0.1752,          0.5498
         113,        0.933333,          0.2420,          0.0383,          0.2555,          0.9888,          0.2458,          0.0000,          0.1985,          0.2249,          0.0146,          0.0918,          0.3095,          0.5808,          0.5306,          0.1489,          0.1759,          0.5498
         114,        0.941667,          0.2420,          0.0383,          0.2555,          0.9888,          0.2457,          0.0000,          0.1986,          0.2250,          0.0147,          0.0920,          0.3100,          0.5818,          0.5313,          0.1494,          0.1765,          0.5498
         115,        0.950000,          0.2420,          0.0384,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2250,          0.0148,          0.0920,          0.3104,          0.5827,          0.5319,          0.1498,          0.1771,          0.5499
         116,        0.958333,          0.2420,          0.0384,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2257,          0.0149,          0.0921,          0.3108,          0.5835,          0.5324,          0.1502,          0.1778,          0.5498
         117,        0.966667,          0.2420,          0.0383,          0.2555,          0.9888,          0.2456,          0.0000,          0.1986,          0.2257,          0.0150,          0.0921,          0.3111,          0.5840,          0.5329,          0.1505,          0.1784,          0.5498
         118,        0.975000,          0.2420,          0.0382,          0.2555,          0.9888,          0.2457,          0.0000,          0.1987,          0.2252,          0.0151,          0.0922,          0.3112,          0.5844,          0.5332,          0.1508,          0.1788,          0.5499
         119,        0.983333,          0.2420,          0.0384,          0.2554,          0.9888,          0.2458,          0.0000,          0.1985,          0.2253,          0.0151,          0.0923,          0.3116,          0.5851,          0.5335,          0.1509,          0.1792,          0.5498
         120,        0.991667,          0.2420,          0.0383,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2253,          0.0151,          0.0922,          0.3117,          0.5854,          0.5338,          0.1512,          0.1795,          0.5498
         121,        1.000000,          0.2419,          0.0384,          0.2554,          0.9888,          0.2457,          0.0000,          0.1985,          0.2252,          0.0152,          0.0923,          0.3119,          0.5856,          0.5340,          0.1514,          0.1797,          0.5498
         122,        1.008333,          0.2419,          0.0383,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2257,          0.0150,          0.0923,          0.3120,          0.5860,          0.5342,          0.1515,          0.1800,          0.5498
         123,        1.016667,          0.2420,          0.0382,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2254,          0.0153,          0.0923,          0.3122,          0.5863,          0.5343,          0.1516,          0.1801,          0.5498
         124,        1.025000,          0.2419,          0.0383,          0.2554,          0.9888,          0.2457,          0.0000,          0.1986,          0.2257,          0.0153,          0.0924,          0.3122,          0.5864,          0.5344,          0.1517,          0.1804,          0.5499
         125,        1.033333,          0.2419,          0.0382,          0.2554,          0.9888,          0.2457,          0.0000,          0.1987,          0.2252,          0.0153,          0.0924,          0.3123,          0.5867,          0.5346,          0.1518,          0.1804,          0.5499
         126,        1.041667,          0.2420,          0.0382,          0.2554,          0.9888,          0.2457,          0.0000,          0.1987,          0.2258,          0.0152,          0.0925,          0.3124,          0.5868,          0.5347,          0.1519,          0.1805,          0.5498
         127,        1.050000,          0.2419,          0.0384,          0.2555,          0.9888,          0.2457,          0.0000,          0.1987,          0.2257,          0.0153,          0.0924,          0.3125,          0.5868,          0.5348,          0.1520,          0.1806,          0.5499
