iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000335693,0.0744934,0.000549316,7.44934
2,0.0504996,0.0255102,0.0254996,0.00144958,0.076004,0.0020752,7.52402
3,0.0765193,0.0260308,0.0260197,0.00337219,0.0775604,0.00474548,7.6018
4,0.103081,0.0265621,0.0265618,0.00610352,0.0791473,0.00856018,7.68241
5,0.130184,0.0271041,0.0271027,0.009552,0.0807648,0.0133972,7.76436
6,0.157837,0.0276573,0.0276535,0.0135651,0.083847,0.0190125,7.87285
7,0.186051,0.0282217,0.0282141,0.0178528,0.0901642,0.0250397,8.0459
8,0.214836,0.0287977,0.0287844,0.0221405,0.0952148,0.0310364,8.35336
9,0.244214,0.0293854,0.0293785,0.0261536,0.0989838,0.0366516,8.81783
10,0.274197,0.0299851,0.0299828,0.0297089,0.101517,0.0416412,9.37129
11,0.304779,0.030597,0.0305816,0.0327454,0.102951,0.0458679,9.96433
12,0.336,0.0312215,0.0312214,0.0352478,0.103439,0.0493317,10.5664
13,0.367855,0.0318586,0.0318548,0.037262,0.103104,0.0521088,11.1554
14,0.400352,0.0325088,0.0324971,0.0387268,0.102127,0.0541077,11.7133
15,0.433518,0.0331722,0.0331662,0.0393677,0.100723,0.0549622,12.2186
16,0.467363,0.0338492,0.0338446,0.0424652,0.100861,0.0549469,12.6599
17,0.501894,0.03454,0.0345317,0.0458221,0.102921,0.054306,13.034
18,0.537121,0.0352449,0.0352268,0.0492249,0.105026,0.0531769,13.3411
19,0.573072,0.0359642,0.035951,0.0525513,0.107162,0.0517731,13.5864
20,0.609755,0.0366982,0.0366833,0.0557861,0.109344,0.0501709,13.7748
21,0.647202,0.0374471,0.0374466,0.0588989,0.111588,0.0484619,13.9124
22,0.685396,0.0382114,0.0381936,0.0619049,0.113861,0.0467072,14.0043
23,0.724367,0.0389912,0.0389715,0.064743,0.11618,0.0449066,14.0558
24,0.764149,0.0397869,0.0397823,0.067337,0.118561,0.0430908,14.0718
25,0.804722,0.0405989,0.0405725,0.0698395,0.120972,0.0412445,14.055
26,0.846146,0.0414274,0.0414243,0.072052,0.123444,0.0393829,14.0095
27,0.888399,0.0422729,0.0422528,0.0738068,0.125961,0.0375671,13.942
28,0.931515,0.0431356,0.0431157,0.0751495,0.12854,0.0384216,13.8914
29,0.97553,0.0440159,0.0440153,0.0781555,0.131165,0.0399323,13.8652
30,1.02042,0.0449142,0.0448855,0.0819092,0.133835,0.041214,13.8592
31,1.06624,0.0458308,0.0458272,0.0857239,0.136566,0.0424042,13.871
32,1.11298,0.0467662,0.0467357,0.0895386,0.139359,0.0436096,13.8986
33,1.1607,0.0477206,0.0477204,0.0931549,0.142197,0.0446014,13.9384
34,1.20937,0.0486945,0.0486677,0.0962677,0.145096,0.0461426,13.9961
35,1.25902,0.0496882,0.0496543,0.0987244,0.148056,0.0476379,14.0699
36,1.3097,0.0507023,0.0506825,0.10054,0.151077,0.0494843,14.1635
37,1.36141,0.051737,0.0517095,0.101791,0.15416,0.0515289,14.2776
38,1.41419,0.0527929,0.05278,0.102997,0.157318,0.0527649,14.401
39,1.46804,0.0538703,0.0538472,0.106506,0.160522,0.0531311,14.5221
40,1.523,0.0549697,0.0549596,0.110001,0.163803,0.0529327,14.6347
41,1.57907,0.0560915,0.0560662,0.113312,0.167145,0.0523529,14.7344
42,1.63629,0.0572362,0.0572193,0.116302,0.170547,0.0513611,14.8176
43,1.69465,0.0584043,0.0583637,0.118927,0.174042,0.0514679,14.9063
44,1.7542,0.0595962,0.059556,0.121078,0.177582,0.0534515,15.0047
45,1.815,0.0608125,0.0607994,0.122757,0.181213,0.0550232,15.1163
46,1.87704,0.0620536,0.0620309,0.123932,0.184906,0.0561066,15.2346
