"InphaseC4_008","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_008.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\008\InphaseC4_008_POMM.csv","Maximum (Extracted from Time Series)",          2.2284,          0.1582,          0.5890,          1.5626,          1.9017,          0.0748,          0.4905,          1.2351,          0.1145,          0.2814,          0.7959,          1.3963,          1.0523,          0.4871,          0.4804,          2.1017,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.0000,          0.0021
"","Time of Maximum",          0.0167,          0.6750,          3.9417,          0.4250,          0.1167,          2.3333,          2.5000,          1.1333,          4.7083,          3.1000,          3.2250,          2.7000,          5.5417,          4.9750,          5.1583,          0.0667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1833,          0.0000,          0.1083
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -8.0010,         -8.0003,         -8.0010,         -8.0005,         -8.0010,         -8.0003,         -8.0030,         -8.0012
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          5.7500,          0.8417,          0.4833,          5.8583,          2.7167,          3.7083,          0.0417,          4.6333
