"OutphaseC4_013 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_013.tcf]","Time (h)","Q 2 [OutphaseC4_013]","Q 3 [OutphaseC4_013]","Q 4 [OutphaseC4_013]","Q 5 [OutphaseC4_013]","Q 6 [OutphaseC4_013]","Q 7 [OutphaseC4_013]","Q 1 [OutphaseC4_013]","Q  8 [OutphaseC4_013]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.3090,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.2065,          0.0000
           4,        0.025000,         -0.0013,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -8.4445,          0.0000
           5,        0.033333,         -4.9024,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -10.5655,          0.0000
           6,        0.041667,         -8.6338,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -13.3655,          0.0000
           7,        0.050000,        -11.9287,         -5.5426,          0.0000,          0.0000,          0.0000,          0.0000,        -14.8721,          0.0000
           8,        0.058333,        -14.2356,         -5.9208,          0.0000,          0.0000,          0.0000,          0.0000,        -16.7541,          0.0000
           9,        0.066667,        -16.1445,         -7.0762,          0.0000,          0.0000,          0.0000,          0.0000,        -17.5786,          0.0000
          10,        0.075000,        -17.2658,         -8.2222,          0.0000,          0.0000,          0.0000,          0.0000,        -18.4349,          0.0000
          11,        0.083333,        -18.2882,         -8.5433,          0.0000,          0.0000,          0.0000,          0.0000,        -18.8960,          0.0000
          12,        0.091667,        -18.7255,         -9.3822,         -0.4932,          0.0000,          0.0000,          0.0000,        -19.3210,          0.0000
          13,        0.100000,        -19.2663,        -10.1962,         -1.9882,          0.0000,          0.0000,          0.0000,        -19.6249,          0.0000
          14,        0.108333,        -19.4187,        -11.0929,         -3.6961,          0.0000,          0.0000,          0.0000,        -19.6502,          0.0000
          15,        0.116667,        -19.6588,        -12.1590,         -5.5118,         -3.2038,          0.0000,          0.0000,        -19.9137,          0.0000
          16,        0.125000,        -19.7456,        -13.0664,         -7.3282,         -5.2371,          0.0000,          0.0000,        -19.8091,          0.0000
          17,        0.133333,        -19.8095,        -14.0416,         -9.0409,         -6.1855,          0.0000,          0.0000,        -19.8967,          0.0000
          18,        0.141667,        -19.9305,        -14.8385,        -10.6047,         -7.2018,          0.0000,          0.0000,        -19.8014,          0.0000
          19,        0.150000,        -19.8953,        -15.6458,        -11.9981,         -8.1384,          0.0000,          0.0000,        -19.9692,          0.0000
          20,        0.158333,        -20.0135,        -16.2175,        -13.2368,         -8.8269,          0.0000,          0.0000,        -20.0215,          0.0000
          21,        0.166667,        -19.9373,        -16.8886,        -14.2792,         -9.5671,          0.0000,          0.0000,        -19.9243,          0.0000
          22,        0.175000,        -19.9807,        -17.3189,        -15.2107,        -10.1694,          0.0000,          0.0000,        -20.0644,          0.0000
          23,        0.183333,        -19.9608,        -17.8342,        -15.9641,        -10.8250,          0.0000,          0.0000,        -20.0331,          0.0000
          24,        0.191667,        -19.9784,        -18.1300,        -16.6470,        -11.5044,         -0.7473,          0.0000,        -19.9445,          0.0000
          25,        0.200000,        -20.0312,        -18.4357,        -17.1828,        -12.2657,         -2.2495,          0.0000,        -20.0430,          0.0000
          26,        0.208333,        -19.9568,        -18.7011,        -17.6628,        -12.9931,         -3.8163,          0.0000,        -20.0101,          0.0000
          27,        0.216667,        -20.0158,        -18.9143,        -18.0385,        -13.7521,         -5.4530,          0.0000,        -19.8229,          0.0000
          28,        0.225000,        -19.9726,        -19.1345,        -18.3669,        -14.4937,         -7.0729,          0.0000,        -19.9895,          0.0000
          29,        0.233333,        -20.0342,        -19.1954,        -18.6493,        -15.1762,         -8.6263,         -0.1896,        -19.9758,          0.0000
          30,        0.241667,        -19.9736,        -19.4051,        -18.8737,        -15.7813,        -10.0764,         -0.5649,        -20.0108,          0.0000
          31,        0.250000,        -19.9894,        -19.4506,        -19.0724,        -16.3645,        -11.3984,         -1.0479,        -20.1473,          0.0000
          32,        0.258333,        -20.0137,        -19.5881,        -19.2108,        -16.8527,        -12.5780,         -1.5898,        -19.9619,          0.0000
          33,        0.266667,        -19.9830,        -19.6350,        -19.3638,        -17.3294,        -13.6296,         -2.1716,        -19.8707,          0.0000
          34,        0.275000,        -20.0049,        -19.6988,        -19.4539,        -17.6977,        -14.5452,         -2.8736,        -19.9506,          0.0000
