"InphaseC4_018 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_018.tcf]","Time (h)","Q 2 [InphaseC4_018]","Q 3 [InphaseC4_018]","Q 4 [InphaseC4_018]","Q 5 [InphaseC4_018]","Q 6 [InphaseC4_018]","Q 7 [InphaseC4_018]","Q 1 [InphaseC4_018]","Q  8 [InphaseC4_018]"
          36,        0.291667,        -70.0003,        -69.9999,        -70.0003,        -69.9995,        -69.9993,        -69.9988,        -69.9993,        -69.9995
          37,        0.300000,        -70.0002,        -69.9996,        -70.0000,        -69.9999,        -69.9991,        -69.9997,        -70.0002,        -69.9996
          38,        0.308333,        -70.0007,        -69.9998,        -70.0004,        -70.0001,        -69.9991,        -70.0001,        -70.0000,        -69.9996
          39,        0.316667,        -70.0001,        -70.0000,        -70.0000,        -70.0002,        -70.0003,        -69.9993,        -69.9992,        -69.9998
          40,        0.325000,        -70.0004,        -70.0002,        -69.9993,        -70.0001,        -70.0000,        -70.0000,        -70.0007,        -69.9994
          41,        0.333333,        -70.0001,        -70.0002,        -69.9995,        -70.0002,        -70.0003,        -69.9990,        -70.0000,        -69.9998
          42,        0.341667,        -69.9995,        -70.0000,        -70.0004,        -70.0005,        -69.9995,        -69.9994,        -69.9999,        -70.0011
          43,        0.350000,        -70.0000,        -70.0001,        -69.9998,        -69.9996,        -69.9996,        -69.9999,        -69.9992,        -69.9995
          44,        0.358333,        -70.0002,        -69.9997,        -69.9998,        -69.9995,        -70.0000,        -69.9991,        -70.0001,        -70.0000
          45,        0.366667,        -70.0004,        -69.9996,        -70.0005,        -69.9997,        -69.9997,        -69.9998,        -69.9993,        -70.0001
          46,        0.375000,        -70.0001,        -70.0003,        -70.0000,        -70.0002,        -69.9997,        -69.9995,        -70.0002,        -69.9993
          47,        0.383333,        -70.0003,        -69.9996,        -70.0002,        -70.0003,        -69.9992,        -69.9999,        -70.0001,        -70.0006
          48,        0.391667,        -70.0001,        -70.0003,        -70.0000,        -70.0002,        -70.0000,        -69.9996,        -69.9999,        -69.9996
          49,        0.400000,        -70.0005,        -69.9999,        -70.0000,        -69.9997,        -70.0002,        -69.9994,        -70.0003,        -70.0003
          50,        0.408333,        -70.0003,        -70.0006,        -69.9996,        -70.0008,        -69.9997,        -69.9997,        -69.9998,        -69.9990
          51,        0.416667,        -70.0001,        -69.9996,        -69.9999,        -70.0005,        -70.0001,        -70.0003,        -70.0000,        -69.9998
          52,        0.425000,        -69.9997,        -70.0001,        -70.0003,        -69.9996,        -70.0002,        -69.9997,        -70.0005,        -69.9999
          53,        0.433333,        -69.9998,        -70.0001,        -70.0001,        -69.9995,        -70.0003,        -69.9997,        -69.9995,        -70.0004
          54,        0.441667,        -70.0002,        -70.0001,        -69.9996,        -69.9998,        -69.9998,        -69.9995,        -70.0009,        -70.0002
          55,        0.450000,        -70.0002,        -69.9999,        -69.9996,        -69.9995,        -70.0007,        -70.0008,        -69.9989,        -69.9992
          56,        0.458333,        -70.0002,        -70.0007,        -70.0009,        -69.9998,        -70.0001,        -69.9991,        -70.0006,        -70.0003
          57,        0.466667,        -69.9992,        -69.9994,        -70.0000,        -70.0002,        -69.9997,        -70.0002,        -69.9993,        -70.0005
          58,        0.475000,        -70.0003,        -70.0004,        -69.9999,        -70.0000,        -69.9998,        -69.9997,        -69.9998,        -70.0003
          59,        0.483333,        -69.9997,        -70.0006,        -70.0001,        -70.0001,        -70.0006,        -70.0001,        -70.0004,        -70.0003
          60,        0.491667,        -70.0002,        -70.0002,        -70.0005,        -70.0006,        -70.0004,        -69.9998,        -70.0001,        -70.0005
          61,        0.500000,        -70.0003,        -69.9998,        -69.9988,        -70.0000,        -70.0003,        -70.0001,        -70.0003,        -69.9995
          62,        0.508333,        -70.0004,        -70.0001,        -69.9997,        -70.0002,        -69.9995,        -69.9997,        -70.0002,        -70.0004
          63,        0.516667,        -70.0004,        -70.0000,        -69.9997,        -69.9996,        -70.0003,        -69.9995,        -69.9995,        -70.0001
          64,        0.525000,        -69.9996,        -70.0001,        -70.0001,        -70.0005,        -70.0005,        -70.0008,        -70.0002,        -69.9999
          65,        0.533333,        -70.0006,        -70.0003,        -70.0007,        -70.0005,        -69.9991,        -69.9998,        -69.9993,        -69.9983
          66,        0.541667,        -69.9997,        -69.9998,        -69.9997,        -70.0003,        -69.9999,        -69.9996,        -70.0005,        -69.9995
          67,        0.550000,        -70.0000,        -70.0004,        -70.0002,        -70.0002,        -69.9995,        -70.0004,        -69.9999,        -70.0002
          68,        0.558333,        -70.0002,        -69.9994,        -70.0000,        -70.0003,        -69.9997,        -70.0022,        -69.9995,        -70.0522
          69,        0.566667,        -70.0001,        -70.0002,        -70.0005,        -70.0002,        -70.0005,        -69.9521,        -70.0004,        -69.9673
          70,        0.575000,        -70.0002,        -70.0006,        -69.9998,        -69.9993,        -69.9997,        -70.0119,        -70.0002,        -69.9636
          71,        0.583333,        -70.0000,        -70.0001,        -69.9999,        -70.0003,        -70.0015,        -69.9818,        -70.0005,        -69.9777
          72,        0.591667,        -70.0003,        -70.0000,        -69.9999,        -69.9998,        -70.0007,        -69.9941,        -70.0002,        -69.9920
          73,        0.600000,        -69.9999,        -69.9999,        -70.0001,        -69.9992,        -70.0004,        -69.9980,        -70.0008,        -69.9983
          74,        0.608333,        -70.0001,        -69.9997,        -69.9999,        -70.0000,        -69.9995,        -69.9994,        -70.0003,        -70.0014
          75,        0.616667,        -69.9998,        -70.0002,        -70.0004,        -70.0003,        -70.0000,        -70.0003,        -69.9995,        -70.0000
          76,        0.625000,        -70.0009,        -69.9999,        -70.0003,        -70.0005,        -69.9997,        -70.0005,        -69.9995,        -70.0012
          77,        0.633333,        -69.9996,        -70.0000,        -69.9989,        -70.0000,        -69.9991,        -69.9994,        -69.9997,        -69.9993
          78,        0.641667,        -69.9999,        -69.9997,        -70.0002,        -70.0002,        -70.0001,        -69.9999,        -69.9997,        -70.0000
          79,        0.650000,        -69.9997,        -70.0005,        -69.9999,        -70.0004,        -70.0003,        -69.9997,        -70.0006,        -69.9997
          80,        0.658333,        -69.9998,        -70.0001,        -70.0003,        -70.0003,        -69.9995,        -70.0000,        -70.0003,        -69.9999
          81,        0.666667,        -70.0002,        -69.9999,        -69.9998,        -69.9994,        -70.0001,        -70.0004,        -70.0002,        -69.9995
          82,        0.675000,        -69.9996,        -69.9997,        -69.9994,        -70.0003,        -70.0008,        -70.0000,        -70.0001,        -70.0003
          83,        0.683333,        -70.0003,        -69.9997,        -69.9995,        -70.0003,        -70.0004,        -69.9996,        -70.0002,        -69.9996
          84,        0.691667,        -69.9999,        -70.0000,        -69.9998,        -69.9997,        -70.0008,        -70.0008,        -70.0001,        -69.9992
          85,        0.700000,        -69.9999,        -70.0002,        -69.9997,        -69.9996,        -70.0001,        -69.9995,        -69.9992,        -70.0001
          86,        0.708333,        -70.0002,        -69.9998,        -69.9998,        -69.9993,        -69.9995,        -70.0010,        -69.9998,        -69.9999
          87,        0.716667,        -70.0008,        -69.9998,        -69.9996,        -69.9994,        -70.0006,        -70.0000,        -69.9995,        -70.0005
          88,        0.725000,        -69.9993,        -69.9998,        -69.9994,        -69.9999,        -69.9999,        -69.9995,        -70.0000,        -69.9996
          89,        0.733333,        -70.0002,        -69.9995,        -69.9999,        -69.9995,        -70.0004,        -70.0008,        -70.0000,        -70.0003
          90,        0.741667,        -70.0003,        -69.9993,        -70.0000,        -69.9996,        -69.9993,        -70.0005,        -69.9999,        -69.9998
          91,        0.750000,        -69.9997,        -70.0002,        -70.0001,        -70.0012,        -69.9999,        -70.0001,        -69.9999,        -70.0004
          92,        0.758333,        -69.9995,        -69.9999,        -69.9993,        -70.0004,        -69.9994,        -69.9994,        -70.0004,        -69.9996
          93,        0.766667,        -70.0005,        -69.9994,        -70.0003,        -70.0004,        -69.9986,        -70.0004,        -70.0003,        -70.0000
          94,        0.775000,        -69.9996,        -70.0002,        -70.0000,        -69.9996,        -70.0002,        -69.9998,        -69.9999,        -70.0004
          95,        0.783333,        -70.0003,        -69.9994,        -70.0005,        -70.0004,        -70.0004,        -70.0005,        -70.0001,        -69.9997
          96,        0.791667,        -70.0005,        -69.9997,        -70.0003,        -69.9993,        -70.0002,        -70.0000,        -69.9997,        -70.0006
          97,        0.800000,        -69.9997,        -70.0002,        -70.0003,        -69.9997,        -69.9993,        -70.0006,        -70.0002,        -69.9998
          98,        0.808333,        -70.0004,        -69.9997,        -70.0005,        -69.9994,        -70.0003,        -69.9997,        -69.9997,        -70.0006
          99,        0.816667,        -69.9998,        -69.9999,        -69.9997,        -69.9998,        -70.0005,        -70.0004,        -69.9996,        -69.9999
         100,        0.825000,        -70.0004,        -69.9999,        -70.0001,        -69.9996,        -70.0002,        -69.9993,        -70.0002,        -70.0006
         101,        0.833333,        -70.0000,        -70.0001,        -69.9999,        -70.0007,        -70.0000,        -69.9996,        -69.9993,        -69.9999
         102,        0.841667,        -69.9998,        -69.9999,        -69.9999,        -70.0005,        -70.0005,        -69.9992,        -70.0001,        -70.0003
         103,        0.850000,        -70.0000,        -69.9993,        -69.9996,        -70.0001,        -69.9999,        -70.0000,        -69.9999,        -70.0000
         104,        0.858333,        -69.9996,        -70.0000,        -69.9999,        -69.9998,        -70.0000,        -69.9999,        -69.9997,        -69.9996
         105,        0.866667,        -70.0000,        -70.0000,        -70.0003,        -70.0001,        -69.9996,        -69.9998,        -70.0000,        -70.0001
         106,        0.875000,        -69.9996,        -69.9997,        -70.0005,        -70.0005,        -70.0006,        -70.0006,        -69.9997,        -69.9999
         107,        0.883333,        -69.9998,        -69.9998,        -70.0000,        -69.9996,        -70.0011,        -69.9998,        -69.9997,        -69.9998
         108,        0.891667,        -70.0003,        -70.0002,        -69.9998,        -69.9994,        -70.0000,        -70.0000,        -70.0003,        -70.0003
         109,        0.900000,        -69.9999,        -70.0006,        -69.9999,        -69.9999,        -70.0008,        -70.0010,        -69.9994,        -69.9999
         110,        0.908333,        -70.0000,        -69.9997,        -70.0001,        -69.9997,        -69.9998,        -69.9999,        -70.0003,        -70.0000
         111,        0.916667,        -69.9999,        -69.9997,        -70.0006,        -70.0003,        -70.0008,        -69.9996,        -70.0001,        -70.0007
         112,        0.925000,        -70.0000,        -70.0002,        -70.0002,        -70.0006,        -70.0000,        -70.0004,        -69.9998,        -70.0004
         113,        0.933333,        -69.9997,        -70.0000,        -70.0009,        -69.9996,        -70.0006,        -69.9995,        -69.9996,        -69.9998
         114,        0.941667,        -69.9996,        -70.0002,        -69.9997,        -69.9999,        -70.0001,        -69.9989,        -70.0005,        -69.9998
         115,        0.950000,        -70.0001,        -69.9997,        -70.0000,        -70.0006,        -69.9995,        -69.9998,        -69.9992,        -70.0000
         116,        0.958333,        -70.0000,        -70.0003,        -69.9996,        -69.9999,        -70.0006,        -70.0003,        -70.0004,        -70.0001
         117,        0.966667,        -69.9997,        -70.0007,        -70.0001,        -69.9995,        -70.0007,        -69.9995,        -70.0002,        -70.0005
         118,        0.975000,        -69.9994,        -69.9998,        -69.9997,        -69.9997,        -70.0007,        -69.9992,        -70.0003,        -70.0002
         119,        0.983333,        -69.9993,        -70.0003,        -70.0005,        -70.0007,        -70.0003,        -70.0004,        -69.9998,        -70.0006
         120,        0.991667,        -70.0000,        -70.0005,        -70.0001,        -69.9996,        -70.0008,        -69.9999,        -70.0003,        -70.0004
         121,        1.000000,        -70.0000,        -70.0002,        -70.0006,        -69.9996,        -70.0007,        -69.9998,        -70.0003,        -69.9999
         122,        1.008333,        -69.9997,        -69.9997,        -69.9994,        -69.9998,        -69.9994,        -70.0006,        -70.0003,        -70.0008
         123,        1.016667,        -70.0002,        -69.9999,        -70.0003,        -69.9994,        -69.9994,        -70.0003,        -70.0000,        -70.0005
         124,        1.025000,        -70.0003,        -69.9995,        -70.0000,        -69.9991,        -70.0002,        -70.0014,        -69.9994,        -70.0004
         125,        1.033333,        -70.0001,        -70.0008,        -70.0005,        -69.9995,        -70.0000,        -70.0005,        -70.0001,        -70.0003
         126,        1.041667,        -70.0000,        -70.0004,        -70.0018,        -70.0002,        -69.9995,        -70.0002,        -70.0000,        -70.0000
         127,        1.050000,        -70.0002,        -69.9998,        -70.0005,        -70.0005,        -69.9998,        -70.0000,        -69.9992,        -69.9998
         128,        1.058333,        -70.0006,        -69.9997,        -70.0010,        -70.0001,        -70.0000,        -70.0001,        -69.9999,        -70.0002
         129,        1.066667,        -69.9998,        -69.9996,        -70.0006,        -69.9998,        -70.0005,        -69.9997,        -69.9998,        -69.9995
         130,        1.075000,        -70.0001,        -70.0003,        -70.0005,        -69.9995,        -70.0006,        -70.0001,        -70.0004,        -70.0001
         131,        1.083333,        -69.9998,        -70.0005,        -70.0000,        -70.0006,        -69.9995,        -70.0002,        -69.9994,        -70.0001
         132,        1.091667,        -69.9995,        -70.0000,        -70.0002,        -69.9999,        -70.0002,        -70.0001,        -69.9995,        -70.0000
         133,        1.100000,        -70.0007,        -69.9997,        -69.9996,        -69.9995,        -69.9999,        -69.9984,        -70.0001,        -69.9616
         134,        1.108333,        -70.0003,        -70.0000,        -70.0005,        -70.0000,        -70.0001,        -69.9629,        -69.9998,        -69.9881
         135,        1.116667,        -70.0001,        -69.9997,        -70.0002,        -69.9999,        -69.9992,        -70.0155,        -70.0000,        -69.9524
         136,        1.125000,        -70.0000,        -70.0000,        -70.0000,        -69.9996,        -70.0020,        -69.9810,        -70.0006,        -69.9731
         137,        1.133333,        -70.0003,        -70.0001,        -69.9993,        -70.0000,        -70.0007,        -69.9914,        -70.0000,        -69.9892
         138,        1.141667,        -69.9992,        -69.9999,        -70.0000,        -69.9999,        -70.0001,        -69.9987,        -69.9998,        -69.9985
         139,        1.150000,        -70.0004,        -70.0001,        -70.0000,        -70.0001,        -69.9985,        -69.9998,        -70.0004,        -70.0013
         140,        1.158333,        -69.9995,        -70.0001,        -69.9999,        -69.9996,        -69.9981,        -70.0004,        -70.0001,        -70.0008
         141,        1.166667,        -70.0001,        -69.9999,        -69.9999,        -70.0000,        -69.9991,        -70.0000,        -69.9996,        -70.0004
         142,        1.175000,        -70.0004,        -69.9997,        -69.9997,        -70.0001,        -69.9999,        -69.9995,        -70.0005,        -69.9998
         143,        1.183333,        -70.0003,        -69.9999,        -70.0001,        -70.0000,        -69.9998,        -69.9997,        -70.0004,        -69.9999
         144,        1.191667,        -69.9997,        -70.0002,        -69.9991,        -70.0000,        -69.9996,        -70.0003,        -69.9995,        -70.0000
         145,        1.200000,        -70.0000,        -70.0003,        -69.9993,        -70.0009,        -69.9996,        -70.0003,        -69.9995,        -70.0006
         146,        1.208333,        -70.0001,        -69.9999,        -70.0002,        -70.0004,        -70.0000,        -70.0001,        -69.9998,        -70.0001
         147,        1.216667,        -70.0000,        -69.9998,        -69.9998,        -70.0003,        -69.9991,        -70.0004,        -69.9994,        -70.0010
         148,        1.225000,        -69.9999,        -70.0002,        -70.0005,        -70.0001,        -69.9993,        -70.0006,        -70.0001,        -70.0005
         149,        1.233333,        -70.0001,        -70.0000,        -70.0000,        -69.9998,        -70.0004,        -70.0001,        -70.0001,        -70.0005
         150,        1.241667,        -70.0000,        -69.9998,        -70.0008,        -70.0000,        -70.0010,        -69.9997,        -70.0004,        -69.9995
         151,        1.250000,        -70.0001,        -70.0004,        -70.0001,        -69.9999,        -69.9997,        -70.0001,        -69.9998,        -69.9997
         152,        1.258333,        -69.9996,        -70.0003,        -70.0000,        -70.0002,        -69.9998,        -70.0000,        -69.9998,        -70.0003
         153,        1.266667,        -70.0000,        -69.9999,        -70.0003,        -70.0000,        -70.0001,        -70.0000,        -69.9996,        -70.0000
         154,        1.275000,        -70.0001,        -69.9999,        -69.9995,        -70.0000,        -70.0003,        -70.0004,        -70.0006,        -70.0003
         155,        1.283333,        -70.0003,        -69.9998,        -70.0004,        -70.0003,        -69.9996,        -69.9996,        -69.9994,        -70.0009
         156,        1.291667,        -69.9999,        -70.0001,        -70.0003,        -69.9996,        -69.9996,        -69.9994,        -69.9998,        -70.0005
         157,        1.300000,        -70.0002,        -70.0001,        -69.9999,        -70.0003,        -69.9999,        -70.0004,        -70.0004,        -70.0002
         158,        1.308333,        -70.0001,        -70.0002,        -70.0005,        -69.9997,        -70.0001,        -69.9996,        -70.0000,        -69.9997
         159,        1.316667,        -69.9995,        -69.9995,        -70.0011,        -70.0001,        -69.9991,        -70.0006,        -70.0002,        -70.0004
         160,        1.325000,        -70.0005,        -69.9996,        -69.9992,        -69.9999,        -69.9998,        -70.0001,        -70.0002,        -69.9998
         161,        1.333333,        -69.9999,        -70.0001,        -70.0003,        -70.0004,        -70.0005,        -70.0009,        -69.9999,        -70.0000
         162,        1.341667,        -69.9998,        -70.0001,        -70.0003,        -70.0001,        -69.9996,        -70.0013,        -69.9996,        -69.9996
         163,        1.350000,        -70.0002,        -69.9998,        -70.0004,        -69.9994,        -69.9999,        -70.0001,        -70.0004,        -70.0001
         164,        1.358333,        -69.9999,        -70.0001,        -70.0005,        -69.9992,        -69.9997,        -70.0005,        -69.9999,        -70.0004
         165,        1.366667,        -69.9999,        -70.0000,        -69.9995,        -69.9999,        -69.9997,        -69.9999,        -70.0003,        -70.0003
         166,        1.375000,        -70.0003,        -69.9997,        -69.9998,        -69.9992,        -69.9997,        -69.9999,        -70.0003,        -70.0003
         167,        1.383333,        -69.9993,        -70.0005,        -70.0001,        -70.0002,        -70.0000,        -70.0011,        -69.9998,        -69.9998
         168,        1.391667,        -69.9999,        -70.0002,        -69.9991,        -69.9996,        -70.0001,        -69.9984,        -69.9997,        -70.0012
         169,        1.400000,        -70.0000,        -70.0002,        -70.0002,        -69.9999,        -69.9998,        -70.0003,        -70.0002,        -69.9998
         170,        1.408333,        -70.0005,        -70.0002,        -70.0000,        -70.0001,        -69.9998,        -69.9993,        -69.9999,        -70.0002
         171,        1.416667,        -70.0000,        -70.0000,        -70.0008,        -70.0008,        -69.9998,        -70.0007,        -69.9997,        -69.9999
         172,        1.425000,        -69.9998,        -70.0004,        -70.0002,        -70.0002,        -69.9998,        -70.0003,        -70.0005,        -69.9997
         173,        1.433333,        -69.9998,        -70.0000,        -70.0001,        -69.9990,        -70.0000,        -69.9997,        -69.9999,        -70.0004
         174,        1.441667,        -69.9998,        -70.0001,        -69.9995,        -69.9999,        -69.9995,        -69.9989,        -70.0000,        -70.0000
         175,        1.450000,        -69.9997,        -70.0003,        -70.0003,        -70.0003,        -69.9998,        -69.9997,        -69.9995,        -69.9997
         176,        1.458333,        -69.9999,        -70.0002,        -70.0003,        -69.9999,        -69.9999,        -70.0009,        -69.9997,        -70.0005
         177,        1.466667,        -70.0003,        -70.0004,        -70.0007,        -70.0003,        -69.9993,        -69.9995,        -70.0001,        -69.9996
         178,        1.475000,        -69.9998,        -69.9999,        -69.9996,        -69.9996,        -70.0002,        -70.0000,        -70.0001,        -69.9999
         179,        1.483333,        -69.9997,        -70.0005,        -70.0002,        -69.9997,        -70.0006,        -69.9994,        -69.9997,        -70.0006
         180,        1.491667,        -69.9996,        -70.0002,        -70.0008,        -70.0002,        -70.0004,        -70.0002,        -70.0000,        -70.0007
         181,        1.500000,        -70.0001,        -70.0000,        -69.9996,        -70.0000,        -69.9998,        -70.0006,        -69.9996,        -70.0007
         182,        1.508333,        -70.0000,        -69.9998,        -69.9991,        -70.0000,        -70.0000,        -70.0007,        -69.9998,        -69.9998
         183,        1.516667,        -70.0002,        -69.9998,        -69.9998,        -70.0006,        -69.9998,        -69.9999,        -70.0009,        -69.9995
         184,        1.525000,        -69.9996,        -69.9999,        -69.9997,        -69.9997,        -69.9991,        -69.9996,        -69.9995,        -69.9998
         185,        1.533333,        -69.9996,        -69.9998,        -70.0001,        -70.0001,        -69.9990,        -70.0007,        -69.9987,        -70.0005
         186,        1.541667,        -69.9999,        -70.0001,        -70.0002,        -70.0002,        -69.9993,        -70.0004,        -69.9991,        -70.0002
         187,        1.550000,        -70.0004,        -69.9997,        -69.9993,        -70.0005,        -70.0000,        -69.9998,        -70.0001,        -69.9993
         188,        1.558333,        -70.0004,        -70.0003,        -69.9993,        -69.9999,        -70.0004,        -70.0000,        -70.0007,        -69.9996
         189,        1.566667,        -69.9997,        -70.0001,        -70.0010,        -69.9997,        -69.9998,        -69.9993,        -70.0003,        -70.0001
         190,        1.575000,        -70.0003,        -70.0003,        -70.0001,        -69.9997,        -70.0005,        -70.0003,        -69.9999,        -69.9996
         191,        1.583333,        -70.0001,        -70.0001,        -69.9999,        -69.9997,        -70.0008,        -69.9994,        -69.9994,        -69.9991
         192,        1.591667,        -70.0000,        -70.0002,        -70.0000,        -69.9995,        -70.0002,        -70.0008,        -70.0001,        -70.0006
         193,        1.600000,        -70.0003,        -69.9998,        -70.0005,        -69.9996,        -69.9996,        -69.9987,        -70.0001,        -70.0002
         194,        1.608333,        -70.0000,        -70.0000,        -70.0011,        -70.0010,        -69.9998,        -69.9999,        -70.0001,        -69.9997
         195,        1.616667,        -70.0002,        -70.0000,        -69.9984,        -70.0005,        -70.0002,        -70.0003,        -70.0000,        -69.9995
         196,        1.625000,        -70.0005,        -70.0003,        -70.0004,        -70.0000,        -70.0004,        -69.9999,        -70.0003,        -70.0005
         197,        1.633333,        -70.0001,        -70.0002,        -69.9997,        -69.9999,        -69.9994,        -69.9999,        -69.9998,        -69.9994
         198,        1.641667,        -69.9999,        -69.9998,        -70.0005,        -70.0002,        -70.0002,        -69.9989,        -70.0001,        -69.9592
         199,        1.650000,        -70.0000,        -70.0001,        -69.9993,        -69.9997,        -70.0000,        -69.9949,        -70.0004,        -70.0092
         200,        1.658333,        -69.9998,        -70.0004,        -70.0002,        -70.0001,        -69.9992,        -70.0027,        -70.0000,        -69.9837
         201,        1.666667,        -70.0002,        -70.0001,        -70.0000,        -69.9999,        -70.0014,        -69.9935,        -70.0002,        -69.9926
         202,        1.675000,        -69.9997,        -70.0000,        -69.9995,        -70.0001,        -70.0001,        -69.9972,        -70.0002,        -69.9958
         203,        1.683333,        -69.9999,        -70.0001,        -70.0007,        -69.9999,        -70.0003,        -69.9993,        -70.0002,        -70.0001
         204,        1.691667,        -70.0002,        -69.9998,        -69.9996,        -70.0006,        -69.9997,        -69.9998,        -70.0002,        -70.0001
         205,        1.700000,        -70.0000,        -70.0002,        -70.0001,        -69.9997,        -70.0001,        -69.9997,        -70.0008,        -69.9999
         206,        1.708333,        -70.0000,        -70.0002,        -69.9993,        -70.0000,        -69.9996,        -70.0000,        -70.0002,        -69.9999
         207,        1.716667,        -69.9999,        -69.9997,        -70.0001,        -70.0002,        -70.0000,        -70.0004,        -70.0010,        -70.0000
         208,        1.725000,        -70.0002,        -69.9998,        -69.9997,        -70.0001,        -69.9990,        -70.0001,        -69.9992,        -69.9998
         209,        1.733333,        -69.9997,        -69.9996,        -70.0007,        -70.0007,        -69.9998,        -69.9999,        -70.0005,        -70.0003
