"InphaseC4_003","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_003.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\003\InphaseC4_003_POMM.csv","Maximum (Extracted from Time Series)",          1.7450,          0.0598,          0.3297,          1.1411,          1.3662,          0.0000,          0.2639,          0.5372,          0.0326,          0.1285,          0.4397,          0.8128,          0.6673,          0.2181,          0.2439,          1.5821,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0006,          0.0000,          0.0013
"","Time of Maximum",          0.0167,          2.6917,          1.1417,          2.0917,          0.2250,          0.0000,          0.8583,          1.9500,          0.4833,          5.7583,          3.7083,          4.5667,          2.1333,          3.8917,          2.7250,          0.1167,          0.0000,          0.0000,          0.0000,          0.0000,          0.3500,          0.2000,          0.0000,          0.2917
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.0009,         -3.0003,         -3.0011,         -3.0003,         -3.0011,         -3.0003,         -3.0009,         -3.0010
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          4.5667,          5.0750,          5.4667,          2.8333,          3.3583,          2.0333,          0.1000,          5.8083
