"OutphaseC4_015 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_015.tcf]","Time (h)","V 2 [OutphaseC4_015]","V 3 [OutphaseC4_015]","V 4 [OutphaseC4_015]","V 5 [OutphaseC4_015]","V 6 [OutphaseC4_015]","V 7 [OutphaseC4_015]","V 8 [OutphaseC4_015]","V 9 [OutphaseC4_015]","V 10 [OutphaseC4_015]","V 11 [OutphaseC4_015]","V 12 [OutphaseC4_015]","V 13 [OutphaseC4_015]","V 14 [OutphaseC4_015]","V 15 [OutphaseC4_015]","V 16 [OutphaseC4_015]","V  1 [OutphaseC4_015]"
          33,        0.266667,          1.7162,          0.7891,          1.4379,          1.1420,          1.3215,          1.7344,          0.1102,          0.5656,          1.6469,          1.1911,          0.1384,          0.6892,          1.1726,          2.5518,          3.7289,          0.7621
          34,        0.275000,          1.7076,          0.8065,          1.4396,          1.1392,          1.3233,          1.7380,          0.1114,          0.5762,          1.6556,          1.1596,          0.1428,          0.6718,          1.1904,          2.5843,          3.7862,          0.8332
          35,        0.283333,          1.7027,          0.8660,          1.4389,          1.1446,          1.3220,          1.7387,          0.1139,          0.5682,          1.6613,          1.1394,          0.1474,          0.6580,          1.2035,          2.6090,          3.8326,          0.7700
          36,        0.291667,          1.7107,          0.7546,          1.4384,          1.1472,          1.3257,          1.7382,          0.1165,          0.5704,          1.6581,          1.1260,          0.1504,          0.6480,          1.2120,          2.6286,          3.8716,          0.7344
          37,        0.300000,          1.7150,          0.8162,          1.4409,          1.1480,          1.3263,          1.7395,          0.1166,          0.5764,          1.6655,          1.1156,          0.1578,          0.6405,          1.2171,          2.6435,          3.9031,          0.8331
          38,        0.308333,          1.7090,          0.8495,          1.4396,          1.1510,          1.3245,          1.7421,          0.1145,          0.5800,          1.6684,          1.1089,          0.1616,          0.6475,          1.2222,          2.6554,          3.9288,          0.7946
          39,        0.316667,          1.7017,          0.7546,          1.4387,          1.1486,          1.3244,          1.7417,          0.1137,          0.5756,          1.6699,          1.1018,          0.1654,          0.6557,          1.2274,          2.6657,          3.9507,          0.7527
          40,        0.325000,          1.7154,          0.8325,          1.4380,          1.1496,          1.3237,          1.7406,          0.1164,          0.5660,          1.6684,          1.0978,          0.1666,          0.6651,          1.2318,          2.6734,          3.9685,          0.7948
          41,        0.333333,          1.7137,          0.8049,          1.4360,          1.1497,          1.3247,          1.7421,          0.1183,          0.5719,          1.6689,          1.0947,          0.1682,          0.6665,          1.2350,          2.6804,          3.9835,          0.7959
          42,        0.341667,          1.7030,          0.7703,          1.4374,          1.1475,          1.3243,          1.7443,          0.1188,          0.5811,          1.6758,          1.0914,          0.1726,          0.6673,          1.2358,          2.6869,          3.9956,          0.8131
          43,        0.350000,          1.7070,          0.8522,          1.4346,          1.1503,          1.3229,          1.7420,          0.1196,          0.5834,          1.6768,          1.0887,          0.1728,          0.6779,          1.2388,          2.6931,          4.0056,          0.7622
          44,        0.358333,          1.7164,          0.7625,          1.4353,          1.1514,          1.3256,          1.7421,          0.1201,          0.5852,          1.6750,          1.0864,          0.1697,          0.6785,          1.2405,          2.6960,          4.0139,          0.7677
          45,        0.366667,          1.7085,          0.7933,          1.4369,          1.1524,          1.3264,          1.7443,          0.1198,          0.5867,          1.6754,          1.0849,          0.1744,          0.6610,          1.2374,          2.6990,          4.0210,          0.8442
          46,        0.375000,          1.7025,          0.8590,          1.4343,          1.1552,          1.3239,          1.7444,          0.1196,          0.5863,          1.6765,          1.0846,          0.1775,          0.6646,          1.2386,          2.7042,          4.0263,          0.7707
          47,        0.383333,          1.7105,          0.7440,          1.4343,          1.1539,          1.3248,          1.7426,          0.1202,          0.5877,          1.6763,          1.0843,          0.1776,          0.6781,          1.2419,          2.7061,          4.0310,          0.7348
          48,        0.391667,          1.7144,          0.8102,          1.4352,          1.1555,          1.3259,          1.7427,          0.1199,          0.5900,          1.6768,          1.0843,          0.1787,          0.6785,          1.2431,          2.7055,          4.0352,          0.8414
          49,        0.400000,          1.7093,          0.8435,          1.4340,          1.1584,          1.3247,          1.7456,          0.1186,          0.5920,          1.6775,          1.0841,          0.1813,          0.6739,          1.2421,          2.7086,          4.0383,          0.7948
          50,        0.408333,          1.7026,          0.7479,          1.4330,          1.1564,          1.3247,          1.7440,          0.1182,          0.5911,          1.6781,          1.0846,          0.1819,          0.6747,          1.2426,          2.7109,          4.0411,          0.7464
          51,        0.416667,          1.7129,          0.8287,          1.4330,          1.1587,          1.3247,          1.7423,          0.1182,          0.5916,          1.6770,          1.0845,          0.1814,          0.6720,          1.2431,          2.7117,          4.0431,          0.8029
          52,        0.425000,          1.7130,          0.8058,          1.4323,          1.1609,          1.3257,          1.7444,          0.1174,          0.5933,          1.6776,          1.0834,          0.1827,          0.6644,          1.2416,          2.7126,          4.0448,          0.8024
          53,        0.433333,          1.7021,          0.7645,          1.4328,          1.1605,          1.3257,          1.7455,          0.1163,          0.5937,          1.6784,          1.0831,          0.1836,          0.6627,          1.2416,          2.7140,          4.0463,          0.7978
          54,        0.441667,          1.7084,          0.8490,          1.4301,          1.1626,          1.3239,          1.7431,          0.1164,          0.5943,          1.6784,          1.0834,          0.1842,          0.6637,          1.2423,          2.7143,          4.0474,          0.7650
          55,        0.450000,          1.7146,          0.7660,          1.4305,          1.1635,          1.3258,          1.7430,          0.1163,          0.5959,          1.6781,          1.0824,          0.1859,          0.6636,          1.2421,          2.7144,          4.0485,          0.7736
          56,        0.458333,          1.7074,          0.7881,          1.4312,          1.1645,          1.3263,          1.7452,          0.1153,          0.5976,          1.6785,          1.0812,          0.1869,          0.6660,          1.2425,          2.7149,          4.0492,          0.8456
          57,        0.466667,          1.7031,          0.8584,          1.4284,          1.1671,          1.3240,          1.7449,          0.1147,          0.5989,          1.6792,          1.0808,          0.1870,          0.6667,          1.2430,          2.7151,          4.0500,          0.7680
          58,        0.475000,          1.7102,          0.7442,          1.4279,          1.1666,          1.3252,          1.7431,          0.1145,          0.6005,          1.6790,          1.0806,          0.1875,          0.6633,          1.2422,          2.7152,          4.0505,          0.7380
          59,        0.483333,          1.7132,          0.8081,          1.4287,          1.1685,          1.3264,          1.7435,          0.1140,          0.6020,          1.6786,          1.0797,          0.1884,          0.6613,          1.2420,          2.7161,          4.0510,          0.8438
          60,        0.491667,          1.7080,          0.8467,          1.4271,          1.1721,          1.3250,          1.7459,          0.1130,          0.6032,          1.6791,          1.0792,          0.1896,          0.6628,          1.2423,          2.7163,          4.0517,          0.7920
          61,        0.500000,          1.7045,          0.7461,          1.4256,          1.1706,          1.3251,          1.7439,          0.1123,          0.6047,          1.6795,          1.0796,          0.1901,          0.6653,          1.2430,          2.7162,          4.0519,          0.7393
          62,        0.508333,          1.7126,          0.8258,          1.4259,          1.1734,          1.3253,          1.7428,          0.1121,          0.6064,          1.6792,          1.0794,          0.1910,          0.6650,          1.2430,          2.7160,          4.0522,          0.8113
          63,        0.516667,          1.7120,          0.8131,          1.4243,          1.1765,          1.3260,          1.7449,          0.1112,          0.6082,          1.6791,          1.0786,          0.1918,          0.6637,          1.2426,          2.7164,          4.0523,          0.8053
          64,        0.525000,          1.7016,          0.7607,          1.4243,          1.1762,          1.3258,          1.7456,          0.1100,          0.6099,          1.6797,          1.0788,          0.1924,          0.6623,          1.2425,          2.7167,          4.0525,          0.7841
          65,        0.533333,          1.7095,          0.8461,          1.4218,          1.1790,          1.3245,          1.7431,          0.1097,          0.6118,          1.6798,          1.0792,          0.1931,          0.6607,          1.2424,          2.7168,          4.0527,          0.7686
          66,        0.541667,          1.7154,          0.7738,          1.4213,          1.1810,          1.3263,          1.7433,          0.1091,          0.6139,          1.6795,          1.0786,          0.1939,          0.6592,          1.2422,          2.7168,          4.0528,          0.7810
          67,        0.550000,          1.7057,          0.7851,          1.4221,          1.1825,          1.3266,          1.7455,          0.1079,          0.6158,          1.6798,          1.0781,          0.1947,          0.6578,          1.2421,          2.7169,          4.0530,          0.8422
          68,        0.558333,          1.7045,          0.8584,          1.4185,          1.1859,          1.3243,          1.7446,          0.1069,          0.6179,          1.6803,          1.0784,          0.1956,          0.6566,          1.2419,          2.7169,          4.0530,          0.7662
          69,        0.566667,          1.7119,          0.7468,          1.4179,          1.1867,          1.3255,          1.7431,          0.1065,          0.6203,          1.6802,          1.0785,          0.1965,          0.6554,          1.2418,          2.7170,          4.0531,          0.7419
          70,        0.575000,          1.7126,          0.8063,          1.4182,          1.1891,          1.3267,          1.7437,          0.1056,          0.6226,          1.6799,          1.0777,          0.1975,          0.6541,          1.2417,          2.7171,          4.0532,          0.8476
          71,        0.583333,          1.7070,          0.8507,          1.4158,          1.1937,          1.3248,          1.7459,          0.1042,          0.6249,          1.6803,          1.0774,          0.1984,          0.6527,          1.2415,          2.7171,          4.0532,          0.7940
          72,        0.591667,          1.7053,          0.7460,          1.4140,          1.1933,          1.3250,          1.7438,          0.1033,          0.6275,          1.6806,          1.0780,          0.1994,          0.6512,          1.2413,          2.7171,          4.0532,          0.7350
          73,        0.600000,          1.7155,          0.8229,          1.4139,          1.1972,          1.3254,          1.7427,          0.1028,          0.6302,          1.6803,          1.0776,          0.2004,          0.6496,          1.2410,          2.7172,          4.0532,          0.8187
          74,        0.608333,          1.7110,          0.8222,          1.4119,          1.2017,          1.3257,          1.7453,          0.1015,          0.6328,          1.6804,          1.0768,          0.2015,          0.6480,          1.2408,          2.7172,          4.0533,          0.8046
          75,        0.616667,          1.7019,          0.7573,          1.4111,          1.2019,          1.3254,          1.7453,          0.1001,          0.6357,          1.6809,          1.0770,          0.2026,          0.6462,          1.2406,          2.7172,          4.0533,          0.7780
          76,        0.625000,          1.7119,          0.8431,          1.4085,          1.2063,          1.3239,          1.7430,          0.0994,          0.6387,          1.6810,          1.0772,          0.2038,          0.6444,          1.2403,          2.7173,          4.0533,          0.7735
          77,        0.633333,          1.7170,          0.7818,          1.4073,          1.2096,          1.3257,          1.7435,          0.0984,          0.6418,          1.6808,          1.0765,          0.2051,          0.6426,          1.2400,          2.7174,          4.0533,          0.7891
          78,        0.641667,          1.7047,          0.7825,          1.4073,          1.2118,          1.3257,          1.7456,          0.0966,          0.6450,          1.6811,          1.0760,          0.2062,          0.6406,          1.2398,          2.7173,          4.0534,          0.8345
          79,        0.650000,          1.7046,          0.8590,          1.4029,          1.2163,          1.3232,          1.7441,          0.0954,          0.6484,          1.6817,          1.0763,          0.2076,          0.6386,          1.2395,          2.7174,          4.0533,          0.7637
          80,        0.658333,          1.7161,          0.7494,          1.4020,          1.2184,          1.3247,          1.7430,          0.0946,          0.6519,          1.6815,          1.0762,          0.2090,          0.6366,          1.2391,          2.7174,          4.0533,          0.7474
          81,        0.666667,          1.7118,          0.8051,          1.4016,          1.2219,          1.3257,          1.7441,          0.0931,          0.6556,          1.6814,          1.0754,          0.2104,          0.6345,          1.2388,          2.7175,          4.0534,          0.8513
          82,        0.675000,          1.7064,          0.8547,          1.3984,          1.2276,          1.3235,          1.7458,          0.0912,          0.6593,          1.6820,          1.0751,          0.2120,          0.6322,          1.2385,          2.7175,          4.0533,          0.7949
          83,        0.683333,          1.7063,          0.7458,          1.3957,          1.2284,          1.3240,          1.7434,          0.0900,          0.6632,          1.6824,          1.0755,          0.2135,          0.6299,          1.2380,          2.7176,          4.0535,          0.7323
          84,        0.691667,          1.7184,          0.8203,          1.3951,          1.2334,          1.3246,          1.7430,          0.0888,          0.6674,          1.6822,          1.0749,          0.2152,          0.6275,          1.2377,          2.7176,          4.0534,          0.8265
          85,        0.700000,          1.7102,          0.8310,          1.3924,          1.2394,          1.3246,          1.7456,          0.0869,          0.6716,          1.6824,          1.0741,          0.2170,          0.6249,          1.2371,          2.7177,          4.0534,          0.8053
          86,        0.708333,          1.7013,          0.7557,          1.3903,          1.2408,          1.3244,          1.7448,          0.0850,          0.6761,          1.6830,          1.0743,          0.2188,          0.6223,          1.2365,          2.7177,          4.0534,          0.7742
          87,        0.716667,          1.7154,          0.8398,          1.3873,          1.2466,          1.3232,          1.7429,          0.0839,          0.6808,          1.6831,          1.0743,          0.2207,          0.6195,          1.2358,          2.7177,          4.0533,          0.7792
          88,        0.725000,          1.7171,          0.7901,          1.3849,          1.2514,          1.3252,          1.7438,          0.0823,          0.6858,          1.6830,          1.0734,          0.2228,          0.6167,          1.2350,          2.7177,          4.0534,          0.7934
          89,        0.733333,          1.7046,          0.7804,          1.3840,          1.2549,          1.3252,          1.7458,          0.0800,          0.6908,          1.6835,          1.0729,          0.2248,          0.6137,          1.2343,          2.7178,          4.0535,          0.8299
          90,        0.741667,          1.7042,          0.8590,          1.3786,          1.2611,          1.3229,          1.7437,          0.0784,          0.6960,          1.6841,          1.0732,          0.2270,          0.6106,          1.2336,          2.7177,          4.0535,          0.7615
          91,        0.750000,          1.7192,          0.7536,          1.3769,          1.2652,          1.3248,          1.7432,          0.0769,          0.7016,          1.6841,          1.0728,          0.2293,          0.6073,          1.2333,          2.7179,          4.0534,          0.7550
          92,        0.758333,          1.7105,          0.8035,          1.3754,          1.2704,          1.3257,          1.7445,          0.0747,          0.7075,          1.6840,          1.0718,          0.2318,          0.6040,          1.2332,          2.7178,          4.0534,          0.8503
          93,        0.766667,          1.7054,          0.8590,          1.3707,          1.2777,          1.3239,          1.7454,          0.0724,          0.7133,          1.6848,          1.0715,          0.2343,          0.6006,          1.2331,          2.7178,          4.0535,          0.7870
          94,        0.775000,          1.7085,          0.7468,          1.3672,          1.2805,          1.3245,          1.7433,          0.0708,          0.7195,          1.6851,          1.0717,          0.2369,          0.5970,          1.2332,          2.7178,          4.0534,          0.7314
          95,        0.783333,          1.7184,          0.8187,          1.3656,          1.2873,          1.3255,          1.7431,          0.0690,          0.7261,          1.6851,          1.0709,          0.2397,          0.5932,          1.2333,          2.7178,          4.0535,          0.8347
          96,        0.791667,          1.7101,          0.8395,          1.3614,          1.2954,          1.3253,          1.7460,          0.0664,          0.7327,          1.6855,          1.0700,          0.2426,          0.5894,          1.2334,          2.7179,          4.0535,          0.8062
          97,        0.800000,          1.7005,          0.7554,          1.3576,          1.2985,          1.3252,          1.7443,          0.0641,          0.7397,          1.6862,          1.0700,          0.2455,          0.5854,          1.2335,          2.7179,          4.0535,          0.7662
          98,        0.808333,          1.7172,          0.8381,          1.3539,          1.3064,          1.3245,          1.7429,          0.0625,          0.7471,          1.6864,          1.0698,          0.2488,          0.5813,          1.2334,          2.7179,          4.0535,          0.7871
          99,        0.816667,          1.7158,          0.7991,          1.3500,          1.3135,          1.3266,          1.7442,          0.0603,          0.7548,          1.6865,          1.0688,          0.2521,          0.5771,          1.2334,          2.7180,          4.0535,          0.7950
         100,        0.825000,          1.7043,          0.7781,          1.3473,          1.3188,          1.3265,          1.7458,          0.0577,          0.7627,          1.6870,          1.0682,          0.2555,          0.5726,          1.2334,          2.7180,          4.0535,          0.8255
         101,        0.833333,          1.7053,          0.8592,          1.3406,          1.3270,          1.3248,          1.7431,          0.0558,          0.7710,          1.6876,          1.0681,          0.2591,          0.5681,          1.2333,          2.7180,          4.0534,          0.7612
         102,        0.841667,          1.7183,          0.7608,          1.3375,          1.3338,          1.3267,          1.7434,          0.0540,          0.7796,          1.6877,          1.0674,          0.2630,          0.5633,          1.2332,          2.7181,          4.0534,          0.7630
         103,        0.850000,          1.7095,          0.8019,          1.3344,          1.3416,          1.3275,          1.7450,          0.0514,          0.7884,          1.6878,          1.0664,          0.2669,          0.5584,          1.2332,          2.7182,          4.0534,          0.8467
         104,        0.858333,          1.7035,          0.8636,          1.3276,          1.3520,          1.3255,          1.7449,          0.0493,          0.7973,          1.6886,          1.0659,          0.2711,          0.5533,          1.2331,          2.7182,          4.0533,          0.7763
         105,        0.866667,          1.7106,          0.7494,          1.3228,          1.3578,          1.3260,          1.7430,          0.0478,          0.8068,          1.6891,          1.0657,          0.2753,          0.5481,          1.2328,          2.7182,          4.0534,          0.7327
         106,        0.875000,          1.7162,          0.8187,          1.3193,          1.3668,          1.3268,          1.7435,          0.0460,          0.8167,          1.6891,          1.0647,          0.2799,          0.5427,          1.2327,          2.7183,          4.0532,          0.8404
         107,        0.883333,          1.7099,          0.8477,          1.3132,          1.3777,          1.3260,          1.7458,          0.0439,          0.8266,          1.6897,          1.0637,          0.2846,          0.5371,          1.2325,          2.7184,          4.0534,          0.8014
         108,        0.891667,          1.7011,          0.7569,          1.3073,          1.3829,          1.3258,          1.7437,          0.0426,          0.8368,          1.6904,          1.0634,          0.2896,          0.5314,          1.2322,          2.7184,          4.0534,          0.7544
         109,        0.900000,          1.7151,          0.8378,          1.3020,          1.3928,          1.3252,          1.7429,          0.0415,          0.8474,          1.6909,          1.0628,          0.2947,          0.5256,          1.2320,          2.7185,          4.0533,          0.7960
         110,        0.908333,          1.7140,          0.8091,          1.2960,          1.4026,          1.3267,          1.7446,          0.0402,          0.8585,          1.6911,          1.0616,          0.3001,          0.5195,          1.2317,          2.7186,          4.0533,          0.7986
         111,        0.916667,          1.7030,          0.7773,          1.2911,          1.4095,          1.3264,          1.7453,          0.0392,          0.8697,          1.6917,          1.0608,          0.3057,          0.5133,          1.2311,          2.7187,          4.0534,          0.8115
         112,        0.925000,          1.7075,          0.8594,          1.2825,          1.4192,          1.3247,          1.7428,          0.0393,          0.8813,          1.6924,          1.0604,          0.3115,          0.5069,          1.2302,          2.7188,          4.0533,          0.7628
         113,        0.933333,          1.7154,          0.7707,          1.2771,          1.4277,          1.3266,          1.7434,          0.0393,          0.8934,          1.6925,          1.0595,          0.3176,          0.5004,          1.2291,          2.7189,          4.0533,          0.7696
         114,        0.941667,          1.7084,          0.8016,          1.2718,          1.4359,          1.3272,          1.7451,          0.0394,          0.9055,          1.6928,          1.0583,          0.3240,          0.4936,          1.2284,          2.7189,          4.0533,          0.8458
         115,        0.950000,          1.7026,          0.8685,          1.2626,          1.4480,          1.3254,          1.7443,          0.0403,          0.9176,          1.6936,          1.0574,          0.3307,          0.4868,          1.2283,          2.7189,          4.0532,          0.7699
         116,        0.958333,          1.7105,          0.7540,          1.2558,          1.4578,          1.3262,          1.7429,          0.0417,          0.9300,          1.6940,          1.0569,          0.3375,          0.4799,          1.2285,          2.7190,          4.0532,          0.7355
         117,        0.966667,          1.7140,          0.8198,          1.2501,          1.4693,          1.3273,          1.7443,          0.0429,          0.9428,          1.6942,          1.0557,          0.3446,          0.4727,          1.2287,          2.7190,          4.0532,          0.8424
         118,        0.975000,          1.7089,          0.8567,          1.2418,          1.4814,          1.3259,          1.7459,          0.0445,          0.9552,          1.6947,          1.0544,          0.3521,          0.4654,          1.2289,          2.7191,          4.0532,          0.7941
         119,        0.983333,          1.7033,          0.7602,          1.2333,          1.4870,          1.3258,          1.7429,          0.0468,          0.9683,          1.6953,          1.0537,          0.3598,          0.4581,          1.2292,          2.7190,          4.0532,          0.7441
         120,        0.991667,          1.7125,          0.8394,          1.2262,          1.4956,          1.3256,          1.7431,          0.0489,          0.9817,          1.6957,          1.0529,          0.3678,          0.4505,          1.2293,          2.7192,          4.0532,          0.8053
         121,        1.000000,          1.7127,          0.8213,          1.2179,          1.5045,          1.3260,          1.7450,          0.0511,          0.9951,          1.6959,          1.0515,          0.3760,          0.4429,          1.2295,          2.7192,          4.0532,          0.8041
         122,        1.008333,          1.7018,          0.7776,          1.2103,          1.5099,          1.3254,          1.7449,          0.0537,          1.0082,          1.6963,          1.0504,          0.3846,          0.4352,          1.2295,          2.7193,          4.0531,          0.7933
         123,        1.016667,          1.7088,          0.8606,          1.1999,          1.5164,          1.3242,          1.7421,          0.0565,          1.0212,          1.6969,          1.0496,          0.3934,          0.4273,          1.2295,          2.7194,          4.0532,          0.7659
         124,        1.025000,          1.7147,          0.7825,          1.1925,          1.5223,          1.3256,          1.7435,          0.0590,          1.0344,          1.6970,          1.0485,          0.4025,          0.4194,          1.2294,          2.7195,          4.0531,          0.7755
         125,        1.033333,          1.7068,          0.8027,          1.1851,          1.5248,          1.3259,          1.7456,          0.0617,          1.0471,          1.6971,          1.0471,          0.4118,          0.4114,          1.2288,          2.7196,          4.0531,          0.8454
         126,        1.041667,          1.7036,          0.8736,          1.1738,          1.5234,          1.3242,          1.7432,          0.0645,          1.0596,          1.6976,          1.0459,          0.4214,          0.4034,          1.2279,          2.7197,          4.0531,          0.7675
