"InphaseC4_012 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_012.tcf]","Time (h)","V 2 [InphaseC4_012]","V 3 [InphaseC4_012]","V 4 [InphaseC4_012]","V 5 [InphaseC4_012]","V 6 [InphaseC4_012]","V 7 [InphaseC4_012]","V 8 [InphaseC4_012]","V 9 [InphaseC4_012]","V 10 [InphaseC4_012]","V 11 [InphaseC4_012]","V 12 [InphaseC4_012]","V 13 [InphaseC4_012]","V 14 [InphaseC4_012]","V 15 [InphaseC4_012]","V 16 [InphaseC4_012]","V  1 [InphaseC4_012]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0641,          0.0000,          0.0000,          0.0000,          0.0237,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.4990
           3,        0.016667,          2.5890,          0.0000,          0.0000,          0.0000,          0.0237,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          2.4613
           4,        0.025000,          2.4063,          0.0000,          0.7001,          0.0000,          0.0237,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          2.4598
           5,        0.033333,          1.5977,          0.1011,          0.4864,          0.0000,          0.0237,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          2.4599
           6,        0.041667,          1.3519,          0.0125,          0.5311,          0.7637,          0.0237,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0001,          2.4568
           7,        0.050000,          1.2545,          0.1008,          0.6418,          1.2328,          0.0237,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          2.4679
           8,        0.058333,          1.1676,          0.1364,          0.6935,          1.4915,          1.7785,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0000,          1.9732
           9,        0.066667,          1.1150,          0.1674,          0.7268,          1.6173,          2.0782,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0000,          0.0002,          1.7534
          10,        0.075000,          1.0888,          0.2020,          0.7617,          1.6971,          2.2227,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          1.6450
          11,        0.083333,          1.0687,          0.2259,          0.7873,          1.7544,          2.1983,          0.0000,          0.1531,          0.0000,          0.0001,          0.0002,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          1.5833
          12,        0.091667,          1.0500,          0.2380,          0.8024,          1.7923,          1.5973,          0.0000,          0.3072,          0.0000,          0.0001,          0.0002,          0.0000,          0.0002,          0.0001,          0.0000,          0.0001,          1.5394
          13,        0.100000,          1.0372,          0.2487,          0.8127,          1.8165,          1.4049,          0.0000,          0.3965,          0.0000,          0.0003,          0.0001,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          1.5102
          14,        0.108333,          1.0292,          0.2572,          0.8207,          1.8333,          1.2754,          0.0000,          0.4501,          0.1050,          0.0002,          0.0001,          0.0000,          0.0001,          0.0000,          0.0001,          0.0002,          1.4901
          15,        0.116667,          1.0234,          0.2633,          0.8264,          1.8452,          1.1977,          0.0520,          0.5106,          0.8565,          0.2218,          0.0047,          0.0000,          0.0002,          0.0001,          0.0000,          0.0001,          1.4759
          16,        0.125000,          1.0190,          0.2680,          0.8301,          1.8534,          1.1492,          0.0906,          0.5614,          1.1428,          0.2767,          0.2790,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          1.4663
          17,        0.133333,          1.0157,          0.2715,          0.8327,          1.8588,          1.1145,          0.1181,          0.6000,          1.3243,          0.1684,          0.2742,          0.0000,          0.0002,          0.0001,          0.0001,          0.0000,          1.4600
          18,        0.141667,          1.0139,          0.2742,          0.8344,          1.8627,          1.0901,          0.1408,          0.6264,          1.4407,          0.0894,          0.2839,          0.3196,          0.1872,          0.0397,          0.0000,          0.0002,          1.4554
          19,        0.150000,          1.0126,          0.2760,          0.8356,          1.8652,          1.0733,          0.1583,          0.6476,          1.5180,          0.0852,          0.3347,          0.5075,          0.2856,          0.1263,          0.0643,          0.0160,          1.4521
          20,        0.158333,          1.0115,          0.2771,          0.8363,          1.8670,          1.0606,          0.1724,          0.6638,          1.5709,          0.1008,          0.3513,          0.6723,          0.4834,          0.2434,          0.1265,          0.0991,          1.4498
          21,        0.166667,          1.0108,          0.2780,          0.8369,          1.8684,          1.0509,          0.1823,          0.6744,          1.6079,          0.1169,          0.3479,          0.7804,          0.7410,          0.4552,          0.2543,          0.2293,          1.4483
          22,        0.175000,          1.0103,          0.2784,          0.8372,          1.8693,          1.0444,          0.1905,          0.6825,          1.6340,          0.1460,          0.3645,          0.8576,          1.0347,          0.7453,          0.3675,          0.3492,          1.4472
          23,        0.183333,          1.0100,          0.2788,          0.8374,          1.8700,          1.0394,          0.1966,          0.6885,          1.6525,          0.1726,          0.3854,          0.9159,          1.2951,          0.8881,          0.4378,          0.4365,          1.4465
          24,        0.191667,          1.0098,          0.2791,          0.8377,          1.8703,          1.0358,          0.2011,          0.6927,          1.6645,          0.1958,          0.4041,          0.9573,          1.4917,          1.0167,          0.5008,          0.4836,          1.4459
          25,        0.200000,          1.0097,          0.2792,          0.8379,          1.8706,          1.0333,          0.2044,          0.6959,          1.6732,          0.2155,          0.4176,          0.9863,          1.6187,          1.1101,          0.5720,          0.5209,          1.4456
          26,        0.208333,          1.0095,          0.2793,          0.8379,          1.8708,          1.0313,          0.2068,          0.6981,          1.6804,          0.2313,          0.4285,          1.0083,          1.6852,          1.1712,          0.6265,          0.5558,          1.4453
          27,        0.216667,          1.0094,          0.2794,          0.8379,          1.8709,          1.0298,          0.2083,          0.6997,          1.6862,          0.2433,          0.4376,          1.0242,          1.7172,          1.2191,          0.6684,          0.5877,          1.4451
          28,        0.225000,          1.0093,          0.2795,          0.8380,          1.8711,          1.0288,          0.2096,          0.7008,          1.6903,          0.2528,          0.4441,          1.0357,          1.7426,          1.2498,          0.6996,          0.6203,          1.4450
          29,        0.233333,          1.0093,          0.2795,          0.8380,          1.8711,          1.0281,          0.2105,          0.7016,          1.6931,          0.2601,          0.4489,          1.0441,          1.7610,          1.2716,          0.7217,          0.6545,          1.4449
          30,        0.241667,          1.0093,          0.2796,          0.8380,          1.8712,          1.0276,          0.2111,          0.7021,          1.6957,          0.2655,          0.4527,          1.0502,          1.7738,          1.2882,          0.7380,          0.6749,          1.4449
          31,        0.250000,          1.0092,          0.2795,          0.8381,          1.8712,          1.0272,          0.2115,          0.7026,          1.6971,          0.2699,          0.4557,          1.0546,          1.7821,          1.3001,          0.7492,          0.6887,          1.4448
          32,        0.258333,          1.0092,          0.2796,          0.8381,          1.8713,          1.0269,          0.2118,          0.7029,          1.6972,          0.2732,          0.4580,          1.0578,          1.7862,          1.3088,          0.7568,          0.6981,          1.4448
          33,        0.266667,          1.0092,          0.2796,          0.8382,          1.8713,          1.0268,          0.2120,          0.7031,          1.6973,          0.2755,          0.4596,          1.0601,          1.7893,          1.3153,          0.7625,          0.7048,          1.4448
          34,        0.275000,          1.0092,          0.2796,          0.8381,          1.8712,          1.0267,          0.2122,          0.7032,          1.6977,          0.2771,          0.4608,          1.0619,          1.7926,          1.3198,          0.7666,          0.7093,          1.4448
          35,        0.283333,          1.0092,          0.2796,          0.8380,          1.8713,          1.0266,          0.2123,          0.7033,          1.6982,          0.2783,          0.4615,          1.0632,          1.7952,          1.3229,          0.7697,          0.7128,          1.4448
          36,        0.291667,          1.0092,          0.2796,          0.8381,          1.8713,          1.0265,          0.2124,          0.7034,          1.6985,          0.2790,          0.4621,          1.0639,          1.7969,          1.3252,          0.7718,          0.7152,          1.4448
          37,        0.300000,          1.0092,          0.2796,          0.8382,          1.8712,          1.0264,          0.2124,          0.7035,          1.6985,          0.2796,          0.4626,          1.0646,          1.7983,          1.3268,          0.7734,          0.7170,          1.4447
          38,        0.308333,          1.0092,          0.2796,          0.8381,          1.8712,          1.0264,          0.2125,          0.7036,          1.6985,          0.2800,          0.4629,          1.0651,          1.7992,          1.3280,          0.7746,          0.7183,          1.4447
          39,        0.316667,          1.0093,          0.2796,          0.8381,          1.8712,          1.0264,          0.2126,          0.7036,          1.6985,          0.2803,          0.4632,          1.0655,          1.7999,          1.3289,          0.7754,          0.7193,          1.4447
          40,        0.325000,          1.0092,          0.2796,          0.8382,          1.8712,          1.0264,          0.2126,          0.7035,          1.6985,          0.2806,          0.4634,          1.0657,          1.8003,          1.3294,          0.7760,          0.7199,          1.4447
          41,        0.333333,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2125,          0.7036,          1.6985,          0.2807,          0.4635,          1.0659,          1.8008,          1.3299,          0.7764,          0.7204,          1.4447
          42,        0.341667,          1.0092,          0.2797,          0.8382,          1.8713,          1.0263,          0.2126,          0.7035,          1.6985,          0.2808,          0.4636,          1.0660,          1.8010,          1.3301,          0.7768,          0.7206,          1.4447
          43,        0.350000,          1.0092,          0.2796,          0.8382,          1.8713,          1.0264,          0.2126,          0.7036,          1.6985,          0.2810,          0.4637,          1.0660,          1.8011,          1.3304,          0.7770,          0.7210,          1.4447
          44,        0.358333,          1.0092,          0.2796,          0.8381,          1.8713,          1.0264,          0.2126,          0.7036,          1.6985,          0.2810,          0.4638,          1.0661,          1.8012,          1.3306,          0.7772,          0.7211,          1.4447
          45,        0.366667,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2125,          0.7036,          1.6985,          0.2811,          0.4638,          1.0662,          1.8013,          1.3307,          0.7773,          0.7212,          1.4447
          46,        0.375000,          1.0092,          0.2796,          0.8381,          1.8712,          1.0264,          0.2126,          0.7035,          1.6985,          0.2812,          0.4638,          1.0662,          1.8014,          1.3308,          0.7773,          0.7214,          1.4447
          47,        0.383333,          1.0092,          0.2796,          0.8382,          1.8712,          1.0263,          0.2126,          0.7035,          1.6985,          0.2812,          0.4638,          1.0662,          1.8014,          1.3308,          0.7774,          0.7214,          1.4447
          48,        0.391667,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2126,          0.7037,          1.6986,          0.2812,          0.4638,          1.0663,          1.8015,          1.3309,          0.7774,          0.7214,          1.4447
          49,        0.400000,          1.0092,          0.2796,          0.8381,          1.8713,          1.0264,          0.2127,          0.7036,          1.6986,          0.2812,          0.4638,          1.0662,          1.8015,          1.3310,          0.7774,          0.7215,          1.4447
          50,        0.408333,          1.0092,          0.2796,          0.8382,          1.8713,          1.0263,          0.2126,          0.7036,          1.6985,          0.2812,          0.4638,          1.0663,          1.8015,          1.3309,          0.7775,          0.7215,          1.4447
          51,        0.416667,          1.0092,          0.2797,          0.8381,          1.8712,          1.0263,          0.2126,          0.7036,          1.6985,          0.2813,          0.4639,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          52,        0.425000,          1.0092,          0.2796,          0.8382,          1.8712,          1.0263,          0.2126,          0.7036,          1.6986,          0.2813,          0.4639,          1.0662,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          53,        0.433333,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2126,          0.7036,          1.6985,          0.2812,          0.4639,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          54,        0.441667,          1.0092,          0.2796,          0.8381,          1.8713,          1.0263,          0.2126,          0.7035,          1.6985,          0.2813,          0.4638,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          55,        0.450000,          1.0092,          0.2796,          0.8381,          1.8713,          1.0263,          0.2126,          0.7036,          1.6985,          0.2813,          0.4639,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          56,        0.458333,          1.0092,          0.2797,          0.8381,          1.8712,          1.0263,          0.2126,          0.7035,          1.6986,          0.2813,          0.4639,          1.0664,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          57,        0.466667,          1.0092,          0.2797,          0.8381,          1.8713,          1.0263,          0.2126,          0.7036,          1.6986,          0.2813,          0.4639,          1.0663,          1.8015,          1.3310,          0.7776,          0.7216,          1.4447
          58,        0.475000,          1.0092,          0.2797,          0.8381,          1.8713,          1.0264,          0.2126,          0.7036,          1.6985,          0.2813,          0.4639,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          59,        0.483333,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2126,          0.7035,          1.6985,          0.2812,          0.4639,          1.0662,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          60,        0.491667,          1.0092,          0.2797,          0.8382,          1.8712,          1.0263,          0.2126,          0.7035,          1.6986,          0.2812,          0.4638,          1.0663,          1.8015,          1.3310,          0.7775,          0.7217,          1.4447
          61,        0.500000,          1.0092,          0.2796,          0.8381,          1.8713,          1.0264,          0.2126,          0.7036,          1.6985,          0.2812,          0.4638,          1.0662,          1.8016,          1.3310,          0.7775,          0.7217,          1.4447
          62,        0.508333,          1.0092,          0.2796,          0.8381,          1.8712,          1.0264,          0.2127,          0.7035,          1.6985,          0.2813,          0.4639,          1.0663,          1.8016,          1.3310,          0.7775,          0.7215,          1.4447
          63,        0.516667,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2127,          0.7036,          1.6986,          0.2813,          0.4639,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          64,        0.525000,          1.0092,          0.2797,          0.8381,          1.8713,          1.0263,          0.2126,          0.7036,          1.6985,          0.2813,          0.4639,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          65,        0.533333,          1.0092,          0.2796,          0.8382,          1.8713,          1.0263,          0.2127,          0.7036,          1.6986,          0.2812,          0.4639,          1.0662,          1.8016,          1.3310,          0.7775,          0.7217,          1.4447
          66,        0.541667,          1.0092,          0.2796,          0.8382,          1.8712,          1.0264,          0.2126,          0.7036,          1.6986,          0.2812,          0.4639,          1.0664,          1.8015,          1.3311,          0.7775,          0.7216,          1.4447
          67,        0.550000,          1.0092,          0.2796,          0.8381,          1.8713,          1.0263,          0.2126,          0.7035,          1.6985,          0.2812,          0.4639,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          68,        0.558333,          1.0092,          0.2796,          0.8382,          1.8712,          1.0264,          0.2126,          0.7036,          1.6985,          0.2813,          0.4639,          1.0663,          1.8015,          1.3310,          0.7776,          0.7216,          1.4447
          69,        0.566667,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2126,          0.7036,          1.6986,          0.2812,          0.4638,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          70,        0.575000,          1.0092,          0.2796,          0.8382,          1.8712,          1.0263,          0.2126,          0.7036,          1.6986,          0.2812,          0.4638,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          71,        0.583333,          1.0092,          0.2796,          0.8382,          1.8712,          1.0264,          0.2126,          0.7037,          1.6986,          0.2812,          0.4638,          1.0662,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          72,        0.591667,          1.0093,          0.2796,          0.8381,          1.8712,          1.0263,          0.2126,          0.7036,          1.6986,          0.2813,          0.4638,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          73,        0.600000,          1.0092,          0.2797,          0.8381,          1.8712,          1.0264,          0.2126,          0.7036,          1.6985,          0.2813,          0.4639,          1.0663,          1.8016,          1.3310,          0.7775,          0.7217,          1.4447
          74,        0.608333,          1.0092,          0.2796,          0.8382,          1.8713,          1.0263,          0.2127,          0.7036,          1.6986,          0.2813,          0.4638,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
          75,        0.616667,          1.0092,          0.2796,          0.8381,          1.8712,          1.0263,          0.2126,          0.7035,          1.6985,          0.2813,          0.4638,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          76,        0.625000,          1.0092,          0.2796,          0.8381,          1.8713,          1.0263,          0.2126,          0.7036,          1.6985,          0.2813,          0.4638,          1.0663,          1.8015,          1.3310,          0.7775,          0.7216,          1.4447
          77,        0.633333,          1.0092,          0.2796,          0.8382,          1.8712,          1.0263,          0.2125,          0.7036,          1.6985,          0.2812,          0.4638,          1.0663,          1.8016,          1.3310,          0.7775,          0.7216,          1.4447
