"InphaseC4_012 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_012.tcf]","Time (h)","Q 2 [InphaseC4_012]","Q 3 [InphaseC4_012]","Q 4 [InphaseC4_012]","Q 5 [InphaseC4_012]","Q 6 [InphaseC4_012]","Q 7 [InphaseC4_012]","Q 1 [InphaseC4_012]","Q  8 [InphaseC4_012]"
          19,        0.150000,        -14.9196,        -14.8150,        -13.7202,        -12.3693,         -6.9257,         -2.0139,        -14.9764,         -1.0410
          20,        0.158333,        -14.9430,        -14.8713,        -14.0770,        -13.1038,         -8.5298,         -3.8230,        -14.9832,         -2.3728
          21,        0.166667,        -14.9609,        -14.9105,        -14.3334,        -13.6379,         -9.7125,         -5.8657,        -14.9885,         -5.4104
          22,        0.175000,        -14.9727,        -14.9375,        -14.5240,        -14.0217,        -10.8369,         -8.3259,        -14.9919,         -8.0651
          23,        0.183333,        -14.9814,        -14.9564,        -14.6604,        -14.3037,        -11.8488,         -9.6034,        -14.9942,         -9.7157
          24,        0.191667,        -14.9868,        -14.9699,        -14.7582,        -14.5044,        -12.6331,        -10.8588,        -14.9963,        -10.7539
          25,        0.200000,        -14.9906,        -14.9789,        -14.8279,        -14.6473,        -13.2264,        -11.8556,        -14.9973,        -11.5496
          26,        0.208333,        -14.9943,        -14.9855,        -14.8776,        -14.7499,        -13.6799,        -12.5545,        -14.9979,        -12.2519
          27,        0.216667,        -14.9959,        -14.9898,        -14.9134,        -14.8220,        -14.0318,        -13.1953,        -14.9986,        -12.9092
          28,        0.225000,        -14.9962,        -14.9928,        -14.9386,        -14.8741,        -14.2888,        -13.6792,        -14.9993,        -13.4658
          29,        0.233333,        -14.9978,        -14.9952,        -14.9568,        -14.9098,        -14.4833,        -14.0284,        -14.9995,        -13.8818
          30,        0.241667,        -14.9985,        -14.9967,        -14.9698,        -14.9365,        -14.6235,        -14.2951,        -14.9994,        -14.1852
          31,        0.250000,        -14.9989,        -14.9979,        -14.9783,        -14.9554,        -14.7251,        -14.4868,        -14.9995,        -14.4078
          32,        0.258333,        -14.9987,        -14.9982,        -14.9848,        -14.9680,        -14.8010,        -14.6247,        -14.9999,        -14.5643
          33,        0.266667,        -14.9992,        -14.9989,        -14.9896,        -14.9773,        -14.8563,        -14.7271,        -15.0002,        -14.6799
          34,        0.275000,        -15.0003,        -14.9993,        -14.9921,        -14.9839,        -14.8957,        -14.8021,        -14.9997,        -14.7665
          35,        0.283333,        -14.9995,        -14.9994,        -14.9943,        -14.9891,        -14.9244,        -14.8561,        -14.9999,        -14.8292
          36,        0.291667,        -15.0002,        -14.9996,        -14.9968,        -14.9928,        -14.9459,        -14.8959,        -15.0002,        -14.8760
          37,        0.300000,        -14.9991,        -14.9997,        -14.9972,        -14.9945,        -14.9613,        -14.9251,        -15.0000,        -14.9101
          38,        0.308333,        -15.0000,        -14.9999,        -14.9981,        -14.9960,        -14.9720,        -14.9462,        -14.9999,        -14.9353
          39,        0.316667,        -14.9994,        -14.9997,        -14.9992,        -14.9973,        -14.9797,        -14.9612,        -14.9998,        -14.9531
          40,        0.325000,        -15.0001,        -15.0000,        -14.9990,        -14.9980,        -14.9851,        -14.9720,        -14.9998,        -14.9668
          41,        0.333333,        -15.0001,        -15.0000,        -14.9993,        -14.9986,        -14.9895,        -14.9796,        -15.0002,        -14.9755
          42,        0.341667,        -15.0001,        -15.0000,        -14.9999,        -14.9988,        -14.9925,        -14.9856,        -15.0000,        -14.9830
          43,        0.350000,        -15.0005,        -15.0001,        -14.9998,        -14.9992,        -14.9950,        -14.9897,        -15.0000,        -14.9872
          44,        0.358333,        -15.0005,        -14.9999,        -14.9997,        -14.9994,        -14.9963,        -14.9925,        -15.0000,        -14.9909
          45,        0.366667,        -14.9999,        -14.9997,        -14.9998,        -14.9998,        -14.9972,        -14.9944,        -14.9998,        -14.9932
          46,        0.375000,        -15.0005,        -15.0000,        -14.9997,        -14.9999,        -14.9977,        -14.9964,        -15.0000,        -14.9957
          47,        0.383333,        -14.9999,        -15.0002,        -15.0001,        -14.9999,        -14.9986,        -14.9976,        -15.0000,        -14.9962
          48,        0.391667,        -15.0001,        -15.0001,        -14.9996,        -15.0000,        -14.9989,        -14.9979,        -15.0001,        -14.9974
          49,        0.400000,        -15.0003,        -15.0000,        -14.9997,        -14.9998,        -14.9985,        -14.9988,        -14.9998,        -14.9984
          50,        0.408333,        -14.9995,        -15.0001,        -14.9999,        -14.9998,        -14.9996,        -14.9990,        -14.9999,        -14.9989
          51,        0.416667,        -14.9995,        -14.9999,        -14.9996,        -15.0001,        -14.9993,        -14.9992,        -14.9999,        -14.9996
          52,        0.425000,        -15.0002,        -14.9998,        -15.0002,        -14.9996,        -14.9995,        -14.9995,        -14.9997,        -14.9991
          53,        0.433333,        -15.0005,        -14.9999,        -14.9994,        -14.9996,        -14.9997,        -14.9997,        -15.0000,        -14.9996
          54,        0.441667,        -14.9998,        -14.9995,        -15.0001,        -14.9997,        -14.9996,        -14.9998,        -15.0000,        -14.9995
          55,        0.450000,        -14.9994,        -15.0000,        -14.9996,        -14.9999,        -15.0000,        -14.9994,        -14.9998,        -15.0001
          56,        0.458333,        -15.0000,        -15.0000,        -14.9999,        -15.0000,        -14.9995,        -14.9997,        -15.0000,        -15.0003
          57,        0.466667,        -15.0001,        -15.0001,        -15.0003,        -15.0001,        -15.0007,        -14.9999,        -15.0001,        -15.0001
          58,        0.475000,        -15.0003,        -14.9998,        -15.0005,        -15.0002,        -15.0005,        -15.0000,        -15.0001,        -15.0001
          59,        0.483333,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -14.9998,        -14.9998,        -14.9999,        -14.9997
          60,        0.491667,        -14.9996,        -15.0000,        -14.9994,        -15.0002,        -15.0004,        -15.0001,        -15.0001,        -15.0005
          61,        0.500000,        -15.0000,        -14.9997,        -14.9996,        -15.0001,        -14.9999,        -14.9999,        -15.0002,        -14.9994
          62,        0.508333,        -15.0001,        -14.9999,        -15.0005,        -15.0002,        -14.9999,        -15.0004,        -15.0004,        -15.0000
          63,        0.516667,        -14.9997,        -14.9996,        -15.0006,        -14.9996,        -15.0000,        -14.9998,        -14.9999,        -15.0006
          64,        0.525000,        -15.0007,        -15.0000,        -15.0000,        -15.0000,        -15.0003,        -14.9999,        -15.0000,        -14.9997
          65,        0.533333,        -15.0005,        -14.9998,        -15.0001,        -14.9998,        -15.0000,        -14.9999,        -15.0001,        -14.9999
          66,        0.541667,        -14.9998,        -15.0000,        -14.9998,        -15.0001,        -15.0000,        -14.9998,        -14.9999,        -14.9996
          67,        0.550000,        -14.9999,        -15.0000,        -14.9999,        -14.9998,        -14.9999,        -15.0001,        -14.9999,        -14.9999
          68,        0.558333,        -15.0001,        -14.9996,        -15.0004,        -14.9997,        -15.0000,        -15.0001,        -15.0002,        -14.9996
          69,        0.566667,        -15.0008,        -15.0000,        -14.9997,        -15.0000,        -15.0002,        -15.0000,        -14.9999,        -15.0001
          70,        0.575000,        -15.0008,        -14.9999,        -15.0000,        -15.0000,        -14.9999,        -15.0000,        -15.0002,        -14.9997
          71,        0.583333,        -14.9999,        -14.9999,        -14.9999,        -15.0000,        -15.0000,        -15.0001,        -15.0000,        -14.9999
          72,        0.591667,        -15.0001,        -15.0002,        -15.0002,        -14.9997,        -14.9996,        -15.0001,        -15.0000,        -15.0004
          73,        0.600000,        -15.0001,        -14.9998,        -14.9999,        -14.9997,        -15.0002,        -14.9998,        -14.9998,        -14.9989
          74,        0.608333,        -15.0000,        -15.0002,        -15.0003,        -15.0002,        -14.9999,        -14.9998,        -14.9999,        -14.9994
          75,        0.616667,        -15.0000,        -15.0000,        -15.0004,        -15.0002,        -14.9999,        -15.0001,        -15.0001,        -15.0006
          76,        0.625000,        -14.9998,        -15.0000,        -15.0001,        -14.9998,        -14.9998,        -14.9999,        -14.9999,        -15.0001
          77,        0.633333,        -14.9994,        -15.0002,        -15.0003,        -14.9997,        -15.0004,        -15.0001,        -15.0002,        -15.0001
          78,        0.641667,        -14.9996,        -14.9999,        -14.9993,        -14.9999,        -14.9994,        -14.9999,        -15.0001,        -15.0000
          79,        0.650000,        -15.0004,        -15.0001,        -15.0002,        -15.0000,        -14.9998,        -15.0002,        -15.0000,        -14.9995
          80,        0.658333,        -14.9997,        -15.0001,        -15.0001,        -15.0000,        -14.9998,        -15.0003,        -14.9998,        -15.0001
          81,        0.666667,        -14.9999,        -15.0001,        -14.9994,        -15.0001,        -15.0005,        -15.0000,        -15.0003,        -15.0001
          82,        0.675000,        -14.9999,        -14.9998,        -15.0002,        -14.9998,        -15.0002,        -14.9999,        -15.0001,        -14.9999
          83,        0.683333,        -15.0001,        -14.9998,        -14.9999,        -15.0000,        -15.0002,        -14.9999,        -15.0001,        -15.0002
          84,        0.691667,        -15.0000,        -15.0002,        -15.0001,        -15.0002,        -15.0003,        -15.0000,        -14.9998,        -15.0003
          85,        0.700000,        -15.0000,        -14.9999,        -14.9996,        -15.0002,        -14.9997,        -15.0000,        -15.0001,        -15.0002
          86,        0.708333,        -14.9998,        -14.9999,        -14.9994,        -14.9996,        -15.0008,        -14.9998,        -15.0000,        -14.9998
          87,        0.716667,        -14.9999,        -15.0000,        -15.0003,        -14.9995,        -14.9997,        -15.0001,        -15.0000,        -14.9994
          88,        0.725000,        -15.0003,        -14.9999,        -14.9998,        -14.9998,        -15.0001,        -15.0003,        -14.9998,        -14.9991
          89,        0.733333,        -14.9999,        -15.0001,        -15.0004,        -15.0000,        -15.0004,        -15.0000,        -15.0001,        -14.9998
          90,        0.741667,        -14.9998,        -14.9998,        -14.9999,        -15.0001,        -15.0000,        -14.9999,        -15.0000,        -14.9998
          91,        0.750000,        -14.9993,        -15.0000,        -15.0000,        -14.9996,        -15.0000,        -15.0001,        -15.0001,        -14.9995
          92,        0.758333,        -15.0002,        -14.9999,        -15.0002,        -15.0000,        -14.9993,        -14.9999,        -15.0002,        -14.9998
          93,        0.766667,        -14.9997,        -15.0001,        -14.9998,        -15.0000,        -15.0002,        -15.0003,        -15.0002,        -14.9997
          94,        0.775000,        -15.0001,        -15.0000,        -14.9998,        -14.9999,        -15.0003,        -15.0002,        -14.9999,        -15.0000
          95,        0.783333,        -14.9999,        -14.9999,        -15.0004,        -15.0000,        -15.0002,        -14.9999,        -15.0003,        -14.9998
          96,        0.791667,        -14.9997,        -15.0002,        -15.0003,        -15.0000,        -15.0006,        -14.9999,        -15.0003,        -14.9998
          97,        0.800000,        -14.9999,        -15.0002,        -15.0011,        -14.9994,        -15.0006,        -15.0001,        -15.0001,        -14.9998
          98,        0.808333,        -14.9998,        -14.9999,        -14.9996,        -14.9999,        -15.0003,        -15.0000,        -15.0000,        -15.0004
          99,        0.816667,        -14.9995,        -14.9999,        -15.0001,        -15.0002,        -15.0002,        -15.0000,        -14.9998,        -14.9997
         100,        0.825000,        -15.0008,        -15.0000,        -14.9996,        -14.9999,        -14.9994,        -14.9998,        -14.9999,        -15.0001
         101,        0.833333,        -14.9994,        -15.0000,        -15.0007,        -14.9999,        -15.0012,        -15.0002,        -15.0001,        -14.9993
         102,        0.841667,        -15.0002,        -15.0001,        -15.0005,        -15.0004,        -14.9997,        -15.0000,        -15.0000,        -15.0002
         103,        0.850000,        -15.0003,        -15.0001,        -14.9998,        -15.0000,        -15.0002,        -15.0000,        -14.9999,        -14.9998
         104,        0.858333,        -15.0006,        -15.0003,        -14.9997,        -14.9998,        -15.0001,        -15.0001,        -15.0000,        -14.9996
         105,        0.866667,        -14.9995,        -15.0001,        -14.9997,        -15.0002,        -14.9995,        -14.9999,        -14.9999,        -15.0002
         106,        0.875000,        -15.0007,        -15.0000,        -15.0004,        -15.0002,        -14.9996,        -14.9999,        -15.0000,        -15.0006
         107,        0.883333,        -15.0004,        -15.0000,        -14.9999,        -14.9998,        -15.0001,        -14.9999,        -14.9998,        -15.0003
         108,        0.891667,        -15.0002,        -14.9999,        -14.9997,        -14.9997,        -14.9993,        -15.0001,        -15.0000,        -15.0008
         109,        0.900000,        -15.0000,        -14.9999,        -14.9997,        -15.0002,        -14.9997,        -14.9998,        -14.9997,        -14.9999
         110,        0.908333,        -15.0000,        -15.0000,        -14.9998,        -14.9999,        -15.0002,        -14.9999,        -15.0001,        -15.0001
         111,        0.916667,        -15.0001,        -15.0000,        -15.0001,        -15.0002,        -14.9999,        -15.0000,        -15.0001,        -15.0002
         112,        0.925000,        -15.0004,        -15.0000,        -14.9998,        -15.0004,        -14.9994,        -15.0000,        -15.0000,        -15.0005
         113,        0.933333,        -14.9999,        -15.0003,        -14.9999,        -15.0002,        -14.9999,        -15.0000,        -14.9999,        -15.0000
         114,        0.941667,        -14.9997,        -15.0001,        -15.0001,        -15.0002,        -15.0005,        -15.0002,        -15.0002,        -15.0001
         115,        0.950000,        -15.0002,        -15.0000,        -14.9994,        -15.0001,        -15.0001,        -14.9999,        -15.0002,        -15.0004
         116,        0.958333,        -14.9997,        -15.0001,        -14.9999,        -14.9994,        -14.9999,        -15.0000,        -15.0001,        -15.0001
         117,        0.966667,        -14.9999,        -14.9999,        -15.0002,        -15.0002,        -14.9994,        -15.0003,        -14.9999,        -14.9998
         118,        0.975000,        -15.0004,        -15.0002,        -14.9998,        -15.0002,        -14.9993,        -15.0001,        -14.9997,        -14.9998
         119,        0.983333,        -14.9994,        -14.9999,        -15.0007,        -14.9999,        -14.9999,        -15.0001,        -15.0002,        -15.0000
         120,        0.991667,        -15.0001,        -14.9997,        -15.0006,        -14.9999,        -15.0000,        -15.0001,        -15.0001,        -14.9996
         121,        1.000000,        -14.9998,        -14.9999,        -14.9998,        -15.0003,        -15.0003,        -14.9999,        -15.0000,        -15.0001
         122,        1.008333,        -14.9999,        -15.0000,        -15.0001,        -15.0000,        -15.0001,        -15.0000,        -15.0000,        -14.9992
         123,        1.016667,        -14.9999,        -14.9999,        -15.0001,        -14.9999,        -15.0001,        -15.0000,        -15.0003,        -15.0007
         124,        1.025000,        -15.0000,        -15.0000,        -15.0002,        -15.0000,        -14.9996,        -14.9999,        -15.0000,        -14.9997
         125,        1.033333,        -15.0000,        -15.0000,        -14.9996,        -14.9998,        -14.9999,        -14.9998,        -14.9999,        -15.0000
         126,        1.041667,        -15.0002,        -15.0000,        -14.9994,        -14.9998,        -14.9999,        -15.0001,        -15.0001,        -15.0004
         127,        1.050000,        -15.0000,        -14.9998,        -14.9999,        -15.0000,        -15.0005,        -14.9998,        -15.0000,        -14.9998
         128,        1.058333,        -14.9997,        -15.0000,        -15.0001,        -15.0001,        -14.9998,        -15.0002,        -15.0002,        -14.9999
         129,        1.066667,        -14.9994,        -14.9998,        -15.0005,        -15.0001,        -14.9995,        -14.9999,        -15.0000,        -15.0000
         130,        1.075000,        -15.0002,        -14.9998,        -14.9998,        -15.0000,        -15.0004,        -15.0000,        -14.9999,        -14.9997
         131,        1.083333,        -14.9997,        -15.0001,        -15.0000,        -15.0000,        -14.9999,        -14.9996,        -14.9997,        -14.9999
         132,        1.091667,        -14.9996,        -14.9998,        -14.9998,        -14.9999,        -14.9999,        -15.0000,        -14.9999,        -14.9998
         133,        1.100000,        -15.0003,        -15.0000,        -15.0003,        -14.9997,        -14.9996,        -15.0001,        -15.0000,        -14.9998
         134,        1.108333,        -15.0002,        -15.0003,        -15.0007,        -15.0001,        -14.9999,        -15.0001,        -14.9999,        -14.9997
         135,        1.116667,        -15.0001,        -15.0002,        -14.9998,        -15.0003,        -15.0007,        -14.9998,        -15.0001,        -14.9998
         136,        1.125000,        -14.9991,        -15.0000,        -14.9994,        -14.9997,        -15.0003,        -15.0000,        -15.0003,        -14.9996
         137,        1.133333,        -15.0006,        -15.0000,        -15.0005,        -15.0004,        -15.0001,        -15.0000,        -15.0000,        -15.0005
         138,        1.141667,        -15.0003,        -14.9999,        -14.9999,        -15.0000,        -15.0002,        -15.0000,        -14.9998,        -14.9998
         139,        1.150000,        -14.9999,        -14.9998,        -14.9998,        -15.0003,        -14.9999,        -15.0001,        -15.0001,        -14.9990
         140,        1.158333,        -15.0001,        -15.0000,        -14.9993,        -15.0001,        -15.0010,        -14.9998,        -15.0000,        -14.9996
         141,        1.166667,        -14.9994,        -15.0003,        -15.0004,        -15.0000,        -15.0004,        -14.9999,        -14.9998,        -15.0002
         142,        1.175000,        -15.0000,        -15.0001,        -14.9998,        -15.0000,        -15.0007,        -14.9999,        -15.0001,        -15.0000
         143,        1.183333,        -15.0003,        -14.9999,        -14.9999,        -14.9999,        -15.0007,        -15.0000,        -14.9998,        -14.9999
         144,        1.191667,        -14.9996,        -15.0002,        -15.0004,        -15.0001,        -14.9986,        -15.0001,        -14.9999,        -15.0004
         145,        1.200000,        -14.9995,        -14.9999,        -14.9997,        -14.9999,        -14.9997,        -14.9998,        -14.9999,        -14.9997
         146,        1.208333,        -14.9996,        -14.9999,        -14.9999,        -14.9998,        -15.0003,        -15.0001,        -15.0002,        -15.0001
         147,        1.216667,        -14.9998,        -15.0000,        -15.0005,        -15.0000,        -15.0001,        -14.9998,        -15.0001,        -15.0003
         148,        1.225000,        -14.9997,        -15.0003,        -15.0003,        -15.0003,        -15.0005,        -14.9997,        -14.9998,        -15.0005
         149,        1.233333,        -14.9999,        -15.0000,        -14.9999,        -15.0001,        -14.9995,        -14.9997,        -14.9999,        -14.9996
         150,        1.241667,        -15.0005,        -15.0000,        -15.0000,        -15.0002,        -14.9998,        -14.9999,        -14.9997,        -15.0002
         151,        1.250000,        -15.0002,        -14.9999,        -15.0007,        -15.0000,        -15.0005,        -14.9999,        -14.9997,        -15.0001
         152,        1.258333,        -15.0001,        -15.0001,        -14.9996,        -14.9998,        -15.0004,        -14.9999,        -15.0001,        -14.9995
         153,        1.266667,        -14.9998,        -15.0000,        -14.9999,        -14.9998,        -15.0002,        -15.0001,        -15.0002,        -15.0007
         154,        1.275000,        -15.0002,        -15.0000,        -14.9993,        -15.0000,        -14.9998,        -15.0001,        -15.0001,        -15.0002
         155,        1.283333,        -15.0000,        -15.0000,        -14.9998,        -15.0001,        -14.9998,        -15.0001,        -14.9998,        -14.9998
         156,        1.291667,        -15.0007,        -15.0000,        -14.9996,        -14.9998,        -14.9996,        -15.0000,        -14.9999,        -15.0000
         157,        1.300000,        -14.9996,        -15.0002,        -15.0000,        -14.9999,        -14.9999,        -15.0001,        -14.9999,        -14.9994
         158,        1.308333,        -15.0003,        -15.0001,        -14.9997,        -15.0000,        -14.9997,        -15.0001,        -15.0000,        -14.9999
         159,        1.316667,        -14.9998,        -14.9999,        -15.0004,        -14.9997,        -15.0000,        -14.9999,        -15.0000,        -14.9996
         160,        1.325000,        -14.9999,        -15.0001,        -15.0000,        -15.0002,        -14.9998,        -15.0003,        -15.0000,        -15.0003
         161,        1.333333,        -14.9994,        -14.9999,        -14.9993,        -15.0000,        -15.0000,        -14.9998,        -15.0000,        -14.9995
         162,        1.341667,        -15.0004,        -14.9999,        -15.0000,        -14.9999,        -14.9997,        -15.0000,        -14.9998,        -14.9998
         163,        1.350000,        -14.9994,        -15.0000,        -14.9999,        -15.0000,        -14.9990,        -15.0001,        -15.0001,        -15.0004
         164,        1.358333,        -14.9999,        -14.9998,        -15.0000,        -15.0002,        -15.0003,        -15.0003,        -15.0000,        -15.0001
         165,        1.366667,        -15.0005,        -15.0001,        -14.9998,        -15.0000,        -15.0002,        -15.0000,        -14.9997,        -15.0004
         166,        1.375000,        -15.0000,        -15.0003,        -14.9993,        -14.9997,        -14.9997,        -15.0001,        -15.0000,        -15.0000
         167,        1.383333,        -14.9997,        -15.0001,        -15.0002,        -14.9999,        -15.0006,        -15.0001,        -15.0002,        -15.0004
         168,        1.391667,        -14.9996,        -15.0001,        -15.0007,        -15.0003,        -15.0004,        -14.9999,        -14.9997,        -15.0008
         169,        1.400000,        -14.9998,        -14.9998,        -15.0000,        -15.0002,        -15.0002,        -15.0001,        -15.0001,        -15.0002
         170,        1.408333,        -14.9998,        -15.0000,        -15.0005,        -15.0001,        -15.0002,        -15.0001,        -15.0000,        -14.9993
         171,        1.416667,        -14.9999,        -15.0001,        -14.9998,        -15.0000,        -15.0001,        -15.0000,        -14.9996,        -15.0001
         172,        1.425000,        -15.0002,        -15.0000,        -15.0000,        -15.0001,        -14.9996,        -15.0000,        -14.9999,        -14.9999
         173,        1.433333,        -15.0002,        -15.0000,        -15.0001,        -15.0003,        -15.0000,        -15.0003,        -14.9999,        -14.9997
         174,        1.441667,        -14.9999,        -14.9999,        -15.0001,        -15.0003,        -15.0000,        -14.9999,        -15.0002,        -14.9995
         175,        1.450000,        -14.9999,        -14.9998,        -15.0002,        -15.0000,        -14.9997,        -14.9998,        -15.0001,        -15.0006
         176,        1.458333,        -15.0002,        -15.0001,        -15.0004,        -15.0002,        -14.9999,        -14.9998,        -15.0000,        -14.9995
         177,        1.466667,        -14.9996,        -14.9998,        -15.0002,        -15.0000,        -15.0001,        -15.0002,        -15.0003,        -15.0002
         178,        1.475000,        -15.0003,        -15.0000,        -15.0003,        -14.9997,        -15.0002,        -15.0000,        -15.0000,        -15.0002
         179,        1.483333,        -15.0000,        -15.0002,        -15.0001,        -15.0003,        -15.0002,        -15.0001,        -15.0003,        -14.9990
         180,        1.491667,        -15.0004,        -14.9999,        -14.9999,        -15.0003,        -14.9998,        -14.9998,        -14.9999,        -14.9996
         181,        1.500000,        -15.0001,        -14.9998,        -15.0002,        -14.9998,        -15.0007,        -15.0000,        -14.9999,        -15.0001
         182,        1.508333,        -14.9998,        -15.0000,        -15.0000,        -14.9998,        -14.9998,        -14.9999,        -15.0002,        -14.9997
         183,        1.516667,        -15.0006,        -14.9998,        -14.9995,        -15.0002,        -14.9999,        -14.9999,        -15.0002,        -15.0002
         184,        1.525000,        -15.0000,        -15.0000,        -15.0007,        -15.0001,        -14.9997,        -15.0001,        -15.0000,        -15.0004
         185,        1.533333,        -14.9999,        -14.9999,        -15.0004,        -15.0002,        -15.0004,        -14.9999,        -15.0001,        -15.0001
         186,        1.541667,        -15.0002,        -15.0001,        -15.0003,        -14.9998,        -14.9998,        -14.9998,        -15.0001,        -15.0001
         187,        1.550000,        -15.0003,        -15.0000,        -14.9997,        -14.9999,        -14.9998,        -15.0002,        -14.9999,        -15.0001
         188,        1.558333,        -15.0001,        -14.9999,        -15.0001,        -15.0003,        -15.0002,        -15.0001,        -14.9999,        -15.0008
         189,        1.566667,        -14.9996,        -14.9999,        -15.0003,        -14.9998,        -14.9998,        -15.0000,        -14.9999,        -15.0004
         190,        1.575000,        -14.9997,        -14.9997,        -15.0002,        -15.0002,        -15.0003,        -15.0002,        -15.0001,        -14.9992
         191,        1.583333,        -14.9995,        -15.0000,        -15.0004,        -14.9999,        -14.9998,        -15.0001,        -15.0001,        -15.0000
         192,        1.591667,        -15.0000,        -15.0001,        -15.0000,        -14.9996,        -14.9998,        -15.0000,        -14.9999,        -15.0001
         193,        1.600000,        -14.9998,        -15.0002,        -14.9995,        -15.0000,        -15.0000,        -14.9999,        -15.0000,        -14.9999
         194,        1.608333,        -15.0002,        -14.9999,        -15.0004,        -14.9999,        -15.0006,        -14.9999,        -14.9999,        -15.0002
         195,        1.616667,        -14.9997,        -14.9999,        -15.0008,        -15.0000,        -15.0001,        -15.0002,        -15.0001,        -14.9995
         196,        1.625000,        -14.9996,        -14.9999,        -14.9998,        -15.0001,        -15.0001,        -14.9999,        -15.0002,        -14.9999
         197,        1.633333,        -14.9999,        -15.0001,        -15.0000,        -14.9999,        -14.9998,        -15.0001,        -14.9998,        -14.9996
         198,        1.641667,        -15.0001,        -14.9998,        -14.9997,        -15.0002,        -14.9999,        -15.0002,        -14.9999,        -15.0001
         199,        1.650000,        -14.9997,        -14.9998,        -15.0005,        -14.9998,        -15.0003,        -14.9999,        -14.9998,        -15.0000
         200,        1.658333,        -15.0002,        -14.9999,        -14.9998,        -14.9996,        -14.9989,        -15.0000,        -14.9999,        -15.0004
         201,        1.666667,        -15.0002,        -15.0000,        -15.0003,        -14.9997,        -15.0001,        -14.9998,        -15.0002,        -15.0004
         202,        1.675000,        -15.0001,        -14.9997,        -14.9998,        -14.9999,        -14.9995,        -14.9999,        -14.9999,        -14.9997
         203,        1.683333,        -15.0004,        -15.0002,        -15.0004,        -14.9998,        -14.9999,        -15.0000,        -15.0002,        -15.0004
         204,        1.691667,        -15.0003,        -15.0000,        -14.9997,        -15.0000,        -14.9998,        -15.0001,        -15.0000,        -15.0006
         205,        1.700000,        -15.0000,        -15.0001,        -14.9998,        -14.9998,        -14.9999,        -14.9999,        -15.0001,        -15.0005
         206,        1.708333,        -14.9999,        -15.0002,        -14.9996,        -14.9999,        -15.0001,        -14.9997,        -15.0000,        -14.9995
         207,        1.716667,        -14.9999,        -15.0004,        -15.0000,        -15.0000,        -14.9996,        -15.0001,        -15.0000,        -15.0000
         208,        1.725000,        -15.0005,        -14.9998,        -15.0005,        -14.9996,        -14.9998,        -15.0000,        -15.0002,        -15.0005
         209,        1.733333,        -15.0004,        -15.0000,        -15.0004,        -15.0003,        -15.0001,        -14.9999,        -14.9999,        -15.0007
         210,        1.741667,        -15.0001,        -15.0001,        -14.9996,        -15.0001,        -14.9998,        -14.9999,        -15.0002,        -15.0001
