"VanillaC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_014.tcf]","Time (h)","Q 2 [VanillaC4_014]","Q 3 [VanillaC4_014]","Q 4 [VanillaC4_014]","Q 5 [VanillaC4_014]","Q 6 [VanillaC4_014]","Q 7 [VanillaC4_014]","Q 1 [VanillaC4_014]","Q  8 [VanillaC4_014]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -22.7936,         -0.0008
           3,        0.016667,        -15.7786,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -27.6149,         -0.0005
           4,        0.025000,        -23.8454,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,        -28.5584,          0.0009
           5,        0.033333,        -26.4198,        -16.4790,          0.0000,          0.0000,          0.0000,         -0.0001,        -29.1577,         -0.0003
           6,        0.041667,        -27.5915,        -22.2159,         -0.2567,          0.0000,         -0.0004,         -0.0002,        -29.5022,          0.0010
           7,        0.050000,        -28.4848,        -25.0987,        -15.6625,          0.0000,         -0.0003,         -0.0006,        -29.6247,          0.0011
           8,        0.058333,        -28.9837,        -26.6643,        -20.9741,         -8.3191,          0.0004,          0.0000,        -29.7259,          0.0008
           9,        0.066667,        -29.2649,        -27.6686,        -23.9074,        -16.9732,         -0.0000,          0.0004,        -29.8124,         -0.0004
          10,        0.075000,        -29.4804,        -28.3468,        -25.7276,        -21.2567,          0.0001,         -0.0007,        -29.8733,          0.0014
          11,        0.083333,        -29.6262,        -28.8062,        -26.9366,        -23.8541,         -7.9377,          0.0003,        -29.9042,         -0.0003
          12,        0.091667,        -29.7201,        -29.1214,        -27.7597,        -25.5595,        -15.4048,          0.0005,        -29.9270,         -0.0013
          13,        0.100000,        -29.7906,        -29.3518,        -28.3464,        -26.7390,        -19.7455,        -11.1860,        -29.9493,         -0.0001
          14,        0.108333,        -29.8482,        -29.5146,        -28.7696,        -27.5666,        -22.5695,        -16.2635,        -29.9592,        -11.0176
          15,        0.116667,        -29.8849,        -29.6324,        -29.0744,        -28.1751,        -24.4756,        -19.7746,        -29.9711,        -17.2684
          16,        0.125000,        -29.9124,        -29.7221,        -29.2987,        -28.6199,        -25.8525,        -22.3252,        -29.9780,        -23.0511
          17,        0.133333,        -29.9353,        -29.7895,        -29.4641,        -28.9494,        -26.8412,        -24.5192,        -29.9833,        -24.5113
          18,        0.141667,        -29.9509,        -29.8399,        -29.5885,        -29.1940,        -27.5892,        -26.2264,        -29.9877,        -25.5018
          19,        0.150000,        -29.9623,        -29.8782,        -29.6842,        -29.3770,        -28.1529,        -27.0920,        -29.9905,        -26.3201
          20,        0.158333,        -29.9715,        -29.9066,        -29.7577,        -29.5169,        -28.6052,        -27.7412,        -29.9926,        -27.0531
          21,        0.166667,        -29.9784,        -29.9288,        -29.8128,        -29.6264,        -28.9562,        -28.2404,        -29.9955,        -27.6688
          22,        0.175000,        -29.9828,        -29.9446,        -29.8553,        -29.7100,        -29.1981,        -28.6300,        -29.9957,        -28.1691
          23,        0.183333,        -29.9874,        -29.9579,        -29.8880,        -29.7751,        -29.3778,        -28.9327,        -29.9969,        -28.5663
          24,        0.191667,        -29.9902,        -29.9676,        -29.9138,        -29.8258,        -29.5179,        -29.1591,        -29.9975,        -28.8743
          25,        0.200000,        -29.9925,        -29.9750,        -29.9335,        -29.8658,        -29.6254,        -29.3421,        -29.9980,        -29.1141
          26,        0.208333,        -29.9939,        -29.9804,        -29.9481,        -29.8967,        -29.7092,        -29.4864,        -29.9989,        -29.3060
          27,        0.216667,        -29.9955,        -29.9848,        -29.9598,        -29.9201,        -29.7739,        -29.5991,        -29.9989,        -29.4560
          28,        0.225000,        -29.9966,        -29.9882,        -29.9690,        -29.9383,        -29.8243,        -29.6873,        -29.9994,        -29.5772
          29,        0.233333,        -29.9973,        -29.9908,        -29.9757,        -29.9520,        -29.8632,        -29.7565,        -29.9995,        -29.6691
          30,        0.241667,        -29.9980,        -29.9927,        -29.9812,        -29.9625,        -29.8936,        -29.8104,        -29.9994,        -29.7423
          31,        0.250000,        -29.9983,        -29.9946,        -29.9855,        -29.9711,        -29.9169,        -29.8518,        -30.0000,        -29.7980
          32,        0.258333,        -29.9989,        -29.9960,        -29.9888,        -29.9773,        -29.9355,        -29.8848,        -29.9998,        -29.8431
          33,        0.266667,        -29.9990,        -29.9968,        -29.9916,        -29.9828,        -29.9501,        -29.9108,        -29.9997,        -29.8783
          34,        0.275000,        -29.9994,        -29.9976,        -29.9933,        -29.9864,        -29.9613,        -29.9305,        -29.9999,        -29.9042
          35,        0.283333,        -29.9992,        -29.9979,        -29.9950,        -29.9896,        -29.9697,        -29.9458,        -29.9995,        -29.9281
          36,        0.291667,        -29.9998,        -29.9984,        -29.9960,        -29.9920,        -29.9766,        -29.9573,        -29.9999,        -29.9436
          37,        0.300000,        -29.9998,        -29.9991,        -29.9968,        -29.9935,        -29.9818,        -29.9668,        -29.9997,        -29.9556
          38,        0.308333,        -29.9998,        -29.9990,        -29.9974,        -29.9955,        -29.9855,        -29.9745,        -29.9999,        -29.9674
          39,        0.316667,        -30.0000,        -29.9995,        -29.9977,        -29.9963,        -29.9887,        -29.9800,        -30.0000,        -29.9736
          40,        0.325000,        -29.9998,        -29.9995,        -29.9986,        -29.9971,        -29.9912,        -29.9844,        -30.0002,        -29.9774
          41,        0.333333,        -30.0002,        -29.9993,        -29.9990,        -29.9980,        -29.9932,        -29.9882,        -29.9999,        -30.0070
          42,        0.341667,        -29.9999,        -29.9996,        -29.9991,        -29.9981,        -29.9947,        -29.9907,        -29.9999,        -29.9955
          43,        0.350000,        -30.0000,        -29.9998,        -29.9992,        -29.9987,        -29.9962,        -29.9938,        -30.0000,        -29.9740
          44,        0.358333,        -30.0000,        -30.0000,        -29.9991,        -29.9993,        -29.9969,        -29.9989,        -30.0003,        -29.9827
          45,        0.366667,        -29.9999,        -30.0000,        -29.9996,        -29.9991,        -29.9978,        -29.9941,        -30.0002,        -29.9897
          46,        0.375000,        -29.9998,        -29.9997,        -29.9997,        -29.9993,        -29.9981,        -29.9954,        -29.9997,        -29.9939
          47,        0.383333,        -29.9999,        -30.0002,        -29.9997,        -29.9997,        -29.9989,        -29.9964,        -29.9999,        -29.9952
          48,        0.391667,        -29.9996,        -30.0004,        -30.0000,        -29.9999,        -29.9991,        -29.9976,        -30.0000,        -29.9956
          49,        0.400000,        -30.0000,        -30.0000,        -29.9997,        -29.9998,        -29.9992,        -29.9980,        -30.0003,        -29.9975
          50,        0.408333,        -29.9999,        -30.0001,        -29.9999,        -29.9995,        -29.9994,        -29.9985,        -29.9999,        -29.9970
          51,        0.416667,        -30.0000,        -29.9999,        -30.0000,        -29.9996,        -29.9993,        -29.9989,        -30.0000,        -29.9984
          52,        0.425000,        -29.9997,        -29.9999,        -30.0002,        -30.0001,        -29.9996,        -29.9992,        -30.0002,        -29.9980
          53,        0.433333,        -29.9999,        -30.0000,        -29.9997,        -29.9999,        -29.9995,        -29.9995,        -30.0004,        -30.0001
          54,        0.441667,        -29.9999,        -30.0001,        -29.9999,        -29.9998,        -29.9999,        -29.9995,        -29.9999,        -29.9995
          55,        0.450000,        -30.0002,        -30.0001,        -30.0000,        -29.9998,        -29.9997,        -29.9995,        -30.0001,        -30.0003
          56,        0.458333,        -29.9999,        -30.0002,        -30.0000,        -30.0001,        -29.9997,        -29.9996,        -29.9997,        -29.9994
          57,        0.466667,        -30.0001,        -29.9999,        -30.0000,        -30.0001,        -29.9997,        -29.9997,        -30.0002,        -29.9998
          58,        0.475000,        -29.9999,        -29.9998,        -30.0000,        -30.0002,        -29.9995,        -29.9998,        -30.0000,        -29.9987
          59,        0.483333,        -30.0001,        -30.0001,        -30.0000,        -29.9998,        -30.0000,        -29.9998,        -30.0002,        -29.9998
          60,        0.491667,        -29.9999,        -30.0000,        -30.0003,        -29.9999,        -29.9999,        -29.9999,        -30.0000,        -30.0005
          61,        0.500000,        -29.9995,        -30.0000,        -29.9999,        -30.0000,        -29.9999,        -29.9998,        -30.0003,        -30.0006
          62,        0.508333,        -29.9998,        -30.0000,        -30.0002,        -29.9997,        -30.0000,        -30.0002,        -30.0000,        -30.0006
          63,        0.516667,        -30.0001,        -30.0000,        -30.0002,        -30.0000,        -30.0000,        -30.0000,        -29.9999,        -30.0010
          64,        0.525000,        -30.0002,        -30.0000,        -29.9999,        -29.9998,        -30.0001,        -29.9999,        -30.0000,        -29.9994
          65,        0.533333,        -30.0001,        -30.0002,        -30.0001,        -29.9999,        -30.0001,        -29.9996,        -30.0000,        -30.0000
          66,        0.541667,        -30.0004,        -30.0001,        -30.0000,        -30.0000,        -30.0003,        -30.0001,        -30.0002,        -29.9999
          67,        0.550000,        -30.0002,        -29.9998,        -30.0001,        -29.9999,        -30.0000,        -30.0000,        -29.9999,        -29.9997
          68,        0.558333,        -30.0001,        -30.0001,        -29.9999,        -29.9999,        -29.9998,        -29.9999,        -30.0000,        -29.9999
          69,        0.566667,        -29.9999,        -29.9999,        -30.0002,        -29.9999,        -29.9998,        -29.9998,        -30.0002,        -30.0009
          70,        0.575000,        -30.0003,        -30.0001,        -29.9999,        -30.0001,        -30.0002,        -29.9997,        -29.9999,        -29.9999
          71,        0.583333,        -29.9999,        -29.9999,        -29.9999,        -29.9999,        -29.9999,        -30.0001,        -30.0000,        -30.0004
          72,        0.591667,        -29.9999,        -29.9999,        -30.0003,        -30.0001,        -29.9998,        -29.9998,        -29.9999,        -30.0006
          73,        0.600000,        -29.9997,        -29.9999,        -29.9999,        -30.0001,        -30.0000,        -29.9998,        -30.0002,        -29.9995
          74,        0.608333,        -29.9999,        -30.0003,        -29.9999,        -29.9998,        -30.0001,        -29.9999,        -30.0002,        -30.0004
          75,        0.616667,        -30.0000,        -30.0001,        -30.0000,        -30.0000,        -29.9997,        -30.0001,        -30.0001,        -30.0006
          76,        0.625000,        -29.9998,        -30.0000,        -29.9999,        -30.0000,        -30.0002,        -29.9998,        -29.9999,        -30.0004
          77,        0.633333,        -30.0001,        -30.0000,        -29.9998,        -30.0001,        -30.0001,        -29.9999,        -29.9999,        -30.0011
          78,        0.641667,        -30.0001,        -30.0000,        -29.9998,        -30.0003,        -30.0000,        -30.0002,        -30.0001,        -30.0007
          79,        0.650000,        -29.9999,        -29.9999,        -30.0002,        -30.0000,        -30.0000,        -30.0000,        -30.0002,        -30.0007
          80,        0.658333,        -29.9999,        -30.0001,        -30.0000,        -29.9997,        -29.9998,        -30.0001,        -30.0001,        -30.0012
          81,        0.666667,        -30.0000,        -30.0001,        -30.0001,        -30.0001,        -30.0000,        -29.9998,        -30.0002,        -30.0007
          82,        0.675000,        -29.9997,        -29.9998,        -29.9998,        -30.0001,        -30.0000,        -29.9998,        -30.0003,        -30.0002
          83,        0.683333,        -30.0000,        -30.0001,        -30.0001,        -29.9999,        -29.9999,        -30.0000,        -30.0001,        -30.0001
          84,        0.691667,        -30.0000,        -29.9999,        -30.0001,        -30.0002,        -30.0002,        -30.0000,        -29.9998,        -30.0000
          85,        0.700000,        -29.9997,        -30.0000,        -30.0000,        -29.9996,        -29.9999,        -30.0000,        -29.9998,        -30.0001
          86,        0.708333,        -30.0000,        -30.0000,        -29.9998,        -30.0002,        -29.9999,        -30.0002,        -29.9999,        -30.0001
          87,        0.716667,        -30.0000,        -30.0001,        -30.0003,        -29.9999,        -30.0001,        -30.0000,        -29.9998,        -30.0006
          88,        0.725000,        -30.0001,        -30.0001,        -29.9999,        -29.9999,        -29.9999,        -30.0002,        -29.9999,        -29.9999
          89,        0.733333,        -30.0002,        -29.9999,        -29.9999,        -29.9999,        -30.0001,        -30.0003,        -30.0002,        -30.0008
          90,        0.741667,        -30.0000,        -30.0003,        -30.0001,        -29.9998,        -30.0002,        -29.9999,        -30.0001,        -30.0005
          91,        0.750000,        -30.0002,        -29.9998,        -30.0000,        -30.0003,        -29.9997,        -30.0002,        -30.0001,        -29.9998
          92,        0.758333,        -29.9996,        -30.0000,        -30.0001,        -29.9998,        -30.0001,        -30.0000,        -30.0002,        -30.0006
          93,        0.766667,        -29.9999,        -30.0001,        -30.0002,        -30.0002,        -30.0002,        -30.0000,        -30.0000,        -30.0005
          94,        0.775000,        -29.9999,        -30.0002,        -30.0001,        -29.9998,        -29.9999,        -29.9998,        -30.0001,        -30.0006
          95,        0.783333,        -30.0001,        -30.0002,        -29.9998,        -30.0003,        -30.0000,        -30.0001,        -30.0000,        -30.0010
          96,        0.791667,        -30.0000,        -30.0000,        -30.0000,        -30.0002,        -30.0002,        -29.9998,        -30.0004,        -30.0002
          97,        0.800000,        -30.0002,        -30.0002,        -29.9997,        -29.9999,        -29.9999,        -29.9999,        -30.0001,        -29.9992
          98,        0.808333,        -30.0000,        -29.9998,        -29.9999,        -30.0000,        -30.0000,        -30.0000,        -29.9997,        -29.9997
          99,        0.816667,        -30.0000,        -30.0001,        -29.9996,        -29.9999,        -30.0001,        -30.0002,        -30.0001,        -29.9999
         100,        0.825000,        -29.9998,        -30.0003,        -30.0000,        -30.0001,        -29.9999,        -30.0004,        -30.0000,        -30.0017
         101,        0.833333,        -30.0000,        -30.0001,        -29.9999,        -29.9999,        -30.0000,        -30.0001,        -30.0002,        -29.9993
         102,        0.841667,        -30.0001,        -29.9997,        -30.0002,        -30.0000,        -30.0001,        -30.0001,        -30.0002,        -30.0009
         103,        0.850000,        -30.0002,        -29.9999,        -30.0001,        -29.9996,        -30.0001,        -29.9998,        -30.0001,        -29.9986
         104,        0.858333,        -30.0001,        -29.9998,        -29.9998,        -29.9999,        -30.0000,        -29.9997,        -30.0002,        -30.0008
         105,        0.866667,        -30.0000,        -30.0002,        -30.0001,        -30.0000,        -29.9999,        -30.0000,        -30.0001,        -29.9996
         106,        0.875000,        -29.9996,        -30.0002,        -29.9998,        -29.9996,        -29.9999,        -30.0001,        -30.0001,        -30.0003
         107,        0.883333,        -29.9999,        -30.0001,        -29.9998,        -29.9998,        -30.0000,        -30.0002,        -29.9998,        -29.9997
         108,        0.891667,        -29.9999,        -29.9997,        -30.0003,        -30.0002,        -30.0002,        -29.9999,        -30.0003,        -30.0020
         109,        0.900000,        -30.0003,        -30.0001,        -29.9997,        -30.0002,        -29.9997,        -30.0001,        -30.0002,        -29.9992
         110,        0.908333,        -30.0000,        -30.0004,        -30.0002,        -29.9999,        -29.9998,        -30.0002,        -29.9997,        -30.0000
         111,        0.916667,        -30.0002,        -30.0000,        -30.0001,        -30.0001,        -30.0002,        -29.9998,        -30.0001,        -30.0011
         112,        0.925000,        -29.9998,        -30.0000,        -30.0000,        -30.0000,        -29.9997,        -30.0003,        -30.0000,        -30.0007
         113,        0.933333,        -30.0000,        -30.0003,        -30.0000,        -30.0000,        -30.0001,        -29.9997,        -29.9999,        -30.0001
         114,        0.941667,        -30.0000,        -30.0000,        -29.9999,        -30.0000,        -30.0002,        -30.0003,        -29.9998,        -29.9989
         115,        0.950000,        -30.0000,        -29.9997,        -30.0000,        -29.9999,        -30.0001,        -30.0000,        -30.0003,        -30.0006
         116,        0.958333,        -30.0002,        -29.9999,        -30.0001,        -30.0001,        -29.9998,        -30.0004,        -30.0002,        -29.9998
         117,        0.966667,        -29.9999,        -29.9999,        -30.0001,        -30.0000,        -30.0001,        -29.9999,        -29.9999,        -29.9990
         118,        0.975000,        -30.0002,        -30.0003,        -29.9999,        -29.9999,        -30.0002,        -29.9995,        -30.0000,        -30.0008
         119,        0.983333,        -29.9999,        -30.0000,        -30.0003,        -30.0002,        -30.0002,        -30.0001,        -29.9999,        -29.9996
         120,        0.991667,        -30.0001,        -30.0000,        -30.0000,        -30.0000,        -30.0000,        -30.0000,        -30.0006,        -29.9996
         121,        1.000000,        -30.0001,        -29.9998,        -30.0000,        -29.9999,        -30.0001,        -29.9997,        -30.0000,        -30.0008
         122,        1.008333,        -30.0001,        -30.0001,        -30.0001,        -30.0002,        -30.0003,        -30.0000,        -29.9999,        -30.0005
         123,        1.016667,        -29.9997,        -29.9998,        -29.9998,        -29.9999,        -30.0003,        -29.9997,        -30.0004,        -30.0001
         124,        1.025000,        -30.0000,        -30.0003,        -30.0002,        -29.9999,        -30.0002,        -30.0001,        -30.0004,        -30.0010
         125,        1.033333,        -30.0002,        -30.0000,        -30.0001,        -29.9999,        -29.9999,        -29.9997,        -30.0001,        -30.0002
         126,        1.041667,        -29.9999,        -29.9997,        -30.0001,        -29.9998,        -30.0001,        -29.9998,        -30.0002,        -30.0002
         127,        1.050000,        -30.0003,        -29.9994,        -30.0001,        -30.0001,        -30.0000,        -30.0000,        -30.0001,        -30.0039
         128,        1.058333,        -30.0001,        -30.0001,        -29.9997,        -29.9998,        -30.0001,        -30.0002,        -29.9997,        -29.9992
         129,        1.066667,        -30.0000,        -30.0002,        -29.9999,        -30.0001,        -30.0001,        -30.0000,        -30.0006,        -29.9980
         130,        1.075000,        -30.0004,        -30.0000,        -30.0000,        -30.0004,        -29.9998,        -29.9996,        -29.9998,        -29.9999
         131,        1.083333,        -29.9999,        -30.0000,        -30.0003,        -30.0001,        -30.0001,        -30.0002,        -30.0000,        -29.9988
         132,        1.091667,        -29.9997,        -30.0002,        -30.0002,        -30.0000,        -29.9999,        -29.9998,        -29.9999,        -29.9999
         133,        1.100000,        -30.0000,        -29.9998,        -29.9998,        -30.0000,        -30.0003,        -29.9998,        -29.9998,        -29.9992
         134,        1.108333,        -29.9999,        -30.0001,        -29.9998,        -30.0002,        -29.9998,        -30.0000,        -30.0001,        -30.0011
         135,        1.116667,        -30.0000,        -30.0002,        -29.9998,        -30.0002,        -30.0001,        -30.0002,        -30.0000,        -30.0108
         136,        1.125000,        -30.0001,        -30.0003,        -30.0001,        -30.0001,        -30.0000,        -30.0000,        -29.9998,        -30.0005
         137,        1.133333,        -30.0002,        -29.9999,        -29.9999,        -29.9998,        -30.0001,        -30.0041,        -30.0002,        -29.9809
         138,        1.141667,        -29.9999,        -30.0000,        -29.9998,        -29.9998,        -29.9997,        -29.9994,        -29.9997,        -29.9948
         139,        1.150000,        -30.0000,        -30.0000,        -30.0001,        -30.0000,        -30.0000,        -29.9994,        -30.0000,        -29.9963
         140,        1.158333,        -30.0002,        -30.0002,        -30.0000,        -30.0000,        -30.0003,        -29.9991,        -29.9998,        -29.9985
         141,        1.166667,        -29.9997,        -30.0000,        -30.0001,        -30.0001,        -30.0002,        -29.9995,        -30.0001,        -29.9989
         142,        1.175000,        -29.9999,        -30.0001,        -29.9996,        -29.9998,        -30.0000,        -29.9995,        -29.9995,        -29.9984
         143,        1.183333,        -30.0003,        -30.0000,        -29.9997,        -29.9998,        -30.0000,        -29.9999,        -29.9999,        -29.9998
         144,        1.191667,        -29.9998,        -30.0001,        -30.0002,        -30.0001,        -30.0002,        -29.9998,        -30.0003,        -29.9999
         145,        1.200000,        -30.0004,        -30.0002,        -30.0001,        -29.9999,        -29.9998,        -29.9996,        -30.0001,        -30.0001
         146,        1.208333,        -30.0001,        -30.0001,        -29.9999,        -30.0000,        -29.9998,        -29.9998,        -30.0000,        -30.0001
         147,        1.216667,        -30.0001,        -30.0000,        -30.0000,        -29.9999,        -30.0000,        -30.0002,        -29.9999,        -30.0013
         148,        1.225000,        -29.9999,        -30.0001,        -30.0000,        -29.9997,        -29.9999,        -30.0001,        -29.9997,        -29.9996
         149,        1.233333,        -30.0001,        -30.0000,        -30.0000,        -30.0001,        -30.0000,        -29.9998,        -30.0001,        -30.0002
         150,        1.241667,        -29.9999,        -30.0001,        -29.9999,        -30.0003,        -30.0000,        -30.0000,        -30.0002,        -30.0012
         151,        1.250000,        -30.0001,        -29.9998,        -29.9994,        -30.0001,        -29.9998,        -30.0000,        -30.0000,        -29.9995
         152,        1.258333,        -29.9999,        -30.0001,        -29.9999,        -30.0003,        -30.0000,        -30.0002,        -30.0001,        -30.0005
         153,        1.266667,        -30.0001,        -30.0003,        -29.9998,        -30.0004,        -30.0001,        -30.0000,        -30.0000,        -30.0010
         154,        1.275000,        -29.9998,        -29.9999,        -30.0000,        -30.0000,        -30.0002,        -30.0004,        -29.9997,        -29.9995
         155,        1.283333,        -30.0002,        -29.9999,        -30.0001,        -29.9999,        -29.9999,        -29.9997,        -29.9998,        -30.0007
         156,        1.291667,        -30.0000,        -30.0000,        -30.0001,        -29.9999,        -30.0000,        -29.9999,        -29.9999,        -30.0012
         157,        1.300000,        -29.9998,        -29.9999,        -30.0003,        -29.9998,        -29.9998,        -30.0000,        -29.9999,        -30.0004
         158,        1.308333,        -29.9999,        -30.0000,        -30.0002,        -29.9999,        -29.9997,        -30.0001,        -30.0000,        -30.0005
         159,        1.316667,        -30.0000,        -29.9999,        -29.9999,        -29.9999,        -29.9999,        -29.9999,        -29.9998,        -30.0000
         160,        1.325000,        -30.0001,        -30.0003,        -29.9998,        -30.0003,        -30.0003,        -29.9999,        -30.0000,        -30.0003
