"VanillaC4_019","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_019.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\019\VanillaC4_019_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.4300,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.3249,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -73.1504,          0.0003
,        0.016667,          2.7361,          2.3510,          2.9132,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          2.5962,        -62.6590,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0011,        -76.4463,          0.0000
,        0.025000,          2.4963,          2.1927,          2.6053,          2.6396,          2.6969,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          2.4173,        -70.2840,        -49.5117,          0.0000,          0.0000,          0.0000,          0.0001,        -77.4391,         -0.0003
,        0.033333,          2.3876,          2.1193,          2.4611,          2.4894,          2.5695,          1.9518,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          2.3256,        -74.0249,        -62.8750,        -36.3459,          0.0000,         -0.0003,          0.0002,        -78.3328,          0.0009
,        0.041667,          2.3207,          2.0690,          2.3797,          2.3963,          2.4682,          2.0408,          1.8543,          1.3514,          0.0001,          0.0002,          0.0001,          0.0001,          0.0000,          0.0001,          0.0000,          2.2674,        -76.0630,        -69.0950,        -54.7825,        -33.1487,          0.0007,         -0.0006,        -78.8755,         -0.0001
,        0.050000,          2.2773,          2.0347,          2.3259,          2.3364,          2.3990,          2.0290,          1.9927,          1.7626,          1.3762,          0.0026,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          2.2278,        -77.2592,        -72.6081,        -63.5616,        -50.6457,          0.0002,         -0.0000,        -79.2039,          0.0000
,        0.058333,          2.2476,          2.0120,          2.2875,          2.2953,          2.3501,          2.0104,          2.0070,          1.9103,          1.6836,          1.4313,          0.9273,          0.1871,          0.0001,          0.0000,          0.0000,          2.2003,        -78.0231,        -74.7735,        -68.6231,        -60.1367,        -39.7147,         -0.0003,        -79.4262,          0.0016
,        0.066667,          2.2261,          1.9956,          2.2609,          2.2641,          2.3144,          1.9918,          2.0040,          1.9546,          1.8206,          1.6469,          1.2414,          1.1584,          1.0725,          0.7850,          0.0001,          2.1805,        -78.5558,        -76.1903,        -71.8283,        -65.9665,        -51.3581,        -40.8971,        -79.5746,         -1.0465
,        0.075000,          2.2105,          1.9830,          2.2412,          2.2419,          2.2876,          1.9765,          1.9922,          1.9667,          1.8795,          1.7578,          1.3658,          1.3811,          1.3741,          1.1038,          0.9848,          2.1665,        -78.9169,        -77.1592,        -73.9789,        -69.7642,        -59.0900,        -51.8798,        -79.6879,        -45.5281
,        0.083333,          2.1991,          1.9736,          2.2265,          2.2255,          2.2680,          1.9630,          1.9817,          1.9716,          1.9084,          1.8218,          1.4745,          1.5124,          1.5810,          1.4945,          1.6875,          2.1558,        -79.1861,        -77.8622,        -75.4688,        -72.3770,        -64.4986,        -59.4139,        -79.7627,        -69.1454
,        0.091667,          2.1904,          1.9666,          2.2153,          2.2128,          2.2532,          1.9534,          1.9742,          1.9697,          1.9249,          1.8629,          1.5499,          1.6427,          1.8287,          1.9108,          1.8382,          2.1478,        -79.3846,        -78.3658,        -76.5473,        -74.2170,        -68.4477,        -67.7109,        -79.8193,        -72.7023
,        0.100000,          2.1837,          1.9612,          2.2067,          2.2028,          2.2418,          1.9461,          1.9670,          1.9670,          1.9382,          1.8910,          1.6644,          1.8510,          2.0417,          1.9971,          1.9120,          2.1419,        -79.5298,        -78.7448,        -77.3487,        -75.5638,        -71.2820,        -73.3651,        -79.8605,        -73.9804
,        0.108333,          2.1785,          1.9568,          2.2000,          2.1954,          2.2330,          1.9400,          1.9617,          1.9678,          1.9473,          1.9269,          1.7811,          1.9373,          2.0972,          2.0360,          1.9443,          2.1373,        -79.6343,        -79.0313,        -77.9434,        -76.5812,        -73.8345,        -74.7967,        -79.8964,        -74.7009
,        0.116667,          2.1745,          1.9535,          2.1948,          2.1896,          2.2262,          1.9352,          1.9580,          1.9677,          1.9610,          1.9831,          1.8209,          1.9637,          2.1251,          2.0572,          1.9644,          2.1337,        -79.7161,        -79.2485,        -78.4051,        -77.3542,        -75.9464,        -75.7359,        -79.9176,        -75.3784
,        0.125000,          2.1714,          1.9509,          2.1907,          2.1849,          2.2209,          1.9316,          1.9556,          1.9688,          1.9866,          2.0125,          1.8361,          1.9787,          2.1411,          2.0724,          1.9812,          2.1310,        -79.7792,        -79.4128,        -78.7573,        -77.9542,        -77.0362,        -76.4790,        -79.9346,        -76.0686
,        0.133333,          2.1690,          1.9489,          2.1875,          2.1812,          2.2168,          1.9290,          1.9539,          1.9765,          2.0020,          2.0235,          1.8448,          1.9881,          2.1515,          2.0844,          1.9964,          2.1288,        -79.8252,        -79.5397,        -79.0331,        -78.4288,        -77.6961,        -77.1012,        -79.9496,        -76.7166
,        0.141667,          2.1671,          1.9472,          2.1849,          2.1784,          2.2135,          1.9269,          1.9541,          1.9836,          2.0083,          2.0294,          1.8506,          1.9946,          2.1591,          2.0945,          2.0095,          2.1270,        -79.8622,        -79.6397,        -79.2456,        -78.8438,        -78.1902,        -77.6416,        -79.9585,        -77.3066
,        0.150000,          2.1656,          1.9460,          2.1829,          2.1761,          2.2110,          1.9257,          1.9563,          1.9869,          2.0114,          2.0328,          1.8549,          1.9996,          2.1648,          2.1030,          2.0206,          2.1257,        -79.8924,        -79.7148,        -79.4157,        -79.1521,        -78.5714,        -78.0975,        -79.9679,        -77.8171
,        0.158333,          2.1645,          1.9450,          2.1814,          2.1744,          2.2093,          1.9255,          1.9576,          1.9883,          2.0130,          2.0349,          1.8580,          2.0036,          2.1696,          2.1102,          2.0300,          2.1248,        -79.9158,        -79.7757,        -79.5580,        -79.3593,        -78.8727,        -78.4785,        -79.9751,        -78.2463
,        0.166667,          2.1636,          1.9442,          2.1802,          2.1732,          2.2084,          1.9257,          1.9580,          1.9889,          2.0139,          2.0363,          1.8605,          2.0068,          2.1735,          2.1160,          2.0377,          2.1240,        -79.9334,        -79.8245,        -79.6688,        -79.5063,        -79.1095,        -78.7839,        -79.9797,        -78.5981
,        0.175000,          2.1629,          1.9436,          2.1794,          2.1725,          2.2079,          1.9258,          1.9581,          1.9892,          2.0145,          2.0372,          1.8625,          2.0094,          2.1802,          2.1367,          2.0472,          2.1233,        -79.9478,        -79.8654,        -79.7485,        -79.6167,        -79.2933,        -79.0786,        -79.9845,        -79.0651
