"VanillaC4_010 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_010.tcf]","Time (h)","V 2 [VanillaC4_010]","V 3 [VanillaC4_010]","V 4 [VanillaC4_010]","V 5 [VanillaC4_010]","V 6 [VanillaC4_010]","V 7 [VanillaC4_010]","V 8 [VanillaC4_010]","V 9 [VanillaC4_010]","V 10 [VanillaC4_010]","V 11 [VanillaC4_010]","V 12 [VanillaC4_010]","V 13 [VanillaC4_010]","V 14 [VanillaC4_010]","V 15 [VanillaC4_010]","V 16 [VanillaC4_010]","V  1 [VanillaC4_010]"
          11,        0.083333,          1.1855,          0.7363,          1.1379,          1.1245,          1.1858,          0.6316,          0.2067,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1570
          12,        0.091667,          1.1821,          0.7359,          1.1325,          1.1193,          1.1765,          0.6728,          0.6123,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.1548
          13,        0.100000,          1.1799,          0.7361,          1.1285,          1.1146,          1.1698,          0.6969,          0.6967,          0.5110,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.1529
          14,        0.108333,          1.1781,          0.7360,          1.1254,          1.1110,          1.1650,          0.7121,          0.7359,          0.7080,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          1.1518
          15,        0.116667,          1.1770,          0.7359,          1.1232,          1.1081,          1.1609,          0.7200,          0.7542,          0.7689,          0.6736,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          1.1510
          16,        0.125000,          1.1761,          0.7359,          1.1215,          1.1059,          1.1576,          0.7252,          0.7651,          0.7945,          0.7888,          0.6410,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.1504
          17,        0.133333,          1.1754,          0.7360,          1.1203,          1.1043,          1.1551,          0.7287,          0.7728,          0.8099,          0.8256,          0.8173,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          1.1498
          18,        0.141667,          1.1749,          0.7361,          1.1194,          1.1030,          1.1530,          0.7309,          0.7778,          0.8204,          0.8485,          0.8623,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1495
          19,        0.150000,          1.1745,          0.7359,          1.1187,          1.1021,          1.1516,          0.7326,          0.7810,          0.8266,          0.8591,          0.8873,          0.4146,          0.6220,          0.6441,          0.0000,          0.0001,          1.1492
          20,        0.158333,          1.1743,          0.7359,          1.1182,          1.1014,          1.1504,          0.7335,          0.7833,          0.8303,          0.8658,          0.8997,          0.5268,          0.7957,          1.0664,          0.2426,          0.0001,          1.1491
          21,        0.166667,          1.1741,          0.7359,          1.1178,          1.1009,          1.1496,          0.7343,          0.7847,          0.8329,          0.8709,          0.9072,          0.5783,          0.8455,          1.1258,          0.7144,          0.1701,          1.1490
          22,        0.175000,          1.1740,          0.7359,          1.1176,          1.1006,          1.1490,          0.7348,          0.7857,          0.8345,          0.8742,          0.9132,          0.6114,          0.8703,          1.1439,          0.8804,          0.4866,          1.1489
          23,        0.183333,          1.1739,          0.7359,          1.1173,          1.1002,          1.1485,          0.7353,          0.7864,          0.8357,          0.8764,          0.9163,          0.6300,          0.8840,          1.1508,          0.9579,          0.8224,          1.1488
          24,        0.191667,          1.1738,          0.7359,          1.1171,          1.0999,          1.1481,          0.7356,          0.7869,          0.8365,          0.8779,          0.9181,          0.6433,          0.8928,          1.1543,          1.0415,          0.9164,          1.1488
          25,        0.200000,          1.1737,          0.7358,          1.1171,          1.0998,          1.1478,          0.7359,          0.7872,          0.8370,          0.8787,          0.9193,          0.6529,          0.9001,          1.1563,          1.0904,          0.9684,          1.1488
          26,        0.208333,          1.1737,          0.7358,          1.1170,          1.0997,          1.1476,          0.7360,          0.7875,          0.8373,          0.8794,          0.9200,          0.6597,          0.9047,          1.1645,          1.1106,          1.0058,          1.1487
          27,        0.216667,          1.1736,          0.7358,          1.1169,          1.0995,          1.1474,          0.7361,          0.7877,          0.8377,          0.8798,          0.9206,          0.6648,          0.9101,          1.1689,          1.1227,          1.0353,          1.1486
          28,        0.225000,          1.1737,          0.7359,          1.1168,          1.0995,          1.1473,          0.7362,          0.7878,          0.8379,          0.8801,          0.9208,          0.6689,          0.9133,          1.1709,          1.1308,          1.0581,          1.1487
          29,        0.233333,          1.1736,          0.7358,          1.1167,          1.0994,          1.1472,          0.7362,          0.7880,          0.8380,          0.8804,          0.9210,          0.6718,          0.9153,          1.1720,          1.1364,          1.0753,          1.1486
          30,        0.241667,          1.1735,          0.7358,          1.1168,          1.0994,          1.1471,          0.7362,          0.7880,          0.8383,          0.8805,          0.9213,          0.6740,          0.9168,          1.1727,          1.1405,          1.0881,          1.1486
          31,        0.250000,          1.1735,          0.7358,          1.1167,          1.0993,          1.1471,          0.7363,          0.7880,          0.8383,          0.8807,          0.9215,          0.6756,          0.9179,          1.1731,          1.1435,          1.0976,          1.1486
          32,        0.258333,          1.1736,          0.7358,          1.1166,          1.0993,          1.1470,          0.7364,          0.7881,          0.8384,          0.8807,          0.9217,          0.6763,          0.9186,          1.1733,          1.1458,          1.1049,          1.1486
          33,        0.266667,          1.1736,          0.7358,          1.1166,          1.0993,          1.1470,          0.7364,          0.7881,          0.8385,          0.8809,          0.9218,          0.6771,          0.9193,          1.1736,          1.1474,          1.1101,          1.1487
          34,        0.275000,          1.1736,          0.7358,          1.1166,          1.0993,          1.1469,          0.7364,          0.7881,          0.8385,          0.8809,          0.9219,          0.6778,          0.9197,          1.1740,          1.1487,          1.1142,          1.1486
          35,        0.283333,          1.1735,          0.7358,          1.1167,          1.0992,          1.1469,          0.7364,          0.7881,          0.8385,          0.8809,          0.9220,          0.6783,          0.9202,          1.1742,          1.1496,          1.1174,          1.1486
          36,        0.291667,          1.1735,          0.7358,          1.1167,          1.0992,          1.1469,          0.7365,          0.7881,          0.8385,          0.8810,          0.9220,          0.6786,          0.9205,          1.1743,          1.1504,          1.1198,          1.1486
          37,        0.300000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7881,          0.8385,          0.8810,          0.9221,          0.6790,          0.9207,          1.1744,          1.1510,          1.1209,          1.1486
          38,        0.308333,          1.1735,          0.7358,          1.1167,          1.0992,          1.1469,          0.7365,          0.7881,          0.8385,          0.8810,          0.9221,          0.6792,          0.9208,          1.1745,          1.1514,          1.1230,          1.1486
          39,        0.316667,          1.1736,          0.7358,          1.1167,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6794,          0.9210,          1.1745,          1.1518,          1.1240,          1.1486
          40,        0.325000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9220,          0.6794,          0.9211,          1.1746,          1.1520,          1.1247,          1.1487
          41,        0.333333,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6795,          0.9212,          1.1745,          1.1523,          1.1254,          1.1486
          42,        0.341667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8386,          0.8810,          0.9221,          0.6796,          0.9213,          1.1746,          1.1523,          1.1260,          1.1486
          43,        0.350000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6797,          0.9213,          1.1746,          1.1525,          1.1263,          1.1486
          44,        0.358333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8385,          0.8810,          0.9221,          0.6797,          0.9213,          1.1747,          1.1526,          1.1266,          1.1486
          45,        0.366667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8386,          0.8810,          0.9222,          0.6798,          0.9213,          1.1746,          1.1527,          1.1271,          1.1486
          46,        0.375000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9213,          1.1747,          1.1527,          1.1271,          1.1486
          47,        0.383333,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7881,          0.8386,          0.8810,          0.9222,          0.6798,          0.9214,          1.1746,          1.1528,          1.1274,          1.1486
          48,        0.391667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7881,          0.8385,          0.8809,          0.9221,          0.6799,          0.9214,          1.1747,          1.1527,          1.1273,          1.1486
          49,        0.400000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1528,          1.1273,          1.1486
          50,        0.408333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6798,          0.9214,          1.1747,          1.1529,          1.1274,          1.1486
          51,        0.416667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8385,          0.8810,          0.9222,          0.6798,          0.9214,          1.1747,          1.1529,          1.1273,          1.1485
          52,        0.425000,          1.1735,          0.7358,          1.1167,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
          53,        0.433333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1275,          1.1486
          54,        0.441667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1528,          1.1276,          1.1486
          55,        0.450000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1276,          1.1486
          56,        0.458333,          1.1735,          0.7359,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1275,          1.1486
          57,        0.466667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1276,          1.1486
          58,        0.475000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
          59,        0.483333,          1.1736,          0.7358,          1.1167,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6800,          0.9215,          1.1747,          1.1529,          1.1277,          1.1486
          60,        0.491667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
          61,        0.500000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7881,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1276,          1.1486
          62,        0.508333,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9215,          1.1747,          1.1529,          1.1280,          1.1486
          63,        0.516667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9215,          1.1746,          1.1529,          1.1276,          1.1485
          64,        0.525000,          1.1735,          0.7358,          1.1166,          1.0993,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9215,          1.1747,          1.1529,          1.1275,          1.1486
          65,        0.533333,          1.1735,          0.7359,          1.1166,          1.0993,          1.1468,          0.7364,          0.7881,          0.8386,          0.8810,          0.9222,          0.6800,          0.9214,          1.1746,          1.1529,          1.1275,          1.1486
          66,        0.541667,          1.1735,          0.7359,          1.1167,          1.0992,          1.1468,          0.7365,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1280,          1.1486
          67,        0.550000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1487
          68,        0.558333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1746,          1.1529,          1.1275,          1.1485
          69,        0.566667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1274,          1.1486
          70,        0.575000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1279,          1.1486
          71,        0.583333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1530,          1.1279,          1.1487
          72,        0.591667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7881,          0.8386,          0.8810,          0.9222,          0.6799,          0.9215,          1.1747,          1.1529,          1.1281,          1.1486
          73,        0.600000,          1.1736,          0.7359,          1.1166,          1.0991,          1.1469,          0.7364,          0.7882,          0.8385,          0.8811,          0.9221,          0.6800,          0.9214,          1.1747,          1.1529,          1.1277,          1.1487
          74,        0.608333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1530,          1.1285,          1.1486
          75,        0.616667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9215,          1.1746,          1.1530,          1.1277,          1.1486
          76,        0.625000,          1.1736,          0.7358,          1.1166,          1.0991,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1531,          1.1281,          1.1486
          77,        0.633333,          1.1735,          0.7358,          1.1167,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8811,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1293,          1.1486
          78,        0.641667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1530,          1.1309,          1.1486
          79,        0.650000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1746,          1.1531,          1.1281,          1.1486
          80,        0.658333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8811,          0.9221,          0.6798,          0.9214,          1.1747,          1.1531,          1.1290,          1.1486
          81,        0.666667,          1.1735,          0.7358,          1.1166,          1.0993,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1748,          1.1531,          1.1281,          1.1486
          82,        0.675000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8385,          0.8810,          0.9221,          0.6798,          0.9214,          1.1747,          1.1530,          1.1283,          1.1485
          83,        0.683333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9215,          1.1747,          1.1530,          1.1291,          1.1485
          84,        0.691667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1531,          1.1280,          1.1486
          85,        0.700000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1530,          1.1278,          1.1486
          86,        0.708333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
          87,        0.716667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
          88,        0.725000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
          89,        0.733333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
          90,        0.741667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9215,          1.1747,          1.1529,          1.1278,          1.1486
          91,        0.750000,          1.1735,          0.7359,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
          92,        0.758333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7881,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
          93,        0.766667,          1.1736,          0.7359,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
          94,        0.775000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1487
          95,        0.783333,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1530,          1.1277,          1.1486
          96,        0.791667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6800,          0.9214,          1.1747,          1.1529,          1.1278,          1.1487
          97,        0.800000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
          98,        0.808333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1279,          1.1486
          99,        0.816667,          1.1735,          0.7358,          1.1166,          1.0991,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9222,          0.6800,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         100,        0.825000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7881,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         101,        0.833333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         102,        0.841667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1746,          1.1529,          1.1278,          1.1486
         103,        0.850000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
         104,        0.858333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7881,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1530,          1.1277,          1.1486
         105,        0.866667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1487
         106,        0.875000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         107,        0.883333,          1.1735,          0.7358,          1.1165,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9222,          0.6800,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
         108,        0.891667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         109,        0.900000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1746,          1.1529,          1.1278,          1.1486
         110,        0.908333,          1.1736,          0.7359,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1279,          1.1486
         111,        0.916667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7881,          0.8386,          0.8811,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         112,        0.925000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1746,          1.1529,          1.1279,          1.1486
         113,        0.933333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1279,          1.1487
         114,        0.941667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8385,          0.8810,          0.9222,          0.6800,          0.9214,          1.1747,          1.1529,          1.1277,          1.1486
         115,        0.950000,          1.1736,          0.7358,          1.1167,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1279,          1.1486
         116,        0.958333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         117,        0.966667,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8811,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1279,          1.1486
         118,        0.975000,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9215,          1.1747,          1.1529,          1.1278,          1.1486
         119,        0.983333,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8811,          0.9222,          0.6799,          0.9214,          1.1746,          1.1529,          1.1278,          1.1486
         120,        0.991667,          1.1735,          0.7358,          1.1167,          1.0992,          1.1468,          0.7364,          0.7882,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         121,        1.000000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1485
         122,        1.008333,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1746,          1.1529,          1.1278,          1.1486
         123,        1.016667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7881,          0.8385,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         124,        1.025000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1468,          0.7364,          0.7882,          0.8386,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1276,          1.1486
         125,        1.033333,          1.1736,          0.7358,          1.1166,          1.0992,          1.1468,          0.7365,          0.7881,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         126,        1.041667,          1.1736,          0.7358,          1.1166,          1.0992,          1.1469,          0.7364,          0.7882,          0.8385,          0.8810,          0.9222,          0.6799,          0.9214,          1.1747,          1.1529,          1.1278,          1.1486
         127,        1.050000,          1.1735,          0.7358,          1.1166,          1.0992,          1.1469,          0.7365,          0.7882,          0.8386,          0.8810,          0.9221,          0.6799,          0.9214,          1.1747,          1.1529,          1.1276,          1.1486
