"VanillaC4_010 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_010.tcf]","Time (h)","Q 2 [VanillaC4_010]","Q 3 [VanillaC4_010]","Q 4 [VanillaC4_010]","Q 5 [VanillaC4_010]","Q 6 [VanillaC4_010]","Q 7 [VanillaC4_010]","Q 1 [VanillaC4_010]","Q  8 [VanillaC4_010]"
          46,        0.375000,        -10.0000,        -10.0001,         -9.9999,         -9.9999,         -9.9983,         -9.9956,        -10.0001,         -9.9916
          47,        0.383333,        -10.0000,         -9.9999,         -9.9999,         -9.9998,         -9.9988,         -9.9965,        -10.0001,         -9.9935
          48,        0.391667,        -10.0000,        -10.0001,         -9.9998,         -9.9998,         -9.9990,         -9.9972,         -9.9999,         -9.9949
          49,        0.400000,        -10.0001,        -10.0001,        -10.0000,         -9.9999,         -9.9993,         -9.9978,         -9.9999,         -9.9966
          50,        0.408333,        -10.0000,        -10.0000,        -10.0001,         -9.9998,         -9.9994,         -9.9985,        -10.0002,         -9.9974
          51,        0.416667,         -9.9999,         -9.9999,        -10.0003,        -10.0001,         -9.9999,         -9.9986,         -9.9998,         -9.9974
          52,        0.425000,         -9.9999,        -10.0000,        -10.0000,         -9.9999,         -9.9997,         -9.9991,        -10.0000,         -9.9980
          53,        0.433333,         -9.9999,        -10.0001,         -9.9998,        -10.0001,         -9.9996,         -9.9994,        -10.0000,         -9.9985
          54,        0.441667,         -9.9999,        -10.0000,         -9.9998,         -9.9998,         -9.9999,         -9.9995,        -10.0001,         -9.9987
          55,        0.450000,         -9.9999,        -10.0001,        -10.0002,        -10.0000,         -9.9999,         -9.9998,         -9.9999,         -9.9991
          56,        0.458333,         -9.9999,        -10.0001,         -9.9999,        -10.0000,         -9.9998,         -9.9999,        -10.0002,        -10.0000
          57,        0.466667,         -9.9999,        -10.0001,         -9.9997,        -10.0001,        -10.0000,         -9.9996,         -9.9998,         -9.9992
          58,        0.475000,         -9.9999,        -10.0000,        -10.0001,        -10.0001,         -9.9999,         -9.9999,        -10.0001,         -9.9997
          59,        0.483333,        -10.0001,        -10.0000,         -9.9997,        -10.0002,        -10.0000,         -9.9999,         -9.9999,         -9.9995
          60,        0.491667,        -10.0001,        -10.0000,         -9.9997,         -9.9999,         -9.9997,         -9.9998,        -10.0000,         -9.9996
          61,        0.500000,        -10.0000,         -9.9999,        -10.0000,        -10.0000,        -10.0003,        -10.0001,        -10.0001,         -9.9992
          62,        0.508333,        -10.0001,         -9.9999,        -10.0001,        -10.0002,        -10.0000,        -10.0000,        -10.0001,         -9.9997
          63,        0.516667,         -9.9998,        -10.0000,        -10.0000,        -10.0001,        -10.0000,         -9.9998,        -10.0002,        -10.0003
          64,        0.525000,        -10.0001,        -10.0001,        -10.0000,        -10.0000,         -9.9998,         -9.9999,         -9.9999,         -9.9999
          65,        0.533333,         -9.9999,         -9.9999,        -10.0000,        -10.0001,        -10.0000,        -10.0001,         -9.9998,         -9.9998
          66,        0.541667,         -9.9999,        -10.0000,        -10.0000,         -9.9999,         -9.9999,        -10.0000,        -10.0001,         -9.9998
          67,        0.550000,        -10.0000,        -10.0002,         -9.9999,         -9.9999,         -9.9999,        -10.0000,         -9.9999,         -9.9994
          68,        0.558333,        -10.0000,         -9.9998,        -10.0001,        -10.0000,         -9.9999,        -10.0000,        -10.0000,         -9.9994
          69,        0.566667,         -9.9999,        -10.0002,         -9.9999,        -10.0000,        -10.0000,        -10.0001,        -10.0001,         -9.9998
          70,        0.575000,        -10.0000,        -10.0002,         -9.9998,         -9.9998,        -10.0002,         -9.9998,         -9.9998,        -10.0001
          71,        0.583333,        -10.0000,        -10.0000,        -10.0003,        -10.0000,        -10.0000,        -10.0001,         -9.9997,        -10.0003
          72,        0.591667,         -9.9999,        -10.0000,         -9.9998,        -10.0000,        -10.0001,        -10.0000,        -10.0000,        -10.0002
          73,        0.600000,        -10.0001,         -9.9999,        -10.0001,         -9.9999,        -10.0000,        -10.0001,        -10.0000,        -10.0011
          74,        0.608333,        -10.0001,        -10.0001,         -9.9999,        -10.0000,        -10.0000,        -10.0001,        -10.0001,        -10.0015
          75,        0.616667,        -10.0002,        -10.0000,        -10.0000,        -10.0000,        -10.0000,         -9.9999,         -9.9999,         -9.9984
          76,        0.625000,        -10.0000,         -9.9999,         -9.9997,        -10.0002,        -10.0001,         -9.9998,        -10.0000,         -9.9989
          77,        0.633333,         -9.9999,         -9.9998,        -10.0000,        -10.0001,        -10.0000,        -10.0001,         -9.9999,        -10.0012
          78,        0.641667,        -10.0000,        -10.0001,        -10.0000,         -9.9999,        -10.0001,        -10.0001,        -10.0000,         -9.9998
          79,        0.650000,        -10.0000,        -10.0001,        -10.0001,         -9.9999,         -9.9999,        -10.0000,         -9.9999,         -9.9958
          80,        0.658333,        -10.0000,         -9.9999,         -9.9999,        -10.0001,         -9.9998,        -10.0000,        -10.0001,        -10.0001
          81,        0.666667,        -10.0001,        -10.0000,        -10.0002,         -9.9999,        -10.0002,        -10.0002,         -9.9999,         -9.9970
          82,        0.675000,        -10.0000,        -10.0001,        -10.0002,         -9.9999,         -9.9998,        -10.0001,         -9.9999,         -9.9982
          83,        0.683333,        -10.0002,         -9.9999,        -10.0003,        -10.0002,         -9.9999,         -9.9999,        -10.0002,        -10.0034
          84,        0.691667,        -10.0000,        -10.0001,         -9.9998,        -10.0001,        -10.0000,         -9.9999,         -9.9999,         -9.9975
          85,        0.700000,         -9.9999,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9998,         -9.9999,         -9.9984
          86,        0.708333,         -9.9999,        -10.0001,         -9.9998,        -10.0001,        -10.0001,        -10.0000,        -10.0000,         -9.9989
          87,        0.716667,         -9.9998,        -10.0000,         -9.9998,        -10.0000,         -9.9999,         -9.9999,        -10.0000,         -9.9995
          88,        0.725000,        -10.0001,        -10.0000,        -10.0000,         -9.9999,         -9.9999,         -9.9999,         -9.9998,         -9.9994
          89,        0.733333,        -10.0001,        -10.0001,         -9.9999,        -10.0000,        -10.0000,        -10.0000,        -10.0002,        -10.0000
          90,        0.741667,        -10.0000,        -10.0001,        -10.0000,        -10.0001,        -10.0001,        -10.0001,        -10.0001,         -9.9998
          91,        0.750000,         -9.9998,        -10.0002,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9999,         -9.9999
          92,        0.758333,        -10.0001,        -10.0000,        -10.0002,        -10.0001,        -10.0001,         -9.9999,        -10.0001,         -9.9997
          93,        0.766667,        -10.0000,        -10.0001,        -10.0001,         -9.9999,        -10.0000,         -9.9999,         -9.9999,         -9.9998
          94,        0.775000,        -10.0000,         -9.9999,         -9.9998,         -9.9999,        -10.0000,        -10.0000,        -10.0000,        -10.0001
          95,        0.783333,        -10.0000,         -9.9999,        -10.0001,        -10.0002,        -10.0002,        -10.0000,        -10.0002,         -9.9998
          96,        0.791667,        -10.0000,        -10.0000,        -10.0000,         -9.9999,         -9.9999,        -10.0000,         -9.9999,         -9.9998
          97,        0.800000,         -9.9999,        -10.0001,        -10.0001,         -9.9998,         -9.9998,        -10.0001,         -9.9997,        -10.0000
          98,        0.808333,         -9.9999,        -10.0001,        -10.0004,        -10.0000,        -10.0000,        -10.0000,        -10.0000,         -9.9998
          99,        0.816667,         -9.9999,        -10.0001,        -10.0000,        -10.0001,         -9.9999,        -10.0000,        -10.0002,        -10.0004
         100,        0.825000,        -10.0000,        -10.0001,        -10.0002,        -10.0002,        -10.0000,         -9.9999,         -9.9999,        -10.0002
         101,        0.833333,        -10.0000,        -10.0000,        -10.0001,         -9.9999,         -9.9999,        -10.0000,         -9.9999,        -10.0000
         102,        0.841667,        -10.0001,        -10.0000,         -9.9998,        -10.0001,        -10.0002,         -9.9999,        -10.0000,        -10.0000
         103,        0.850000,        -10.0000,        -10.0002,         -9.9998,        -10.0001,        -10.0001,        -10.0000,         -9.9999,        -10.0000
         104,        0.858333,        -10.0000,         -9.9998,        -10.0000,         -9.9999,        -10.0000,        -10.0001,        -10.0002,        -10.0000
         105,        0.866667,         -9.9999,        -10.0001,        -10.0000,        -10.0000,        -10.0000,        -10.0001,         -9.9999,         -9.9999
         106,        0.875000,         -9.9999,         -9.9999,        -10.0000,        -10.0001,        -10.0000,         -9.9998,         -9.9999,         -9.9999
         107,        0.883333,         -9.9999,         -9.9999,         -9.9999,        -10.0001,        -10.0001,        -10.0000,         -9.9999,         -9.9998
         108,        0.891667,         -9.9999,         -9.9999,        -10.0001,        -10.0001,         -9.9999,        -10.0000,        -10.0001,        -10.0001
         109,        0.900000,        -10.0000,        -10.0000,        -10.0002,        -10.0001,        -10.0001,         -9.9999,        -10.0000,         -9.9999
         110,        0.908333,         -9.9999,        -10.0001,        -10.0000,        -10.0001,         -9.9999,        -10.0001,         -9.9999,         -9.9999
         111,        0.916667,        -10.0000,        -10.0001,        -10.0001,        -10.0000,        -10.0001,         -9.9998,         -9.9999,         -9.9997
         112,        0.925000,         -9.9999,         -9.9998,        -10.0001,         -9.9998,         -9.9998,        -10.0001,        -10.0000,         -9.9998
         113,        0.933333,        -10.0000,         -9.9999,         -9.9999,         -9.9998,        -10.0000,         -9.9998,         -9.9999,        -10.0000
         114,        0.941667,        -10.0000,        -10.0000,         -9.9999,         -9.9999,        -10.0000,         -9.9999,        -10.0000,        -10.0000
         115,        0.950000,         -9.9999,        -10.0000,        -10.0003,         -9.9998,        -10.0001,        -10.0000,         -9.9999,        -10.0002
         116,        0.958333,         -9.9999,        -10.0001,        -10.0002,        -10.0002,        -10.0000,        -10.0000,        -10.0001,        -10.0002
         117,        0.966667,        -10.0001,         -9.9999,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0003,         -9.9998
         118,        0.975000,         -9.9999,        -10.0001,        -10.0000,         -9.9999,        -10.0001,        -10.0001,         -9.9998,        -10.0001
         119,        0.983333,        -10.0000,        -10.0000,        -10.0002,        -10.0001,         -9.9999,        -10.0000,        -10.0000,        -10.0000
         120,        0.991667,        -10.0002,        -10.0000,        -10.0001,        -10.0000,        -10.0001,        -10.0001,         -9.9999,         -9.9998
         121,        1.000000,         -9.9996,        -10.0000,        -10.0001,        -10.0000,        -10.0001,        -10.0000,        -10.0001,         -9.9998
         122,        1.008333,        -10.0001,         -9.9999,        -10.0000,         -9.9999,         -9.9999,         -9.9999,         -9.9997,        -10.0001
         123,        1.016667,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0000,         -9.9998,        -10.0000,         -9.9997
         124,        1.025000,         -9.9999,        -10.0000,         -9.9999,        -10.0000,         -9.9999,        -10.0000,         -9.9999,         -9.9998
         125,        1.033333,        -10.0000,        -10.0000,        -10.0000,        -10.0000,        -10.0001,         -9.9998,        -10.0000,         -9.9999
         126,        1.041667,        -10.0000,        -10.0000,         -9.9998,         -9.9999,         -9.9999,        -10.0000,        -10.0002,         -9.9999
         127,        1.050000,         -9.9999,         -9.9998,         -9.9999,        -10.0002,         -9.9999,        -10.0000,         -9.9999,        -10.0003
         128,        1.058333,         -9.9999,        -10.0001,         -9.9999,        -10.0003,        -10.0001,        -10.0001,        -10.0002,        -10.0000
         129,        1.066667,         -9.9997,        -10.0002,        -10.0002,        -10.0002,         -9.9999,        -10.0000,         -9.9998,         -9.9997
         130,        1.075000,        -10.0000,         -9.9999,        -10.0000,         -9.9997,        -10.0003,        -10.0002,        -10.0000,        -10.0001
         131,        1.083333,        -10.0002,         -9.9999,        -10.0000,         -9.9998,        -10.0000,        -10.0000,        -10.0000,         -9.9998
         132,        1.091667,         -9.9999,        -10.0000,        -10.0000,        -10.0000,        -10.0001,        -10.0001,         -9.9999,        -10.0000
         133,        1.100000,        -10.0000,        -10.0000,        -10.0001,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9998
         134,        1.108333,        -10.0000,        -10.0001,        -10.0002,         -9.9998,        -10.0000,        -10.0001,        -10.0001,         -9.9998
         135,        1.116667,        -10.0001,        -10.0000,        -10.0001,         -9.9999,         -9.9999,        -10.0001,        -10.0001,        -10.0001
         136,        1.125000,         -9.9999,        -10.0001,        -10.0000,         -9.9999,        -10.0000,         -9.9998,        -10.0001,         -9.9999
         137,        1.133333,        -10.0001,        -10.0000,        -10.0000,        -10.0002,         -9.9999,         -9.9999,        -10.0002,        -10.0000
         138,        1.141667,        -10.0000,        -10.0000,        -10.0000,         -9.9999,        -10.0002,         -9.9999,         -9.9999,         -9.9999
         139,        1.150000,        -10.0000,         -9.9999,         -9.9999,         -9.9999,        -10.0000,        -10.0001,        -10.0000,         -9.9999
         140,        1.158333,        -10.0000,         -9.9999,         -9.9999,         -9.9999,         -9.9998,         -9.9999,        -10.0001,        -10.0001
         141,        1.166667,        -10.0000,        -10.0001,        -10.0000,        -10.0002,        -10.0000,         -9.9999,         -9.9999,        -10.0000
         142,        1.175000,         -9.9998,        -10.0000,        -10.0000,         -9.9999,        -10.0000,        -10.0000,        -10.0000,        -10.0001
         143,        1.183333,        -10.0000,         -9.9998,         -9.9999,        -10.0000,        -10.0000,        -10.0001,        -10.0000,         -9.9997
         144,        1.191667,        -10.0002,         -9.9999,        -10.0001,         -9.9999,         -9.9999,        -10.0000,         -9.9999,        -10.0002
         145,        1.200000,        -10.0000,        -10.0001,        -10.0000,        -10.0000,        -10.0000,        -10.0000,        -10.0000,        -10.0001
         146,        1.208333,        -10.0000,         -9.9998,         -9.9999,        -10.0000,        -10.0000,        -10.0000,         -9.9999,        -10.0001
         147,        1.216667,        -10.0000,        -10.0001,        -10.0001,        -10.0000,        -10.0000,        -10.0002,         -9.9999,         -9.9998
         148,        1.225000,        -10.0000,        -10.0000,         -9.9999,         -9.9999,         -9.9999,        -10.0000,         -9.9999,        -10.0002
         149,        1.233333,         -9.9999,         -9.9999,         -9.9999,        -10.0001,        -10.0000,         -9.9999,         -9.9999,         -9.9999
         150,        1.241667,        -10.0000,        -10.0002,        -10.0001,        -10.0000,        -10.0000,         -9.9997,        -10.0000,        -10.0001
         151,        1.250000,         -9.9999,         -9.9999,        -10.0000,        -10.0000,         -9.9999,         -9.9998,         -9.9998,        -10.0002
         152,        1.258333,        -10.0000,        -10.0000,         -9.9998,         -9.9999,         -9.9999,        -10.0001,        -10.0000,         -9.9999
         153,        1.266667,        -10.0000,         -9.9999,        -10.0001,         -9.9997,        -10.0000,         -9.9999,        -10.0000,         -9.9999
         154,        1.275000,        -10.0001,         -9.9999,        -10.0001,        -10.0000,        -10.0002,        -10.0001,        -10.0000,         -9.9999
         155,        1.283333,        -10.0002,         -9.9998,         -9.9998,         -9.9999,         -9.9999,        -10.0002,        -10.0000,        -10.0002
         156,        1.291667,        -10.0000,        -10.0001,        -10.0000,         -9.9999,         -9.9999,        -10.0001,        -10.0002,         -9.9999
         157,        1.300000,        -10.0001,        -10.0000,        -10.0001,        -10.0001,        -10.0000,         -9.9999,         -9.9999,        -10.0001
         158,        1.308333,        -10.0000,        -10.0001,        -10.0000,        -10.0001,        -10.0000,        -10.0000,         -9.9999,         -9.9999
         159,        1.316667,        -10.0000,        -10.0000,         -9.9998,        -10.0001,        -10.0001,         -9.9999,        -10.0001,        -10.0001
         160,        1.325000,        -10.0001,        -10.0000,         -9.9999,        -10.0000,        -10.0001,        -10.0000,         -9.9998,         -9.9998
         161,        1.333333,        -10.0001,         -9.9999,        -10.0000,        -10.0000,         -9.9997,        -10.0000,        -10.0001,        -10.0001
         162,        1.341667,        -10.0001,         -9.9998,         -9.9998,         -9.9999,         -9.9999,        -10.0001,        -10.0003,         -9.9996
         163,        1.350000,        -10.0000,        -10.0000,        -10.0001,        -10.0000,         -9.9997,        -10.0000,        -10.0000,        -10.0000
         164,        1.358333,        -10.0001,        -10.0000,        -10.0000,         -9.9999,        -10.0000,        -10.0000,         -9.9999,         -9.9999
         165,        1.366667,         -9.9998,         -9.9997,        -10.0000,         -9.9999,         -9.9998,        -10.0000,         -9.9998,         -9.9999
         166,        1.375000,        -10.0000,        -10.0002,        -10.0000,        -10.0001,         -9.9999,         -9.9999,        -10.0000,         -9.9997
         167,        1.383333,        -10.0000,        -10.0000,         -9.9999,        -10.0001,         -9.9996,         -9.9998,        -10.0000,         -9.9997
         168,        1.391667,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0000,        -10.0000,         -9.9998,         -9.9998
         169,        1.400000,         -9.9999,         -9.9999,         -9.9999,        -10.0000,         -9.9998,        -10.0002,        -10.0002,         -9.9999
         170,        1.408333,        -10.0000,        -10.0001,        -10.0000,        -10.0001,        -10.0000,         -9.9998,         -9.9998,         -9.9996
         171,        1.416667,        -10.0001,        -10.0000,         -9.9999,        -10.0000,        -10.0002,        -10.0000,         -9.9999,         -9.9997
         172,        1.425000,         -9.9998,        -10.0003,         -9.9999,        -10.0001,        -10.0000,         -9.9999,        -10.0000,        -10.0002
         173,        1.433333,        -10.0000,        -10.0002,         -9.9998,        -10.0000,        -10.0000,        -10.0001,        -10.0002,        -10.0000
         174,        1.441667,         -9.9999,        -10.0000,        -10.0000,         -9.9998,        -10.0001,         -9.9998,         -9.9998,         -9.9997
         175,        1.450000,        -10.0001,         -9.9999,         -9.9999,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0004
         176,        1.458333,        -10.0000,         -9.9999,        -10.0000,        -10.0000,         -9.9998,        -10.0000,        -10.0002,         -9.9996
         177,        1.466667,        -10.0000,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9999,        -10.0001,        -10.0002
         178,        1.475000,         -9.9998,         -9.9998,         -9.9998,        -10.0001,         -9.9999,        -10.0001,        -10.0000,        -10.0001
         179,        1.483333,         -9.9999,        -10.0001,         -9.9998,        -10.0000,         -9.9997,        -10.0002,        -10.0000,        -10.0002
         180,        1.491667,        -10.0001,         -9.9999,         -9.9997,        -10.0000,        -10.0000,        -10.0000,        -10.0002,         -9.9998
         181,        1.500000,         -9.9999,         -9.9998,        -10.0000,         -9.9998,        -10.0000,         -9.9999,        -10.0001,         -9.9998
         182,        1.508333,         -9.9999,         -9.9999,        -10.0001,        -10.0001,        -10.0001,        -10.0000,        -10.0000,         -9.9998
         183,        1.516667,        -10.0001,         -9.9999,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9999,         -9.9999
         184,        1.525000,        -10.0001,         -9.9999,        -10.0002,        -10.0000,        -10.0001,        -10.0000,         -9.9999,         -9.9996
         185,        1.533333,        -10.0000,         -9.9999,        -10.0000,         -9.9998,         -9.9999,         -9.9999,        -10.0001,         -9.9999
         186,        1.541667,        -10.0000,        -10.0001,        -10.0000,         -9.9999,        -10.0002,        -10.0000,        -10.0002,        -10.0000
         187,        1.550000,        -10.0000,        -10.0001,         -9.9999,        -10.0000,        -10.0001,         -9.9999,        -10.0000,         -9.9999
         188,        1.558333,         -9.9999,        -10.0001,         -9.9999,         -9.9999,        -10.0001,        -10.0000,        -10.0002,         -9.9999
         189,        1.566667,         -9.9999,        -10.0002,         -9.9999,        -10.0000,         -9.9999,        -10.0000,         -9.9998,         -9.9999
         190,        1.575000,        -10.0001,         -9.9999,         -9.9997,         -9.9999,        -10.0001,        -10.0000,        -10.0001,         -9.9999
         191,        1.583333,         -9.9999,        -10.0000,         -9.9998,        -10.0000,        -10.0000,        -10.0000,         -9.9998,        -10.0000
         192,        1.591667,         -9.9999,        -10.0000,        -10.0001,        -10.0001,         -9.9999,        -10.0001,        -10.0001,         -9.9998
         193,        1.600000,         -9.9998,        -10.0001,         -9.9999,         -9.9999,        -10.0000,         -9.9999,        -10.0001,         -9.9995
         194,        1.608333,        -10.0000,         -9.9999,        -10.0002,         -9.9999,        -10.0000,        -10.0002,         -9.9998,        -10.0000
         195,        1.616667,        -10.0001,         -9.9998,         -9.9998,        -10.0001,        -10.0001,         -9.9999,        -10.0002,        -10.0002
         196,        1.625000,        -10.0000,        -10.0000,        -10.0000,        -10.0002,        -10.0001,        -10.0001,        -10.0000,         -9.9999
         197,        1.633333,        -10.0000,         -9.9998,         -9.9998,         -9.9999,        -10.0003,         -9.9999,        -10.0001,        -10.0002
         198,        1.641667,        -10.0000,        -10.0002,        -10.0000,        -10.0000,         -9.9999,        -10.0000,        -10.0000,        -10.0047
         199,        1.650000,        -10.0000,        -10.0000,        -10.0000,         -9.9998,        -10.0001,        -10.0001,        -10.0000,         -9.9977
         200,        1.658333,         -9.9999,        -10.0001,        -10.0000,        -10.0000,        -10.0000,        -10.0003,        -10.0001,         -9.9982
         201,        1.666667,        -10.0001,        -10.0002,         -9.9998,        -10.0001,         -9.9999,        -10.0003,        -10.0001,        -10.0003
         202,        1.675000,        -10.0000,        -10.0000,        -10.0002,        -10.0001,        -10.0000,         -9.9999,         -9.9997,        -10.0014
         203,        1.683333,        -10.0000,        -10.0000,         -9.9999,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9957
         204,        1.691667,         -9.9998,        -10.0001,        -10.0001,         -9.9999,        -10.0002,        -10.0003,         -9.9999,         -9.9996
         205,        1.700000,        -10.0000,         -9.9999,        -10.0001,        -10.0000,         -9.9999,        -10.0002,        -10.0001,         -9.9995
         206,        1.708333,         -9.9999,        -10.0002,         -9.9997,        -10.0000,        -10.0002,        -10.0000,        -10.0001,         -9.9995
         207,        1.716667,        -10.0001,        -10.0001,         -9.9999,        -10.0001,        -10.0001,         -9.9999,        -10.0001,         -9.9993
         208,        1.725000,        -10.0001,        -10.0002,         -9.9998,        -10.0000,         -9.9999,        -10.0000,        -10.0000,        -10.0039
         209,        1.733333,        -10.0001,        -10.0000,        -10.0000,         -9.9998,        -10.0001,         -9.9999,        -10.0002,         -9.9995
