"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\002\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000
           8,        0.116667,          0.0000,          0.0000,          0.0000,          0.0000
           9,        0.133333,          0.0000,          0.0000,          0.0000,          0.0000
          10,        0.150000,          0.0000,          0.0000,          0.0000,          0.0000
          11,        0.166667,          0.0000,          0.0000,          0.0000,          0.0000
          12,        0.183333,          0.0000,          0.0000,          0.0000,          0.0000
          13,        0.200000,          0.0000,          0.0000,          0.0000,          0.0000
          14,        0.216667,          0.0000,          0.0000,          0.0000,          0.0000
          15,        0.233333,          0.0000,          0.0000,          0.0000,          0.0000
          16,        0.250000,          0.0000,          0.0000,          0.0000,          0.0000
          17,        0.266667,          0.0000,          0.0000,          0.0000,          0.0000
          18,        0.283333,          0.0000,          0.0000,          0.0000,          0.0000
          19,        0.300000,          0.0000,          0.0000,          0.0000,          0.0000
          20,        0.316667,          0.0000,          0.0000,          0.0000,          0.0000
          21,        0.333333,          0.0000,          0.0000,          0.0000,          0.0000
          22,        0.350000,          0.0083,          0.0000,          0.0000,          0.0000
          23,        0.366667,          0.0319,          0.0000,          0.0000,          0.0000
          24,        0.383333,          0.0439,          0.0000,          0.0000,          0.0000
          25,        0.400000,          0.0538,          0.0000,          0.0000,          0.0000
          26,        0.416667,          0.0630,          0.0000,          0.0000,          0.0000
          27,        0.433333,          0.0715,          0.0000,          0.0000,          0.0000
          28,        0.450000,          0.0784,          0.0000,          0.0000,          0.0000
          29,        0.466667,          0.0835,          0.0000,          0.0000,          0.0000
          30,        0.483333,          0.0874,          0.0000,          0.0000,          0.0000
          31,        0.500000,          0.0905,          0.0000,          0.0000,          0.0000
          32,        0.516667,          0.0926,          0.0342,          0.0000,          0.0000
          33,        0.533333,          0.0943,          0.0396,          0.0000,          0.0000
          34,        0.550000,          0.0955,          0.0619,          0.0000,          0.0000
          35,        0.566667,          0.0964,          0.0771,          0.0000,          0.0000
          36,        0.583333,          0.0970,          0.0873,          0.0000,          0.0000
          37,        0.600000,          0.0974,          0.0919,          0.0000,          0.0000
          38,        0.616667,          0.0977,          0.0941,          0.0078,          0.0000
          39,        0.633333,          0.0980,          0.0909,          0.0092,          0.0000
          40,        0.650000,          0.0981,          0.0806,          0.0102,          0.0000
          41,        0.666667,          0.0982,          0.0764,          0.0124,          0.0000
          42,        0.683333,          0.0983,          0.0783,          0.0200,          0.0000
          43,        0.700000,          0.0984,          0.0800,          0.0288,          0.0000
          44,        0.716667,          0.0984,          0.0822,          0.0364,          0.0000
          45,        0.733333,          0.0985,          0.0842,          0.0441,          0.0000
          46,        0.750000,          0.0985,          0.0868,          0.0498,          0.0000
          47,        0.766667,          0.0985,          0.0883,          0.0497,          0.0007
          48,        0.783333,          0.0985,          0.0902,          0.0611,          0.0380
          49,        0.800000,          0.0985,          0.0916,          0.0661,          0.0514
          50,        0.816667,          0.0985,          0.0929,          0.0693,          0.0590
          51,        0.833333,          0.0985,          0.0939,          0.0728,          0.0639
          52,        0.850000,          0.0985,          0.0949,          0.0749,          0.0684
          53,        0.866667,          0.0985,          0.0952,          0.0767,          0.0717
          54,        0.883333,          0.0985,          0.0960,          0.0784,          0.0737
          55,        0.900000,          0.0985,          0.0966,          0.0784,          0.0759
          56,        0.916667,          0.0985,          0.0969,          0.0785,          0.0779
          57,        0.933333,          0.0985,          0.0971,          0.0807,          0.0794
          58,        0.950000,          0.0985,          0.0974,          0.0855,          0.0811
          59,        0.966667,          0.0985,          0.0975,          0.0883,          0.0840
          60,        0.983333,          0.0985,          0.0977,          0.0897,          0.0881
          61,        1.000000,          0.0985,          0.0978,          0.0893,          0.0920
          62,        1.016667,          0.0985,          0.0981,          0.0900,          0.0934
          63,        1.033333,          0.0985,          0.0981,          0.0904,          0.0952
          64,        1.050000,          0.0985,          0.0982,          0.1040,          0.0963
          65,        1.066667,          0.0985,          0.0982,          0.1040,          0.0967
          66,        1.083333,          0.0985,          0.0983,          0.1045,          0.0971
          67,        1.100000,          0.0985,          0.0984,          0.1046,          0.0975
          68,        1.116667,          0.0985,          0.0984,          0.1049,          0.0977
          69,        1.133333,          0.0985,          0.0985,          0.1051,          0.0978
          70,        1.150000,          0.0985,          0.0984,          0.1049,          0.0980
          71,        1.166667,          0.0985,          0.0985,          0.1051,          0.0981
          72,        1.183333,          0.0985,          0.0984,          0.1053,          0.0981
          73,        1.200000,          0.0985,          0.0986,          0.1050,          0.0982
          74,        1.216667,          0.0985,          0.0985,          0.0908,          0.0983
          75,        1.233333,          0.0985,          0.0984,          0.1053,          0.0983
          76,        1.250000,          0.0985,          0.0985,          0.1050,          0.0984
          77,        1.266667,          0.0985,          0.0985,          0.1054,          0.0984
          78,        1.283333,          0.0985,          0.0985,          0.1027,          0.0985
          79,        1.300000,          0.0985,          0.0984,          0.1053,          0.0984
          80,        1.316667,          0.0985,          0.0986,          0.1024,          0.0985
          81,        1.333333,          0.0985,          0.0984,          0.1042,          0.0984
          82,        1.350000,          0.0985,          0.0985,          0.1046,          0.0985
          83,        1.366667,          0.0985,          0.0984,          0.1048,          0.0985
          84,        1.383333,          0.0985,          0.0984,          0.1025,          0.0985
          85,        1.400000,          0.0985,          0.0986,          0.1039,          0.0985
          86,        1.416667,          0.0985,          0.0984,          0.1026,          0.0985
          87,        1.433333,          0.0985,          0.0985,          0.1052,          0.0985
          88,        1.450000,          0.0985,          0.0985,          0.1027,          0.0985
          89,        1.466667,          0.0985,          0.0983,          0.1055,          0.0985
          90,        1.483333,          0.0985,          0.0984,          0.1027,          0.0985
          91,        1.500000,          0.0985,          0.0986,          0.1027,          0.0985
          92,        1.516667,          0.0985,          0.0986,          0.1027,          0.0985
          93,        1.533333,          0.0985,          0.0985,          0.1024,          0.0985
          94,        1.550000,          0.0985,          0.0985,          0.1036,          0.0985
          95,        1.566667,          0.0985,          0.0986,          0.1030,          0.0985
          96,        1.583333,          0.0985,          0.0986,          0.1055,          0.0985
          97,        1.600000,          0.0985,          0.0986,          0.1042,          0.0985
          98,        1.616667,          0.0985,          0.0987,          0.1024,          0.0986
          99,        1.633333,          0.0985,          0.0986,          0.1053,          0.0985
         100,        1.650000,          0.0985,          0.0985,          0.1025,          0.0985
         101,        1.666667,          0.0985,          0.0985,          0.1044,          0.0985
         102,        1.683333,          0.0985,          0.0985,          0.1039,          0.0986
         103,        1.700000,          0.0985,          0.0985,          0.1028,          0.0985
         104,        1.716667,          0.0985,          0.0986,          0.1044,          0.0985
         105,        1.733333,          0.0985,          0.0985,          0.1052,          0.0985
         106,        1.750000,          0.0985,          0.0985,          0.1029,          0.0985
         107,        1.766667,          0.0985,          0.0984,          0.1025,          0.0984
         108,        1.783333,          0.0985,          0.0985,          0.1028,          0.0985
         109,        1.800000,          0.0985,          0.0986,          0.1027,          0.0985
         110,        1.816667,          0.0985,          0.0985,          0.1050,          0.0985
         111,        1.833333,          0.0985,          0.0985,          0.1027,          0.0985
         112,        1.850000,          0.0985,          0.0985,          0.1053,          0.0985
         113,        1.866667,          0.0985,          0.0985,          0.1054,          0.0985
         114,        1.883333,          0.0985,          0.0986,          0.1054,          0.0985
         115,        1.900000,          0.0985,          0.0985,          0.0910,          0.0985
         116,        1.916667,          0.0985,          0.0985,          0.1051,          0.0985
         117,        1.933333,          0.0985,          0.0985,          0.0907,          0.0985
         118,        1.950000,          0.0985,          0.0987,          0.1028,          0.0985
         119,        1.966667,          0.0985,          0.0986,          0.1025,          0.0985
         120,        1.983333,          0.0985,          0.0985,          0.1024,          0.0985
         121,        2.000000,          0.0985,          0.0984,          0.1024,          0.0985
         122,        2.016667,          0.0985,          0.0986,          0.0908,          0.0985
         123,        2.033333,          0.0985,          0.0985,          0.1028,          0.0985
         124,        2.050000,          0.0985,          0.0985,          0.1023,          0.0985
         125,        2.066667,          0.0985,          0.0985,          0.1024,          0.0985
         126,        2.083333,          0.0985,          0.0986,          0.1053,          0.0985
         127,        2.100000,          0.0985,          0.0985,          0.1029,          0.0985
         128,        2.116667,          0.0985,          0.0985,          0.1022,          0.0985
         129,        2.133333,          0.0985,          0.0985,          0.1024,          0.0985
         130,        2.150000,          0.0985,          0.0987,          0.1029,          0.0985
         131,        2.166667,          0.0985,          0.0985,          0.1054,          0.0985
         132,        2.183333,          0.0985,          0.0984,          0.1024,          0.0985
         133,        2.200000,          0.0985,          0.0986,          0.1040,          0.0985
         134,        2.216667,          0.0985,          0.0986,          0.1027,          0.0985
         135,        2.233333,          0.0985,          0.0986,          0.1046,          0.0985
         136,        2.250000,          0.0985,          0.0985,          0.1056,          0.0985
         137,        2.266667,          0.0985,          0.0984,          0.1029,          0.0985
         138,        2.283333,          0.0985,          0.0986,          0.1028,          0.0986
         139,        2.300000,          0.0985,          0.0986,          0.1057,          0.0985
         140,        2.316667,          0.0985,          0.0987,          0.1038,          0.0985
         141,        2.333333,          0.0985,          0.0985,          0.1027,          0.0985
         142,        2.350000,          0.0985,          0.0985,          0.1036,          0.0985
         143,        2.366667,          0.0985,          0.0985,          0.1025,          0.0985
         144,        2.383333,          0.0985,          0.0983,          0.1030,          0.0985
         145,        2.400000,          0.0985,          0.0984,          0.0912,          0.0985
         146,        2.416667,          0.0985,          0.0983,          0.1054,          0.0985
         147,        2.433333,          0.0985,          0.0986,          0.1025,          0.0985
         148,        2.450000,          0.0985,          0.0985,          0.1045,          0.0985
         149,        2.466667,          0.0985,          0.0985,          0.1031,          0.0985
         150,        2.483333,          0.0985,          0.0984,          0.1024,          0.0985
         151,        2.500000,          0.0985,          0.0984,          0.0908,          0.0985
         152,        2.516667,          0.0985,          0.0987,          0.1033,          0.0985
         153,        2.533333,          0.0985,          0.0984,          0.1025,          0.0985
         154,        2.550000,          0.0985,          0.0985,          0.1055,          0.0985
         155,        2.566667,          0.0985,          0.0987,          0.1027,          0.0985
         156,        2.583333,          0.0985,          0.0984,          0.1027,          0.0985
         157,        2.600000,          0.0985,          0.0986,          0.1048,          0.0985
         158,        2.616667,          0.0985,          0.0984,          0.1032,          0.0986
         159,        2.633333,          0.0985,          0.0984,          0.1028,          0.0985
         160,        2.650000,          0.0985,          0.0985,          0.1049,          0.0985
         161,        2.666667,          0.0985,          0.0985,          0.1029,          0.0985
         162,        2.683333,          0.0985,          0.0984,          0.1024,          0.0986
         163,        2.700000,          0.0985,          0.0985,          0.1053,          0.0985
         164,        2.716667,          0.0985,          0.0985,          0.1026,          0.0985
         165,        2.733333,          0.0985,          0.0985,          0.1024,          0.0985
         166,        2.750000,          0.0985,          0.0985,          0.1025,          0.0985
         167,        2.766667,          0.0985,          0.0986,          0.1027,          0.0985
         168,        2.783333,          0.0985,          0.0986,          0.1028,          0.0985
         169,        2.800000,          0.0985,          0.0985,          0.1026,          0.0985
         170,        2.816667,          0.0985,          0.0985,          0.1040,          0.0985
         171,        2.833333,          0.0985,          0.0984,          0.1045,          0.0985
         172,        2.850000,          0.0985,          0.0984,          0.1026,          0.0985
         173,        2.866667,          0.0985,          0.0986,          0.1054,          0.0985
         174,        2.883333,          0.0985,          0.0985,          0.1052,          0.0985
         175,        2.900000,          0.0985,          0.0987,          0.1054,          0.0985
         176,        2.916667,          0.0985,          0.0985,          0.1025,          0.0985
         177,        2.933333,          0.0985,          0.0985,          0.1043,          0.0985
         178,        2.950000,          0.0985,          0.0985,          0.1029,          0.0985
         179,        2.966667,          0.0985,          0.0985,          0.1047,          0.0985
         180,        2.983333,          0.0985,          0.0984,          0.1026,          0.0986
         181,        3.000000,          0.0985,          0.0984,          0.1023,          0.0985
         182,        3.016667,          0.0985,          0.0985,          0.1026,          0.0985
         183,        3.033333,          0.0985,          0.0984,          0.1046,          0.0985
         184,        3.050000,          0.0985,          0.0983,          0.1047,          0.0985
         185,        3.066667,          0.0985,          0.0986,          0.1024,          0.0985
         186,        3.083333,          0.0985,          0.0985,          0.0910,          0.0985
         187,        3.100000,          0.0985,          0.0985,          0.1050,          0.0985
         188,        3.116667,          0.0985,          0.0984,          0.1041,          0.0985
         189,        3.133333,          0.0985,          0.0986,          0.1028,          0.0985
         190,        3.150000,          0.0985,          0.0986,          0.1038,          0.0985
         191,        3.166667,          0.0985,          0.0986,          0.1044,          0.0985
         192,        3.183333,          0.0985,          0.0985,          0.1038,          0.0985
         193,        3.200000,          0.0985,          0.0985,          0.1055,          0.0985
         194,        3.216667,          0.0985,          0.0985,          0.1052,          0.0985
         195,        3.233333,          0.0985,          0.0984,          0.1024,          0.0985
         196,        3.250000,          0.0985,          0.0984,          0.1035,          0.0985
         197,        3.266667,          0.0985,          0.0984,          0.1047,          0.0985
         198,        3.283333,          0.0985,          0.0984,          0.1042,          0.0985
         199,        3.300000,          0.0985,          0.0986,          0.1038,          0.0986
         200,        3.316667,          0.0985,          0.0984,          0.1044,          0.0985
         201,        3.333333,          0.0985,          0.0985,          0.1025,          0.0985
         202,        3.350000,          0.0985,          0.0983,          0.1055,          0.0985
         203,        3.366667,          0.0985,          0.0986,          0.1032,          0.0985
         204,        3.383333,          0.0985,          0.0984,          0.1030,          0.0985
         205,        3.400000,          0.0985,          0.0983,          0.1052,          0.0985
         206,        3.416667,          0.0985,          0.0985,          0.1040,          0.0985
         207,        3.433333,          0.0985,          0.0987,          0.1027,          0.0985
         208,        3.450000,          0.0985,          0.0986,          0.1036,          0.0985
         209,        3.466667,          0.0985,          0.0984,          0.1024,          0.0985
         210,        3.483333,          0.0985,          0.0985,          0.1046,          0.0985
         211,        3.500000,          0.0985,          0.0986,          0.1047,          0.0985
         212,        3.516667,          0.0985,          0.0984,          0.1053,          0.0985
