"InphaseC4_001 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_001.tcf]","Time (h)","V 2 [InphaseC4_001]","V 3 [InphaseC4_001]","V 4 [InphaseC4_001]","V 5 [InphaseC4_001]","V 6 [InphaseC4_001]","V 7 [InphaseC4_001]","V 8 [InphaseC4_001]","V 9 [InphaseC4_001]","V 10 [InphaseC4_001]","V 11 [InphaseC4_001]","V 12 [InphaseC4_001]","V 13 [InphaseC4_001]","V 14 [InphaseC4_001]","V 15 [InphaseC4_001]","V 16 [InphaseC4_001]","V  1 [InphaseC4_001]"
          29,        0.233333,          0.1775,          0.0000,          0.0307,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.1112
          30,        0.241667,          0.1746,          0.0000,          0.0355,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          1.1117
          31,        0.250000,          0.1698,          0.0000,          0.0383,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0002,          0.0001,          1.1120
          32,        0.258333,          0.1649,          0.0000,          0.0363,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          1.1130
          33,        0.266667,          0.1621,          0.0000,          0.0382,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0002,          1.1091
          34,        0.275000,          0.1593,          0.0000,          0.0405,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.0957
          35,        0.283333,          0.1557,          0.0000,          0.0393,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          1.0470
          36,        0.291667,          0.1524,          0.0000,          0.0416,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.9843
          37,        0.300000,          0.1502,          0.0000,          0.0422,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.8978
          38,        0.308333,          0.1480,          0.0000,          0.0449,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.8295
          39,        0.316667,          0.1450,          0.0000,          0.0459,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0003,          0.7622
          40,        0.325000,          0.1427,          0.0000,          0.0485,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.7073
          41,        0.333333,          0.1411,          0.0000,          0.0517,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0002,          0.0001,          0.6589
          42,        0.341667,          0.1395,          0.0000,          0.0563,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.6192
          43,        0.350000,          0.1375,          0.0000,          0.0600,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5842
          44,        0.358333,          0.1361,          0.0000,          0.0652,          0.0555,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0000,          0.5546
          45,        0.366667,          0.1354,          0.0000,          0.0709,          0.1595,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.5294
          46,        0.375000,          0.1345,          0.0000,          0.0767,          0.2444,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0002,          0.5071
          47,        0.383333,          0.1337,          0.0000,          0.0822,          0.3106,          0.0737,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.4889
          48,        0.391667,          0.1330,          0.0000,          0.0882,          0.3626,          0.2824,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.4731
          49,        0.400000,          0.1326,          0.0000,          0.0937,          0.4066,          0.3949,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0003,          0.0002,          0.4581
          50,        0.408333,          0.1321,          0.0000,          0.0991,          0.4452,          0.4785,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.4462
          51,        0.416667,          0.1319,          0.0000,          0.1042,          0.4795,          0.5453,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.4357
          52,        0.425000,          0.1315,          0.0000,          0.1093,          0.5093,          0.6014,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.4258
          53,        0.433333,          0.1315,          0.0000,          0.1137,          0.5358,          0.6506,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.4180
          54,        0.441667,          0.1313,          0.0000,          0.1180,          0.5594,          0.6928,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0002,          0.0001,          0.4109
          55,        0.450000,          0.1310,          0.0000,          0.1220,          0.5804,          0.7255,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.4045
          56,        0.458333,          0.1308,          0.0000,          0.1258,          0.5993,          0.7559,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0002,          0.3985
          57,        0.466667,          0.1309,          0.0000,          0.1290,          0.6162,          0.7840,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3934
          58,        0.475000,          0.1307,          0.0000,          0.1322,          0.6313,          0.8077,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.3893
          59,        0.483333,          0.1306,          0.0000,          0.1350,          0.6450,          0.8282,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0002,          0.0001,          0.3855
          60,        0.491667,          0.1305,          0.0124,          0.1377,          0.6569,          0.8469,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3821
          61,        0.500000,          0.1305,          0.0062,          0.1399,          0.6674,          0.8639,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.3794
          62,        0.508333,          0.1305,          0.0083,          0.1422,          0.6770,          0.8788,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.3769
          63,        0.516667,          0.1305,          0.0102,          0.1441,          0.6856,          0.8930,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0002,          0.3744
          64,        0.525000,          0.1304,          0.0103,          0.1459,          0.6933,          0.9065,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.3721
          65,        0.533333,          0.1303,          0.0112,          0.1476,          0.7000,          0.8817,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0002,          0.3701
          66,        0.541667,          0.1302,          0.0124,          0.1490,          0.7062,          0.7855,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3684
          67,        0.550000,          0.1302,          0.0124,          0.1503,          0.7118,          0.6630,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0002,          0.3668
          68,        0.558333,          0.1301,          0.0128,          0.1514,          0.7168,          0.5631,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3652
          69,        0.566667,          0.1300,          0.0137,          0.1523,          0.7209,          0.4867,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0000,          0.3639
          70,        0.575000,          0.1300,          0.0134,          0.1533,          0.7248,          0.4290,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.3628
          71,        0.583333,          0.1300,          0.0138,          0.1543,          0.7284,          0.3877,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3620
          72,        0.591667,          0.1299,          0.0137,          0.1549,          0.7314,          0.3565,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.3612
          73,        0.600000,          0.1299,          0.0143,          0.1556,          0.7343,          0.3293,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3605
          74,        0.608333,          0.1297,          0.0143,          0.1563,          0.7367,          0.3079,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0000,          0.3599
          75,        0.616667,          0.1297,          0.0145,          0.1568,          0.7389,          0.2899,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.3592
          76,        0.625000,          0.1297,          0.0147,          0.1572,          0.7409,          0.2727,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.3588
          77,        0.633333,          0.1297,          0.0149,          0.1578,          0.7425,          0.2611,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.3584
          78,        0.641667,          0.1296,          0.0150,          0.1581,          0.7440,          0.2494,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.3580
          79,        0.650000,          0.1296,          0.0150,          0.1585,          0.7455,          0.2388,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0000,          0.3576
          80,        0.658333,          0.1296,          0.0152,          0.1587,          0.7468,          0.2295,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3573
          81,        0.666667,          0.1295,          0.0156,          0.1590,          0.7478,          0.2213,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3571
          82,        0.675000,          0.1295,          0.0154,          0.1594,          0.7490,          0.2127,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0002,          0.3567
          83,        0.683333,          0.1295,          0.0153,          0.1596,          0.7497,          0.2046,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.3565
          84,        0.691667,          0.1294,          0.0151,          0.1596,          0.7505,          0.1997,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.3562
          85,        0.700000,          0.1294,          0.0158,          0.1599,          0.7512,          0.1934,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3558
          86,        0.708333,          0.1295,          0.0158,          0.1601,          0.7519,          0.1881,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0002,          0.3557
          87,        0.716667,          0.1295,          0.0154,          0.1602,          0.7524,          0.1838,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.3555
          88,        0.725000,          0.1294,          0.0155,          0.1603,          0.7531,          0.1804,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3554
          89,        0.733333,          0.1294,          0.0158,          0.1605,          0.7533,          0.1752,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3553
          90,        0.741667,          0.1294,          0.0158,          0.1605,          0.7538,          0.1717,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0000,          0.3552
          91,        0.750000,          0.1294,          0.0157,          0.1606,          0.7542,          0.1681,          0.0000,          0.0156,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.3551
          92,        0.758333,          0.1294,          0.0154,          0.1608,          0.7545,          0.1647,          0.0000,          0.0154,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0003,          0.0001,          0.3551
          93,        0.766667,          0.1294,          0.0157,          0.1608,          0.7547,          0.1610,          0.0000,          0.0183,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3550
          94,        0.775000,          0.1293,          0.0104,          0.1609,          0.7550,          0.1578,          0.0000,          0.0217,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3549
          95,        0.783333,          0.1293,          0.0100,          0.1609,          0.7552,          0.1552,          0.0000,          0.0257,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.3548
          96,        0.791667,          0.1293,          0.0098,          0.1610,          0.7554,          0.1528,          0.0000,          0.0290,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          0.3547
          97,        0.800000,          0.1293,          0.0100,          0.1611,          0.7556,          0.1504,          0.0000,          0.0339,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0003,          0.0001,          0.3547
          98,        0.808333,          0.1292,          0.0100,          0.1610,          0.7558,          0.1485,          0.0000,          0.0363,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3547
          99,        0.816667,          0.1292,          0.0102,          0.1610,          0.7559,          0.1475,          0.0000,          0.0418,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3546
         100,        0.825000,          0.1292,          0.0099,          0.1612,          0.7561,          0.1464,          0.0000,          0.0459,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0002,          0.3546
         101,        0.833333,          0.1292,          0.0101,          0.1612,          0.7562,          0.1453,          0.0000,          0.0501,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3546
         102,        0.841667,          0.1292,          0.0102,          0.1612,          0.7562,          0.1444,          0.0000,          0.0559,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3545
         103,        0.850000,          0.1292,          0.0101,          0.1612,          0.7564,          0.1440,          0.0000,          0.0597,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0002,          0.3545
         104,        0.858333,          0.1292,          0.0102,          0.1613,          0.7564,          0.1432,          0.0000,          0.0640,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3545
         105,        0.866667,          0.1292,          0.0102,          0.1612,          0.7565,          0.1426,          0.0000,          0.0682,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0002,          0.3545
         106,        0.875000,          0.1292,          0.0101,          0.1613,          0.7565,          0.1420,          0.0000,          0.0726,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.3545
         107,        0.883333,          0.1292,          0.0103,          0.1613,          0.7566,          0.1415,          0.0000,          0.0764,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.3544
         108,        0.891667,          0.1292,          0.0099,          0.1614,          0.7566,          0.1410,          0.0000,          0.0800,          0.0000,          0.0000,          0.0127,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3545
         109,        0.900000,          0.1292,          0.0104,          0.1613,          0.7567,          0.1406,          0.0000,          0.0833,          0.0000,          0.0000,          0.0110,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3544
         110,        0.908333,          0.1292,          0.0100,          0.1613,          0.7567,          0.1404,          0.0000,          0.0866,          0.0000,          0.0000,          0.0068,          0.0000,          0.0000,          0.0001,          0.0002,          0.0002,          0.3544
         111,        0.916667,          0.1292,          0.0103,          0.1613,          0.7568,          0.1401,          0.0000,          0.0895,          0.0000,          0.0000,          0.0176,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3544
         112,        0.925000,          0.1291,          0.0103,          0.1614,          0.7568,          0.1398,          0.0000,          0.0924,          0.0000,          0.0000,          0.0151,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3545
         113,        0.933333,          0.1292,          0.0104,          0.1614,          0.7568,          0.1393,          0.0000,          0.0944,          0.0000,          0.0000,          0.0144,          0.0000,          0.0000,          0.0002,          0.0001,          0.0000,          0.3544
         114,        0.941667,          0.1291,          0.0101,          0.1613,          0.7568,          0.1391,          0.0000,          0.0971,          0.0000,          0.0000,          0.0208,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.3545
         115,        0.950000,          0.1292,          0.0104,          0.1615,          0.7569,          0.1389,          0.0000,          0.0992,          0.0000,          0.0000,          0.0207,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.3544
         116,        0.958333,          0.1291,          0.0103,          0.1613,          0.7569,          0.1387,          0.0000,          0.1010,          0.0000,          0.0000,          0.0180,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3544
         117,        0.966667,          0.1292,          0.0100,          0.1614,          0.7569,          0.1385,          0.0000,          0.1027,          0.0000,          0.0000,          0.0219,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.3544
         118,        0.975000,          0.1290,          0.0102,          0.1614,          0.7569,          0.1384,          0.0000,          0.1045,          0.0000,          0.0000,          0.0251,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.3544
         119,        0.983333,          0.1291,          0.0105,          0.1614,          0.7570,          0.1381,          0.0000,          0.1059,          0.0000,          0.0000,          0.0213,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.3544
         120,        0.991667,          0.1291,          0.0102,          0.1613,          0.7570,          0.1380,          0.0000,          0.1069,          0.0000,          0.0000,          0.0244,          0.0000,          0.0000,          0.0001,          0.0002,          0.0003,          0.3544
         121,        1.000000,          0.1292,          0.0103,          0.1614,          0.7569,          0.1378,          0.0000,          0.1081,          0.0000,          0.0000,          0.0261,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3544
         122,        1.008333,          0.1292,          0.0103,          0.1614,          0.7570,          0.1377,          0.0000,          0.1092,          0.0000,          0.0000,          0.0245,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3544
         123,        1.016667,          0.1291,          0.0105,          0.1614,          0.7570,          0.1375,          0.0000,          0.1099,          0.0000,          0.0000,          0.0240,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.3545
         124,        1.025000,          0.1290,          0.0103,          0.1614,          0.7570,          0.1373,          0.0000,          0.1109,          0.0000,          0.0000,          0.0257,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.3544
         125,        1.033333,          0.1291,          0.0103,          0.1614,          0.7570,          0.1372,          0.0000,          0.1115,          0.0000,          0.0000,          0.0243,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          0.3544
         126,        1.041667,          0.1291,          0.0105,          0.1614,          0.7570,          0.1371,          0.0000,          0.1123,          0.0000,          0.0000,          0.0235,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.3544
         127,        1.050000,          0.1291,          0.0100,          0.1613,          0.7570,          0.1370,          0.0000,          0.1128,          0.0000,          0.0000,          0.0258,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.3544
