"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\003\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          0.1126,          0.2733,          0.0008,          0.5192,          0.3056,          0.6852
          68,        1.116667,          0.1127,          0.2733,          0.0008,          0.5192,          0.3056,          0.6852
          69,        1.133333,          0.1127,          0.2732,          0.0006,          0.5192,          0.3056,          0.6853
          70,        1.150000,          0.1128,          0.2732,          0.0007,          0.5192,          0.3055,          0.6852
          71,        1.166667,          0.1127,          0.2733,          0.0007,          0.5192,          0.3055,          0.6852
          72,        1.183333,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6852
          73,        1.200000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
          74,        1.216667,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6853
          75,        1.233333,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6853
          76,        1.250000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
          77,        1.266667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
          78,        1.283333,          0.1128,          0.2733,          0.0007,          0.5192,          0.3056,          0.6853
          79,        1.300000,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6853
          80,        1.316667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
          81,        1.333333,          0.1127,          0.2733,          0.0007,          0.5192,          0.3055,          0.6853
          82,        1.350000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
          83,        1.366667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
          84,        1.383333,          0.1129,          0.2732,          0.0006,          0.5192,          0.3056,          0.6853
          85,        1.400000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
          86,        1.416667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
          87,        1.433333,          0.1128,          0.2733,          0.0006,          0.5192,          0.3055,          0.6852
          88,        1.450000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
          89,        1.466667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
          90,        1.483333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
          91,        1.500000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
          92,        1.516667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
          93,        1.533333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
          94,        1.550000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
          95,        1.566667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
          96,        1.583333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
          97,        1.600000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
          98,        1.616667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
          99,        1.633333,          0.1127,          0.2732,          0.0005,          0.5192,          0.3056,          0.6852
         100,        1.650000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         101,        1.666667,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6852
         102,        1.683333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         103,        1.700000,          0.1126,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         104,        1.716667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         105,        1.733333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         106,        1.750000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         107,        1.766667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         108,        1.783333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         109,        1.800000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         110,        1.816667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         111,        1.833333,          0.1127,          0.2733,          0.0003,          0.5192,          0.3056,          0.6853
         112,        1.850000,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         113,        1.866667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         114,        1.883333,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         115,        1.900000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         116,        1.916667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         117,        1.933333,          0.1126,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         118,        1.950000,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         119,        1.966667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         120,        1.983333,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         121,        2.000000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         122,        2.016667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         123,        2.033333,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         124,        2.050000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         125,        2.066667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         126,        2.083333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         127,        2.100000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         128,        2.116667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         129,        2.133333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         130,        2.150000,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         131,        2.166667,          0.1127,          0.2733,          0.0003,          0.5192,          0.3056,          0.6853
         132,        2.183333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         133,        2.200000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         134,        2.216667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         135,        2.233333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         136,        2.250000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         137,        2.266667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         138,        2.283333,          0.1126,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         139,        2.300000,          0.1127,          0.2732,          0.0005,          0.5192,          0.3056,          0.6853
         140,        2.316667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         141,        2.333333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6853
         142,        2.350000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         143,        2.366667,          0.1127,          0.2732,          0.0005,          0.5192,          0.3055,          0.6853
         144,        2.383333,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         145,        2.400000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         146,        2.416667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         147,        2.433333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         148,        2.450000,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6853
         149,        2.466667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
         150,        2.483333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         151,        2.500000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         152,        2.516667,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         153,        2.533333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         154,        2.550000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         155,        2.566667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         156,        2.583333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         157,        2.600000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         158,        2.616667,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6853
         159,        2.633333,          0.1127,          0.2732,          0.0005,          0.5192,          0.3056,          0.6852
         160,        2.650000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         161,        2.666667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         162,        2.683333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         163,        2.700000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         164,        2.716667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         165,        2.733333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         166,        2.750000,          0.1128,          0.2733,          0.0003,          0.5192,          0.3056,          0.6853
         167,        2.766667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         168,        2.783333,          0.1127,          0.2733,          0.0003,          0.5192,          0.3056,          0.6853
         169,        2.800000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         170,        2.816667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         171,        2.833333,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         172,        2.850000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         173,        2.866667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         174,        2.883333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         175,        2.900000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         176,        2.916667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         177,        2.933333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         178,        2.950000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         179,        2.966667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         180,        2.983333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         181,        3.000000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6853
         182,        3.016667,          0.1128,          0.2733,          0.0003,          0.5192,          0.3055,          0.6852
         183,        3.033333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         184,        3.050000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
         185,        3.066667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         186,        3.083333,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         187,        3.100000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         188,        3.116667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         189,        3.133333,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         190,        3.150000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         191,        3.166667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         192,        3.183333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         193,        3.200000,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         194,        3.216667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         195,        3.233333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         196,        3.250000,          0.1128,          0.2733,          0.0003,          0.5192,          0.3056,          0.6852
         197,        3.266667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         198,        3.283333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         199,        3.300000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         200,        3.316667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         201,        3.333333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         202,        3.350000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         203,        3.366667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         204,        3.383333,          0.1128,          0.2732,          0.0005,          0.5192,          0.3055,          0.6852
         205,        3.400000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         206,        3.416667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         207,        3.433333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         208,        3.450000,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         209,        3.466667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         210,        3.483333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         211,        3.500000,          0.1126,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         212,        3.516667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         213,        3.533333,          0.1127,          0.2733,          0.0003,          0.5192,          0.3056,          0.6852
         214,        3.550000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         215,        3.566667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3055,          0.6853
         216,        3.583333,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         217,        3.600000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         218,        3.616667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         219,        3.633333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         220,        3.650000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         221,        3.666667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         222,        3.683333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         223,        3.700000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         224,        3.716667,          0.1128,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         225,        3.733333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         226,        3.750000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         227,        3.766667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         228,        3.783333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         229,        3.800000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         230,        3.816667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         231,        3.833333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         232,        3.850000,          0.1127,          0.2732,          0.0004,          0.5192,          0.3057,          0.6852
         233,        3.866667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         234,        3.883333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         235,        3.900000,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         236,        3.916667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         237,        3.933333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         238,        3.950000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
         239,        3.966667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         240,        3.983333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         241,        4.000000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         242,        4.016667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3057,          0.6853
         243,        4.033333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         244,        4.050000,          0.1128,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
         245,        4.066667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         246,        4.083333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6853
         247,        4.100000,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         248,        4.116667,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         249,        4.133333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         250,        4.150000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         251,        4.166667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         252,        4.183333,          0.1126,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         253,        4.200000,          0.1126,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         254,        4.216667,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         255,        4.233333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         256,        4.250000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         257,        4.266667,          0.1126,          0.2733,          0.0003,          0.5192,          0.3055,          0.6852
         258,        4.283333,          0.1127,          0.2733,          0.0002,          0.5192,          0.3056,          0.6853
         259,        4.300000,          0.1127,          0.2733,          0.0007,          0.5192,          0.3056,          0.6852
         260,        4.316667,          0.1127,          0.2733,          0.0003,          0.5192,          0.3056,          0.6852
         261,        4.333333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6853
         262,        4.350000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         263,        4.366667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         264,        4.383333,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         265,        4.400000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         266,        4.416667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         267,        4.433333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         268,        4.450000,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         269,        4.466667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6853
         270,        4.483333,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         271,        4.500000,          0.1126,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         272,        4.516667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         273,        4.533333,          0.1127,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
         274,        4.550000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         275,        4.566667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3055,          0.6853
         276,        4.583333,          0.1126,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         277,        4.600000,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         278,        4.616667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         279,        4.633333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6853
         280,        4.650000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         281,        4.666667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         282,        4.683333,          0.1126,          0.2733,          0.0006,          0.5192,          0.3056,          0.6853
         283,        4.700000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         284,        4.716667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         285,        4.733333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         286,        4.750000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         287,        4.766667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         288,        4.783333,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         289,        4.800000,          0.1128,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         290,        4.816667,          0.1127,          0.2732,          0.0005,          0.5192,          0.3056,          0.6852
         291,        4.833333,          0.1127,          0.2733,          0.0006,          0.5192,          0.3056,          0.6852
         292,        4.850000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         293,        4.866667,          0.1127,          0.2733,          0.0006,          0.5192,          0.3055,          0.6852
         294,        4.883333,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
         295,        4.900000,          0.1127,          0.2733,          0.0004,          0.5192,          0.3055,          0.6852
         296,        4.916667,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         297,        4.933333,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         298,        4.950000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         299,        4.966667,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         300,        4.983333,          0.1127,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         301,        5.000000,          0.1126,          0.2733,          0.0005,          0.5192,          0.3056,          0.6852
         302,        5.016667,          0.1128,          0.2733,          0.0005,          0.5192,          0.3055,          0.6852
         303,        5.033333,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6852
         304,        5.050000,          0.1127,          0.2733,          0.0005,          0.5192,          0.3056,          0.6853
         305,        5.066667,          0.1128,          0.2733,          0.0004,          0.5192,          0.3056,          0.6853
