"VanillaC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_014.tcf]","Time (h)","Q 2 [VanillaC4_014]","Q 3 [VanillaC4_014]","Q 4 [VanillaC4_014]","Q 5 [VanillaC4_014]","Q 6 [VanillaC4_014]","Q 7 [VanillaC4_014]","Q 1 [VanillaC4_014]","Q  8 [VanillaC4_014]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -24.2420,         -0.0002
           3,        0.016667,        -16.8439,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -27.5907,          0.0005
           4,        0.025000,        -23.9688,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,        -28.5927,          0.0013
           5,        0.033333,        -26.4814,        -17.0100,          0.0000,          0.0000,          0.0000,          0.0002,        -29.1132,          0.0004
           6,        0.041667,        -27.7655,        -22.4446,         -2.5283,          0.0000,         -0.0000,         -0.0002,        -29.4169,         -0.0005
           7,        0.050000,        -28.5045,        -25.1454,        -16.0698,          0.0000,          0.0001,          0.0004,        -29.6048,         -0.0009
           8,        0.058333,        -28.9707,        -26.7126,        -21.1682,         -9.0780,          0.0002,          0.0008,        -29.7265,         -0.0004
           9,        0.066667,        -29.2760,        -27.6979,        -24.0196,        -17.2715,          0.0002,         -0.0000,        -29.7999,          0.0006
          10,        0.075000,        -29.4776,        -28.3604,        -25.7952,        -21.4270,         -0.0002,         -0.0004,        -29.8584,          0.0004
          11,        0.083333,        -29.6176,        -28.8126,        -26.9755,        -23.9570,         -8.4632,         -0.0000,        -29.8964,          0.0005
          12,        0.091667,        -29.7178,        -29.1292,        -27.7848,        -25.6244,        -15.6890,         -0.0005,        -29.9237,          0.0003
          13,        0.100000,        -29.7907,        -29.3526,        -28.3638,        -26.7795,        -19.9267,        -11.5629,        -29.9444,          0.0006
          14,        0.108333,        -29.8427,        -29.5139,        -28.7794,        -27.5957,        -22.6826,        -16.4776,        -29.9584,        -11.6984
          15,        0.116667,        -29.8825,        -29.6327,        -29.0812,        -28.1945,        -24.5587,        -19.9391,        -29.9682,        -17.8754
          16,        0.125000,        -29.9113,        -29.7215,        -29.3031,        -28.6333,        -25.9067,        -22.4332,        -29.9767,        -23.1382
          17,        0.133333,        -29.9336,        -29.7895,        -29.4662,        -28.9585,        -26.8788,        -24.6448,        -29.9824,        -24.5682
          18,        0.141667,        -29.9500,        -29.8396,        -29.5910,        -29.2006,        -27.6167,        -26.2757,        -29.9866,        -25.5387
          19,        0.150000,        -29.9615,        -29.8777,        -29.6858,        -29.3823,        -28.1729,        -27.1263,        -29.9892,        -26.3522
          20,        0.158333,        -29.9705,        -29.9064,        -29.7579,        -29.5204,        -28.6223,        -27.7645,        -29.9930,        -27.0809
          21,        0.166667,        -29.9776,        -29.9284,        -29.8130,        -29.6282,        -28.9668,        -28.2580,        -29.9943,        -27.6922
          22,        0.175000,        -29.9828,        -29.9446,        -29.8563,        -29.7119,        -29.2052,        -28.6431,        -29.9960,        -28.1868
          23,        0.183333,        -29.9867,        -29.9577,        -29.8890,        -29.7766,        -29.3831,        -28.9421,        -29.9965,        -28.5801
          24,        0.191667,        -29.9900,        -29.9672,        -29.9134,        -29.8266,        -29.5215,        -29.1661,        -29.9970,        -28.8844
          25,        0.200000,        -29.9928,        -29.9746,        -29.9331,        -29.8666,        -29.6283,        -29.3479,        -29.9972,        -29.1230
          26,        0.208333,        -29.9940,        -29.9807,        -29.9481,        -29.8973,        -29.7116,        -29.4906,        -29.9984,        -29.3118
          27,        0.216667,        -29.9953,        -29.9847,        -29.9600,        -29.9206,        -29.7755,        -29.6022,        -29.9987,        -29.4613
          28,        0.225000,        -29.9961,        -29.9880,        -29.9690,        -29.9384,        -29.8254,        -29.6895,        -29.9993,        -29.5783
          29,        0.233333,        -29.9970,        -29.9910,        -29.9759,        -29.9522,        -29.8639,        -29.7581,        -29.9988,        -29.6717
          30,        0.241667,        -29.9979,        -29.9931,        -29.9813,        -29.9629,        -29.8940,        -29.8114,        -29.9996,        -29.7433
          31,        0.250000,        -29.9984,        -29.9945,        -29.9852,        -29.9714,        -29.9176,        -29.8529,        -30.0000,        -29.7995
          32,        0.258333,        -29.9989,        -29.9956,        -29.9886,        -29.9778,        -29.9360,        -29.8852,        -29.9994,        -29.8439
          33,        0.266667,        -29.9990,        -29.9965,        -29.9911,        -29.9828,        -29.9502,        -29.9108,        -29.9992,        -29.8793
          34,        0.275000,        -29.9991,        -29.9976,        -29.9933,        -29.9865,        -29.9613,        -29.9303,        -30.0001,        -29.9048
          35,        0.283333,        -29.9995,        -29.9980,        -29.9950,        -29.9898,        -29.9695,        -29.9459,        -30.0003,        -29.9277
          36,        0.291667,        -29.9995,        -29.9983,        -29.9958,        -29.9919,        -29.9765,        -29.9579,        -30.0002,        -29.9423
          37,        0.300000,        -29.9996,        -29.9993,        -29.9966,        -29.9936,        -29.9818,        -29.9672,        -29.9999,        -29.9556
          38,        0.308333,        -29.9995,        -29.9993,        -29.9975,        -29.9953,        -29.9857,        -29.9745,        -30.0000,        -29.9648
          39,        0.316667,        -29.9997,        -29.9994,        -29.9980,        -29.9960,        -29.9889,        -29.9800,        -29.9996,        -29.9739
          40,        0.325000,        -30.0001,        -29.9996,        -29.9985,        -29.9968,        -29.9916,        -29.9844,        -30.0002,        -29.9800
          41,        0.333333,        -29.9996,        -29.9995,        -29.9988,        -29.9975,        -29.9933,        -29.9881,        -29.9998,        -29.9845
          42,        0.341667,        -29.9999,        -29.9995,        -29.9989,        -29.9984,        -29.9947,        -29.9907,        -29.9997,        -29.9871
          43,        0.350000,        -29.9999,        -29.9997,        -29.9994,        -29.9986,        -29.9958,        -29.9926,        -30.0000,        -29.9902
          44,        0.358333,        -29.9998,        -29.9999,        -29.9993,        -29.9991,        -29.9966,        -29.9943,        -29.9993,        -29.9926
          45,        0.366667,        -29.9999,        -30.0000,        -29.9998,        -29.9994,        -29.9974,        -29.9955,        -29.9996,        -29.9943
          46,        0.375000,        -30.0000,        -30.0000,        -29.9998,        -29.9993,        -29.9982,        -29.9965,        -29.9999,        -29.9955
          47,        0.383333,        -29.9998,        -29.9998,        -29.9995,        -29.9995,        -29.9984,        -29.9972,        -30.0002,        -29.9964
