"VanillaC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_014.tcf]","Time (h)","Q 2 [VanillaC4_014]","Q 3 [VanillaC4_014]","Q 4 [VanillaC4_014]","Q 5 [VanillaC4_014]","Q 6 [VanillaC4_014]","Q 7 [VanillaC4_014]","Q 1 [VanillaC4_014]","Q  8 [VanillaC4_014]"
          48,        0.391667,        -29.9999,        -29.9997,        -29.9998,        -29.9996,        -29.9990,        -29.9981,        -29.9991,        -29.9970
          49,        0.400000,        -29.9998,        -30.0001,        -30.0000,        -29.9998,        -29.9992,        -29.9982,        -30.0001,        -29.9967
          50,        0.408333,        -29.9999,        -30.0000,        -29.9994,        -30.0000,        -29.9993,        -29.9986,        -29.9997,        -29.9982
          51,        0.416667,        -29.9998,        -30.0004,        -29.9999,        -29.9997,        -29.9996,        -29.9989,        -29.9992,        -29.9989
          52,        0.425000,        -30.0000,        -30.0002,        -30.0000,        -30.0002,        -29.9996,        -29.9995,        -29.9999,        -29.9999
          53,        0.433333,        -30.0000,        -30.0000,        -30.0001,        -30.0000,        -29.9998,        -29.9994,        -30.0001,        -29.9997
          54,        0.441667,        -30.0001,        -30.0001,        -29.9999,        -30.0001,        -29.9998,        -29.9995,        -30.0000,        -29.9975
          55,        0.450000,        -30.0000,        -30.0000,        -29.9998,        -29.9999,        -29.9995,        -29.9998,        -30.0003,        -29.9996
          56,        0.458333,        -30.0001,        -29.9997,        -29.9999,        -29.9998,        -29.9999,        -29.9997,        -29.9995,        -30.0005
          57,        0.466667,        -29.9998,        -30.0000,        -30.0000,        -30.0000,        -30.0000,        -29.9994,        -29.9994,        -29.9992
          58,        0.475000,        -30.0000,        -29.9999,        -30.0000,        -30.0001,        -30.0003,        -29.9997,        -29.9992,        -29.9996
          59,        0.483333,        -30.0000,        -30.0001,        -30.0004,        -29.9999,        -29.9996,        -29.9999,        -29.9992,        -29.9999
          60,        0.491667,        -29.9999,        -30.0001,        -29.9997,        -29.9996,        -29.9999,        -29.9996,        -29.9999,        -30.0001
          61,        0.500000,        -29.9998,        -30.0002,        -30.0000,        -30.0000,        -29.9999,        -29.9998,        -30.0007,        -30.0004
          62,        0.508333,        -30.0004,        -30.0002,        -30.0000,        -29.9997,        -29.9998,        -30.0000,        -29.9995,        -30.0000
          63,        0.516667,        -29.9999,        -30.0002,        -29.9996,        -30.0000,        -29.9997,        -29.9996,        -29.9996,        -30.0001
          64,        0.525000,        -30.0002,        -30.0001,        -29.9998,        -30.0001,        -30.0000,        -29.9999,        -29.9999,        -30.0003
          65,        0.533333,        -30.0001,        -30.0002,        -30.0000,        -30.0001,        -29.9999,        -29.9999,        -29.9995,        -29.9995
          66,        0.541667,        -29.9999,        -30.0001,        -30.0003,        -30.0000,        -30.0003,        -30.0000,        -29.9999,        -29.9998
          67,        0.550000,        -30.0000,        -30.0000,        -30.0000,        -29.9999,        -29.9999,        -30.0001,        -30.0001,        -30.0001
          68,        0.558333,        -30.0000,        -29.9999,        -30.0002,        -29.9999,        -30.0003,        -29.9999,        -30.0001,        -30.0012
          69,        0.566667,        -29.9997,        -29.9995,        -30.0001,        -30.0002,        -29.9998,        -29.9999,        -29.9991,        -30.0001
          70,        0.575000,        -30.0000,        -30.0002,        -29.9997,        -29.9998,        -30.0000,        -30.0001,        -29.9994,        -30.0014
          71,        0.583333,        -29.9995,        -30.0000,        -29.9999,        -29.9999,        -30.0000,        -30.0000,        -30.0004,        -29.9997
          72,        0.591667,        -30.0000,        -29.9998,        -29.9998,        -29.9996,        -29.9998,        -30.0002,        -29.9992,        -30.0007
          73,        0.600000,        -30.0001,        -30.0002,        -30.0000,        -29.9999,        -29.9998,        -30.0000,        -30.0006,        -30.0003
          74,        0.608333,        -29.9997,        -30.0001,        -30.0001,        -30.0000,        -30.0000,        -30.0001,        -30.0007,        -30.0001
          75,        0.616667,        -30.0000,        -30.0000,        -30.0002,        -30.0002,        -30.0001,        -30.0001,        -30.0002,        -30.0013
          76,        0.625000,        -30.0003,        -30.0000,        -30.0000,        -29.9999,        -29.9998,        -30.0001,        -30.0003,        -29.9995
          77,        0.633333,        -29.9999,        -30.0000,        -30.0002,        -30.0002,        -29.9999,        -30.0000,        -30.0003,        -30.0003
          78,        0.641667,        -30.0000,        -30.0001,        -30.0000,        -29.9997,        -30.0001,        -29.9998,        -29.9999,        -29.9995
          79,        0.650000,        -29.9995,        -30.0000,        -29.9996,        -29.9999,        -30.0000,        -29.9998,        -30.0004,        -29.9993
          80,        0.658333,        -29.9998,        -30.0002,        -30.0001,        -29.9999,        -30.0004,        -29.9998,        -29.9999,        -30.0018
          81,        0.666667,        -29.9998,        -30.0000,        -30.0001,        -30.0002,        -30.0000,        -29.9998,        -29.9989,        -29.9996
          82,        0.675000,        -30.0003,        -30.0000,        -30.0001,        -30.0002,        -29.9999,        -29.9999,        -30.0000,        -30.0018
          83,        0.683333,        -30.0000,        -29.9999,        -29.9999,        -30.0001,        -30.0002,        -29.9998,        -29.9997,        -30.0012
          84,        0.691667,        -29.9998,        -30.0001,        -30.0002,        -30.0003,        -29.9999,        -29.9998,        -29.9999,        -29.9995
          85,        0.700000,        -30.0002,        -30.0001,        -29.9999,        -30.0001,        -30.0001,        -30.0003,        -29.9991,        -30.0007
          86,        0.708333,        -29.9999,        -29.9999,        -29.9999,        -30.0003,        -30.0001,        -30.0000,        -30.0006,        -30.0012
          87,        0.716667,        -30.0000,        -30.0001,        -29.9999,        -29.9999,        -30.0001,        -30.0002,        -29.9994,        -30.0004
          88,        0.725000,        -30.0000,        -30.0003,        -30.0002,        -29.9998,        -29.9999,        -29.9997,        -29.9998,        -30.0004
          89,        0.733333,        -29.9999,        -30.0000,        -29.9999,        -29.9999,        -30.0001,        -30.0000,        -30.0002,        -29.9984
          90,        0.741667,        -29.9998,        -29.9998,        -30.0000,        -30.0002,        -30.0001,        -30.0001,        -30.0001,        -30.0007
          91,        0.750000,        -29.9998,        -30.0002,        -30.0002,        -29.9997,        -29.9999,        -30.0000,        -29.9991,        -29.9998
          92,        0.758333,        -30.0001,        -30.0003,        -29.9997,        -30.0000,        -30.0000,        -30.0000,        -30.0007,        -30.0005
          93,        0.766667,        -30.0001,        -30.0000,        -30.0001,        -29.9997,        -30.0000,        -29.9996,        -30.0007,        -30.0003
          94,        0.775000,        -30.0003,        -30.0001,        -29.9999,        -30.0001,        -30.0002,        -30.0000,        -30.0000,        -30.0003
          95,        0.783333,        -30.0000,        -30.0000,        -30.0001,        -29.9999,        -30.0000,        -29.9998,        -30.0000,        -30.0002
          96,        0.791667,        -29.9999,        -30.0000,        -29.9998,        -30.0000,        -30.0002,        -30.0003,        -29.9998,        -29.9995
          97,        0.800000,        -30.0001,        -30.0002,        -29.9996,        -30.0002,        -30.0001,        -29.9999,        -29.9997,        -29.9999
          98,        0.808333,        -29.9998,        -29.9996,        -29.9999,        -29.9997,        -29.9999,        -29.9999,        -29.9991,        -29.9998
          99,        0.816667,        -29.9997,        -30.0003,        -29.9994,        -30.0002,        -29.9999,        -30.0000,        -30.0006,        -30.0006
         100,        0.825000,        -30.0002,        -30.0000,        -30.0000,        -29.9996,        -30.0001,        -29.9998,        -29.9987,        -30.0003
         101,        0.833333,        -30.0001,        -29.9999,        -30.0000,        -30.0004,        -30.0000,        -29.9999,        -30.0003,        -30.0000
         102,        0.841667,        -30.0002,        -29.9999,        -29.9995,        -29.9999,        -30.0000,        -29.9999,        -29.9991,        -29.9991
         103,        0.850000,        -29.9998,        -30.0002,        -30.0002,        -30.0000,        -30.0000,        -30.0002,        -29.9998,        -29.9983
         104,        0.858333,        -29.9999,        -29.9999,        -30.0001,        -30.0002,        -30.0002,        -29.9999,        -29.9994,        -29.9993
         105,        0.866667,        -30.0001,        -30.0003,        -29.9998,        -30.0000,        -29.9996,        -30.0000,        -29.9997,        -30.0013
         106,        0.875000,        -29.9999,        -30.0002,        -30.0000,        -30.0001,        -30.0000,        -29.9999,        -30.0012,        -29.9982
         107,        0.883333,        -29.9999,        -29.9998,        -29.9999,        -29.9998,        -29.9999,        -30.0000,        -30.0003,        -30.0020
         108,        0.891667,        -30.0000,        -30.0000,        -29.9997,        -29.9997,        -30.0000,        -30.0002,        -29.9989,        -30.0011
         109,        0.900000,        -29.9999,        -30.0000,        -29.9999,        -30.0000,        -30.0000,        -30.0002,        -29.9997,        -30.0009
         110,        0.908333,        -29.9997,        -29.9996,        -30.0000,        -30.0001,        -30.0000,        -30.0001,        -30.0000,        -30.0010
         111,        0.916667,        -29.9997,        -30.0000,        -29.9998,        -29.9999,        -30.0001,        -30.0001,        -30.0000,        -30.0004
         112,        0.925000,        -30.0000,        -29.9999,        -30.0002,        -29.9998,        -29.9999,        -29.9997,        -30.0006,        -30.0015
         113,        0.933333,        -29.9992,        -29.9998,        -29.9998,        -29.9999,        -30.0001,        -30.0001,        -29.9998,        -30.0070
         114,        0.941667,        -29.9998,        -30.0001,        -29.9998,        -29.9999,        -30.0001,        -30.0000,        -29.9996,        -30.0378
         115,        0.950000,        -29.9993,        -29.9996,        -30.0002,        -30.0002,        -30.0004,        -30.0001,        -30.0014,        -29.9785
         116,        0.958333,        -30.0001,        -30.0000,        -29.9999,        -30.0000,        -30.0002,        -30.0038,        -29.9994,        -29.9984
         117,        0.966667,        -30.0003,        -29.9998,        -30.0001,        -30.0000,        -30.0004,        -29.9996,        -30.0006,        -30.0487
         118,        0.975000,        -30.0004,        -29.9998,        -30.0002,        -29.9999,        -30.0001,        -29.9995,        -29.9997,        -29.9939
         119,        0.983333,        -30.0003,        -29.9995,        -29.9999,        -29.9998,        -30.0001,        -30.0022,        -29.9995,        -29.9613
         120,        0.991667,        -29.9999,        -30.0002,        -30.0000,        -29.9999,        -30.0002,        -30.0032,        -30.0006,        -29.9749
         121,        1.000000,        -29.9999,        -29.9998,        -30.0001,        -30.0000,        -30.0000,        -30.0008,        -30.0004,        -29.9937
         122,        1.008333,        -30.0002,        -29.9998,        -29.9998,        -29.9997,        -30.0004,        -30.0022,        -30.0001,        -29.9867
         123,        1.016667,        -30.0000,        -30.0003,        -30.0000,        -29.9998,        -30.0005,        -29.9970,        -30.0006,        -29.9929
         124,        1.025000,        -30.0000,        -29.9999,        -29.9999,        -30.0002,        -30.0000,        -29.9975,        -29.9998,        -29.9934
         125,        1.033333,        -29.9996,        -30.0000,        -30.0000,        -30.0001,        -30.0001,        -29.9980,        -30.0006,        -29.9974
         126,        1.041667,        -30.0002,        -30.0004,        -30.0000,        -30.0000,        -29.9999,        -29.9987,        -30.0000,        -29.9984
         127,        1.050000,        -29.9998,        -29.9999,        -29.9999,        -30.0002,        -30.0001,        -29.9989,        -29.9995,        -29.9985
         128,        1.058333,        -29.9998,        -30.0001,        -30.0000,        -30.0001,        -29.9997,        -29.9992,        -30.0000,        -29.9998
         129,        1.066667,        -30.0002,        -29.9999,        -30.0001,        -29.9998,        -29.9998,        -29.9996,        -30.0003,        -29.9997
         130,        1.075000,        -30.0001,        -29.9998,        -29.9998,        -29.9999,        -29.9998,        -30.0000,        -29.9997,        -29.9998
         131,        1.083333,        -30.0001,        -29.9998,        -30.0000,        -29.9998,        -29.9998,        -29.9997,        -30.0004,        -29.9990
         132,        1.091667,        -29.9998,        -29.9998,        -30.0001,        -29.9996,        -30.0002,        -29.9999,        -29.9995,        -30.0009
         133,        1.100000,        -29.9997,        -30.0003,        -29.9999,        -30.0000,        -30.0000,        -30.0000,        -30.0000,        -29.9998
         134,        1.108333,        -30.0000,        -29.9999,        -30.0003,        -29.9998,        -29.9999,        -29.9999,        -30.0001,        -30.0004
         135,        1.116667,        -29.9999,        -30.0001,        -29.9998,        -30.0000,        -30.0000,        -30.0000,        -29.9998,        -30.0010
         136,        1.125000,        -29.9999,        -30.0001,        -30.0003,        -30.0000,        -30.0000,        -30.0002,        -29.9999,        -30.0003
         137,        1.133333,        -29.9999,        -30.0003,        -30.0000,        -30.0000,        -29.9996,        -29.9999,        -29.9995,        -30.0002
         138,        1.141667,        -29.9999,        -29.9999,        -29.9999,        -30.0003,        -29.9998,        -29.9999,        -29.9996,        -29.9998
         139,        1.150000,        -29.9999,        -29.9999,        -30.0001,        -29.9998,        -30.0001,        -29.9996,        -29.9998,        -30.0010
         140,        1.158333,        -30.0002,        -30.0000,        -29.9998,        -29.9999,        -29.9999,        -30.0003,        -29.9991,        -30.0007
         141,        1.166667,        -30.0001,        -29.9998,        -29.9998,        -29.9999,        -30.0003,        -30.0000,        -29.9997,        -29.9993
         142,        1.175000,        -29.9999,        -29.9998,        -30.0000,        -30.0000,        -30.0000,        -30.0001,        -30.0003,        -29.9997
         143,        1.183333,        -29.9999,        -30.0000,        -30.0000,        -29.9999,        -30.0000,        -30.0000,        -29.9996,        -30.0003
         144,        1.191667,        -30.0000,        -30.0000,        -29.9999,        -29.9999,        -30.0002,        -30.0000,        -30.0004,        -30.0000
         145,        1.200000,        -30.0002,        -30.0003,        -30.0001,        -29.9999,        -29.9999,        -30.0003,        -29.9996,        -30.0005
         146,        1.208333,        -29.9995,        -29.9999,        -29.9996,        -30.0000,        -30.0000,        -30.0000,        -29.9998,        -29.9998
         147,        1.216667,        -30.0001,        -29.9999,        -30.0003,        -29.9999,        -30.0000,        -30.0000,        -30.0002,        -30.0012
         148,        1.225000,        -30.0003,        -30.0000,        -30.0000,        -30.0001,        -30.0001,        -30.0001,        -29.9995,        -30.0014
         149,        1.233333,        -29.9999,        -30.0003,        -29.9999,        -30.0004,        -30.0000,        -29.9999,        -29.9997,        -29.9994
         150,        1.241667,        -29.9998,        -30.0001,        -30.0000,        -30.0002,        -30.0000,        -29.9997,        -30.0001,        -29.9998
         151,        1.250000,        -29.9998,        -30.0000,        -30.0000,        -30.0000,        -29.9996,        -30.0001,        -30.0002,        -30.0001
         152,        1.258333,        -30.0000,        -30.0000,        -30.0002,        -30.0000,        -30.0001,        -29.9999,        -29.9997,        -30.0004
         153,        1.266667,        -29.9996,        -30.0001,        -29.9999,        -30.0000,        -29.9998,        -29.9999,        -30.0001,        -30.0004
         154,        1.275000,        -29.9998,        -29.9999,        -30.0003,        -30.0001,        -30.0000,        -29.9997,        -29.9994,        -30.0001
         155,        1.283333,        -30.0001,        -29.9999,        -29.9996,        -30.0000,        -30.0001,        -29.9997,        -29.9995,        -30.0008
         156,        1.291667,        -29.9999,        -30.0000,        -29.9999,        -30.0001,        -30.0000,        -30.0000,        -29.9993,        -30.0012
         157,        1.300000,        -29.9998,        -29.9999,        -29.9999,        -30.0001,        -29.9999,        -29.9997,        -29.9989,        -29.9998
         158,        1.308333,        -30.0001,        -29.9999,        -30.0001,        -29.9998,        -29.9999,        -30.0002,        -29.9996,        -30.0008
         159,        1.316667,        -29.9999,        -30.0001,        -30.0001,        -29.9999,        -30.0000,        -30.0000,        -30.0005,        -29.9992
         160,        1.325000,        -29.9999,        -30.0002,        -29.9999,        -30.0000,        -30.0001,        -29.9998,        -29.9994,        -30.0004
         161,        1.333333,        -29.9998,        -30.0000,        -30.0003,        -30.0000,        -30.0001,        -29.9997,        -30.0005,        -29.9997
         162,        1.341667,        -29.9998,        -30.0001,        -29.9997,        -29.9999,        -30.0000,        -30.0003,        -29.9997,        -29.9996
         163,        1.350000,        -30.0002,        -30.0001,        -30.0003,        -29.9999,        -30.0001,        -29.9998,        -30.0004,        -30.0000
         164,        1.358333,        -30.0001,        -30.0001,        -29.9999,        -29.9999,        -30.0002,        -30.0003,        -29.9993,        -29.9996
         165,        1.366667,        -29.9998,        -30.0002,        -30.0002,        -29.9998,        -30.0000,        -30.0001,        -29.9998,        -30.0016
         166,        1.375000,        -29.9999,        -29.9998,        -30.0002,        -29.9998,        -30.0002,        -30.0002,        -29.9996,        -29.9995
         167,        1.383333,        -30.0003,        -30.0001,        -30.0000,        -30.0001,        -29.9999,        -29.9996,        -30.0003,        -30.0010
         168,        1.391667,        -29.9999,        -29.9997,        -29.9999,        -29.9999,        -30.0001,        -30.0002,        -30.0002,        -29.9997
         169,        1.400000,        -30.0000,        -30.0002,        -29.9999,        -30.0001,        -30.0003,        -29.9999,        -30.0002,        -30.0011
         170,        1.408333,        -30.0001,        -30.0001,        -29.9998,        -30.0001,        -30.0001,        -29.9998,        -29.9997,        -30.0009
         171,        1.416667,        -30.0001,        -29.9998,        -29.9999,        -30.0000,        -29.9999,        -30.0000,        -29.9998,        -30.0004
         172,        1.425000,        -30.0000,        -30.0000,        -30.0002,        -30.0003,        -30.0000,        -29.9999,        -29.9997,        -30.0007
         173,        1.433333,        -29.9999,        -30.0000,        -30.0000,        -30.0002,        -29.9999,        -30.0000,        -29.9999,        -29.9998
         174,        1.441667,        -30.0000,        -30.0002,        -29.9999,        -30.0001,        -30.0001,        -30.0000,        -29.9994,        -30.0008
         175,        1.450000,        -30.0000,        -30.0001,        -29.9999,        -29.9998,        -30.0000,        -30.0000,        -29.9987,        -30.0011
         176,        1.458333,        -30.0001,        -29.9999,        -30.0000,        -29.9999,        -30.0001,        -29.9997,        -29.9998,        -30.0009
         177,        1.466667,        -30.0001,        -30.0002,        -29.9997,        -29.9998,        -29.9998,        -30.0004,        -29.9999,        -29.9989
         178,        1.475000,        -30.0003,        -30.0001,        -29.9999,        -29.9997,        -29.9996,        -29.9999,        -30.0000,        -30.0002
         179,        1.483333,        -30.0001,        -30.0000,        -30.0001,        -29.9999,        -29.9999,        -30.0000,        -29.9996,        -30.0019
         180,        1.491667,        -30.0000,        -29.9998,        -30.0002,        -30.0000,        -29.9999,        -30.0001,        -29.9994,        -30.0018
         181,        1.500000,        -30.0001,        -30.0001,        -29.9998,        -30.0000,        -29.9998,        -30.0002,        -29.9992,        -29.9998
         182,        1.508333,        -29.9997,        -29.9999,        -29.9999,        -29.9997,        -29.9999,        -29.9997,        -29.9999,        -30.0016
         183,        1.516667,        -29.9997,        -30.0000,        -30.0003,        -29.9998,        -30.0000,        -29.9998,        -30.0005,        -30.0005
         184,        1.525000,        -30.0003,        -30.0000,        -30.0002,        -30.0000,        -29.9998,        -30.0002,        -29.9993,        -30.0002
         185,        1.533333,        -29.9998,        -29.9997,        -30.0002,        -29.9999,        -29.9997,        -29.9999,        -29.9999,        -30.0001
         186,        1.541667,        -29.9997,        -30.0003,        -30.0000,        -30.0001,        -29.9998,        -29.9999,        -29.9996,        -30.0012
         187,        1.550000,        -29.9998,        -30.0000,        -30.0001,        -30.0002,        -30.0000,        -30.0000,        -30.0002,        -29.9997
         188,        1.558333,        -29.9997,        -30.0003,        -30.0001,        -30.0002,        -30.0001,        -30.0001,        -30.0000,        -30.0008
         189,        1.566667,        -30.0000,        -30.0002,        -29.9998,        -30.0001,        -30.0000,        -29.9998,        -30.0000,        -29.9996
         190,        1.575000,        -29.9998,        -30.0002,        -30.0003,        -30.0001,        -30.0002,        -30.0000,        -29.9987,        -30.0008
         191,        1.583333,        -30.0000,        -30.0000,        -30.0001,        -29.9998,        -29.9999,        -30.0001,        -30.0017,        -29.9999
         192,        1.591667,        -30.0001,        -30.0001,        -29.9998,        -29.9999,        -30.0000,        -30.0000,        -30.0002,        -30.0009
         193,        1.600000,        -30.0000,        -30.0002,        -29.9997,        -29.9998,        -30.0003,        -30.0002,        -29.9996,        -29.9995
         194,        1.608333,        -29.9998,        -29.9999,        -29.9998,        -29.9996,        -29.9999,        -30.0000,        -30.0002,        -30.0001
         195,        1.616667,        -29.9998,        -30.0001,        -30.0001,        -30.0001,        -30.0003,        -30.0000,        -29.9997,        -29.9991
         196,        1.625000,        -29.9997,        -29.9999,        -29.9999,        -29.9998,        -29.9999,        -30.0000,        -29.9996,        -30.0014
         197,        1.633333,        -30.0001,        -29.9998,        -30.0000,        -30.0000,        -30.0000,        -30.0003,        -30.0001,        -29.9989
         198,        1.641667,        -30.0002,        -29.9997,        -30.0003,        -30.0001,        -30.0001,        -30.0001,        -30.0000,        -29.9995
         199,        1.650000,        -29.9999,        -29.9998,        -30.0002,        -29.9998,        -29.9999,        -29.9999,        -30.0005,        -29.9981
         200,        1.658333,        -30.0001,        -30.0002,        -30.0001,        -29.9997,        -29.9998,        -29.9999,        -29.9998,        -29.9998
         201,        1.666667,        -29.9999,        -30.0001,        -30.0000,        -30.0001,        -29.9998,        -30.0001,        -30.0004,        -29.9999
         202,        1.675000,        -29.9998,        -30.0003,        -30.0000,        -29.9999,        -29.9999,        -30.0001,        -30.0001,        -30.0009
         203,        1.683333,        -29.9997,        -29.9999,        -30.0007,        -29.9999,        -30.0001,        -29.9995,        -30.0009,        -30.0019
         204,        1.691667,        -30.0002,        -30.0000,        -29.9999,        -29.9998,        -30.0000,        -29.9999,        -29.9995,        -30.0001
         205,        1.700000,        -29.9999,        -30.0002,        -30.0003,        -29.9999,        -29.9999,        -29.9999,        -29.9994,        -30.0018
         206,        1.708333,        -30.0001,        -29.9999,        -29.9998,        -30.0002,        -30.0002,        -29.9999,        -30.0000,        -29.9995
         207,        1.716667,        -30.0003,        -30.0001,        -30.0000,        -30.0000,        -29.9999,        -29.9998,        -29.9993,        -30.0000
         208,        1.725000,        -29.9993,        -29.9997,        -30.0003,        -29.9998,        -30.0000,        -29.9999,        -29.9988,        -30.0353
         209,        1.733333,        -30.0000,        -30.0004,        -30.0004,        -30.0001,        -30.0002,        -29.9999,        -29.9990,        -29.9986
