"InphaseC4_016 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_016.tcf]","Time (h)","V 2 [InphaseC4_016]","V 3 [InphaseC4_016]","V 4 [InphaseC4_016]","V 5 [InphaseC4_016]","V 6 [InphaseC4_016]","V 7 [InphaseC4_016]","V 8 [InphaseC4_016]","V 9 [InphaseC4_016]","V 10 [InphaseC4_016]","V 11 [InphaseC4_016]","V 12 [InphaseC4_016]","V 13 [InphaseC4_016]","V 14 [InphaseC4_016]","V 15 [InphaseC4_016]","V 16 [InphaseC4_016]","V  1 [InphaseC4_016]"
          11,        0.083333,          1.8373,          0.8857,          1.5930,          2.5318,          1.8971,          0.7501,          1.2879,          2.4569,          0.8138,          0.9338,          1.3181,          1.0819,          0.8897,          0.7287,          0.6774,          2.0538
          12,        0.091667,          1.8321,          0.8941,          1.5944,          2.5370,          1.8668,          0.7942,          1.3176,          2.4929,          0.9114,          1.0091,          1.4301,          1.3069,          1.2141,          1.2388,          1.0092,          2.0413
          13,        0.100000,          1.8288,          0.8992,          1.5952,          2.5404,          1.8488,          0.8246,          1.3383,          2.4433,          0.9721,          1.0616,          1.5210,          1.7290,          1.5268,          1.4663,          1.1938,          2.0338
          14,        0.108333,          1.8267,          0.9022,          1.5955,          2.5381,          1.8374,          0.8441,          1.3513,          2.3498,          1.0303,          1.1114,          1.6240,          1.9048,          1.6638,          1.5385,          1.2922,          2.0292
          15,        0.116667,          1.8255,          0.9042,          1.5957,          2.5347,          1.8299,          0.8568,          1.3595,          2.2967,          1.0759,          1.1554,          1.6752,          2.0171,          1.7538,          1.5809,          1.3352,          2.0264
          16,        0.125000,          1.8247,          0.9054,          1.5959,          2.5327,          1.8253,          0.8652,          1.3648,          2.2709,          1.1109,          1.1801,          1.6968,          2.0853,          1.8013,          1.6121,          1.3623,          2.0247
          17,        0.133333,          1.8243,          0.9061,          1.5959,          2.5289,          1.8223,          0.8703,          1.3681,          2.2655,          1.1264,          1.1919,          1.7079,          2.1079,          1.8230,          1.6387,          1.3925,          2.0236
          18,        0.141667,          1.8240,          0.9066,          1.5959,          2.5269,          1.8204,          0.8737,          1.3702,          2.2581,          1.1343,          1.1987,          1.7139,          2.1150,          1.8366,          1.6621,          1.4180,          2.0230
          19,        0.150000,          1.8239,          0.9068,          1.5960,          2.5256,          1.8193,          0.8758,          1.3716,          2.2501,          1.1396,          1.2037,          1.7179,          2.1232,          1.8459,          1.6779,          1.4354,          2.0226
          20,        0.158333,          1.8237,          0.9070,          1.5960,          2.5246,          1.8185,          0.8771,          1.3723,          2.2438,          1.1440,          1.2072,          1.7207,          2.1319,          1.8535,          1.6879,          1.4457,          2.0224
          21,        0.166667,          1.8237,          0.9071,          1.5960,          2.5240,          1.8179,          0.8780,          1.3730,          2.2395,          1.1469,          1.2095,          1.7227,          2.1392,          1.8593,          1.6943,          1.4518,          2.0223
          22,        0.175000,          1.8237,          0.9071,          1.5960,          2.5237,          1.8177,          0.8785,          1.3733,          2.2365,          1.1489,          1.2112,          1.7240,          2.1442,          1.8632,          1.6984,          1.4554,          2.0221
          23,        0.183333,          1.8236,          0.9071,          1.5960,          2.5234,          1.8175,          0.8788,          1.3735,          2.2343,          1.1503,          1.2123,          1.7249,          2.1474,          1.8659,          1.7011,          1.4579,          2.0221
          24,        0.191667,          1.8236,          0.9072,          1.5960,          2.5233,          1.8174,          0.8790,          1.3736,          2.2328,          1.1511,          1.2130,          1.7255,          2.1495,          1.8676,          1.7030,          1.4596,          2.0220
          25,        0.200000,          1.8236,          0.9072,          1.5961,          2.5232,          1.8173,          0.8791,          1.3737,          2.2319,          1.1517,          1.2135,          1.7259,          2.1509,          1.8687,          1.7042,          1.4608,          2.0220
          26,        0.208333,          1.8236,          0.9072,          1.5960,          2.5232,          1.8172,          0.8793,          1.3738,          2.2312,          1.1521,          1.2138,          1.7261,          2.1517,          1.8695,          1.7050,          1.4616,          2.0220
          27,        0.216667,          1.8236,          0.9072,          1.5960,          2.5231,          1.8171,          0.8793,          1.3738,          2.2307,          1.1524,          1.2141,          1.7263,          2.1523,          1.8699,          1.7057,          1.4621,          2.0220
          28,        0.225000,          1.8236,          0.9072,          1.5960,          2.5231,          1.8172,          0.8794,          1.3738,          2.2304,          1.1525,          1.2142,          1.7264,          2.1527,          1.8703,          1.7060,          1.4625,          2.0220
          29,        0.233333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2302,          1.1527,          1.2143,          1.7265,          2.1529,          1.8704,          1.7063,          1.4627,          2.0220
          30,        0.241667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3738,          2.2301,          1.1528,          1.2143,          1.7266,          2.1531,          1.8706,          1.7065,          1.4629,          2.0220
          31,        0.250000,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2300,          1.1528,          1.2144,          1.7266,          2.1531,          1.8707,          1.7066,          1.4630,          2.0220
          32,        0.258333,          1.8235,          0.9072,          1.5960,          2.5231,          1.8171,          0.8794,          1.3739,          2.2299,          1.1528,          1.2144,          1.7267,          2.1533,          1.8707,          1.7066,          1.4630,          2.0220
          33,        0.266667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1533,          1.8708,          1.7067,          1.4631,          2.0220
          34,        0.275000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7066,          1.4631,          2.0220
          35,        0.283333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1528,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0219
          36,        0.291667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2299,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4631,          2.0220
          37,        0.300000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
          38,        0.308333,          1.8237,          0.9072,          1.5960,          2.5230,          1.8171,          0.8793,          1.3739,          2.2299,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4631,          2.0220
          39,        0.316667,          1.8236,          0.9072,          1.5960,          2.5231,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
          40,        0.325000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1528,          1.2144,          1.7267,          2.1535,          1.8708,          1.7068,          1.4631,          2.0220
          41,        0.333333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          42,        0.341667,          1.8236,          0.9072,          1.5959,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1528,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4631,          2.0220
          43,        0.350000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          44,        0.358333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          45,        0.366667,          1.8235,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          46,        0.375000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1535,          1.8709,          1.7066,          1.4631,          2.0220
          47,        0.383333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8795,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          48,        0.391667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          49,        0.400000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          50,        0.408333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          51,        0.416667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          52,        0.425000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          53,        0.433333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          54,        0.441667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8172,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          55,        0.450000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          56,        0.458333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          57,        0.466667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1528,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          58,        0.475000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          59,        0.483333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          60,        0.491667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          61,        0.500000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7066,          1.4632,          2.0220
          62,        0.508333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7068,          1.4632,          2.0220
          63,        0.516667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8795,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7068,          1.4632,          2.0220
          64,        0.525000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          65,        0.533333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          66,        0.541667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          67,        0.550000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
          68,        0.558333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4631,          2.0220
          69,        0.566667,          1.8235,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          70,        0.575000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7066,          1.4632,          2.0220
          71,        0.583333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          72,        0.591667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8795,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7068,          1.4632,          2.0220
          73,        0.600000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          74,        0.608333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8795,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          75,        0.616667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          76,        0.625000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          77,        0.633333,          1.8236,          0.9072,          1.5959,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          78,        0.641667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          79,        0.650000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
          80,        0.658333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          81,        0.666667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          82,        0.675000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          83,        0.683333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1535,          1.8709,          1.7068,          1.4631,          2.0220
          84,        0.691667,          1.8236,          0.9073,          1.5961,          2.5230,          1.8172,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
          85,        0.700000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          86,        0.708333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3738,          2.2299,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          87,        0.716667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          88,        0.725000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8793,          1.3739,          2.2298,          1.1528,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0219
          89,        0.733333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1529,          1.2145,          1.7267,          2.1535,          1.8708,          1.7067,          1.4632,          2.0220
          90,        0.741667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2299,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
          91,        0.750000,          1.8237,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1535,          1.8708,          1.7068,          1.4632,          2.0220
          92,        0.758333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4631,          2.0220
          93,        0.766667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3738,          2.2299,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          94,        0.775000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          95,        0.783333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1529,          1.2144,          1.7267,          2.1535,          1.8708,          1.7067,          1.4632,          2.0220
          96,        0.791667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
          97,        0.800000,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1535,          1.8709,          1.7067,          1.4632,          2.0220
          98,        0.808333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
          99,        0.816667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         100,        0.825000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
         101,        0.833333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7068,          1.4632,          2.0220
         102,        0.841667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
         103,        0.850000,          1.8235,          0.9072,          1.5959,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
         104,        0.858333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         105,        0.866667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7068,          1.4632,          2.0220
         106,        0.875000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         107,        0.883333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
         108,        0.891667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8708,          1.7067,          1.4631,          2.0220
         109,        0.900000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8172,          0.8795,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1535,          1.8708,          1.7067,          1.4632,          2.0220
         110,        0.908333,          1.8237,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2299,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7068,          1.4631,          2.0220
         111,        0.916667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1535,          1.8709,          1.7067,          1.4632,          2.0220
         112,        0.925000,          1.8236,          0.9072,          1.5959,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7068,          1.4632,          2.0220
         113,        0.933333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8795,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8709,          1.7068,          1.4631,          2.0220
         114,        0.941667,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1535,          1.8709,          1.7067,          1.4632,          2.0220
         115,        0.950000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         116,        0.958333,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         117,        0.966667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7267,          2.1535,          1.8708,          1.7067,          1.4632,          2.0220
         118,        0.975000,          1.8236,          0.9072,          1.5961,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         119,        0.983333,          1.8235,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
         120,        0.991667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1528,          1.2144,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         121,        1.000000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7266,          2.1535,          1.8709,          1.7067,          1.4632,          2.0220
         122,        1.008333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1535,          1.8708,          1.7067,          1.4631,          2.0220
         123,        1.016667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2299,          1.1529,          1.2144,          1.7267,          2.1534,          1.8709,          1.7067,          1.4631,          2.0220
         124,        1.025000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2144,          1.7267,          2.1535,          1.8709,          1.7068,          1.4632,          2.0220
         125,        1.033333,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3739,          2.2298,          1.1529,          1.2145,          1.7267,          2.1534,          1.8708,          1.7067,          1.4632,          2.0220
         126,        1.041667,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2144,          1.7266,          2.1534,          1.8708,          1.7068,          1.4632,          2.0220
         127,        1.050000,          1.8236,          0.9072,          1.5960,          2.5230,          1.8171,          0.8794,          1.3738,          2.2298,          1.1529,          1.2145,          1.7266,          2.1534,          1.8709,          1.7067,          1.4632,          2.0220
