"InphaseC4_016 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_016.tcf]","Time (h)","Q 2 [InphaseC4_016]","Q 3 [InphaseC4_016]","Q 4 [InphaseC4_016]","Q 5 [InphaseC4_016]","Q 6 [InphaseC4_016]","Q 7 [InphaseC4_016]","Q 1 [InphaseC4_016]","Q  8 [InphaseC4_016]"
          36,        0.291667,        -49.9999,        -50.0002,        -50.0003,        -50.0003,        -49.9999,        -49.9995,        -50.0001,        -49.9990
          37,        0.300000,        -50.0004,        -50.0002,        -49.9995,        -49.9996,        -49.9992,        -49.9993,        -49.9998,        -49.9992
          38,        0.308333,        -50.0001,        -50.0001,        -50.0003,        -49.9999,        -49.9996,        -49.9998,        -50.0000,        -50.0001
          39,        0.316667,        -49.9994,        -49.9997,        -49.9997,        -50.0001,        -49.9998,        -50.0005,        -49.9997,        -49.9994
          40,        0.325000,        -49.9996,        -50.0003,        -49.9997,        -50.0001,        -49.9993,        -50.0005,        -49.9999,        -49.9999
          41,        0.333333,        -50.0000,        -50.0006,        -50.0001,        -49.9999,        -49.9996,        -50.0000,        -50.0000,        -50.0000
          42,        0.341667,        -49.9999,        -50.0000,        -50.0001,        -50.0000,        -50.0001,        -50.0003,        -50.0001,        -49.9997
          43,        0.350000,        -50.0002,        -49.9997,        -50.0007,        -49.9997,        -49.9991,        -50.0005,        -50.0002,        -49.9997
          44,        0.358333,        -49.9998,        -50.0001,        -49.9993,        -50.0004,        -50.0009,        -49.9995,        -49.9998,        -50.0004
          45,        0.366667,        -50.0000,        -50.0002,        -49.9996,        -49.9995,        -50.0000,        -49.9998,        -50.0003,        -50.0005
          46,        0.375000,        -49.9996,        -49.9999,        -50.0009,        -50.0006,        -49.9997,        -49.9998,        -50.0001,        -50.0000
          47,        0.383333,        -49.9999,        -50.0005,        -49.9997,        -49.9991,        -50.0000,        -50.0001,        -50.0003,        -49.9995
          48,        0.391667,        -49.9997,        -49.9999,        -49.9999,        -50.0004,        -49.9998,        -49.9997,        -49.9998,        -50.0004
          49,        0.400000,        -49.9998,        -50.0006,        -49.9996,        -50.0002,        -50.0003,        -49.9996,        -50.0001,        -49.9995
          50,        0.408333,        -49.9992,        -50.0001,        -49.9993,        -49.9999,        -49.9998,        -49.9998,        -50.0001,        -50.0003
          51,        0.416667,        -49.9996,        -49.9999,        -50.0008,        -49.9997,        -49.9997,        -50.0000,        -50.0002,        -50.0004
          52,        0.425000,        -49.9997,        -50.0003,        -50.0001,        -49.9998,        -50.0001,        -49.9999,        -49.9999,        -49.9997
          53,        0.433333,        -50.0007,        -50.0002,        -49.9997,        -50.0006,        -49.9991,        -49.9998,        -49.9999,        -50.0006
          54,        0.441667,        -50.0001,        -50.0002,        -50.0003,        -50.0002,        -49.9997,        -50.0003,        -49.9999,        -50.0001
          55,        0.450000,        -50.0002,        -49.9998,        -50.0003,        -50.0004,        -50.0003,        -49.9998,        -50.0002,        -49.9998
          56,        0.458333,        -50.0002,        -50.0000,        -49.9995,        -50.0002,        -50.0005,        -49.9997,        -50.0007,        -50.0002
          57,        0.466667,        -50.0003,        -49.9999,        -50.0007,        -50.0003,        -50.0001,        -50.0004,        -50.0003,        -49.9995
          58,        0.475000,        -50.0005,        -50.0000,        -50.0004,        -50.0003,        -50.0000,        -50.0005,        -50.0000,        -49.9999
          59,        0.483333,        -50.0004,        -49.9998,        -49.9995,        -50.0005,        -50.0006,        -49.9998,        -50.0001,        -49.9996
          60,        0.491667,        -50.0002,        -50.0003,        -50.0006,        -49.9998,        -50.0006,        -49.9994,        -50.0001,        -49.9996
          61,        0.500000,        -49.9998,        -49.9996,        -50.0003,        -50.0004,        -49.9993,        -49.9997,        -50.0001,        -49.9996
          62,        0.508333,        -49.9993,        -50.0007,        -50.0006,        -50.0000,        -50.0004,        -50.0005,        -50.0002,        -50.0001
          63,        0.516667,        -50.0000,        -50.0003,        -49.9998,        -50.0001,        -49.9999,        -50.0003,        -50.0005,        -49.9997
          64,        0.525000,        -50.0003,        -49.9999,        -50.0004,        -50.0005,        -49.9997,        -50.0003,        -50.0000,        -50.0002
          65,        0.533333,        -49.9998,        -49.9998,        -50.0001,        -49.9997,        -49.9993,        -50.0003,        -49.9999,        -50.0000
          66,        0.541667,        -49.9998,        -50.0003,        -49.9992,        -50.0004,        -49.9994,        -50.0001,        -49.9999,        -49.9993
          67,        0.550000,        -50.0004,        -50.0002,        -50.0004,        -50.0003,        -50.0005,        -49.9999,        -49.9999,        -49.9994
          68,        0.558333,        -50.0000,        -50.0003,        -49.9998,        -49.9996,        -50.0005,        -50.0000,        -50.0001,        -49.9998
          69,        0.566667,        -50.0004,        -50.0003,        -50.0007,        -49.9996,        -49.9997,        -50.0000,        -50.0001,        -49.9999
          70,        0.575000,        -49.9992,        -49.9999,        -50.0004,        -50.0001,        -49.9993,        -49.9999,        -49.9996,        -50.0001
          71,        0.583333,        -49.9995,        -50.0001,        -50.0003,        -49.9993,        -50.0003,        -50.0002,        -50.0000,        -50.0000
          72,        0.591667,        -50.0001,        -49.9998,        -50.0003,        -50.0002,        -50.0009,        -50.0003,        -50.0002,        -49.9990
          73,        0.600000,        -50.0000,        -50.0002,        -49.9997,        -49.9996,        -49.9996,        -50.0007,        -50.0007,        -50.0000
          74,        0.608333,        -49.9998,        -49.9998,        -50.0010,        -50.0000,        -49.9999,        -50.0005,        -49.9995,        -50.0003
          75,        0.616667,        -49.9998,        -49.9999,        -50.0001,        -49.9998,        -50.0001,        -49.9997,        -49.9997,        -49.9998
          76,        0.625000,        -50.0006,        -50.0000,        -50.0009,        -50.0010,        -50.0005,        -49.9994,        -49.9995,        -49.9988
          77,        0.633333,        -50.0005,        -49.9998,        -50.0000,        -49.9999,        -50.0006,        -50.0005,        -50.0003,        -49.9989
          78,        0.641667,        -50.0003,        -50.0001,        -50.0004,        -49.9995,        -49.9999,        -50.0005,        -49.9995,        -50.0003
          79,        0.650000,        -50.0006,        -50.0001,        -49.9993,        -50.0007,        -50.0002,        -50.0002,        -49.9999,        -50.0006
          80,        0.658333,        -49.9999,        -50.0001,        -49.9999,        -50.0002,        -49.9996,        -49.9996,        -49.9997,        -49.9997
          81,        0.666667,        -50.0006,        -49.9998,        -49.9999,        -50.0002,        -49.9997,        -49.9999,        -49.9997,        -50.0000
          82,        0.675000,        -49.9998,        -49.9995,        -49.9998,        -50.0003,        -50.0000,        -49.9994,        -49.9996,        -49.9995
          83,        0.683333,        -49.9995,        -50.0004,        -50.0003,        -50.0001,        -50.0003,        -50.0007,        -50.0000,        -49.9995
          84,        0.691667,        -50.0005,        -50.0003,        -50.0000,        -49.9997,        -50.0001,        -50.0002,        -50.0003,        -50.0002
          85,        0.700000,        -50.0002,        -50.0000,        -49.9998,        -49.9997,        -49.9998,        -50.0002,        -50.0000,        -50.0003
          86,        0.708333,        -50.0005,        -50.0004,        -50.0004,        -49.9998,        -50.0005,        -49.9994,        -49.9998,        -49.9996
          87,        0.716667,        -50.0006,        -49.9998,        -50.0002,        -49.9997,        -49.9999,        -50.0002,        -49.9998,        -50.0002
          88,        0.725000,        -50.0000,        -49.9998,        -50.0002,        -50.0000,        -50.0001,        -50.0000,        -50.0003,        -50.0005
          89,        0.733333,        -50.0001,        -49.9998,        -50.0004,        -50.0000,        -49.9994,        -50.0005,        -50.0001,        -49.9999
          90,        0.741667,        -50.0002,        -50.0003,        -50.0002,        -49.9994,        -49.9999,        -49.9996,        -50.0003,        -50.0006
          91,        0.750000,        -49.9994,        -50.0003,        -50.0003,        -49.9998,        -50.0004,        -49.9996,        -50.0002,        -50.0003
          92,        0.758333,        -50.0013,        -50.0004,        -50.0004,        -49.9999,        -50.0003,        -49.9998,        -50.0000,        -50.0000
          93,        0.766667,        -50.0001,        -49.9998,        -50.0002,        -49.9992,        -50.0003,        -50.0000,        -49.9999,        -50.0003
          94,        0.775000,        -50.0006,        -49.9996,        -49.9998,        -50.0006,        -50.0002,        -49.9995,        -50.0003,        -50.0007
          95,        0.783333,        -50.0002,        -50.0003,        -50.0001,        -49.9999,        -49.9998,        -49.9990,        -50.0007,        -49.9998
          96,        0.791667,        -49.9998,        -50.0004,        -50.0000,        -49.9997,        -50.0004,        -50.0000,        -50.0001,        -49.9996
          97,        0.800000,        -49.9998,        -50.0003,        -50.0002,        -50.0000,        -50.0004,        -49.9998,        -50.0000,        -50.0001
          98,        0.808333,        -50.0005,        -49.9999,        -50.0000,        -50.0000,        -50.0000,        -49.9999,        -50.0002,        -50.0005
          99,        0.816667,        -50.0000,        -49.9996,        -50.0004,        -50.0001,        -49.9997,        -49.9997,        -50.0001,        -50.0001
         100,        0.825000,        -49.9997,        -49.9999,        -49.9998,        -50.0003,        -50.0001,        -50.0003,        -50.0000,        -49.9997
         101,        0.833333,        -49.9998,        -49.9998,        -49.9997,        -50.0000,        -50.0004,        -49.9999,        -49.9997,        -49.9998
         102,        0.841667,        -49.9998,        -49.9994,        -50.0002,        -50.0001,        -50.0000,        -49.9998,        -49.9999,        -50.0001
         103,        0.850000,        -50.0000,        -50.0000,        -50.0005,        -50.0004,        -49.9986,        -49.9998,        -49.9997,        -50.0007
         104,        0.858333,        -49.9997,        -50.0002,        -50.0000,        -50.0002,        -50.0003,        -49.9999,        -50.0004,        -50.0004
         105,        0.866667,        -49.9993,        -50.0003,        -49.9998,        -50.0005,        -49.9996,        -50.0004,        -50.0001,        -50.0000
         106,        0.875000,        -49.9995,        -50.0004,        -49.9994,        -50.0008,        -49.9993,        -49.9998,        -50.0000,        -49.9997
         107,        0.883333,        -50.0005,        -50.0001,        -50.0005,        -49.9999,        -49.9999,        -50.0003,        -50.0005,        -49.9998
         108,        0.891667,        -50.0003,        -49.9998,        -49.9992,        -49.9992,        -49.9999,        -50.0002,        -50.0000,        -50.0008
         109,        0.900000,        -50.0004,        -49.9998,        -50.0002,        -49.9998,        -49.9996,        -49.9996,        -49.9999,        -49.9997
         110,        0.908333,        -49.9993,        -50.0000,        -49.9998,        -49.9999,        -50.0003,        -49.9999,        -50.0002,        -50.0004
         111,        0.916667,        -50.0005,        -49.9996,        -49.9999,        -49.9997,        -49.9997,        -50.0000,        -49.9996,        -50.0000
         112,        0.925000,        -49.9996,        -49.9995,        -49.9999,        -50.0002,        -49.9993,        -49.9998,        -50.0003,        -50.0000
         113,        0.933333,        -50.0003,        -49.9997,        -50.0008,        -49.9995,        -50.0003,        -49.9999,        -49.9995,        -50.0001
         114,        0.941667,        -49.9998,        -50.0004,        -50.0001,        -50.0003,        -50.0013,        -49.9999,        -50.0000,        -49.9995
         115,        0.950000,        -50.0002,        -50.0005,        -49.9997,        -50.0002,        -49.9994,        -50.0004,        -50.0002,        -50.0007
         116,        0.958333,        -49.9999,        -49.9997,        -49.9999,        -50.0000,        -50.0001,        -50.0003,        -49.9998,        -50.0002
         117,        0.966667,        -50.0001,        -49.9997,        -49.9999,        -50.0000,        -50.0003,        -50.0007,        -49.9997,        -49.9993
         118,        0.975000,        -49.9997,        -49.9998,        -49.9990,        -49.9997,        -49.9990,        -49.9999,        -50.0003,        -50.0000
         119,        0.983333,        -50.0003,        -50.0001,        -49.9999,        -50.0000,        -49.9994,        -50.0000,        -50.0000,        -50.0001
         120,        0.991667,        -50.0002,        -49.9997,        -50.0001,        -50.0000,        -49.9994,        -50.0003,        -50.0001,        -50.0009
         121,        1.000000,        -50.0001,        -49.9998,        -49.9997,        -50.0000,        -49.9999,        -50.0000,        -50.0003,        -49.9997
         122,        1.008333,        -49.9996,        -49.9998,        -49.9998,        -50.0000,        -50.0004,        -49.9997,        -49.9998,        -49.9994
         123,        1.016667,        -49.9998,        -50.0002,        -49.9994,        -49.9997,        -50.0001,        -49.9997,        -50.0009,        -50.0004
         124,        1.025000,        -49.9997,        -50.0002,        -50.0008,        -50.0004,        -50.0001,        -50.0000,        -50.0000,        -49.9997
         125,        1.033333,        -49.9999,        -50.0001,        -49.9999,        -49.9999,        -49.9997,        -50.0001,        -50.0001,        -49.9997
         126,        1.041667,        -50.0002,        -50.0002,        -50.0004,        -50.0000,        -50.0010,        -49.9997,        -49.9997,        -50.0001
         127,        1.050000,        -50.0002,        -50.0003,        -50.0006,        -49.9997,        -50.0003,        -49.9998,        -49.9999,        -49.9999
         128,        1.058333,        -50.0002,        -50.0001,        -49.9999,        -49.9997,        -50.0000,        -49.9999,        -49.9997,        -49.9991
         129,        1.066667,        -50.0004,        -49.9996,        -50.0006,        -49.9997,        -49.9999,        -50.0003,        -50.0001,        -50.0007
         130,        1.075000,        -50.0003,        -50.0001,        -50.0000,        -50.0003,        -50.0000,        -49.9999,        -50.0005,        -50.0002
         131,        1.083333,        -50.0001,        -50.0001,        -49.9998,        -50.0000,        -50.0006,        -50.0002,        -49.9999,        -49.9999
         132,        1.091667,        -50.0002,        -50.0002,        -50.0001,        -50.0000,        -49.9996,        -50.0002,        -50.0003,        -49.9997
         133,        1.100000,        -49.9999,        -49.9999,        -49.9999,        -49.9999,        -49.9999,        -49.9997,        -50.0001,        -49.9998
         134,        1.108333,        -49.9998,        -49.9999,        -50.0002,        -50.0002,        -49.9995,        -50.0002,        -49.9998,        -50.0001
         135,        1.116667,        -49.9995,        -49.9999,        -50.0012,        -50.0003,        -49.9999,        -49.9998,        -49.9996,        -49.9996
         136,        1.125000,        -50.0001,        -50.0006,        -50.0000,        -50.0001,        -50.0001,        -50.0001,        -49.9999,        -50.0001
         137,        1.133333,        -50.0002,        -50.0002,        -49.9997,        -50.0000,        -49.9997,        -50.0001,        -50.0004,        -49.9996
         138,        1.141667,        -49.9994,        -49.9999,        -50.0008,        -50.0006,        -49.9994,        -49.9999,        -49.9998,        -50.0004
         139,        1.150000,        -50.0008,        -49.9999,        -49.9995,        -49.9997,        -50.0005,        -49.9999,        -49.9998,        -50.0002
         140,        1.158333,        -49.9995,        -50.0004,        -50.0005,        -50.0006,        -50.0001,        -49.9998,        -50.0002,        -50.0002
         141,        1.166667,        -50.0001,        -49.9997,        -50.0001,        -49.9999,        -50.0001,        -50.0003,        -50.0000,        -49.9995
         142,        1.175000,        -50.0003,        -49.9999,        -50.0001,        -50.0000,        -49.9998,        -50.0000,        -50.0002,        -50.0004
         143,        1.183333,        -49.9996,        -50.0000,        -49.9998,        -50.0001,        -50.0000,        -49.9999,        -50.0001,        -49.9997
         144,        1.191667,        -50.0004,        -49.9999,        -49.9998,        -49.9998,        -50.0003,        -50.0006,        -49.9998,        -49.9998
         145,        1.200000,        -50.0002,        -50.0001,        -50.0008,        -49.9997,        -50.0008,        -49.9999,        -50.0003,        -49.9999
         146,        1.208333,        -50.0000,        -50.0004,        -49.9997,        -50.0002,        -50.0002,        -50.0002,        -50.0001,        -50.0007
         147,        1.216667,        -49.9996,        -49.9998,        -50.0000,        -49.9996,        -49.9993,        -49.9997,        -49.9996,        -50.0006
         148,        1.225000,        -49.9995,        -49.9998,        -50.0004,        -49.9999,        -50.0000,        -50.0001,        -49.9998,        -49.9999
         149,        1.233333,        -50.0002,        -50.0000,        -49.9997,        -49.9999,        -50.0001,        -50.0002,        -50.0001,        -50.0000
         150,        1.241667,        -49.9994,        -50.0000,        -49.9997,        -49.9995,        -50.0005,        -49.9999,        -50.0002,        -49.9999
         151,        1.250000,        -49.9995,        -50.0002,        -49.9997,        -49.9997,        -50.0003,        -50.0002,        -49.9999,        -50.0004
         152,        1.258333,        -50.0002,        -50.0004,        -50.0003,        -50.0001,        -50.0004,        -50.0002,        -49.9999,        -49.9995
         153,        1.266667,        -49.9998,        -49.9999,        -49.9993,        -50.0000,        -50.0002,        -49.9999,        -50.0001,        -49.9999
         154,        1.275000,        -50.0004,        -49.9997,        -49.9999,        -50.0003,        -50.0004,        -49.9999,        -50.0002,        -50.0000
         155,        1.283333,        -49.9999,        -50.0001,        -50.0001,        -49.9996,        -49.9999,        -50.0005,        -50.0004,        -49.9996
         156,        1.291667,        -50.0002,        -50.0000,        -50.0003,        -50.0004,        -49.9996,        -49.9998,        -50.0003,        -50.0002
         157,        1.300000,        -50.0000,        -50.0001,        -49.9993,        -50.0004,        -49.9996,        -49.9995,        -50.0000,        -50.0002
         158,        1.308333,        -49.9995,        -49.9997,        -49.9999,        -49.9998,        -49.9997,        -50.0000,        -50.0000,        -50.0003
         159,        1.316667,        -50.0005,        -50.0002,        -49.9998,        -50.0005,        -50.0011,        -49.9996,        -49.9997,        -50.0004
         160,        1.325000,        -50.0008,        -49.9999,        -49.9991,        -49.9998,        -50.0004,        -49.9998,        -49.9992,        -50.0004
         161,        1.333333,        -49.9993,        -49.9999,        -50.0004,        -49.9992,        -50.0001,        -50.0003,        -49.9996,        -49.9999
         162,        1.341667,        -49.9995,        -49.9999,        -50.0000,        -50.0001,        -50.0002,        -50.0001,        -49.9997,        -49.9999
         163,        1.350000,        -50.0001,        -50.0001,        -50.0002,        -50.0004,        -49.9992,        -49.9998,        -50.0000,        -49.9999
         164,        1.358333,        -50.0000,        -50.0001,        -50.0008,        -49.9999,        -50.0005,        -50.0000,        -49.9994,        -50.0000
         165,        1.366667,        -50.0005,        -50.0000,        -50.0002,        -49.9999,        -50.0000,        -50.0002,        -49.9997,        -50.0000
         166,        1.375000,        -49.9994,        -50.0000,        -50.0002,        -50.0003,        -50.0000,        -49.9997,        -49.9998,        -49.9993
         167,        1.383333,        -50.0002,        -49.9995,        -50.0004,        -50.0003,        -50.0001,        -49.9992,        -50.0001,        -50.0006
         168,        1.391667,        -49.9997,        -49.9998,        -50.0005,        -49.9996,        -50.0005,        -50.0001,        -50.0004,        -49.9997
         169,        1.400000,        -49.9994,        -50.0002,        -49.9993,        -49.9998,        -49.9988,        -49.9994,        -49.9998,        -49.9996
         170,        1.408333,        -50.0003,        -50.0006,        -50.0001,        -50.0001,        -49.9997,        -50.0003,        -50.0003,        -50.0001
         171,        1.416667,        -50.0000,        -49.9997,        -50.0005,        -50.0003,        -50.0004,        -49.9999,        -50.0004,        -49.9994
         172,        1.425000,        -49.9996,        -50.0002,        -50.0004,        -49.9999,        -49.9998,        -50.0007,        -50.0000,        -49.9998
         173,        1.433333,        -49.9994,        -49.9994,        -50.0008,        -50.0004,        -49.9989,        -50.0000,        -50.0001,        -50.0001
         174,        1.441667,        -50.0005,        -49.9999,        -50.0000,        -49.9999,        -50.0003,        -50.0000,        -49.9995,        -50.0000
         175,        1.450000,        -50.0003,        -49.9998,        -49.9994,        -49.9999,        -50.0004,        -50.0001,        -50.0001,        -49.9996
         176,        1.458333,        -50.0005,        -50.0001,        -50.0008,        -49.9999,        -49.9999,        -49.9996,        -50.0005,        -49.9988
         177,        1.466667,        -49.9997,        -49.9996,        -49.9995,        -49.9996,        -49.9994,        -49.9998,        -49.9999,        -49.9998
         178,        1.475000,        -49.9997,        -49.9998,        -49.9992,        -50.0007,        -50.0003,        -50.0004,        -50.0003,        -49.9995
         179,        1.483333,        -50.0002,        -49.9999,        -49.9997,        -49.9998,        -50.0008,        -50.0000,        -49.9998,        -49.9997
         180,        1.491667,        -49.9998,        -49.9991,        -50.0009,        -50.0002,        -50.0012,        -50.0005,        -49.9999,        -49.9997
         181,        1.500000,        -50.0001,        -50.0002,        -50.0005,        -49.9992,        -49.9994,        -50.0000,        -50.0002,        -50.0000
         182,        1.508333,        -50.0001,        -50.0002,        -50.0004,        -50.0001,        -50.0003,        -50.0001,        -50.0002,        -50.0003
         183,        1.516667,        -50.0001,        -49.9997,        -49.9997,        -50.0004,        -50.0007,        -50.0006,        -49.9996,        -50.0003
         184,        1.525000,        -49.9999,        -50.0001,        -50.0001,        -50.0006,        -49.9994,        -49.9999,        -49.9999,        -49.9994
         185,        1.533333,        -50.0002,        -50.0001,        -50.0002,        -50.0000,        -50.0000,        -50.0004,        -49.9996,        -49.9999
         186,        1.541667,        -49.9999,        -50.0003,        -50.0000,        -49.9991,        -50.0000,        -50.0000,        -49.9997,        -50.0005
         187,        1.550000,        -50.0004,        -49.9999,        -49.9997,        -49.9999,        -49.9994,        -49.9998,        -49.9994,        -50.0000
         188,        1.558333,        -49.9997,        -50.0005,        -49.9996,        -49.9999,        -50.0001,        -49.9999,        -50.0001,        -49.9997
         189,        1.566667,        -50.0002,        -50.0000,        -49.9996,        -49.9999,        -49.9993,        -49.9997,        -49.9994,        -49.9992
         190,        1.575000,        -49.9999,        -49.9997,        -50.0001,        -50.0004,        -49.9999,        -50.0004,        -50.0002,        -50.0001
         191,        1.583333,        -50.0002,        -50.0000,        -49.9995,        -50.0002,        -50.0007,        -50.0005,        -50.0000,        -49.9999
         192,        1.591667,        -50.0000,        -50.0001,        -50.0005,        -49.9997,        -49.9997,        -50.0001,        -49.9997,        -50.0003
         193,        1.600000,        -49.9998,        -50.0002,        -50.0003,        -49.9998,        -50.0000,        -50.0001,        -50.0003,        -49.9996
         194,        1.608333,        -50.0007,        -50.0005,        -50.0005,        -50.0000,        -49.9991,        -50.0000,        -50.0000,        -49.9997
         195,        1.616667,        -50.0008,        -49.9997,        -50.0005,        -49.9997,        -49.9995,        -49.9998,        -49.9997,        -49.9999
         196,        1.625000,        -49.9997,        -50.0005,        -50.0003,        -49.9992,        -50.0001,        -50.0003,        -50.0003,        -49.9990
         197,        1.633333,        -49.9992,        -49.9997,        -49.9997,        -49.9995,        -49.9997,        -50.0003,        -49.9997,        -49.9995
         198,        1.641667,        -49.9997,        -49.9997,        -49.9993,        -50.0003,        -50.0002,        -49.9997,        -50.0000,        -50.0008
         199,        1.650000,        -49.9997,        -49.9999,        -49.9993,        -49.9998,        -49.9994,        -50.0001,        -49.9999,        -50.0005
         200,        1.658333,        -49.9999,        -50.0002,        -50.0012,        -49.9997,        -50.0007,        -49.9996,        -50.0001,        -49.9998
         201,        1.666667,        -50.0004,        -50.0000,        -50.0004,        -50.0000,        -50.0004,        -50.0000,        -50.0000,        -50.0003
         202,        1.675000,        -50.0000,        -50.0000,        -50.0000,        -49.9999,        -49.9997,        -50.0000,        -50.0001,        -49.9996
         203,        1.683333,        -49.9996,        -50.0002,        -50.0000,        -49.9997,        -49.9996,        -49.9998,        -50.0000,        -49.9997
         204,        1.691667,        -49.9998,        -50.0000,        -49.9995,        -49.9999,        -50.0002,        -50.0002,        -50.0005,        -49.9993
         205,        1.700000,        -50.0000,        -50.0003,        -50.0005,        -50.0003,        -49.9996,        -50.0003,        -50.0002,        -49.9999
         206,        1.708333,        -50.0006,        -50.0000,        -50.0003,        -49.9997,        -50.0001,        -50.0000,        -49.9995,        -49.9996
         207,        1.716667,        -50.0000,        -50.0001,        -50.0000,        -49.9994,        -50.0005,        -50.0000,        -49.9998,        -50.0002
         208,        1.725000,        -49.9997,        -50.0001,        -50.0002,        -50.0005,        -50.0001,        -50.0004,        -50.0001,        -50.0005
         209,        1.733333,        -50.0001,        -50.0000,        -50.0002,        -50.0002,        -50.0007,        -50.0002,        -50.0001,        -50.0004
