"OutphaseC4_015 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_015.tcf]","Time (h)","V 2 [OutphaseC4_015]","V 3 [OutphaseC4_015]","V 4 [OutphaseC4_015]","V 5 [OutphaseC4_015]","V 6 [OutphaseC4_015]","V 7 [OutphaseC4_015]","V 8 [OutphaseC4_015]","V 9 [OutphaseC4_015]","V 10 [OutphaseC4_015]","V 11 [OutphaseC4_015]","V 12 [OutphaseC4_015]","V 13 [OutphaseC4_015]","V 14 [OutphaseC4_015]","V 15 [OutphaseC4_015]","V 16 [OutphaseC4_015]","V  1 [OutphaseC4_015]"
          39,        0.316667,          1.7069,          0.8267,          1.4383,          1.1506,          1.3255,          1.7421,          0.1142,          0.5746,          1.6700,          1.1024,          0.1655,          0.6562,          1.2279,          2.6661,          3.9516,          0.7475
          40,        0.325000,          1.7092,          0.7731,          1.4373,          1.1512,          1.3253,          1.7426,          0.1169,          0.5657,          1.6685,          1.0978,          0.1667,          0.6654,          1.2323,          2.6740,          3.9693,          0.7375
          41,        0.333333,          1.7102,          0.8150,          1.4374,          1.1517,          1.3244,          1.7432,          0.1186,          0.5732,          1.6698,          1.0960,          0.1685,          0.6667,          1.2354,          2.6807,          3.9843,          0.7576
          42,        0.341667,          1.7086,          0.8112,          1.4370,          1.1526,          1.3246,          1.7428,          0.1200,          0.5818,          1.6762,          1.0916,          0.1727,          0.6682,          1.2362,          2.6875,          3.9964,          0.7469
          43,        0.350000,          1.7074,          0.7821,          1.4359,          1.1531,          1.3245,          1.7434,          0.1200,          0.5842,          1.6768,          1.0883,          0.1728,          0.6792,          1.2392,          2.6937,          4.0063,          0.7621
          44,        0.358333,          1.7061,          0.8286,          1.4361,          1.1536,          1.3247,          1.7430,          0.1202,          0.5858,          1.6751,          1.0866,          0.1698,          0.6779,          1.2409,          2.6960,          4.0149,          0.7497
          45,        0.366667,          1.7082,          0.7771,          1.4351,          1.1549,          1.3252,          1.7435,          0.1206,          0.5861,          1.6761,          1.0850,          0.1750,          0.6609,          1.2376,          2.6996,          4.0214,          0.7329
          46,        0.375000,          1.7077,          0.8050,          1.4352,          1.1556,          1.3249,          1.7444,          0.1202,          0.5866,          1.6759,          1.0847,          0.1774,          0.6665,          1.2392,          2.7046,          4.0269,          0.7728
          47,        0.383333,          1.7076,          0.8206,          1.4347,          1.1572,          1.3246,          1.7437,          0.1205,          0.5884,          1.6765,          1.0840,          0.1776,          0.6786,          1.2426,          2.7060,          4.0320,          0.7502
          48,        0.391667,          1.7022,          0.7702,          1.4335,          1.1575,          1.3251,          1.7435,          0.1199,          0.5898,          1.6776,          1.0844,          0.1789,          0.6779,          1.2431,          2.7054,          4.0355,          0.7545
          49,        0.400000,          1.7079,          0.8232,          1.4340,          1.1586,          1.3249,          1.7436,          0.1192,          0.5918,          1.6771,          1.0847,          0.1813,          0.6740,          1.2422,          2.7089,          4.0388,          0.7530
          50,        0.408333,          1.7120,          0.7851,          1.4326,          1.1606,          1.3254,          1.7439,          0.1190,          0.5908,          1.6780,          1.0841,          0.1819,          0.6747,          1.2429,          2.7112,          4.0415,          0.7446
          51,        0.416667,          1.7084,          0.7976,          1.4327,          1.1608,          1.3250,          1.7447,          0.1181,          0.5918,          1.6773,          1.0843,          0.1815,          0.6711,          1.2429,          2.7118,          4.0434,          0.7756
          52,        0.425000,          1.7027,          0.8311,          1.4321,          1.1622,          1.3246,          1.7437,          0.1177,          0.5936,          1.6778,          1.0838,          0.1827,          0.6639,          1.2417,          2.7126,          4.0451,          0.7541
          53,        0.433333,          1.7083,          0.7611,          1.4298,          1.1632,          1.3252,          1.7438,          0.1172,          0.5935,          1.6785,          1.0830,          0.1837,          0.6628,          1.2416,          2.7142,          4.0464,          0.7423
          54,        0.441667,          1.7097,          0.8211,          1.4304,          1.1634,          1.3255,          1.7441,          0.1167,          0.5943,          1.6778,          1.0831,          0.1843,          0.6637,          1.2424,          2.7143,          4.0477,          0.7675
          55,        0.450000,          1.7100,          0.7994,          1.4286,          1.1655,          1.3251,          1.7444,          0.1164,          0.5956,          1.6784,          1.0821,          0.1862,          0.6639,          1.2422,          2.7144,          4.0485,          0.7454
          56,        0.458333,          1.7028,          0.7858,          1.4280,          1.1659,          1.3249,          1.7442,          0.1156,          0.5975,          1.6787,          1.0815,          0.1869,          0.6667,          1.2426,          2.7150,          4.0493,          0.7808
          57,        0.466667,          1.7065,          0.8338,          1.4278,          1.1675,          1.3251,          1.7433,          0.1156,          0.5988,          1.6787,          1.0806,          0.1870,          0.6664,          1.2431,          2.7151,          4.0501,          0.7539
          58,        0.475000,          1.7087,          0.7671,          1.4256,          1.1696,          1.3257,          1.7442,          0.1149,          0.6002,          1.6788,          1.0800,          0.1876,          0.6628,          1.2420,          2.7155,          4.0504,          0.7368
          59,        0.483333,          1.7103,          0.8101,          1.4263,          1.1702,          1.3257,          1.7447,          0.1141,          0.6017,          1.6788,          1.0799,          0.1885,          0.6612,          1.2420,          2.7160,          4.0512,          0.7754
          60,        0.491667,          1.7068,          0.8205,          1.4247,          1.1728,          1.3252,          1.7441,          0.1137,          0.6028,          1.6793,          1.0794,          0.1896,          0.6632,          1.2424,          2.7164,          4.0514,          0.7535
          61,        0.500000,          1.7020,          0.7697,          1.4232,          1.1736,          1.3253,          1.7439,          0.1128,          0.6046,          1.6790,          1.0794,          0.1902,          0.6655,          1.2430,          2.7161,          4.0517,          0.7583
          62,        0.508333,          1.7112,          0.8262,          1.4237,          1.1754,          1.3258,          1.7434,          0.1125,          0.6061,          1.6791,          1.0790,          0.1911,          0.6647,          1.2429,          2.7160,          4.0519,          0.7567
          63,        0.516667,          1.7125,          0.7847,          1.4213,          1.1785,          1.3259,          1.7445,          0.1116,          0.6076,          1.6796,          1.0788,          0.1920,          0.6634,          1.2425,          2.7165,          4.0520,          0.7437
          64,        0.525000,          1.7076,          0.8004,          1.4219,          1.1793,          1.3256,          1.7448,          0.1107,          0.6096,          1.6793,          1.0791,          0.1925,          0.6621,          1.2426,          2.7165,          4.0523,          0.7788
          65,        0.533333,          1.7023,          0.8346,          1.4201,          1.1821,          1.3253,          1.7437,          0.1102,          0.6113,          1.6797,          1.0786,          0.1933,          0.6603,          1.2423,          2.7167,          4.0524,          0.7589
          66,        0.541667,          1.7091,          0.7596,          1.4180,          1.1838,          1.3258,          1.7440,          0.1094,          0.6134,          1.6796,          1.0785,          0.1940,          0.6590,          1.2421,          2.7169,          4.0526,          0.7420
          67,        0.550000,          1.7099,          0.8211,          1.4186,          1.1856,          1.3262,          1.7441,          0.1086,          0.6153,          1.6797,          1.0784,          0.1948,          0.6575,          1.2421,          2.7168,          4.0527,          0.7705
          68,        0.558333,          1.7098,          0.8029,          1.4160,          1.1895,          1.3254,          1.7449,          0.1077,          0.6173,          1.6801,          1.0781,          0.1958,          0.6563,          1.2418,          2.7171,          4.0527,          0.7520
          69,        0.566667,          1.7018,          0.7824,          1.4154,          1.1903,          1.3252,          1.7443,          0.1067,          0.6198,          1.6799,          1.0783,          0.1966,          0.6552,          1.2417,          2.7169,          4.0528,          0.7817
          70,        0.575000,          1.7037,          0.8340,          1.4143,          1.1934,          1.3252,          1.7432,          0.1062,          0.6219,          1.6801,          1.0778,          0.1976,          0.6537,          1.2416,          2.7169,          4.0529,          0.7546
          71,        0.583333,          1.7109,          0.7675,          1.4121,          1.1968,          1.3258,          1.7444,          0.1051,          0.6243,          1.6802,          1.0776,          0.1986,          0.6525,          1.2413,          2.7172,          4.0528,          0.7365
          72,        0.591667,          1.7102,          0.8105,          1.4124,          1.1987,          1.3258,          1.7448,          0.1040,          0.6269,          1.6802,          1.0777,          0.1995,          0.6509,          1.2413,          2.7169,          4.0531,          0.7829
          73,        0.600000,          1.7073,          0.8256,          1.4098,          1.2030,          1.3248,          1.7443,          0.1032,          0.6293,          1.6806,          1.0773,          0.2007,          0.6492,          1.2410,          2.7171,          4.0530,          0.7516
          74,        0.608333,          1.7010,          0.7675,          1.4079,          1.2045,          1.3250,          1.7439,          0.1021,          0.6321,          1.6805,          1.0773,          0.2017,          0.6477,          1.2407,          2.7172,          4.0530,          0.7555
          75,        0.616667,          1.7132,          0.8249,          1.4076,          1.2078,          1.3253,          1.7435,          0.1013,          0.6348,          1.6805,          1.0769,          0.2028,          0.6459,          1.2406,          2.7172,          4.0531,          0.7606
          76,        0.625000,          1.7124,          0.7912,          1.4046,          1.2121,          1.3251,          1.7447,          0.1000,          0.6377,          1.6809,          1.0766,          0.2041,          0.6441,          1.2402,          2.7174,          4.0533,          0.7483
          77,        0.633333,          1.7062,          0.7972,          1.4043,          1.2140,          1.3247,          1.7448,          0.0987,          0.6408,          1.6809,          1.0768,          0.2051,          0.6423,          1.2400,          2.7172,          4.0534,          0.7804
          78,        0.641667,          1.7026,          0.8377,          1.4017,          1.2183,          1.3241,          1.7436,          0.0978,          0.6438,          1.6812,          1.0763,          0.2065,          0.6403,          1.2397,          2.7173,          4.0534,          0.7593
          79,        0.650000,          1.7073,          0.7607,          1.3992,          1.2213,          1.3249,          1.7441,          0.0965,          0.6473,          1.6812,          1.0760,          0.2078,          0.6383,          1.2394,          2.7174,          4.0532,          0.7398
          80,        0.658333,          1.7104,          0.8193,          1.3988,          1.2247,          1.3250,          1.7444,          0.0951,          0.6508,          1.6813,          1.0758,          0.2092,          0.6362,          1.2392,          2.7173,          4.0534,          0.7754
          81,        0.666667,          1.7088,          0.8102,          1.3954,          1.2299,          1.3242,          1.7447,          0.0938,          0.6541,          1.6818,          1.0755,          0.2107,          0.6341,          1.2387,          2.7175,          4.0533,          0.7614
          82,        0.675000,          1.7029,          0.7776,          1.3938,          1.2320,          1.3242,          1.7441,          0.0923,          0.6580,          1.6818,          1.0756,          0.2122,          0.6319,          1.2384,          2.7174,          4.0534,          0.7721
          83,        0.683333,          1.7036,          0.8342,          1.3918,          1.2369,          1.3240,          1.7434,          0.0911,          0.6618,          1.6819,          1.0750,          0.2138,          0.6295,          1.2380,          2.7174,          4.0533,          0.7538
          84,        0.691667,          1.7131,          0.7727,          1.3888,          1.2415,          1.3249,          1.7444,          0.0895,          0.6658,          1.6823,          1.0746,          0.2155,          0.6271,          1.2375,          2.7177,          4.0533,          0.7373
          85,        0.700000,          1.7089,          0.8101,          1.3879,          1.2451,          1.3245,          1.7449,          0.0877,          0.6701,          1.6824,          1.0746,          0.2171,          0.6246,          1.2371,          2.7175,          4.0534,          0.7911
          86,        0.708333,          1.7069,          0.8317,          1.3843,          1.2508,          1.3238,          1.7439,          0.0864,          0.6743,          1.6829,          1.0741,          0.2191,          0.6218,          1.2364,          2.7177,          4.0533,          0.7546
          87,        0.716667,          1.7036,          0.7660,          1.3813,          1.2542,          1.3245,          1.7439,          0.0847,          0.6790,          1.6829,          1.0740,          0.2210,          0.6191,          1.2356,          2.7178,          4.0535,          0.7502
          88,        0.725000,          1.7120,          0.8252,          1.3797,          1.2594,          1.3247,          1.7439,          0.0831,          0.6839,          1.6830,          1.0735,          0.2230,          0.6162,          1.2350,          2.7176,          4.0535,          0.7633
          89,        0.733333,          1.7117,          0.7982,          1.3758,          1.2656,          1.3247,          1.7448,          0.0813,          0.6886,          1.6836,          1.0730,          0.2252,          0.6132,          1.2340,          2.7178,          4.0532,          0.7461
          90,        0.741667,          1.7044,          0.7932,          1.3738,          1.2694,          1.3246,          1.7446,          0.0794,          0.6941,          1.6837,          1.0731,          0.2273,          0.6101,          1.2336,          2.7177,          4.0534,          0.7878
          91,        0.750000,          1.7059,          0.8390,          1.3703,          1.2758,          1.3243,          1.7435,          0.0779,          0.6994,          1.6839,          1.0725,          0.2297,          0.6068,          1.2333,          2.7178,          4.0535,          0.7575
          92,        0.758333,          1.7067,          0.7656,          1.3666,          1.2812,          1.3254,          1.7443,          0.0760,          0.7050,          1.6842,          1.0720,          0.2322,          0.6036,          1.2331,          2.7179,          4.0534,          0.7387
          93,        0.766667,          1.7110,          0.8171,          1.3648,          1.2867,          1.3254,          1.7446,          0.0739,          0.7109,          1.6844,          1.0717,          0.2346,          0.6000,          1.2332,          2.7177,          4.0535,          0.7762
          94,        0.775000,          1.7075,          0.8206,          1.3600,          1.2941,          1.3249,          1.7445,          0.0719,          0.7168,          1.6850,          1.0711,          0.2374,          0.5964,          1.2332,          2.7179,          4.0534,          0.7602
          95,        0.783333,          1.7039,          0.7749,          1.3566,          1.2984,          1.3252,          1.7440,          0.0698,          0.7233,          1.6851,          1.0710,          0.2401,          0.5928,          1.2333,          2.7179,          4.0534,          0.7634
          96,        0.791667,          1.7089,          0.8337,          1.3533,          1.3055,          1.3254,          1.7435,          0.0680,          0.7298,          1.6854,          1.0703,          0.2430,          0.5888,          1.2334,          2.7178,          4.0535,          0.7548
          97,        0.800000,          1.7131,          0.7833,          1.3486,          1.3126,          1.3262,          1.7446,          0.0658,          0.7366,          1.6859,          1.0696,          0.2461,          0.5848,          1.2334,          2.7180,          4.0534,          0.7405
          98,        0.808333,          1.7082,          0.8089,          1.3459,          1.3186,          1.3260,          1.7449,          0.0634,          0.7440,          1.6861,          1.0696,          0.2492,          0.5807,          1.2335,          2.7179,          4.0535,          0.7845
          99,        0.816667,          1.7040,          0.8387,          1.3407,          1.3266,          1.3257,          1.7436,          0.0615,          0.7513,          1.6867,          1.0688,          0.2526,          0.5763,          1.2334,          2.7180,          4.0534,          0.7588
         100,        0.825000,          1.7085,          0.7654,          1.3358,          1.3331,          1.3266,          1.7441,          0.0594,          0.7592,          1.6868,          1.0683,          0.2560,          0.5720,          1.2333,          2.7180,          4.0533,          0.7445
         101,        0.833333,          1.7104,          0.8273,          1.3326,          1.3415,          1.3269,          1.7441,          0.0571,          0.7674,          1.6870,          1.0678,          0.2596,          0.5674,          1.2334,          2.7180,          4.0534,          0.7676
         102,        0.841667,          1.7103,          0.8063,          1.3267,          1.3511,          1.3266,          1.7448,          0.0549,          0.7756,          1.6877,          1.0670,          0.2636,          0.5625,          1.2332,          2.7182,          4.0533,          0.7483
         103,        0.850000,          1.7022,          0.7907,          1.3223,          1.3578,          1.3261,          1.7442,          0.0527,          0.7844,          1.6879,          1.0667,          0.2675,          0.5578,          1.2332,          2.7181,          4.0534,          0.7865
         104,        0.858333,          1.7047,          0.8407,          1.3170,          1.3672,          1.3258,          1.7434,          0.0509,          0.7932,          1.6883,          1.0659,          0.2717,          0.5525,          1.2331,          2.7182,          4.0534,          0.7555
         105,        0.866667,          1.7097,          0.7726,          1.3112,          1.3757,          1.3266,          1.7444,          0.0488,          0.8025,          1.6888,          1.0652,          0.2761,          0.5474,          1.2327,          2.7183,          4.0533,          0.7371
         106,        0.875000,          1.7107,          0.8177,          1.3071,          1.3839,          1.3263,          1.7447,          0.0467,          0.8121,          1.6890,          1.0647,          0.2805,          0.5419,          1.2328,          2.7183,          4.0534,          0.7799
         107,        0.883333,          1.7072,          0.8310,          1.3003,          1.3938,          1.3257,          1.7442,          0.0451,          0.8218,          1.6897,          1.0638,          0.2854,          0.5362,          1.2324,          2.7184,          4.0533,          0.7525
         108,        0.891667,          1.7016,          0.7759,          1.2942,          1.4009,          1.3259,          1.7438,          0.0435,          0.8320,          1.6901,          1.0633,          0.2902,          0.5306,          1.2322,          2.7185,          4.0533,          0.7574
         109,        0.900000,          1.7130,          0.8336,          1.2890,          1.4102,          1.3261,          1.7437,          0.0422,          0.8425,          1.6903,          1.0624,          0.2954,          0.5246,          1.2320,          2.7185,          4.0533,          0.7592
         110,        0.908333,          1.7126,          0.7969,          1.2818,          1.4199,          1.3264,          1.7446,          0.0409,          0.8531,          1.6910,          1.0615,          0.3009,          0.5186,          1.2315,          2.7187,          4.0532,          0.7472
         111,        0.916667,          1.7069,          0.8075,          1.2766,          1.4277,          1.3261,          1.7446,          0.0399,          0.8645,          1.6914,          1.0611,          0.3064,          0.5125,          1.2309,          2.7187,          4.0533,          0.7795
         112,        0.925000,          1.7019,          0.8454,          1.2691,          1.4372,          1.3259,          1.7433,          0.0395,          0.8758,          1.6921,          1.0600,          0.3124,          0.5060,          1.2300,          2.7188,          4.0532,          0.7599
         113,        0.933333,          1.7082,          0.7694,          1.2617,          1.4476,          1.3267,          1.7440,          0.0393,          0.8876,          1.6924,          1.0592,          0.3185,          0.4995,          1.2289,          2.7189,          4.0532,          0.7405
         114,        0.941667,          1.7102,          0.8292,          1.2560,          1.4592,          1.3271,          1.7443,          0.0393,          0.8996,          1.6926,          1.0584,          0.3249,          0.4927,          1.2284,          2.7188,          4.0533,          0.7743
         115,        0.950000,          1.7091,          0.8179,          1.2474,          1.4722,          1.3264,          1.7445,          0.0398,          0.9114,          1.6934,          1.0573,          0.3316,          0.4859,          1.2283,          2.7190,          4.0532,          0.7590
         116,        0.958333,          1.7024,          0.7893,          1.2404,          1.4797,          1.3260,          1.7438,          0.0408,          0.9240,          1.6936,          1.0567,          0.3384,          0.4790,          1.2285,          2.7189,          4.0533,          0.7756
         117,        0.966667,          1.7029,          0.8438,          1.2329,          1.4889,          1.3256,          1.7434,          0.0421,          0.9363,          1.6940,          1.0556,          0.3456,          0.4717,          1.2288,          2.7190,          4.0533,          0.7541
         118,        0.975000,          1.7128,          0.7820,          1.2246,          1.4976,          1.3262,          1.7443,          0.0436,          0.9488,          1.6945,          1.0545,          0.3532,          0.4645,          1.2290,          2.7191,          4.0531,          0.7368
         119,        0.983333,          1.7094,          0.8207,          1.2179,          1.5044,          1.3258,          1.7446,          0.0453,          0.9616,          1.6947,          1.0537,          0.3608,          0.4570,          1.2293,          2.7191,          4.0533,          0.7897
         120,        0.991667,          1.7072,          0.8408,          1.2085,          1.5116,          1.3251,          1.7435,          0.0477,          0.9752,          1.6955,          1.0524,          0.3689,          0.4494,          1.2293,          2.7192,          4.0531,          0.7533
         121,        1.000000,          1.7023,          0.7788,          1.1995,          1.5171,          1.3252,          1.7435,          0.0500,          0.9884,          1.6960,          1.0516,          0.3771,          0.4419,          1.2294,          2.7193,          4.0532,          0.7521
         122,        1.008333,          1.7125,          0.8358,          1.1921,          1.5226,          1.3253,          1.7438,          0.0523,          1.0003,          1.6961,          1.0505,          0.3857,          0.4340,          1.2296,          2.7193,          4.0532,          0.7626
         123,        1.016667,          1.7120,          0.8093,          1.1823,          1.5242,          1.3253,          1.7446,          0.0548,          1.0133,          1.6963,          1.0492,          0.3947,          0.4263,          1.2295,          2.7195,          4.0531,          0.7473
         124,        1.025000,          1.7049,          0.8075,          1.1743,          1.5242,          1.3249,          1.7439,          0.0577,          1.0267,          1.6967,          1.0484,          0.4036,          0.4185,          1.2294,          2.7195,          4.0531,          0.7861
         125,        1.033333,          1.7051,          0.8511,          1.1647,          1.5227,          1.3243,          1.7429,          0.0602,          1.0395,          1.6972,          1.0470,          0.4131,          0.4104,          1.2287,          2.7195,          4.0531,          0.7582
         126,        1.041667,          1.7063,          0.7785,          1.1553,          1.5234,          1.3243,          1.7441,          0.0630,          1.0523,          1.6974,          1.0459,          0.4227,          0.4024,          1.2277,          2.7197,          4.0531,          0.7389
