iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000259399,0.0532379,0.00050354,5.32379
2,0.0504889,0.0255102,0.0254889,0.00115967,0.0543365,0.00170898,5.37697
3,0.0765094,0.0260308,0.0260204,0.00265503,0.0554352,0.00378418,5.43286
4,0.103061,0.0265621,0.0265515,0.00479126,0.0589294,0.0067749,5.55078
5,0.130141,0.0271041,0.0270806,0.00750732,0.0667725,0.0105896,5.78398
6,0.157799,0.0276573,0.0276573,0.0107574,0.0737762,0.0151367,6.06329
7,0.186005,0.0282217,0.0282062,0.014328,0.0799103,0.0201721,6.35495
8,0.214783,0.0287977,0.028778,0.0180359,0.0850677,0.0254059,6.64249
9,0.244157,0.0293854,0.029374,0.0216522,0.0892944,0.0305328,7.06732
10,0.274122,0.0299851,0.0299656,0.0250244,0.0925598,0.0353394,7.58162
11,0.304705,0.030597,0.0305822,0.0279999,0.0949402,0.0396423,8.14629
12,0.335897,0.0312215,0.0311925,0.0305939,0.0964813,0.0433655,8.73091
13,0.367726,0.0318586,0.0318284,0.0328674,0.0972748,0.0464935,9.31535
14,0.400217,0.0325088,0.0324915,0.0347748,0.0974426,0.0490875,9.88677
15,0.433364,0.0331722,0.0331465,0.0363159,0.0970917,0.0511475,10.4336
16,0.467193,0.0338492,0.0338291,0.0371857,0.0963135,0.0523834,10.9417
17,0.501694,0.03454,0.0345009,0.0392303,0.0952759,0.0529327,11.4012
18,0.536937,0.0352449,0.0352429,0.0423737,0.0940552,0.052948,11.8113
19,0.572867,0.0359642,0.0359306,0.045578,0.0927582,0.0524902,12.1668
20,0.609559,0.0366982,0.0366922,0.0487976,0.0914154,0.0516815,12.4713
21,0.646999,0.0374471,0.0374401,0.0519257,0.0901184,0.0506439,12.7263
22,0.68517,0.0382114,0.0381704,0.0549622,0.0888672,0.0494843,12.9352
23,0.724152,0.0389912,0.0389825,0.0579071,0.0877075,0.0482483,13.1045
24,0.763929,0.0397869,0.039777,0.0607605,0.0866089,0.0469513,13.2369
25,0.804478,0.0405989,0.0405493,0.063385,0.0864716,0.0456543,13.3358
26,0.845891,0.0414274,0.0414121,0.065506,0.0882416,0.0442963,13.4055
27,0.888143,0.0422729,0.0422523,0.0671082,0.0900421,0.042923,13.4481
28,0.931272,0.0431356,0.0431287,0.0682831,0.0918732,0.0416412,13.468
29,0.975248,0.0440159,0.0439769,0.0694427,0.09375,0.0404816,13.4686
30,1.02011,0.0449142,0.0448605,0.0728912,0.0956573,0.0394135,13.4534
31,1.06589,0.0458308,0.0457818,0.0764923,0.0976105,0.0384521,13.4255
32,1.11263,0.0467662,0.0467433,0.0800781,0.0996094,0.0376892,13.389
33,1.1603,0.0477206,0.0476689,0.0835266,0.101639,0.0381927,13.3614
34,1.20894,0.0486945,0.0486336,0.0867767,0.103714,0.0399628,13.3591
35,1.25858,0.0496882,0.0496398,0.0897217,0.105835,0.0413666,13.3755
36,1.30927,0.0507023,0.0506903,0.0920715,0.108002,0.0412292,13.3896
