iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000152588,0.047287,0.000350952,4.7287
2,0.0504889,0.0255102,0.0254889,0.000656128,0.0482483,0.00108337,4.7752
3,0.0765094,0.0260308,0.0260204,0.00163269,0.0492401,0.00234985,4.82514
4,0.103061,0.0265621,0.0265515,0.00296021,0.0502472,0.00418091,4.87604
5,0.130141,0.0271041,0.0270806,0.00468445,0.0522766,0.0065918,4.94826
6,0.157799,0.0276573,0.0276573,0.00679016,0.0580902,0.00953674,5.09913
7,0.186005,0.0282217,0.0282062,0.00923157,0.0634155,0.0129547,5.287
8,0.214783,0.0287977,0.028778,0.0119171,0.068222,0.0167084,5.49207
9,0.244157,0.0293854,0.029374,0.0147095,0.0724182,0.0206604,5.70224
10,0.274122,0.0299851,0.0299656,0.0175323,0.0760193,0.0246277,5.97571
11,0.304705,0.030597,0.0305822,0.0202332,0.0790253,0.0284576,6.32755
12,0.335897,0.0312215,0.0311925,0.0227356,0.0814362,0.0320435,6.73092
13,0.367726,0.0318586,0.0318284,0.0249939,0.0832672,0.0352936,7.16564
14,0.400217,0.0325088,0.0324915,0.026947,0.0845642,0.0381622,7.61608
15,0.433364,0.0331722,0.0331465,0.028717,0.0853577,0.0406647,8.06951
16,0.467193,0.0338492,0.0338291,0.0302734,0.0857391,0.0428162,8.51802
17,0.501694,0.03454,0.0345009,0.0316162,0.0857391,0.0446167,8.95384
18,0.536937,0.0352449,0.0352429,0.0325165,0.0854187,0.0458679,9.36962
19,0.572867,0.0359642,0.0359306,0.0329895,0.0848846,0.0466003,9.75531
20,0.609559,0.0366982,0.0366922,0.0354614,0.0841827,0.046936,10.1097
21,0.646999,0.0374471,0.0374401,0.0380402,0.083374,0.0469055,10.4293
22,0.68517,0.0382114,0.0381704,0.0406647,0.0825043,0.0465546,10.7118
23,0.724152,0.0389912,0.0389825,0.0432892,0.0816345,0.0459595,10.9597
24,0.763929,0.0397869,0.039777,0.0458832,0.0807648,0.0452118,11.1736
25,0.804478,0.0405989,0.0405493,0.0484161,0.0799408,0.0443573,11.3547
26,0.845891,0.0414274,0.0414121,0.0508881,0.0791626,0.0434418,11.5075
27,0.888143,0.0422729,0.0422523,0.053299,0.0799561,0.0424805,11.6334
28,0.931272,0.0431356,0.0431287,0.0555573,0.0815887,0.0414886,11.735
29,0.975248,0.0440159,0.0439769,0.0575104,0.0832672,0.040451,11.8133
30,1.02011,0.0449142,0.0448605,0.0590668,0.0849609,0.0393829,11.8704
31,1.06589,0.0458308,0.0457818,0.0602722,0.0867004,0.0383453,11.909
32,1.11263,0.0467662,0.0467433,0.0611877,0.0884705,0.0373535,11.9315
33,1.1603,0.0477206,0.0476689,0.0618286,0.090271,0.0364532,11.94
34,1.20894,0.0486945,0.0486336,0.0645599,0.0921173,0.035614,11.9366
