iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000427246,0.0593872,0.000732422,5.93872
2,0.0504889,0.0255102,0.0254889,0.0018158,0.0606079,0.00263977,5.9978
3,0.0765094,0.0260308,0.0260204,0.00418091,0.063324,0.00593567,6.11073
4,0.103061,0.0265621,0.0265515,0.00747681,0.0742035,0.0105743,6.44736
5,0.130141,0.0271041,0.0270806,0.0115967,0.0836334,0.0163727,6.84454
6,0.157799,0.0276573,0.0276573,0.0162506,0.0916595,0.022934,7.25141
7,0.186005,0.0282217,0.0282062,0.0210876,0.0981903,0.0297546,7.65498
8,0.214783,0.0287977,0.028778,0.0257263,0.103256,0.0363464,8.25152
9,0.244157,0.0293854,0.029374,0.0299072,0.106873,0.0423126,8.95499
10,0.274122,0.0299851,0.0299656,0.0334778,0.109177,0.0474396,9.70356
11,0.304705,0.030597,0.0305822,0.0365295,0.110321,0.0516663,10.4573
12,0.335897,0.0312215,0.0311925,0.0389862,0.110489,0.0550385,11.1883
13,0.367726,0.0318586,0.0318284,0.0409393,0.109863,0.0576477,11.8816
14,0.400217,0.0325088,0.0324915,0.042038,0.108643,0.0591888,12.5179
15,0.433364,0.0331722,0.0331465,0.0450287,0.107025,0.0597229,13.0819
16,0.467193,0.0338492,0.0338291,0.0488739,0.105194,0.0595398,13.5709
17,0.501694,0.03454,0.0345009,0.0527649,0.103271,0.0586853,13.9813
18,0.536937,0.0352449,0.0352429,0.0565948,0.101364,0.0574188,14.3198
19,0.572867,0.0359642,0.0359306,0.0602722,0.0995331,0.0559235,14.5898
20,0.609559,0.0366982,0.0366922,0.0638123,0.0978088,0.054306,14.801
21,0.646999,0.0374471,0.0374401,0.067215,0.0962067,0.0526428,14.9598
22,0.68517,0.0382114,0.0381704,0.0703888,0.0947418,0.0509338,15.0712
23,0.724152,0.0389912,0.0389825,0.0729828,0.0934143,0.0491943,15.1424
24,0.763929,0.0397869,0.039777,0.0748444,0.0945282,0.0474548,15.1774
25,0.804478,0.0405989,0.0405493,0.0761414,0.0964508,0.0458374,15.1816
26,0.845891,0.0414274,0.0414121,0.0789185,0.0984192,0.0443726,15.1622
27,0.888143,0.0422729,0.0422523,0.0830383,0.100433,0.0430603,15.1234
28,0.931272,0.0431356,0.0431287,0.0872955,0.102478,0.0418854,15.0695
29,0.975248,0.0440159,0.0439769,0.0914154,0.104568,0.0412445,15.0094
30,1.02011,0.0449142,0.0448605,0.0953064,0.106705,0.0445251,15.0012
31,1.06589,0.0458308,0.0457818,0.0988464,0.108887,0.0440369,14.9867
32,1.11263,0.0467662,0.0467433,0.101746,0.111099,0.0443878,14.9784
33,1.1603,0.0477206,0.0476689,0.103775,0.113373,0.0464935,14.999
34,1.20894,0.0486945,0.0486336,0.104996,0.115692,0.0475616,15.0326
35,1.25858,0.0496882,0.0496398,0.108627,0.118042,0.0485229,15.077
36,1.30927,0.0507023,0.0506903,0.11322,0.120453,0.0528107,15.1747
37,1.36096,0.051737,0.051695,0.117584,0.12291,0.0541992,15.284
38,1.4137,0.0527929,0.0527422,0.121521,0.125427,0.0493011,15.3263
39,1.46754,0.0538703,0.0538348,0.124573,0.127975,0.0529938,15.4116
40,1.52241,0.0549697,0.0548701,0.126556,0.1306,0.0572357,15.5425
41,1.57847,0.0560915,0.0560583,0.127579,0.133255,0.055954,15.6526
42,1.63565,0.0572362,0.0571862,0.130875,0.135971,0.0567169,15.7657
43,1.69402,0.0584043,0.0583629,0.135651,0.138748,0.0581512,15.8899
44,1.75361,0.0595962,0.0595915,0.139908,0.141586,0.0592651,16.0212
45,1.81435,0.0608125,0.0607449,0.143036,0.14447,0.0616302,16.1718
46,1.8763,0.0620536,0.0619465,0.144913,0.14743,0.0623016,16.3224
47,1.9395,0.06332,0.0631993,0.14566,0.150436,0.0604095,16.4454
48,2.00401,0.0646122,0.0645069,0.149368,0.153503,0.0633698,16.5949
49,2.06988,0.0659308,0.0658729,0.154709,0.156631,0.0661163,16.7675
50,2.13702,0.0672763,0.0671397,0.15889,0.159836,0.066803,16.9389
51,2.20565,0.0686493,0.068628,0.161621,0.163101,0.0723877,17.1624
52,2.27566,0.0700503,0.070011,0.16304,0.166428,0.0768433,17.422
53,2.34711,0.0714799,0.0714545,0.1633,0.16983,0.0797577,17.7006
54,2.41988,0.0729387,0.0727708,0.162628,0.173294,0.0812988,17.9814
55,2.49422,0.0744272,0.0743399,0.161972,0.176819,0.0818939,18.2581
56,2.57,0.0759462,0.0757735,0.16217,0.180435,0.082077,18.5246
57,2.64748,0.0774961,0.0774859,0.162018,0.184113,0.0820618,18.7829
58,2.72654,0.0790776,0.0790535,0.161545,0.187881,0.0818634,19.0293
59,2.80723,0.0806915,0.0806907,0.160538,0.191711,0.0813904,19.2621
60,2.88938,0.0823382,0.0821534,0.158661,0.195618,0.0803986,19.4747
61,2.97331,0.0840186,0.0839338,0.157928,0.199615,0.0797577,19.6747
62,3.05884,0.0857333,0.0855275,0.156784,0.20369,0.0790405,19.8595
63,3.14631,0.0874829,0.0874713,0.154755,0.20784,0.0818939,20.0662
64,3.23553,0.0892683,0.0892149,0.154358,0.212082,0.0809479,20.2565
65,3.32656,0.0910901,0.0910356,0.152618,0.216415,0.0785522,20.4183
66,3.4195,0.0929491,0.0929388,0.149185,0.220825,0.0769501,20.5604
67,3.51409,0.094846,0.0945925,0.148361,0.225342,0.0799408,20.7223
68,3.61076,0.0967816,0.0966639,0.14679,0.229935,0.0856476,20.9309
69,3.70922,0.0987568,0.0984673,0.143478,0.234634,0.0875397,21.1476
70,3.80996,0.100772,0.100731,0.138992,0.239426,0.0798187,21.2916
71,3.91266,0.102829,0.102706,0.138199,0.244308,0.0740662,21.38
72,4.01743,0.104927,0.104768,0.136444,0.249298,0.0809631,21.5252
73,4.12435,0.107069,0.106924,0.134674,0.254379,0.0882416,21.7287
74,4.23353,0.109254,0.10918,0.134903,0.259567,0.0883636,21.9274
75,4.3446,0.111483,0.111062,0.14119,0.264862,0.0853119,22.0911
76,4.45812,0.113759,0.113519,0.146423,0.270264,0.0725098,22.2153
77,4.57369,0.11608,0.115574,0.149246,0.275787,0.0756683,22.3478
78,4.69195,0.118449,0.118262,0.148804,0.281418,0.0855865,22.5025
79,4.81247,0.120867,0.120515,0.15303,0.287155,0.0863953,22.658
80,4.93533,0.123333,0.122866,0.162521,0.293015,0.0868683,22.8207
81,5.06066,0.12585,0.125323,0.16832,0.298996,0.0709076,22.9929
