iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000213623,0.0505524,0.000427246,5.05524
2,0.0504889,0.0255102,0.0254889,0.00088501,0.05159,0.00138855,5.10545
3,0.0765094,0.0260308,0.0260204,0.00215149,0.0526428,0.00308228,5.15875
4,0.103061,0.0265621,0.0265515,0.00389099,0.0537262,0.00549316,5.2133
5,0.130141,0.0271041,0.0270806,0.00613403,0.0601501,0.00865173,5.37903
6,0.157799,0.0276573,0.0276573,0.0088501,0.0666504,0.0124359,5.60443
7,0.186005,0.0282217,0.0282062,0.0119019,0.0724792,0.0167236,5.85305
8,0.214783,0.0287977,0.028778,0.015152,0.0775299,0.0213165,6.10691
9,0.244157,0.0293854,0.029374,0.0184479,0.0818024,0.0259552,6.41267
10,0.274122,0.0299851,0.0299656,0.0216064,0.0852966,0.0304413,6.82017
11,0.304705,0.030597,0.0305822,0.0245209,0.0880127,0.0345917,7.29238
12,0.335897,0.0312215,0.0311925,0.0270996,0.0900116,0.0383148,7.8001
13,0.367726,0.0318586,0.0318284,0.0293121,0.0913239,0.0415497,8.3226
14,0.400217,0.0325088,0.0324915,0.031311,0.092041,0.0443115,8.84543
15,0.433364,0.0331722,0.0331465,0.03302,0.0922241,0.0466309,9.35683
16,0.467193,0.0338492,0.0338291,0.0344086,0.0919495,0.0484924,9.84905
17,0.501694,0.03454,0.0345009,0.0352173,0.0913544,0.0496368,10.3083
18,0.536937,0.0352449,0.0352429,0.0368805,0.0904999,0.0502167,10.7303
19,0.572867,0.0359642,0.0359306,0.0397491,0.0895081,0.0503235,11.1084
20,0.609559,0.0366982,0.0366922,0.0426483,0.0884094,0.0500031,11.4429
21,0.646999,0.0374471,0.0374401,0.0455933,0.0872803,0.0493622,11.7327
22,0.68517,0.0382114,0.0381704,0.0484772,0.0861664,0.0485077,11.9789
23,0.724152,0.0389912,0.0389825,0.0512848,0.0850983,0.0475006,12.1862
24,0.763929,0.0397869,0.039777,0.0540314,0.0840912,0.0464325,12.3574
25,0.804478,0.0405989,0.0405493,0.0566864,0.0831451,0.0453033,12.4947
26,0.845891,0.0414274,0.0414121,0.0592194,0.083786,0.0441437,12.6031
27,0.888143,0.0422729,0.0422523,0.0614166,0.085495,0.0429535,12.6844
28,0.931272,0.0431356,0.0431287,0.0631409,0.0872498,0.0417175,12.7408
29,0.975248,0.0440159,0.0439769,0.0644379,0.0890198,0.0405121,12.7747
30,1.02011,0.0449142,0.0448605,0.0654144,0.0908356,0.0393982,12.7898
31,1.06589,0.0458308,0.0457818,0.0669098,0.0926971,0.0383759,12.7893
32,1.11263,0.0467662,0.0467433,0.0701294,0.0945892,0.0374451,12.7761
33,1.1603,0.0477206,0.0476689,0.0735016,0.0965118,0.0366058,12.752
34,1.20894,0.0486945,0.0486336,0.0767975,0.0984802,0.0359802,12.7209
35,1.25858,0.0496882,0.0496398,0.0799561,0.100494,0.0360107,12.6921
36,1.30927,0.0507023,0.0506903,0.0829315,0.102554,0.0378571,12.6892
37,1.36096,0.051737,0.051695,0.0856171,0.104645,0.0400848,12.7143
