iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000320435,0.0555573,0.000579834,5.55573
2,0.0504889,0.0255102,0.0254889,0.00137329,0.0566864,0.00201416,5.61034
3,0.0765094,0.0260308,0.0260204,0.00315857,0.0578461,0.0045166,5.66882
4,0.103061,0.0265621,0.0265515,0.00569153,0.0644684,0.00805664,5.8686
5,0.130141,0.0271041,0.0270806,0.00891113,0.072937,0.012558,6.16382
6,0.157799,0.0276573,0.0276573,0.0126495,0.0803986,0.0178375,6.49263
7,0.186005,0.0282217,0.0282062,0.0167084,0.0867157,0.0235443,6.82233
8,0.214783,0.0287977,0.028778,0.0207977,0.0919189,0.0293274,7.21716
9,0.244157,0.0293854,0.029374,0.0246887,0.095993,0.0348511,7.74595
10,0.274122,0.0299851,0.0299656,0.0281677,0.0989685,0.0398407,8.34999
11,0.304705,0.030597,0.0305822,0.0311737,0.100937,0.0441895,8.98959
12,0.335897,0.0312215,0.0311925,0.0337982,0.102005,0.047821,9.63369
13,0.367726,0.0318586,0.0318284,0.0359802,0.10231,0.0508118,10.2645
14,0.400217,0.0325088,0.0324915,0.0377502,0.101959,0.0531921,10.8698
15,0.433364,0.0331722,0.0331465,0.0388489,0.101105,0.054718,11.4324
16,0.467193,0.0338492,0.0338291,0.0407104,0.0999146,0.0554047,11.9411
17,0.501694,0.03454,0.0345009,0.0440979,0.0984955,0.0554657,12.3899
18,0.536937,0.0352449,0.0352429,0.0475464,0.0969849,0.0549774,12.7795
19,0.572867,0.0359642,0.0359306,0.0509796,0.0954437,0.0540619,13.1071
20,0.609559,0.0366982,0.0366922,0.0543365,0.0939331,0.0529022,13.3795
21,0.646999,0.0374471,0.0374401,0.0575867,0.0924988,0.05159,13.6002
22,0.68517,0.0382114,0.0381704,0.06073,0.091156,0.0502167,13.774
23,0.724152,0.0389912,0.0389825,0.0637512,0.0899048,0.0487823,13.9077
24,0.763929,0.0397869,0.039777,0.0664825,0.0887756,0.0473328,14.0048
25,0.804478,0.0405989,0.0405493,0.0686493,0.0902405,0.0458374,14.0681
26,0.845891,0.0414274,0.0414121,0.0702362,0.0920715,0.044342,14.1027
27,0.888143,0.0422729,0.0422523,0.0713806,0.0939484,0.0429535,14.1126
28,0.931272,0.0431356,0.0431287,0.0736694,0.095871,0.0417023,14.1027
29,0.975248,0.0440159,0.0439769,0.0774078,0.0978241,0.0405731,14.0761
30,1.02011,0.0449142,0.0448605,0.0812683,0.099823,0.039566,14.0364
31,1.06589,0.0458308,0.0457818,0.085022,0.101868,0.0389557,13.9906
32,1.11263,0.0467662,0.0467433,0.0886078,0.103943,0.0406494,13.9718
33,1.1603,0.0477206,0.0476689,0.0919189,0.106064,0.0425873,13.9804
34,1.20894,0.0486945,0.0486336,0.0947418,0.108231,0.04245,13.9865
35,1.25858,0.0496882,0.0496398,0.0968323,0.110443,0.0424652,13.9926
36,1.30927,0.0507023,0.0506903,0.0982056,0.112686,0.0444489,14.0244
37,1.36096,0.051737,0.051695,0.0994568,0.11499,0.0461273,14.0752
38,1.4137,0.0527929,0.0527422,0.103668,0.11734,0.0463104,14.1255
39,1.46754,0.0538703,0.0538348,0.107819,0.119736,0.0494232,14.2113
40,1.52241,0.0549697,0.0548701,0.111694,0.122177,0.0522461,14.3256
41,1.57847,0.0560915,0.0560583,0.115051,0.124664,0.0495758,14.4034
42,1.63565,0.0572362,0.0571862,0.117508,0.127213,0.0488434,14.4685
43,1.69402,0.0584043,0.0583629,0.119064,0.129807,0.0529175,14.5773
44,1.75361,0.0595962,0.0595915,0.119797,0.132462,0.0555267,14.7109
45,1.81435,0.0608125,0.0607449,0.122772,0.135162,0.0532837,14.8123
46,1.8763,0.0620536,0.0619465,0.127182,0.137924,0.0540466,14.9171
47,1.9395,0.06332,0.0631993,0.131073,0.140732,0.0553436,15.031
