iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000366211,0.0575714,0.000656128,5.75714
2,0.0504889,0.0255102,0.0254889,0.00160217,0.0587463,0.00233459,5.81398
3,0.0765094,0.0260308,0.0260204,0.00366211,0.0599518,0.00523376,5.87479
4,0.103061,0.0265621,0.0265515,0.0065918,0.0695038,0.00932312,6.15118
5,0.130141,0.0271041,0.0270806,0.0102539,0.0784912,0.0144806,6.50308
6,0.157799,0.0276573,0.0276573,0.0144806,0.0862732,0.0204163,6.87539
7,0.186005,0.0282217,0.0282062,0.0189514,0.0927429,0.0267334,7.23839
8,0.214783,0.0287977,0.028778,0.0233459,0.0979004,0.032959,7.73956
9,0.244157,0.0293854,0.029374,0.0274048,0.101761,0.0387421,8.36148
10,0.274122,0.0299851,0.0299656,0.0309448,0.104416,0.0438385,9.04381
11,0.304705,0.030597,0.0305822,0.0339966,0.105957,0.0481415,9.74593
12,0.335897,0.0312215,0.0311925,0.0365448,0.106567,0.051651,10.4382
13,0.367726,0.0318586,0.0318284,0.0386353,0.106384,0.0544739,11.1049
14,0.400217,0.0325088,0.0324915,0.0401306,0.105576,0.056488,11.7312
15,0.433364,0.0331722,0.0331465,0.0413055,0.104324,0.0574799,12.2983
16,0.467193,0.0338492,0.0338291,0.0449219,0.102783,0.0577087,12.7998
17,0.501694,0.03454,0.0345009,0.0485687,0.101089,0.0572968,13.2315
18,0.536937,0.0352449,0.0352429,0.0522461,0.09935,0.056366,13.5962
19,0.572867,0.0359642,0.0359306,0.0558319,0.097641,0.05513,13.895
20,0.609559,0.0366982,0.0366922,0.0592957,0.0960083,0.0537109,14.1361
21,0.646999,0.0374471,0.0374401,0.0626373,0.0944824,0.0522003,14.3248
22,0.68517,0.0382114,0.0381704,0.0658417,0.0930634,0.0506439,14.4662
23,0.724152,0.0389912,0.0389825,0.0687866,0.0917664,0.0490723,14.5678
24,0.763929,0.0397869,0.039777,0.071106,0.0916443,0.0474396,14.6324
25,0.804478,0.0405989,0.0405493,0.0727844,0.0935059,0.0458221,14.6638
26,0.845891,0.0414274,0.0414121,0.0739746,0.0954132,0.0443268,14.669
27,0.888143,0.0422729,0.0422523,0.0767517,0.0973663,0.042984,14.6525
28,0.931272,0.0431356,0.0431287,0.0807037,0.09935,0.0417786,14.6187
29,0.975248,0.0440159,0.0439769,0.0847778,0.101379,0.0406952,14.5707
30,1.02011,0.0449142,0.0448605,0.0887146,0.103455,0.0401154,14.5173
31,1.06589,0.0458308,0.0457818,0.0924225,0.10556,0.0427704,14.5054
32,1.11263,0.0467662,0.0467433,0.0958405,0.107712,0.0447235,14.522
33,1.1603,0.0477206,0.0476689,0.0986328,0.109909,0.0423126,14.5042
34,1.20894,0.0486945,0.0486336,0.100632,0.112152,0.0441437,14.5119
35,1.25858,0.0496882,0.0496398,0.101868,0.114441,0.0461731,14.546
36,1.30927,0.0507023,0.0506903,0.10463,0.116776,0.048584,14.6097
37,1.36096,0.051737,0.051695,0.10907,0.119171,0.0499115,14.6862
38,1.4137,0.0527929,0.0527422,0.113327,0.121597,0.0532684,14.8001
39,1.46754,0.0538703,0.0538348,0.117218,0.124084,0.050827,14.8783
40,1.52241,0.0549697,0.0548701,0.120361,0.126617,0.0501251,14.9432
41,1.57847,0.0560915,0.0560583,0.122498,0.129196,0.0542297,15.0541
42,1.63565,0.0572362,0.0571862,0.123703,0.131836,0.0573425,15.1954
43,1.69402,0.0584043,0.0583629,0.125412,0.134521,0.0550232,15.3033
44,1.75361,0.0595962,0.0595915,0.130081,0.137268,0.0564575,15.4228
45,1.81435,0.0608125,0.0607449,0.13443,0.140076,0.0569763,15.5416
46,1.8763,0.0620536,0.0619465,0.137894,0.142929,0.0561829,15.6457
47,1.9395,0.06332,0.0631993,0.140137,0.145844,0.060379,15.7904
