"OutphaseC4_012","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_012.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\012\OutphaseC4_012_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9461,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9669,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4974,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.9826,          0.0000
,        0.025000,          0.8333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.4500,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.1158,          0.0000
,        0.033333,          0.8591,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4013,         -1.4278,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.3320,          0.0000
,        0.041667,          0.9643,          0.0000,          0.7951,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.4166,         -4.1572,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -8.4537,          0.0000
,        0.050000,          1.0394,          0.0000,          1.6968,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.4224,         -6.6378,         -0.0011,          0.0000,          0.0000,          0.0000,          0.0000,         -9.9456,          0.0000
,        0.058333,          1.0992,          0.0000,          1.9798,          0.5905,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.4271,         -8.7580,         -3.8292,          0.0000,          0.0000,          0.0000,          0.0000,        -11.3050,          0.0000
,        0.066667,          1.1351,          0.0000,          2.1618,          0.3776,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.4446,        -10.4839,         -4.0905,          0.0000,          0.0000,          0.0000,          0.0000,        -12.2291,          0.0000
,        0.075000,          1.1658,          0.0000,          2.2527,          0.3579,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4268,        -11.7295,         -4.9889,          0.0000,          0.0000,          0.0000,          0.0000,        -13.0334,          0.0000
