"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\008\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\008\sfe_25_POMM.csv","Maximum (Extracted from Time Series)",          0.6300,          1.4734,          0.8128,          1.8068,          1.2522,          1.5684,          2.0331,          3.4813,          3.4808,          3.4808
"","Time of Maximum",          2.7833,          0.1500,          0.1333,          1.4000,          0.3000,          2.9000,          1.4500,          1.6667,          1.3667,          1.4833
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
