"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\008\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\008\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.100000,          0.5841,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.1228,          0.0000,          0.0000,          0.0000
,        0.116667,          0.5574,          1.1869,          0.0000,          0.0000,          0.0000,          0.0000,          1.5964,          0.2206,          0.0000,          0.0000
,        0.133333,          0.5972,          1.4138,          0.8128,          0.0000,          0.0000,          0.0000,          1.8255,          1.4370,          0.0000,          0.0000
,        0.150000,          0.6185,          1.4734,          0.1656,          0.8511,          0.5548,          0.0000,          1.9338,          1.4213,          0.1997,          0.0000
,        0.166667,          0.6246,          1.4397,          0.0987,          1.2066,          0.7824,          0.0000,          1.9876,          1.5745,          0.8485,          0.0000
,        0.183333,          0.6268,          1.3241,          0.0817,          1.3575,          0.9267,          0.8993,          2.0118,          1.7979,          1.4065,          0.8319
,        0.200000,          0.6277,          1.2122,          0.0711,          1.4361,          0.9942,          1.2671,          2.0229,          1.8858,          1.6800,          1.4632
,        0.216667,          0.6284,          1.2916,          0.0589,          1.4686,          1.0314,          1.3340,          2.0280,          2.0318,          1.8411,          1.7405
,        0.233333,          0.6293,          1.1768,          0.0461,          1.5241,          1.0753,          1.3596,          2.0308,          2.4444,          2.0101,          1.8842
,        0.250000,          0.6296,          1.0722,          0.0439,          1.5891,          1.1714,          1.4036,          2.0317,          2.6945,          2.3777,          2.1413
,        0.266667,          0.6297,          1.0213,          0.0368,          1.6396,          1.2106,          1.4519,          2.0322,          2.8556,          2.6403,          2.4820
,        0.283333,          0.6297,          0.9923,          0.0262,          1.6806,          1.2350,          1.4853,          2.0325,          3.0042,          2.8349,          2.7201
,        0.300000,          0.6298,          0.9739,          0.0224,          1.7124,          1.2522,          1.5117,          2.0325,          3.0975,          2.9942,          2.9099
,        0.316667,          0.6298,          0.9612,          0.0217,          1.7347,          1.1801,          1.5225,          2.0326,          3.1794,          3.0942,          3.0333
,        0.333333,          0.6298,          0.9603,          0.0231,          1.7505,          1.1874,          1.5318,          2.0327,          3.2467,          3.1754,          3.1311
,        0.350000,          0.6297,          0.9556,          0.0241,          1.7619,          1.1939,          1.5402,          2.0323,          3.2906,          3.2372,          3.2038
,        0.366667,          0.6298,          0.9506,          0.0234,          1.7713,          1.1979,          1.5467,          2.0327,          3.3234,          3.2857,          3.2596
,        0.383333,          0.6298,          0.9474,          0.0218,          1.7789,          1.2007,          1.5520,          2.0325,          3.3591,          3.3250,          3.3032
,        0.400000,          0.6298,          0.9442,          0.0201,          1.7854,          1.1996,          1.5553,          2.0325,          3.3870,          3.3596,          3.3417
