"InphaseC4_004","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_004.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\004\InphaseC4_004_POMM.csv","Maximum (Extracted from Time Series)",          1.8715,          0.0799,          0.3927,          1.2567,          1.5117,          0.0000,          0.3192,          0.7402,          0.0379,          0.1620,          0.5366,          0.9771,          0.7714,          0.2786,          0.2990,          1.7185,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.0000,          0.0008
"","Time of Maximum",          0.0167,          2.8917,          0.7583,          3.8667,          0.1833,          0.0000,          0.6917,          3.5000,          2.4083,          2.7917,          4.7167,          2.6500,          1.8333,          4.2500,          4.2500,          0.1000,          0.0000,          0.0000,          0.0000,          0.0000,          0.2833,          0.1917,          0.0000,          0.2333
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -4.0011,         -4.0002,         -4.0009,         -4.0003,         -4.0013,         -4.0004,         -4.0018,         -4.0009
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.9833,          1.1917,          4.0750,          4.1250,          3.0417,          3.6583,          0.0333,          2.5083
