iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000106812,0.0636902,0.000244141,6.36902
2,0.0504996,0.0255102,0.0254996,0.000473022,0.0649872,0.000701904,6.43314
3,0.0765193,0.0260308,0.0260197,0.00115967,0.0663147,0.00160217,6.49962
4,0.103081,0.0265621,0.0265618,0.00215149,0.0676727,0.00294495,6.56858
5,0.130184,0.0271041,0.0271027,0.00346375,0.069046,0.00474548,6.63845
6,0.157837,0.0276573,0.0276535,0.00508118,0.0704651,0.00698853,6.70978
7,0.186051,0.0282217,0.0282141,0.00700378,0.0718994,0.00965881,6.7823
8,0.214836,0.0287977,0.0287844,0.00917053,0.0733643,0.0126648,6.85609
9,0.244214,0.0293854,0.0293785,0.0115051,0.0748596,0.0159302,6.93165
10,0.274197,0.0299851,0.0299828,0.0139465,0.0763855,0.0193176,7.00888
11,0.304779,0.030597,0.0305816,0.0164032,0.0779572,0.0227203,7.08744
12,0.336,0.0312215,0.0312214,0.0187683,0.0795441,0.0260162,7.23468
13,0.367855,0.0318586,0.0318548,0.0210114,0.0811615,0.0291138,7.44846
14,0.400352,0.0325088,0.0324971,0.023056,0.0828247,0.0319519,7.70808
15,0.433518,0.0331722,0.0331662,0.0249023,0.0845184,0.0344696,7.99724
16,0.467363,0.0338492,0.0338446,0.026535,0.0862427,0.0366974,8.30382
17,0.501894,0.03454,0.0345317,0.0279694,0.0879974,0.03862,8.618
18,0.537121,0.0352449,0.0352268,0.0292053,0.089798,0.0402222,8.93166
19,0.573072,0.0359642,0.035951,0.0300293,0.091629,0.0413055,9.23477
20,0.609755,0.0366982,0.0366833,0.0305023,0.0934906,0.0418854,9.51881
21,0.647202,0.0374471,0.0374466,0.0316162,0.0953979,0.0420685,9.7794
22,0.685396,0.0382114,0.0381936,0.0338287,0.0973511,0.0419159,10.0127
23,0.724367,0.0389912,0.0389715,0.036087,0.0993347,0.0415039,10.2179
24,0.764149,0.0397869,0.0397823,0.0384216,0.101364,0.040863,10.395
25,0.804722,0.0405989,0.0405725,0.040741,0.103439,0.0400848,10.5441
26,0.846146,0.0414274,0.0414243,0.0430603,0.105545,0.0392151,10.6678
27,0.888399,0.0422729,0.0422528,0.0453339,0.107697,0.038269,10.7669
28,0.931515,0.0431356,0.0431157,0.0475769,0.109894,0.0372467,10.8429
29,0.97553,0.0440159,0.0440153,0.0497589,0.112137,0.0361786,10.8978
30,1.02042,0.0449142,0.0448855,0.0519257,0.114426,0.0350647,10.9322
31,1.06624,0.0458308,0.0458272,0.0540466,0.11676,0.0339203,10.9642
32,1.11298,0.0467662,0.0467357,0.056076,0.119141,0.0327301,11.0037
33,1.1607,0.0477206,0.0477204,0.0579987,0.121582,0.0315247,11.0512
34,1.20937,0.0486945,0.0486677,0.0597076,0.124054,0.030304,11.1054
35,1.25902,0.0496882,0.0496543,0.061142,0.126587,0.0290833,11.1663
36,1.3097,0.0507023,0.0506825,0.0623474,0.129181,0.0292053,11.2339
37,1.36141,0.051737,0.0517095,0.0633698,0.131805,0.0306091,11.3076
38,1.41419,0.0527929,0.05278,0.064209,0.134506,0.0318756,11.3875
