"VanillaC4_013 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_013.tcf]","Time (h)","Q 2 [VanillaC4_013]","Q 3 [VanillaC4_013]","Q 4 [VanillaC4_013]","Q 5 [VanillaC4_013]","Q 6 [VanillaC4_013]","Q 7 [VanillaC4_013]","Q 1 [VanillaC4_013]","Q  8 [VanillaC4_013]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -13.3857,          0.0001
           3,        0.016667,         -6.3094,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -17.9151,          0.0007
           4,        0.025000,        -14.5042,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,        -18.9101,          0.0011
           5,        0.033333,        -17.0260,         -6.0189,          0.0000,          0.0000,          0.0000,          0.0002,        -19.3138,          0.0000
           6,        0.041667,        -18.1433,        -12.7709,          0.0000,          0.0000,          0.0000,         -0.0003,        -19.5668,          0.0003
           7,        0.050000,        -18.7854,        -15.5407,         -3.0486,          0.0000,         -0.0000,         -0.0005,        -19.7326,          0.0006
           8,        0.058333,        -19.1915,        -17.0702,        -10.8297,          0.0000,          0.0001,         -0.0001,        -19.8069,          0.0003
           9,        0.066667,        -19.4370,        -18.0009,        -14.1077,         -4.1525,         -0.0000,          0.0002,        -19.8666,          0.0003
          10,        0.075000,        -19.5926,        -18.5969,        -15.9825,        -10.6510,          0.0001,          0.0001,        -19.9036,          0.0011
          11,        0.083333,        -19.7138,        -19.0014,        -17.1747,        -13.7406,         -0.0000,         -0.0000,        -19.9332,          0.0000
          12,        0.091667,        -19.7921,        -19.2764,        -17.9696,        -15.6089,         -0.0000,          0.0001,        -19.9519,          0.0005
          13,        0.100000,        -19.8461,        -19.4661,        -18.5225,        -16.8416,         -7.0783,          0.0004,        -19.9628,          0.0002
          14,        0.108333,        -19.8894,        -19.6064,        -18.9120,        -17.6807,        -11.4027,          0.0007,        -19.9741,          0.0007
          15,        0.116667,        -19.9179,        -19.7087,        -19.1910,        -18.2862,        -13.9055,         -6.2710,        -19.9815,          0.0004
