"VanillaC4_011","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_011.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\011\VanillaC4_011_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.7387,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -7.1850,          0.0000
,        0.016667,          1.5244,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.4374,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -10.3698,          0.0004
,        0.025000,          1.4062,          0.6475,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          1.3539,         -7.3097,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -11.1621,         -0.0004
,        0.033333,          1.3481,          0.7765,          1.2997,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.3005,         -9.5242,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -11.4936,          0.0002
,        0.041667,          1.3123,          0.8101,          1.2825,          1.1898,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0000,          1.2739,        -10.5214,         -4.6852,          0.0000,          0.0000,          0.0000,         -0.0000,        -11.6871,         -0.0002
,        0.050000,          1.2907,          0.8173,          1.2583,          1.2374,          1.2141,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.2569,        -11.0529,         -7.8691,          0.0000,          0.0000,          0.0000,          0.0005,        -11.7986,         -0.0003
,        0.058333,          1.2761,          0.8198,          1.2396,          1.2268,          1.2937,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          1.2458,        -11.3727,         -9.3919,          0.0000,          0.0000,          0.0000,         -0.0003,        -11.8698,          0.0011
,        0.066667,          1.2662,          0.8210,          1.2256,          1.2152,          1.2797,          0.5084,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          1.2379,        -11.5733,        -10.2649,         -5.6422,          0.0000,          0.0000,          0.0002,        -11.9061,         -0.0008
