"VanillaC4_011","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_011.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\011\VanillaC4_011_POMM.csv","Maximum (Extracted from Time Series)",          1.5244,          0.8213,          1.2997,          1.2374,          1.2937,          0.8195,          0.8689,          0.9172,          0.9581,          0.9978,          0.7652,          0.9968,          1.2421,          1.2203,          1.2032,          1.7387,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.0000,          0.0011
"","Time of Maximum",          0.0167,          0.0750,          0.0333,          0.0500,          0.0583,          3.4750,          4.5083,          4.6250,          2.2083,          3.3000,          3.3917,          5.5333,          0.5167,          4.5083,          0.4917,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0500,          0.0000,          0.0583
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -12.0003,        -12.0004,        -12.0004,        -12.0004,        -12.0004,        -12.0005,        -12.0004,        -12.0183
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          5.2583,          3.0000,          2.5083,          2.9083,          1.2583,          0.5167,          1.5250,          0.4917
