"VanillaC4_006","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_006.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\006\VanillaC4_006_POMM.csv","Maximum (Extracted from Time Series)",          1.2310,          0.5160,          0.9870,          0.9451,          1.0077,          0.5169,          0.5770,          0.6344,          0.6819,          0.7276,          0.4530,          0.7271,          1.0065,          0.9843,          0.9695,          1.3707,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0010
"","Time of Maximum",          0.0167,          5.3083,          0.0500,          0.0750,          0.0750,          3.7500,          1.7917,          2.1583,          5.2167,          3.8333,          2.9750,          5.5583,          0.2000,          3.2917,          3.2750,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1750,          0.0000,          0.0750
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.0003,         -6.0003,         -6.0003,         -6.0003,         -6.0003,         -6.0003,         -6.0003,         -6.0038
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.7167,          1.4083,          1.0000,          3.9333,          4.9667,          3.9833,          3.8000,          3.2833
