"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\007\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.100000,          0.5529,          0.0000,          0.0000,          0.0000
           8,        0.116667,          1.1081,          0.0000,          0.0000,          0.0000
           9,        0.133333,          1.3948,          0.5821,          0.0000,          0.0000
          10,        0.150000,          1.5456,          1.2851,          0.0000,          0.0000
          11,        0.166667,          1.6209,          1.1836,          0.2077,          0.0000
          12,        0.183333,          1.6567,          1.3473,          0.7243,          0.0000
          13,        0.200000,          1.6738,          1.4680,          1.1650,          0.5899
          14,        0.216667,          1.6823,          1.5642,          1.3893,          1.1958
          15,        0.233333,          1.6861,          1.6299,          1.5203,          1.4170
          16,        0.250000,          1.6882,          1.6483,          1.5942,          1.5405
          17,        0.266667,          1.6891,          1.6699,          1.6318,          1.6064
          18,        0.283333,          1.6897,          1.6756,          1.6561,          1.6385
          19,        0.300000,          1.6900,          1.6842,          1.6716,          1.6608
          20,        0.316667,          1.6900,          1.6874,          1.6805,          1.6740
          21,        0.333333,          1.6902,          1.6888,          1.6854,          1.6820
          22,        0.350000,          1.6902,          1.7413,          1.7031,          1.6874
          23,        0.366667,          1.6899,          1.8854,          1.7558,          1.7142
          24,        0.383333,          1.6900,          1.9576,          1.8595,          1.7948
          25,        0.400000,          1.6902,          2.0105,          1.9355,          1.8853
          26,        0.416667,          1.6901,          2.0533,          1.9951,          1.9583
          27,        0.433333,          1.6901,          2.0872,          2.0420,          2.0126
          28,        0.450000,          1.6902,          2.1176,          2.0793,          2.0555
          29,        0.466667,          1.6901,          2.1427,          2.1106,          2.0901
          30,        0.483333,          1.6902,          2.1670,          2.1378,          2.1213
          31,        0.500000,          1.6901,          2.1848,          2.1606,          2.1472
          32,        0.516667,          1.6902,          2.2013,          2.1805,          2.1677
          33,        0.533333,          1.6902,          2.2149,          2.1975,          2.1866
          34,        0.550000,          1.6902,          2.2287,          2.2131,          2.2028
          35,        0.566667,          1.6901,          2.2372,          2.2250,          2.2172
          36,        0.583333,          1.6902,          2.2468,          2.2356,          2.2295
          37,        0.600000,          1.6902,          2.2538,          2.2447,          2.2389
          38,        0.616667,          1.6902,          2.2602,          2.2522,          2.2474
          39,        0.633333,          1.6901,          2.2654,          2.2591,          2.2548
          40,        0.650000,          1.6901,          2.2692,          2.2643,          2.2610
          41,        0.666667,          1.6901,          2.2727,          2.2690,          2.2656
          42,        0.683333,          1.6902,          2.2763,          2.2726,          2.2702
          43,        0.700000,          1.6901,          2.2787,          2.2758,          2.2740
          44,        0.716667,          1.6902,          2.2811,          2.2789,          2.2768
          45,        0.733333,          1.6902,          2.2834,          2.2810,          2.2798
          46,        0.750000,          1.6902,          2.2845,          2.2825,          2.2816
          47,        0.766667,          1.6902,          2.2861,          2.2840,          2.2833
          48,        0.783333,          1.6902,          2.2865,          2.2852,          2.2844
          49,        0.800000,          1.6902,          2.2872,          2.2864,          2.2857
          50,        0.816667,          1.6901,          2.2882,          2.2873,          2.2868
          51,        0.833333,          1.6903,          2.2892,          2.2882,          2.2877
          52,        0.850000,          1.6901,          2.2893,          2.2888,          2.2883
          53,        0.866667,          1.6901,          2.2898,          2.2891,          2.2889
          54,        0.883333,          1.6901,          2.2901,          2.2899,          2.2895
          55,        0.900000,          1.6902,          2.2907,          2.2901,          2.2900
          56,        0.916667,          1.6902,          2.2906,          2.2904,          2.2910
          57,        0.933333,          1.6901,          2.2908,          2.2910,          2.2906
          58,        0.950000,          1.6901,          2.2911,          2.2909,          2.2908
          59,        0.966667,          1.6902,          2.2915,          2.2910,          2.2909
          60,        0.983333,          1.6902,          2.2915,          2.2911,          2.2911
          61,        1.000000,          1.6902,          2.2912,          2.2913,          2.2912
          62,        1.016667,          1.6901,          2.2918,          2.2915,          2.2914
          63,        1.033333,          1.6901,          2.2913,          2.2913,          2.2915
          64,        1.050000,          1.6901,          2.2918,          2.2915,          2.2915
          65,        1.066667,          1.6902,          2.2920,          2.2918,          2.2916
          66,        1.083333,          1.6902,          2.2918,          2.2916,          2.2915
          67,        1.100000,          1.6902,          2.2916,          2.2915,          2.2916
          68,        1.116667,          1.6902,          2.2921,          2.2919,          2.2918
          69,        1.133333,          1.6902,          2.2918,          2.2918,          2.2916
          70,        1.150000,          1.6901,          2.2917,          2.2919,          2.2918
          71,        1.166667,          1.6902,          2.2918,          2.2918,          2.2917
          72,        1.183333,          1.6902,          2.2916,          2.2919,          2.2918
          73,        1.200000,          1.6902,          2.2918,          2.2919,          2.2919
          74,        1.216667,          1.6902,          2.2917,          2.2919,          2.2918
          75,        1.233333,          1.6901,          2.2921,          2.2916,          2.2919
          76,        1.250000,          1.6901,          2.2918,          2.2918,          2.2918
          77,        1.266667,          1.6902,          2.2918,          2.2918,          2.2918
          78,        1.283333,          1.6902,          2.2918,          2.2919,          2.2919
          79,        1.300000,          1.6901,          2.2917,          2.2918,          2.2919
          80,        1.316667,          1.6902,          2.2922,          2.2915,          2.2919
          81,        1.333333,          1.6902,          2.2920,          2.2917,          2.2919
          82,        1.350000,          1.6902,          2.2920,          2.2917,          2.2919
          83,        1.366667,          1.6901,          2.2916,          2.2917,          2.2920
          84,        1.383333,          1.6901,          2.2919,          2.2919,          2.2919
          85,        1.400000,          1.6901,          2.2921,          2.2919,          2.2918
          86,        1.416667,          1.6902,          2.2919,          2.2916,          2.2920
          87,        1.433333,          1.6902,          2.2916,          2.2916,          2.2918
          88,        1.450000,          1.6902,          2.2914,          2.2919,          2.2919
          89,        1.466667,          1.6902,          2.2917,          2.2918,          2.2919
          90,        1.483333,          1.6902,          2.2918,          2.2917,          2.2919
          91,        1.500000,          1.6901,          2.2924,          2.2918,          2.2920
          92,        1.516667,          1.6902,          2.2919,          2.2918,          2.2919
          93,        1.533333,          1.6901,          2.2921,          2.2919,          2.2919
          94,        1.550000,          1.6902,          2.2924,          2.2920,          2.2919
          95,        1.566667,          1.6901,          2.2919,          2.2923,          2.2920
          96,        1.583333,          1.6901,          2.2920,          2.2919,          2.2919
          97,        1.600000,          1.6901,          2.2920,          2.2921,          2.2918
          98,        1.616667,          1.6901,          2.2919,          2.2921,          2.2919
          99,        1.633333,          1.6902,          2.2921,          2.2920,          2.2919
         100,        1.650000,          1.6901,          2.2923,          2.2920,          2.2919
         101,        1.666667,          1.6901,          2.2921,          2.2918,          2.2919
         102,        1.683333,          1.6902,          2.2921,          2.2921,          2.2919
         103,        1.700000,          1.6902,          2.2921,          2.2923,          2.2919
         104,        1.716667,          1.6901,          2.2918,          2.2920,          2.2919
         105,        1.733333,          1.6901,          2.2918,          2.2918,          2.2920
         106,        1.750000,          1.6902,          2.2920,          2.2919,          2.2919
         107,        1.766667,          1.6902,          2.2919,          2.2918,          2.2919
         108,        1.783333,          1.6902,          2.2916,          2.2921,          2.2920
         109,        1.800000,          1.6901,          2.2917,          2.2919,          2.2919
         110,        1.816667,          1.6902,          2.2914,          2.2917,          2.2919
         111,        1.833333,          1.6901,          2.2920,          2.2919,          2.2919
         112,        1.850000,          1.6901,          2.2916,          2.2920,          2.2919
         113,        1.866667,          1.6902,          2.2916,          2.2918,          2.2919
         114,        1.883333,          1.6902,          2.2920,          2.2917,          2.2920
         115,        1.900000,          1.6902,          2.2919,          2.2922,          2.2920
         116,        1.916667,          1.6901,          2.2924,          2.2919,          2.2919
         117,        1.933333,          1.6902,          2.2917,          2.2921,          2.2920
         118,        1.950000,          1.6902,          2.2920,          2.2919,          2.2919
         119,        1.966667,          1.6902,          2.2921,          2.2920,          2.2919
         120,        1.983333,          1.6902,          2.2923,          2.2918,          2.2919
         121,        2.000000,          1.6902,          2.2919,          2.2916,          2.2919
         122,        2.016667,          1.6902,          2.2917,          2.2920,          2.2919
         123,        2.033333,          1.6902,          2.2918,          2.2919,          2.2919
         124,        2.050000,          1.6901,          2.2921,          2.2918,          2.2918
         125,        2.066667,          1.6902,          2.2920,          2.2918,          2.2920
         126,        2.083333,          1.6901,          2.2919,          2.2919,          2.2919
         127,        2.100000,          1.6902,          2.2918,          2.2920,          2.2919
         128,        2.116667,          1.6902,          2.2921,          2.2920,          2.2919
         129,        2.133333,          1.6902,          2.2914,          2.2919,          2.2919
         130,        2.150000,          1.6902,          2.2920,          2.2918,          2.2920
         131,        2.166667,          1.6901,          2.2917,          2.2918,          2.2919
         132,        2.183333,          1.6902,          2.2920,          2.2919,          2.2919
         133,        2.200000,          1.6902,          2.2917,          2.2918,          2.2919
         134,        2.216667,          1.6902,          2.2914,          2.2917,          2.2919
         135,        2.233333,          1.6901,          2.2922,          2.2920,          2.2919
         136,        2.250000,          1.6901,          2.2921,          2.2919,          2.2919
         137,        2.266667,          1.6901,          2.2918,          2.2919,          2.2919
         138,        2.283333,          1.6902,          2.2916,          2.2920,          2.2919
         139,        2.300000,          1.6901,          2.2918,          2.2919,          2.2919
         140,        2.316667,          1.6902,          2.2919,          2.2919,          2.2919
         141,        2.333333,          1.6901,          2.2920,          2.2919,          2.2919
         142,        2.350000,          1.6902,          2.2924,          2.2918,          2.2919
         143,        2.366667,          1.6901,          2.2920,          2.2919,          2.2918
         144,        2.383333,          1.6903,          2.2921,          2.2919,          2.2919
         145,        2.400000,          1.6902,          2.2916,          2.2920,          2.2919
         146,        2.416667,          1.6902,          2.2922,          2.2921,          2.2920
         147,        2.433333,          1.6902,          2.2918,          2.2919,          2.2918
         148,        2.450000,          1.6902,          2.2920,          2.2922,          2.2919
         149,        2.466667,          1.6901,          2.2916,          2.2920,          2.2919
         150,        2.483333,          1.6902,          2.2922,          2.2920,          2.2918
         151,        2.500000,          1.6902,          2.2918,          2.2917,          2.2919
         152,        2.516667,          1.6902,          2.2918,          2.2921,          2.2918
         153,        2.533333,          1.6902,          2.2920,          2.2920,          2.2918
         154,        2.550000,          1.6902,          2.2920,          2.2921,          2.2919
         155,        2.566667,          1.6901,          2.2920,          2.2917,          2.2919
         156,        2.583333,          1.6902,          2.2925,          2.2921,          2.2918
         157,        2.600000,          1.6902,          2.2915,          2.2919,          2.2918
         158,        2.616667,          1.6902,          2.2920,          2.2921,          2.2918
         159,        2.633333,          1.6902,          2.2922,          2.2920,          2.2918
         160,        2.650000,          1.6901,          2.2914,          2.2918,          2.2919
         161,        2.666667,          1.6902,          2.2920,          2.2920,          2.2919
         162,        2.683333,          1.6902,          2.2916,          2.2920,          2.2920
         163,        2.700000,          1.6902,          2.2919,          2.2920,          2.2919
         164,        2.716667,          1.6902,          2.2917,          2.2920,          2.2920
         165,        2.733333,          1.6901,          2.2920,          2.2920,          2.2919
         166,        2.750000,          1.6901,          2.2914,          2.2920,          2.2919
         167,        2.766667,          1.6901,          2.2917,          2.2919,          2.2919
         168,        2.783333,          1.6901,          2.2923,          2.2919,          2.2918
         169,        2.800000,          1.6902,          2.2919,          2.2920,          2.2919
         170,        2.816667,          1.6902,          2.2921,          2.2918,          2.2919
         171,        2.833333,          1.6901,          2.2913,          2.2916,          2.2919
         172,        2.850000,          1.6901,          2.2921,          2.2920,          2.2919
         173,        2.866667,          1.6901,          2.2914,          2.2921,          2.2919
         174,        2.883333,          1.6902,          2.2924,          2.2919,          2.2919
         175,        2.900000,          1.6901,          2.2917,          2.2920,          2.2920
         176,        2.916667,          1.6901,          2.2916,          2.2916,          2.2918
         177,        2.933333,          1.6901,          2.2919,          2.2919,          2.2919
         178,        2.950000,          1.6902,          2.2916,          2.2916,          2.2919
         179,        2.966667,          1.6902,          2.2916,          2.2918,          2.2919
         180,        2.983333,          1.6902,          2.2916,          2.2920,          2.2919
         181,        3.000000,          1.6901,          2.2920,          2.2921,          2.2920

