"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\007\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          0.5636,          0.9523,          0.0116,          1.5531,          1.1613,          1.4203
          68,        1.116667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
          69,        1.133333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
          70,        1.150000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4203
          71,        1.166667,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4203
          72,        1.183333,          0.5637,          0.9523,          0.0115,          1.5530,          1.1615,          1.4203
          73,        1.200000,          0.5637,          0.9523,          0.0114,          1.5530,          1.1614,          1.4203
          74,        1.216667,          0.5637,          0.9523,          0.0116,          1.5530,          1.1614,          1.4204
          75,        1.233333,          0.5637,          0.9523,          0.0115,          1.5530,          1.1614,          1.4203
          76,        1.250000,          0.5637,          0.9523,          0.0115,          1.5530,          1.1615,          1.4203
          77,        1.266667,          0.5637,          0.9523,          0.0116,          1.5530,          1.1615,          1.4203
          78,        1.283333,          0.5637,          0.9523,          0.0115,          1.5530,          1.1615,          1.4203
          79,        1.300000,          0.5637,          0.9523,          0.0116,          1.5530,          1.1615,          1.4204
          80,        1.316667,          0.5637,          0.9523,          0.0116,          1.5530,          1.1615,          1.4203
          81,        1.333333,          0.5636,          0.9523,          0.0116,          1.5530,          1.1615,          1.4203
          82,        1.350000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
          83,        1.366667,          0.5637,          0.9523,          0.0115,          1.5530,          1.1615,          1.4203
          84,        1.383333,          0.5636,          0.9523,          0.0115,          1.5530,          1.1615,          1.4203
          85,        1.400000,          0.5637,          0.9522,          0.0116,          1.5530,          1.1614,          1.4203
          86,        1.416667,          0.5637,          0.9523,          0.0117,          1.5531,          1.1615,          1.4204
          87,        1.433333,          0.5636,          0.9523,          0.0115,          1.5530,          1.1614,          1.4204
          88,        1.450000,          0.5637,          0.9523,          0.0115,          1.5530,          1.1615,          1.4203
          89,        1.466667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
          90,        1.483333,          0.5637,          0.9523,          0.0114,          1.5530,          1.1615,          1.4204
          91,        1.500000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
          92,        1.516667,          0.5637,          0.9523,          0.0116,          1.5530,          1.1615,          1.4204
          93,        1.533333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
          94,        1.550000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1616,          1.4204
          95,        1.566667,          0.5636,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
          96,        1.583333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1616,          1.4204
          97,        1.600000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
          98,        1.616667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
          99,        1.633333,          0.5636,          0.9523,          0.0115,          1.5532,          1.1615,          1.4203
         100,        1.650000,          0.5637,          0.9524,          0.0115,          1.5531,          1.1614,          1.4204
         101,        1.666667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         102,        1.683333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4204
         103,        1.700000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
         104,        1.716667,          0.5637,          0.9524,          0.0115,          1.5531,          1.1614,          1.4203
         105,        1.733333,          0.5637,          0.9524,          0.0116,          1.5531,          1.1614,          1.4203
         106,        1.750000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4204
         107,        1.766667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         108,        1.783333,          0.5637,          0.9523,          0.0116,          1.5532,          1.1614,          1.4204
         109,        1.800000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         110,        1.816667,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4204
         111,        1.833333,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4204
         112,        1.850000,          0.5637,          0.9523,          0.0115,          1.5532,          1.1615,          1.4204
         113,        1.866667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         114,        1.883333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
         115,        1.900000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4204
         116,        1.916667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
         117,        1.933333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         118,        1.950000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
         119,        1.966667,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         120,        1.983333,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         121,        2.000000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         122,        2.016667,          0.5637,          0.9523,          0.0115,          1.5532,          1.1615,          1.4203
         123,        2.033333,          0.5637,          0.9523,          0.0116,          1.5531,          1.1616,          1.4203
         124,        2.050000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1616,          1.4203
         125,        2.066667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1616,          1.4204
         126,        2.083333,          0.5637,          0.9523,          0.0117,          1.5531,          1.1615,          1.4203
         127,        2.100000,          0.5637,          0.9523,          0.0115,          1.5532,          1.1614,          1.4204
         128,        2.116667,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         129,        2.133333,          0.5637,          0.9523,          0.0115,          1.5532,          1.1615,          1.4203
         130,        2.150000,          0.5637,          0.9523,          0.0115,          1.5532,          1.1615,          1.4204
         131,        2.166667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         132,        2.183333,          0.5637,          0.9524,          0.0115,          1.5531,          1.1615,          1.4203
         133,        2.200000,          0.5637,          0.9524,          0.0114,          1.5531,          1.1614,          1.4204
         134,        2.216667,          0.5636,          0.9523,          0.0116,          1.5531,          1.1614,          1.4204
         135,        2.233333,          0.5637,          0.9523,          0.0115,          1.5532,          1.1615,          1.4203
         136,        2.250000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         137,        2.266667,          0.5636,          0.9524,          0.0115,          1.5531,          1.1615,          1.4203
         138,        2.283333,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         139,        2.300000,          0.5637,          0.9523,          0.0116,          1.5532,          1.1614,          1.4203
         140,        2.316667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1614,          1.4204
         141,        2.333333,          0.5636,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         142,        2.350000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4203
         143,        2.366667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         144,        2.383333,          0.5637,          0.9522,          0.0115,          1.5531,          1.1614,          1.4204
         145,        2.400000,          0.5637,          0.9524,          0.0116,          1.5531,          1.1614,          1.4204
         146,        2.416667,          0.5636,          0.9523,          0.0115,          1.5531,          1.1616,          1.4203
         147,        2.433333,          0.5636,          0.9523,          0.0116,          1.5531,          1.1614,          1.4204
         148,        2.450000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         149,        2.466667,          0.5637,          0.9524,          0.0115,          1.5531,          1.1615,          1.4203
         150,        2.483333,          0.5637,          0.9524,          0.0116,          1.5531,          1.1615,          1.4203
         151,        2.500000,          0.5637,          0.9523,          0.0116,          1.5532,          1.1615,          1.4203
         152,        2.516667,          0.5637,          0.9524,          0.0116,          1.5531,          1.1614,          1.4203
         153,        2.533333,          0.5636,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         154,        2.550000,          0.5637,          0.9524,          0.0116,          1.5532,          1.1615,          1.4203
         155,        2.566667,          0.5636,          0.9522,          0.0115,          1.5531,          1.1614,          1.4203
         156,        2.583333,          0.5637,          0.9523,          0.0115,          1.5531,          1.1616,          1.4204
         157,        2.600000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         158,        2.616667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         159,        2.633333,          0.5636,          0.9523,          0.0115,          1.5532,          1.1614,          1.4203
         160,        2.650000,          0.5636,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         161,        2.666667,          0.5637,          0.9523,          0.0115,          1.5532,          1.1615,          1.4203
         162,        2.683333,          0.5637,          0.9524,          0.0115,          1.5531,          1.1615,          1.4204
         163,        2.700000,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         164,        2.716667,          0.5636,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         165,        2.733333,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4204
         166,        2.750000,          0.5637,          0.9523,          0.0116,          1.5532,          1.1616,          1.4204
         167,        2.766667,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4204
         168,        2.783333,          0.5636,          0.9523,          0.0115,          1.5532,          1.1615,          1.4203
         169,        2.800000,          0.5637,          0.9524,          0.0116,          1.5531,          1.1615,          1.4203
         170,        2.816667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         171,        2.833333,          0.5637,          0.9523,          0.0116,          1.5532,          1.1614,          1.4204
         172,        2.850000,          0.5637,          0.9523,          0.0116,          1.5532,          1.1615,          1.4203
         173,        2.866667,          0.5636,          0.9523,          0.0115,          1.5531,          1.1614,          1.4203
         174,        2.883333,          0.5636,          0.9523,          0.0115,          1.5531,          1.1615,          1.4203
         175,        2.900000,          0.5637,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         176,        2.916667,          0.5637,          0.9523,          0.0116,          1.5531,          1.1614,          1.4204
         177,        2.933333,          0.5636,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         178,        2.950000,          0.5636,          0.9523,          0.0116,          1.5531,          1.1615,          1.4203
         179,        2.966667,          0.5637,          0.9523,          0.0115,          1.5531,          1.1615,          1.4204
         180,        2.983333,          0.5637,          0.9523,          0.0114,          1.5531,          1.1615,          1.4203
         181,        3.000000,          0.5637,          0.9524,          0.0116,          1.5531,          1.1614,          1.4204

