"OutphaseC4_003 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_003.tcf]","Time (h)","Q 2 [OutphaseC4_003]","Q 3 [OutphaseC4_003]","Q 4 [OutphaseC4_003]","Q 5 [OutphaseC4_003]","Q 6 [OutphaseC4_003]","Q 7 [OutphaseC4_003]","Q 1 [OutphaseC4_003]","Q  8 [OutphaseC4_003]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.025000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1034,          0.0000
           6,        0.041667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.2260,          0.0000
           7,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.3369,          0.0000
           8,        0.058333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.4279,          0.0000
           9,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.5315,          0.0000
          10,        0.075000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.6179,          0.0000
          11,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.7223,          0.0000
          12,        0.091667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.8258,          0.0000
          13,        0.100000,         -0.0001,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9304,          0.0000
          14,        0.108333,         -0.1558,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.0870,          0.0000
          15,        0.116667,         -0.3832,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.2659,          0.0000
          16,        0.125000,         -0.6244,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.4243,          0.0000
          17,        0.133333,         -0.8695,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.6108,          0.0000
          18,        0.141667,         -1.1170,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.7825,          0.0000
          19,        0.150000,         -1.3513,         -0.3202,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9253,          0.0000
          20,        0.158333,         -1.5714,         -0.4168,          0.0000,          0.0000,          0.0000,          0.0000,         -2.0830,          0.0000
          21,        0.166667,         -1.7722,         -0.5124,          0.0000,          0.0000,          0.0000,          0.0000,         -2.2062,          0.0000
          22,        0.175000,         -1.9498,         -0.6114,          0.0000,          0.0000,          0.0000,          0.0000,         -2.3385,          0.0000
          23,        0.183333,         -2.1092,         -0.6827,          0.0000,          0.0000,          0.0000,          0.0000,         -2.4185,          0.0000
          24,        0.191667,         -2.2451,         -0.7692,          0.0000,          0.0000,          0.0000,          0.0000,         -2.5199,          0.0000
          25,        0.200000,         -2.3666,         -0.8291,          0.0000,          0.0000,          0.0000,          0.0000,         -2.5929,          0.0000
          26,        0.208333,         -2.4680,         -0.9008,          0.0000,          0.0000,          0.0000,          0.0000,         -2.6669,          0.0000
          27,        0.216667,         -2.5551,         -0.9485,          0.0000,          0.0000,          0.0000,          0.0000,         -2.7166,          0.0000
