"InphaseC4_008 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_008.tcf]","Time (h)","V 2 [InphaseC4_008]","V 3 [InphaseC4_008]","V 4 [InphaseC4_008]","V 5 [InphaseC4_008]","V 6 [InphaseC4_008]","V 7 [InphaseC4_008]","V 8 [InphaseC4_008]","V 9 [InphaseC4_008]","V 10 [InphaseC4_008]","V 11 [InphaseC4_008]","V 12 [InphaseC4_008]","V 13 [InphaseC4_008]","V 14 [InphaseC4_008]","V 15 [InphaseC4_008]","V 16 [InphaseC4_008]","V  1 [InphaseC4_008]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.0837
           3,        0.016667,          2.2284,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          2.0941
           4,        0.025000,          2.1294,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          2.0902
           5,        0.033333,          1.5936,          0.0000,          0.2321,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          2.0906
           6,        0.041667,          1.1650,          0.0000,          0.2422,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.0910
           7,        0.050000,          1.0395,          0.0000,          0.3350,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0002,          2.0903
           8,        0.058333,          0.9240,          0.0011,          0.3436,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0001,          0.0001,          2.0905
           9,        0.066667,          0.8464,          0.0236,          0.3556,          0.6138,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.0002,          2.1017
          10,        0.075000,          0.8130,          0.0477,          0.4014,          0.9405,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0000,          0.0001,          1.7617
          11,        0.083333,          0.7889,          0.0705,          0.4464,          1.1207,          1.2731,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0000,          0.0001,          1.5139
          12,        0.091667,          0.7613,          0.0851,          0.4762,          1.2468,          1.5406,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0001,          1.3959
          13,        0.100000,          0.7440,          0.1009,          0.5005,          1.3299,          1.7063,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          1.3185
          14,        0.108333,          0.7337,          0.1147,          0.5223,          1.3894,          1.8155,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0002,          1.2660
          15,        0.116667,          0.7245,          0.1246,          0.5391,          1.4350,          1.9017,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0001,          0.0000,          1.2292
          16,        0.125000,          0.7165,          0.1307,          0.5508,          1.4679,          1.5415,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.0001,          0.0001,          0.0001,          1.2023
          17,        0.133333,          0.7107,          0.1371,          0.5600,          1.4921,          1.2140,          0.0000,          0.0239,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.0001,          1.1815
          18,        0.141667,          0.7063,          0.1423,          0.5671,          1.5101,          1.0519,          0.0000,          0.1460,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0001,          0.0000,          0.0000,          1.1668
          19,        0.150000,          0.7027,          0.1461,          0.5727,          1.5236,          0.9519,          0.0000,          0.2052,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0002,          1.1562
          20,        0.158333,          0.6997,          0.1492,          0.5768,          1.5333,          0.8740,          0.0000,          0.2486,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          0.0000,          1.1478
          21,        0.166667,          0.6977,          0.1516,          0.5798,          1.5407,          0.8273,          0.0000,          0.2935,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.0001,          1.1418
          22,        0.175000,          0.6961,          0.1535,          0.5822,          1.5463,          0.7921,          0.0000,          0.3314,          0.2138,          0.0000,          0.0000,          0.0000,          0.0006,          0.0001,          0.0000,          0.0001,          1.1373
          23,        0.183333,          0.6949,          0.1546,          0.5839,          1.5504,          0.7663,          0.0000,          0.3648,          0.5705,          0.0000,          0.1535,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          1.1338
          24,        0.191667,          0.6940,          0.1554,          0.5852,          1.5534,          0.7497,          0.0000,          0.3918,          0.7541,          0.0640,          0.1295,          0.0000,          0.0001,          0.0002,          0.0001,          0.0001,          1.1314
          25,        0.200000,          0.6934,          0.1561,          0.5861,          1.5557,          0.7380,          0.0000,          0.4141,          0.8796,          0.0390,          0.1204,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          1.1297
          26,        0.208333,          0.6928,          0.1564,          0.5868,          1.5574,          0.7277,          0.0000,          0.4316,          0.9709,          0.0356,          0.1705,          0.0000,          0.0004,          0.0000,          0.0001,          0.0000,          1.1284
          27,        0.216667,          0.6923,          0.1570,          0.5874,          1.5588,          0.7203,          0.0299,          0.4450,          1.0359,          0.0128,          0.1878,          0.0000,          0.0002,          0.0000,          0.0000,          0.0001,          1.1275
          28,        0.225000,          0.6921,          0.1573,          0.5877,          1.5597,          0.7143,          0.0343,          0.4553,          1.0847,          0.0188,          0.1802,          0.0511,          0.0010,          0.0001,          0.0000,          0.0001,          1.1267
