"InphaseC4_002","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_002.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\002\InphaseC4_002_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          1.5314,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.3873,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9522,         -0.0001
,        0.025000,          1.4757,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.3902,         -0.4719,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -1.9985,         -0.0002
,        0.033333,          1.4567,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3903,         -0.9946,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -1.9999,          0.0003
,        0.041667,          1.3211,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.3902,         -0.7092,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -2.0000,         -0.0004
,        0.050000,          0.8825,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.3903,         -0.8353,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0006,         -2.0000,         -0.0002
,        0.058333,          0.7297,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.3902,         -0.8756,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -2.0000,         -0.0004
,        0.066667,          0.6141,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3902,         -0.8160,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -2.0000,         -0.0006
,        0.075000,          0.5439,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3902,         -0.9085,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,         -1.9999,          0.0003
,        0.083333,          0.4939,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3903,         -0.9264,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -2.0000,          0.0005
,        0.091667,          0.4505,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          1.3902,         -0.8889,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -2.0000,         -0.0006
,        0.100000,          0.4212,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3902,         -0.9330,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -2.0000,          0.0009
,        0.108333,          0.3958,          0.0000,          0.0632,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3902,         -0.9779,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0005,         -2.0002,         -0.0002
,        0.116667,          0.3711,          0.0000,          0.0695,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          1.3904,         -0.9491,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -2.0001,          0.0000
