"InphaseC4_002 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_002.tcf]","Time (h)","Q 2 [InphaseC4_002]","Q 3 [InphaseC4_002]","Q 4 [InphaseC4_002]","Q 5 [InphaseC4_002]","Q 6 [InphaseC4_002]","Q 7 [InphaseC4_002]","Q 1 [InphaseC4_002]","Q  8 [InphaseC4_002]"
          20,        0.158333,        -13.2458,        -13.1515,        -12.0940,        -10.7552,         -5.5019,         -1.0901,        -13.2975,         -0.0014
          21,        0.166667,        -13.2673,        -13.2010,        -12.4187,        -11.4393,         -6.9026,         -2.2721,        -13.3037,         -1.2784
          22,        0.175000,        -13.2827,        -13.2356,        -12.6606,        -11.9477,         -7.9627,         -4.1170,        -13.3083,         -2.9295
          23,        0.183333,        -13.2931,        -13.2599,        -12.8395,        -12.3238,         -9.0074,         -6.0049,        -13.3113,         -5.6315
          24,        0.191667,        -13.3006,        -13.2770,        -12.9721,        -12.5982,         -9.9884,         -7.6391,        -13.3137,         -7.7456
          25,        0.200000,        -13.3062,        -13.2893,        -13.0681,        -12.7998,        -10.7664,         -8.8763,        -13.3150,         -8.8224
          26,        0.208333,        -13.3098,        -13.2979,        -13.1380,        -12.9433,        -11.3648,         -9.8564,        -13.3159,         -9.7006
          27,        0.216667,        -13.3121,        -13.3040,        -13.1884,        -13.0491,        -11.8418,        -10.6452,        -13.3169,        -10.3375
          28,        0.225000,        -13.3140,        -13.3083,        -13.2260,        -13.1253,        -12.2235,        -11.2521,        -13.3173,        -10.9431
          29,        0.233333,        -13.3157,        -13.3111,        -13.2510,        -13.1798,        -12.5050,        -11.7841,        -13.3176,        -11.5292
          30,        0.241667,        -13.3160,        -13.3132,        -13.2703,        -13.2186,        -12.7143,        -12.1810,        -13.3179,        -11.9894
          31,        0.250000,        -13.3167,        -13.3149,        -13.2845,        -13.2468,        -12.8713,        -12.4746,        -13.3180,        -12.3375
          32,        0.258333,        -13.3171,        -13.3162,        -13.2941,        -13.2672,        -12.9917,        -12.6992,        -13.3183,        -12.5964
          33,        0.266667,        -13.3174,        -13.3167,        -13.3015,        -13.2817,        -13.0777,        -12.8615,        -13.3188,        -12.7845
          34,        0.275000,        -13.3176,        -13.3171,        -13.3059,        -13.2919,        -13.1417,        -12.9827,        -13.3184,        -12.9225
          35,        0.283333,        -13.3180,        -13.3177,        -13.3094,        -13.2997,        -13.1887,        -13.0713,        -13.3185,        -13.0242
          36,        0.291667,        -13.3177,        -13.3177,        -13.3118,        -13.3053,        -13.2239,        -13.1367,        -13.3185,        -13.1008
          37,        0.300000,        -13.3179,        -13.3183,        -13.3134,        -13.3093,        -13.2497,        -13.1854,        -13.3185,        -13.1570
          38,        0.308333,        -13.3180,        -13.3181,        -13.3156,        -13.3116,        -13.2685,        -13.2211,        -13.3182,        -13.2010
          39,        0.316667,        -13.3187,        -13.3183,        -13.3158,        -13.3134,        -13.2811,        -13.2472,        -13.3182,        -13.2328
          40,        0.325000,        -13.3181,        -13.3183,        -13.3173,        -13.3155,        -13.2921,        -13.2665,        -13.3185,        -13.2552
          41,        0.333333,        -13.3188,        -13.3185,        -13.3169,        -13.3162,        -13.2991,        -13.2808,        -13.3188,        -13.2722
          42,        0.341667,        -13.3189,        -13.3184,        -13.3171,        -13.3167,        -13.3042,        -13.2911,        -13.3188,        -13.2848
          43,        0.350000,        -13.3182,        -13.3183,        -13.3181,        -13.3176,        -13.3077,        -13.2988,        -13.3187,        -13.2939
          44,        0.358333,        -13.3186,        -13.3188,        -13.3176,        -13.3178,        -13.3109,        -13.3039,        -13.3186,        -13.3007
          45,        0.366667,        -13.3186,        -13.3187,        -13.3182,        -13.3180,        -13.3129,        -13.3076,        -13.3186,        -13.3061
          46,        0.375000,        -13.3183,        -13.3184,        -13.3182,        -13.3185,        -13.3149,        -13.3110,        -13.3185,        -13.3094
          47,        0.383333,        -13.3184,        -13.3186,        -13.3182,        -13.3184,        -13.3159,        -13.3128,        -13.3186,        -13.3116
          48,        0.391667,        -13.3182,        -13.3185,        -13.3190,        -13.3184,        -13.3162,        -13.3146,        -13.3187,        -13.3141
          49,        0.400000,        -13.3187,        -13.3184,        -13.3180,        -13.3185,        -13.3171,        -13.3158,        -13.3187,        -13.3145
          50,        0.408333,        -13.3188,        -13.3185,        -13.3185,        -13.3185,        -13.3173,        -13.3163,        -13.3185,        -13.3162
          51,        0.416667,        -13.3184,        -13.3185,        -13.3188,        -13.3182,        -13.3179,        -13.3171,        -13.3183,        -13.3167
          52,        0.425000,        -13.3189,        -13.3184,        -13.3181,        -13.3188,        -13.3179,        -13.3176,        -13.3185,        -13.3166
          53,        0.433333,        -13.3186,        -13.3186,        -13.3184,        -13.3186,        -13.3186,        -13.3177,        -13.3186,        -13.3178
          54,        0.441667,        -13.3182,        -13.3184,        -13.3189,        -13.3187,        -13.3180,        -13.3179,        -13.3185,        -13.3180
          55,        0.450000,        -13.3182,        -13.3186,        -13.3182,        -13.3186,        -13.3187,        -13.3181,        -13.3187,        -13.3176
          56,        0.458333,        -13.3182,        -13.3185,        -13.3192,        -13.3189,        -13.3187,        -13.3181,        -13.3185,        -13.3177
          57,        0.466667,        -13.3186,        -13.3187,        -13.3189,        -13.3186,        -13.3193,        -13.3185,        -13.3188,        -13.3188
          58,        0.475000,        -13.3183,        -13.3185,        -13.3181,        -13.3186,        -13.3185,        -13.3185,        -13.3184,        -13.3186
          59,        0.483333,        -13.3191,        -13.3185,        -13.3183,        -13.3184,        -13.3187,        -13.3185,        -13.3183,        -13.3190
          60,        0.491667,        -13.3189,        -13.3185,        -13.3186,        -13.3187,        -13.3186,        -13.3185,        -13.3184,        -13.3187
          61,        0.500000,        -13.3191,        -13.3185,        -13.3190,        -13.3184,        -13.3184,        -13.3183,        -13.3187,        -13.3182
          62,        0.508333,        -13.3190,        -13.3186,        -13.3183,        -13.3183,        -13.3185,        -13.3185,        -13.3185,        -13.3185
          63,        0.516667,        -13.3194,        -13.3184,        -13.3190,        -13.3183,        -13.3185,        -13.3186,        -13.3186,        -13.3188
          64,        0.525000,        -13.3181,        -13.3185,        -13.3184,        -13.3183,        -13.3179,        -13.3187,        -13.3184,        -13.3186
          65,        0.533333,        -13.3184,        -13.3187,        -13.3189,        -13.3186,        -13.3191,        -13.3186,        -13.3185,        -13.3184
          66,        0.541667,        -13.3190,        -13.3183,        -13.3190,        -13.3184,        -13.3180,        -13.3187,        -13.3184,        -13.3187
          67,        0.550000,        -13.3181,        -13.3188,        -13.3186,        -13.3186,        -13.3182,        -13.3186,        -13.3186,        -13.3188
          68,        0.558333,        -13.3184,        -13.3187,        -13.3184,        -13.3185,        -13.3182,        -13.3187,        -13.3186,        -13.3189
          69,        0.566667,        -13.3184,        -13.3184,        -13.3179,        -13.3185,        -13.3188,        -13.3187,        -13.3186,        -13.3187
          70,        0.575000,        -13.3188,        -13.3189,        -13.3194,        -13.3189,        -13.3185,        -13.3186,        -13.3187,        -13.3182
          71,        0.583333,        -13.3187,        -13.3185,        -13.3186,        -13.3188,        -13.3191,        -13.3186,        -13.3185,        -13.3185
          72,        0.591667,        -13.3188,        -13.3185,        -13.3184,        -13.3187,        -13.3187,        -13.3186,        -13.3184,        -13.3190
          73,        0.600000,        -13.3188,        -13.3187,        -13.3187,        -13.3182,        -13.3178,        -13.3185,        -13.3185,        -13.3189
          74,        0.608333,        -13.3189,        -13.3185,        -13.3179,        -13.3184,        -13.3188,        -13.3188,        -13.3183,        -13.3180
          75,        0.616667,        -13.3186,        -13.3186,        -13.3192,        -13.3185,        -13.3190,        -13.3188,        -13.3184,        -13.3189
          76,        0.625000,        -13.3183,        -13.3187,        -13.3176,        -13.3186,        -13.3195,        -13.3192,        -13.3183,        -13.3180
          77,        0.633333,        -13.3186,        -13.3187,        -13.3188,        -13.3185,        -13.3178,        -13.3184,        -13.3186,        -13.3187
          78,        0.641667,        -13.3184,        -13.3187,        -13.3194,        -13.3185,        -13.3185,        -13.3185,        -13.3185,        -13.3190
          79,        0.650000,        -13.3190,        -13.3184,        -13.3186,        -13.3188,        -13.3185,        -13.3185,        -13.3187,        -13.3182
          80,        0.658333,        -13.3194,        -13.3188,        -13.3186,        -13.3185,        -13.3186,        -13.3185,        -13.3187,        -13.3189
          81,        0.666667,        -13.3183,        -13.3187,        -13.3188,        -13.3187,        -13.3183,        -13.3188,        -13.3184,        -13.3183
          82,        0.675000,        -13.3184,        -13.3183,        -13.3185,        -13.3186,        -13.3180,        -13.3186,        -13.3187,        -13.3180
          83,        0.683333,        -13.3178,        -13.3186,        -13.3179,        -13.3189,        -13.3192,        -13.3186,        -13.3187,        -13.3185
          84,        0.691667,        -13.3180,        -13.3186,        -13.3183,        -13.3186,        -13.3188,        -13.3186,        -13.3185,        -13.3188
          85,        0.700000,        -13.3187,        -13.3185,        -13.3181,        -13.3185,        -13.3183,        -13.3187,        -13.3186,        -13.3186
          86,        0.708333,        -13.3189,        -13.3184,        -13.3185,        -13.3185,        -13.3187,        -13.3186,        -13.3185,        -13.3185
          87,        0.716667,        -13.3182,        -13.3184,        -13.3182,        -13.3187,        -13.3184,        -13.3185,        -13.3185,        -13.3189
          88,        0.725000,        -13.3190,        -13.3183,        -13.3184,        -13.3189,        -13.3192,        -13.3185,        -13.3185,        -13.3185
          89,        0.733333,        -13.3188,        -13.3182,        -13.3186,        -13.3187,        -13.3189,        -13.3184,        -13.3187,        -13.3185
          90,        0.741667,        -13.3185,        -13.3187,        -13.3191,        -13.3187,        -13.3188,        -13.3185,        -13.3187,        -13.3190
          91,        0.750000,        -13.3181,        -13.3184,        -13.3182,        -13.3185,        -13.3186,        -13.3187,        -13.3188,        -13.3187
          92,        0.758333,        -13.3185,        -13.3185,        -13.3184,        -13.3187,        -13.3188,        -13.3188,        -13.3184,        -13.3182
          93,        0.766667,        -13.3193,        -13.3186,        -13.3183,        -13.3180,        -13.3186,        -13.3186,        -13.3188,        -13.3186
          94,        0.775000,        -13.3175,        -13.3184,        -13.3185,        -13.3185,        -13.3184,        -13.3186,        -13.3187,        -13.3183
          95,        0.783333,        -13.3185,        -13.3185,        -13.3183,        -13.3186,        -13.3184,        -13.3185,        -13.3185,        -13.3181
          96,        0.791667,        -13.3190,        -13.3186,        -13.3187,        -13.3187,        -13.3183,        -13.3187,        -13.3187,        -13.3185
          97,        0.800000,        -13.3185,        -13.3184,        -13.3186,        -13.3187,        -13.3188,        -13.3187,        -13.3186,        -13.3182
          98,        0.808333,        -13.3186,        -13.3187,        -13.3181,        -13.3183,        -13.3181,        -13.3186,        -13.3185,        -13.3181
          99,        0.816667,        -13.3184,        -13.3183,        -13.3181,        -13.3187,        -13.3192,        -13.3186,        -13.3187,        -13.3186
         100,        0.825000,        -13.3184,        -13.3188,        -13.3189,        -13.3184,        -13.3182,        -13.3188,        -13.3187,        -13.3195
         101,        0.833333,        -13.3186,        -13.3189,        -13.3187,        -13.3184,        -13.3184,        -13.3184,        -13.3188,        -13.3178
         102,        0.841667,        -13.3190,        -13.3185,        -13.3177,        -13.3186,        -13.3184,        -13.3188,        -13.3188,        -13.3189
         103,        0.850000,        -13.3190,        -13.3184,        -13.3191,        -13.3189,        -13.3186,        -13.3184,        -13.3185,        -13.3187
         104,        0.858333,        -13.3184,        -13.3186,        -13.3181,        -13.3185,        -13.3187,        -13.3186,        -13.3183,        -13.3182
         105,        0.866667,        -13.3181,        -13.3187,        -13.3184,        -13.3187,        -13.3186,        -13.3184,        -13.3181,        -13.3188
         106,        0.875000,        -13.3179,        -13.3186,        -13.3190,        -13.3185,        -13.3185,        -13.3186,        -13.3186,        -13.3191
         107,        0.883333,        -13.3185,        -13.3186,        -13.3182,        -13.3187,        -13.3189,        -13.3187,        -13.3185,        -13.3183
         108,        0.891667,        -13.3191,        -13.3186,        -13.3187,        -13.3183,        -13.3180,        -13.3183,        -13.3185,        -13.3192
         109,        0.900000,        -13.3187,        -13.3185,        -13.3185,        -13.3185,        -13.3188,        -13.3186,        -13.3185,        -13.3181
         110,        0.908333,        -13.3187,        -13.3186,        -13.3185,        -13.3187,        -13.3188,        -13.3185,        -13.3189,        -13.3190
         111,        0.916667,        -13.3183,        -13.3186,        -13.3189,        -13.3186,        -13.3182,        -13.3185,        -13.3183,        -13.3178
         112,        0.925000,        -13.3192,        -13.3185,        -13.3188,        -13.3185,        -13.3181,        -13.3186,        -13.3186,        -13.3188
         113,        0.933333,        -13.3186,        -13.3187,        -13.3184,        -13.3183,        -13.3183,        -13.3186,        -13.3186,        -13.3191
         114,        0.941667,        -13.3178,        -13.3185,        -13.3187,        -13.3186,        -13.3182,        -13.3185,        -13.3185,        -13.3181
         115,        0.950000,        -13.3185,        -13.3187,        -13.3189,        -13.3187,        -13.3189,        -13.3188,        -13.3188,        -13.3192
         116,        0.958333,        -13.3192,        -13.3185,        -13.3192,        -13.3188,        -13.3185,        -13.3185,        -13.3186,        -13.3189
         117,        0.966667,        -13.3183,        -13.3188,        -13.3185,        -13.3185,        -13.3181,        -13.3187,        -13.3187,        -13.3186
         118,        0.975000,        -13.3185,        -13.3186,        -13.3193,        -13.3184,        -13.3186,        -13.3185,        -13.3185,        -13.3189
         119,        0.983333,        -13.3184,        -13.3187,        -13.3189,        -13.3187,        -13.3185,        -13.3185,        -13.3186,        -13.3185
         120,        0.991667,        -13.3187,        -13.3185,        -13.3189,        -13.3184,        -13.3190,        -13.3186,        -13.3186,        -13.3185
         121,        1.000000,        -13.3184,        -13.3186,        -13.3183,        -13.3183,        -13.3186,        -13.3186,        -13.3188,        -13.3189
         122,        1.008333,        -13.3181,        -13.3187,        -13.3184,        -13.3185,        -13.3184,        -13.3185,        -13.3187,        -13.3187
         123,        1.016667,        -13.3188,        -13.3185,        -13.3187,        -13.3188,        -13.3180,        -13.3186,        -13.3185,        -13.3185
         124,        1.025000,        -13.3185,        -13.3186,        -13.3193,        -13.3183,        -13.3176,        -13.3186,        -13.3187,        -13.3192
         125,        1.033333,        -13.3189,        -13.3186,        -13.3191,        -13.3188,        -13.3183,        -13.3184,        -13.3186,        -13.3184
         126,        1.041667,        -13.3187,        -13.3185,        -13.3185,        -13.3188,        -13.3182,        -13.3186,        -13.3186,        -13.3192
         127,        1.050000,        -13.3188,        -13.3187,        -13.3187,        -13.3184,        -13.3190,        -13.3185,        -13.3187,        -13.3190
         128,        1.058333,        -13.3186,        -13.3184,        -13.3185,        -13.3183,        -13.3186,        -13.3185,        -13.3185,        -13.3182
         129,        1.066667,        -13.3184,        -13.3188,        -13.3179,        -13.3186,        -13.3186,        -13.3184,        -13.3185,        -13.3186
         130,        1.075000,        -13.3187,        -13.3187,        -13.3181,        -13.3186,        -13.3189,        -13.3186,        -13.3184,        -13.3191
         131,        1.083333,        -13.3185,        -13.3187,        -13.3189,        -13.3184,        -13.3184,        -13.3188,        -13.3189,        -13.3197
         132,        1.091667,        -13.3187,        -13.3184,        -13.3188,        -13.3183,        -13.3187,        -13.3187,        -13.3187,        -13.3188
         133,        1.100000,        -13.3181,        -13.3184,        -13.3188,        -13.3186,        -13.3186,        -13.3185,        -13.3183,        -13.3190
         134,        1.108333,        -13.3196,        -13.3186,        -13.3184,        -13.3188,        -13.3182,        -13.3183,        -13.3184,        -13.3186
         135,        1.116667,        -13.3184,        -13.3186,        -13.3186,        -13.3185,        -13.3189,        -13.3185,        -13.3187,        -13.3183
         136,        1.125000,        -13.3183,        -13.3184,        -13.3184,        -13.3184,        -13.3184,        -13.3186,        -13.3187,        -13.3193
         137,        1.133333,        -13.3190,        -13.3184,        -13.3188,        -13.3190,        -13.3183,        -13.3186,        -13.3186,        -13.3186
         138,        1.141667,        -13.3189,        -13.3186,        -13.3187,        -13.3189,        -13.3180,        -13.3187,        -13.3190,        -13.3194
         139,        1.150000,        -13.3183,        -13.3187,        -13.3190,        -13.3188,        -13.3188,        -13.3188,        -13.3186,        -13.3188
         140,        1.158333,        -13.3183,        -13.3185,        -13.3191,        -13.3185,        -13.3180,        -13.3188,        -13.3189,        -13.3186
         141,        1.166667,        -13.3185,        -13.3186,        -13.3187,        -13.3187,        -13.3185,        -13.3188,        -13.3188,        -13.3186
         142,        1.175000,        -13.3189,        -13.3185,        -13.3189,        -13.3189,        -13.3186,        -13.3185,        -13.3184,        -13.3187
         143,        1.183333,        -13.3184,        -13.3187,        -13.3186,        -13.3186,        -13.3189,        -13.3185,        -13.3186,        -13.3183
         144,        1.191667,        -13.3192,        -13.3186,        -13.3194,        -13.3185,        -13.3185,        -13.3188,        -13.3186,        -13.3186
         145,        1.200000,        -13.3187,        -13.3186,        -13.3185,        -13.3185,        -13.3179,        -13.3188,        -13.3186,        -13.3182
         146,        1.208333,        -13.3187,        -13.3185,        -13.3189,        -13.3187,        -13.3188,        -13.3185,        -13.3187,        -13.3186
         147,        1.216667,        -13.3188,        -13.3183,        -13.3185,        -13.3189,        -13.3193,        -13.3184,        -13.3185,        -13.3191
         148,        1.225000,        -13.3184,        -13.3186,        -13.3188,        -13.3188,        -13.3188,        -13.3185,        -13.3185,        -13.3182
         149,        1.233333,        -13.3191,        -13.3186,        -13.3184,        -13.3188,        -13.3186,        -13.3185,        -13.3185,        -13.3190
         150,        1.241667,        -13.3190,        -13.3188,        -13.3183,        -13.3188,        -13.3184,        -13.3187,        -13.3186,        -13.3181
         151,        1.250000,        -13.3183,        -13.3186,        -13.3185,        -13.3188,        -13.3185,        -13.3182,        -13.3183,        -13.3187
         152,        1.258333,        -13.3186,        -13.3185,        -13.3192,        -13.3186,        -13.3190,        -13.3185,        -13.3185,        -13.3183
         153,        1.266667,        -13.3188,        -13.3185,        -13.3181,        -13.3185,        -13.3184,        -13.3185,        -13.3185,        -13.3189
         154,        1.275000,        -13.3188,        -13.3188,        -13.3185,        -13.3187,        -13.3191,        -13.3185,        -13.3185,        -13.3188
         155,        1.283333,        -13.3186,        -13.3185,        -13.3192,        -13.3186,        -13.3182,        -13.3185,        -13.3186,        -13.3182
         156,        1.291667,        -13.3183,        -13.3187,        -13.3188,        -13.3184,        -13.3188,        -13.3187,        -13.3184,        -13.3186
         157,        1.300000,        -13.3180,        -13.3186,        -13.3187,        -13.3189,        -13.3188,        -13.3184,        -13.3187,        -13.3186
         158,        1.308333,        -13.3194,        -13.3188,        -13.3185,        -13.3187,        -13.3190,        -13.3186,        -13.3186,        -13.3187
         159,        1.316667,        -13.3188,        -13.3185,        -13.3190,        -13.3187,        -13.3185,        -13.3183,        -13.3188,        -13.3186
         160,        1.325000,        -13.3189,        -13.3186,        -13.3187,        -13.3185,        -13.3178,        -13.3186,        -13.3185,        -13.3186
         161,        1.333333,        -13.3188,        -13.3183,        -13.3181,        -13.3188,        -13.3182,        -13.3185,        -13.3185,        -13.3187
         162,        1.341667,        -13.3184,        -13.3185,        -13.3186,        -13.3186,        -13.3178,        -13.3186,        -13.3188,        -13.3187
         163,        1.350000,        -13.3187,        -13.3184,        -13.3191,        -13.3186,        -13.3193,        -13.3185,        -13.3187,        -13.3190
         164,        1.358333,        -13.3188,        -13.3185,        -13.3179,        -13.3187,        -13.3189,        -13.3185,        -13.3189,        -13.3185
         165,        1.366667,        -13.3186,        -13.3186,        -13.3190,        -13.3183,        -13.3185,        -13.3184,        -13.3186,        -13.3182
         166,        1.375000,        -13.3183,        -13.3184,        -13.3186,        -13.3184,        -13.3186,        -13.3184,        -13.3186,        -13.3182
         167,        1.383333,        -13.3188,        -13.3185,        -13.3191,        -13.3186,        -13.3191,        -13.3189,        -13.3186,        -13.3186
         168,        1.391667,        -13.3185,        -13.3184,        -13.3183,        -13.3183,        -13.3173,        -13.3185,        -13.3187,        -13.3189
         169,        1.400000,        -13.3181,        -13.3185,        -13.3186,        -13.3184,        -13.3184,        -13.3186,        -13.3183,        -13.3182
         170,        1.408333,        -13.3184,        -13.3188,        -13.3180,        -13.3184,        -13.3184,        -13.3187,        -13.3187,        -13.3177
         171,        1.416667,        -13.3182,        -13.3188,        -13.3185,        -13.3185,        -13.3183,        -13.3187,        -13.3185,        -13.3184
         172,        1.425000,        -13.3186,        -13.3186,        -13.3184,        -13.3187,        -13.3197,        -13.3183,        -13.3184,        -13.3182
         173,        1.433333,        -13.3182,        -13.3189,        -13.3183,        -13.3189,        -13.3190,        -13.3186,        -13.3184,        -13.3179
         174,        1.441667,        -13.3181,        -13.3186,        -13.3184,        -13.3188,        -13.3188,        -13.3188,        -13.3187,        -13.3185
         175,        1.450000,        -13.3190,        -13.3186,        -13.3179,        -13.3189,        -13.3187,        -13.3186,        -13.3186,        -13.3182
         176,        1.458333,        -13.3183,        -13.3185,        -13.3186,        -13.3184,        -13.3188,        -13.3186,        -13.3186,        -13.3192
         177,        1.466667,        -13.3188,        -13.3184,        -13.3185,        -13.3183,        -13.3192,        -13.3185,        -13.3182,        -13.3187
         178,        1.475000,        -13.3181,        -13.3185,        -13.3190,        -13.3184,        -13.3185,        -13.3187,        -13.3188,        -13.3181
         179,        1.483333,        -13.3188,        -13.3187,        -13.3192,        -13.3187,        -13.3182,        -13.3186,        -13.3184,        -13.3188
         180,        1.491667,        -13.3183,        -13.3187,        -13.3184,        -13.3190,        -13.3185,        -13.3188,        -13.3186,        -13.3186
         181,        1.500000,        -13.3188,        -13.3185,        -13.3192,        -13.3184,        -13.3186,        -13.3185,        -13.3185,        -13.3194
         182,        1.508333,        -13.3178,        -13.3186,        -13.3187,        -13.3188,        -13.3179,        -13.3184,        -13.3187,        -13.3189
         183,        1.516667,        -13.3185,        -13.3187,        -13.3181,        -13.3188,        -13.3185,        -13.3185,        -13.3187,        -13.3188
         184,        1.525000,        -13.3185,        -13.3185,        -13.3187,        -13.3186,        -13.3189,        -13.3187,        -13.3187,        -13.3179
         185,        1.533333,        -13.3188,        -13.3184,        -13.3181,        -13.3185,        -13.3184,        -13.3186,        -13.3188,        -13.3186
         186,        1.541667,        -13.3180,        -13.3187,        -13.3188,        -13.3183,        -13.3189,        -13.3186,        -13.3185,        -13.3176
         187,        1.550000,        -13.3184,        -13.3186,        -13.3188,        -13.3186,        -13.3187,        -13.3186,        -13.3185,        -13.3180
         188,        1.558333,        -13.3188,        -13.3187,        -13.3188,        -13.3185,        -13.3188,        -13.3189,        -13.3182,        -13.3189
         189,        1.566667,        -13.3184,        -13.3187,        -13.3189,        -13.3184,        -13.3190,        -13.3184,        -13.3187,        -13.3185
         190,        1.575000,        -13.3190,        -13.3186,        -13.3186,        -13.3185,        -13.3178,        -13.3187,        -13.3185,        -13.3184
         191,        1.583333,        -13.3186,        -13.3187,        -13.3184,        -13.3185,        -13.3187,        -13.3187,        -13.3186,        -13.3181
         192,        1.591667,        -13.3184,        -13.3186,        -13.3187,        -13.3183,        -13.3182,        -13.3185,        -13.3188,        -13.3187
         193,        1.600000,        -13.3190,        -13.3184,        -13.3183,        -13.3191,        -13.3188,        -13.3187,        -13.3188,        -13.3188
         194,        1.608333,        -13.3183,        -13.3186,        -13.3184,        -13.3186,        -13.3181,        -13.3185,        -13.3188,        -13.3189
         195,        1.616667,        -13.3186,        -13.3185,        -13.3183,        -13.3187,        -13.3181,        -13.3185,        -13.3185,        -13.3189
         196,        1.625000,        -13.3184,        -13.3186,        -13.3190,        -13.3185,        -13.3189,        -13.3184,        -13.3188,        -13.3187
         197,        1.633333,        -13.3181,        -13.3183,        -13.3187,        -13.3185,        -13.3178,        -13.3186,        -13.3185,        -13.3186
         198,        1.641667,        -13.3186,        -13.3188,        -13.3182,        -13.3188,        -13.3185,        -13.3186,        -13.3185,        -13.3188
         199,        1.650000,        -13.3186,        -13.3185,        -13.3185,        -13.3184,        -13.3188,        -13.3183,        -13.3184,        -13.3188
         200,        1.658333,        -13.3189,        -13.3184,        -13.3182,        -13.3186,        -13.3186,        -13.3187,        -13.3186,        -13.3180
         201,        1.666667,        -13.3185,        -13.3187,        -13.3186,        -13.3186,        -13.3188,        -13.3185,        -13.3189,        -13.3191
         202,        1.675000,        -13.3186,        -13.3186,        -13.3184,        -13.3184,        -13.3183,        -13.3186,        -13.3186,        -13.3189
         203,        1.683333,        -13.3190,        -13.3189,        -13.3187,        -13.3185,        -13.3186,        -13.3187,        -13.3183,        -13.3188
         204,        1.691667,        -13.3189,        -13.3186,        -13.3183,        -13.3187,        -13.3189,        -13.3189,        -13.3185,        -13.3181
         205,        1.700000,        -13.3184,        -13.3185,        -13.3188,        -13.3185,        -13.3184,        -13.3186,        -13.3186,        -13.3186
         206,        1.708333,        -13.3189,        -13.3186,        -13.3184,        -13.3190,        -13.3184,        -13.3187,        -13.3184,        -13.3188
         207,        1.716667,        -13.3188,        -13.3185,        -13.3188,        -13.3187,        -13.3185,        -13.3185,        -13.3185,        -13.3187
         208,        1.725000,        -13.3178,        -13.3186,        -13.3186,        -13.3188,        -13.3191,        -13.3185,        -13.3183,        -13.3182
         209,        1.733333,        -13.3184,        -13.3189,        -13.3186,        -13.3186,        -13.3186,        -13.3185,        -13.3185,        -13.3181
         210,        1.741667,        -13.3190,        -13.3186,        -13.3186,        -13.3183,        -13.3181,        -13.3185,        -13.3186,        -13.3182
