"InphaseC4_016","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_016.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\016\InphaseC4_016_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          4.0589,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          3.1758,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -46.9639,          0.0003
,        0.016667,          3.1624,          0.6490,          1.8936,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          3.1469,        -42.5411,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,        -50.1066,         -0.0002
,        0.025000,          2.8313,          0.4384,          1.5098,          2.1691,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.1433,        -39.9689,        -20.3228,          0.0000,          0.0000,          0.0000,          0.0004,        -50.1105,          0.0000
,        0.033333,          2.1230,          0.5029,          1.4770,          2.3006,          2.3979,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          3.1350,        -39.1849,        -30.2325,        -20.4701,          0.0000,         -0.0005,          0.0013,        -50.0028,          0.0001
,        0.041667,          1.9908,          0.6672,          1.5107,          2.3783,          2.5443,          0.0000,          1.0240,          0.0001,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          2.4659,        -42.6647,        -35.9512,        -28.4732,         -7.8963,          0.0001,          0.0001,        -47.3228,          0.0012
,        0.050000,          1.9375,          0.7678,          1.5636,          2.4582,          2.4336,          0.3203,          0.9493,          1.2467,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          2.2637,        -46.1155,        -41.3900,        -30.3166,        -17.2140,         -0.0002,         -0.0005,        -48.4385,         -0.0004
,        0.058333,          1.8918,          0.8193,          1.5838,          2.4989,          2.1442,          0.4648,          1.0495,          1.9702,          0.6447,          0.5582,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          2.1675,        -47.7482,        -45.0487,        -35.2390,        -25.4139,        -12.2301,         -0.0004,        -49.1197,          0.0001
,        0.066667,          1.8614,          0.8503,          1.5890,          2.5165,          2.0250,          0.6157,          1.1742,          2.2338,          0.6668,          0.7727,          0.8336,          0.4946,          0.0429,          0.0000,          0.0000,          2.1107,        -48.5347,        -47.0323,        -40.6627,        -33.5254,        -21.1576,         -1.6395,        -49.3870,          0.0004
,        0.075000,          1.8455,          0.8724,          1.5911,          2.5260,          1.9481,          0.6904,          1.2476,          2.3790,          0.6974,          0.8899,          1.1643,          0.8340,          0.5140,          0.4035,          0.0897,          2.0753,        -49.0603,        -48.1467,        -43.9592,        -39.4796,        -28.7159,        -17.3402,        -49.5739,        -14.5992
,        0.083333,          1.8373,          0.8857,          1.5930,          2.5318,          1.8971,          0.7501,          1.2879,          2.4569,          0.8138,          0.9338,          1.3181,          1.0819,          0.8897,          0.7287,          0.6774,          2.0538,        -49.4280,        -48.8540,        -45.9312,        -43.1436,        -35.2552,        -27.4704,        -49.7362,        -25.4705
,        0.091667,          1.8321,          0.8941,          1.5944,          2.5370,          1.8668,          0.7942,          1.3176,          2.4929,          0.9114,          1.0091,          1.4301,          1.3069,          1.2141,          1.2388,          1.0092,          2.0413,        -49.6589,        -49.3043,        -47.3245,        -45.5108,        -39.7627,        -36.2626,        -49.8428,        -39.5224
,        0.100000,          1.8288,          0.8992,          1.5952,          2.5404,          1.8488,          0.8246,          1.3383,          2.4433,          0.9721,          1.0616,          1.5210,          1.7290,          1.5268,          1.4663,          1.1938,          2.0338,        -49.7916,        -49.5802,        -48.2957,        -47.1129,        -42.9139,        -43.9927,        -49.9049,        -45.6962
,        0.108333,          1.8267,          0.9022,          1.5955,          2.5381,          1.8374,          0.8441,          1.3513,          2.3498,          1.0303,          1.1114,          1.6240,          1.9048,          1.6638,          1.5385,          1.2922,          2.0292,        -49.8723,        -49.7430,        -48.9195,        -48.1642,        -45.2901,        -45.3097,        -49.9410,        -46.5593
,        0.116667,          1.8255,          0.9042,          1.5957,          2.5347,          1.8299,          0.8568,          1.3595,          2.2967,          1.0759,          1.1554,          1.6752,          2.0171,          1.7538,          1.5809,          1.3352,          2.0264,        -49.9222,        -49.8438,        -49.3105,        -48.8320,        -47.2046,        -46.4567,        -49.9643,        -46.5690
