"InphaseC4_009 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_009.tcf]","Time (h)","V 2 [InphaseC4_009]","V 3 [InphaseC4_009]","V 4 [InphaseC4_009]","V 5 [InphaseC4_009]","V 6 [InphaseC4_009]","V 7 [InphaseC4_009]","V 8 [InphaseC4_009]","V 9 [InphaseC4_009]","V 10 [InphaseC4_009]","V 11 [InphaseC4_009]","V 12 [InphaseC4_009]","V 13 [InphaseC4_009]","V 14 [InphaseC4_009]","V 15 [InphaseC4_009]","V 16 [InphaseC4_009]","V  1 [InphaseC4_009]"
          36,        0.291667,          0.7450,          0.1755,          0.6296,          1.6182,          0.7535,          0.0948,          0.5232,          1.3097,          0.1103,          0.2907,          0.8022,          1.3908,          1.0068,          0.4459,          0.4199,          1.1821
          37,        0.300000,          0.7450,          0.1755,          0.6297,          1.6182,          0.7532,          0.0951,          0.5238,          1.3120,          0.1159,          0.2948,          0.8119,          1.4104,          1.0303,          0.4682,          0.4387,          1.1821
          38,        0.308333,          0.7449,          0.1754,          0.6297,          1.6181,          0.7530,          0.0955,          0.5243,          1.3138,          0.1204,          0.2980,          0.8196,          1.4254,          1.0477,          0.4841,          0.4538,          1.1821
          39,        0.316667,          0.7450,          0.1756,          0.6298,          1.6183,          0.7528,          0.0958,          0.5246,          1.3151,          0.1240,          0.3005,          0.8254,          1.4363,          1.0622,          0.4966,          0.4683,          1.1821
          40,        0.325000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7528,          0.0960,          0.5248,          1.3162,          0.1267,          0.3024,          0.8299,          1.4449,          1.0722,          0.5058,          0.4835,          1.1820
          41,        0.333333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7526,          0.0961,          0.5250,          1.3168,          0.1290,          0.3039,          0.8334,          1.4513,          1.0799,          0.5123,          0.4930,          1.1820
          42,        0.341667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7526,          0.0961,          0.5252,          1.3172,          0.1309,          0.3050,          0.8358,          1.4562,          1.0858,          0.5176,          0.4997,          1.1820
          43,        0.350000,          0.7449,          0.1754,          0.6297,          1.6183,          0.7525,          0.0963,          0.5253,          1.3178,          0.1321,          0.3059,          0.8377,          1.4598,          1.0901,          0.5214,          0.5046,          1.1820
          44,        0.358333,          0.7449,          0.1754,          0.6298,          1.6184,          0.7525,          0.0963,          0.5254,          1.3181,          0.1335,          0.3066,          0.8392,          1.4626,          1.0933,          0.5242,          0.5083,          1.1820
          45,        0.366667,          0.7449,          0.1755,          0.6297,          1.6184,          0.7524,          0.0964,          0.5254,          1.3183,          0.1344,          0.3072,          0.8404,          1.4647,          1.0958,          0.5264,          0.5109,          1.1820
          46,        0.375000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3186,          0.1349,          0.3075,          0.8412,          1.4664,          1.0977,          0.5280,          0.5129,          1.1820
          47,        0.383333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7524,          0.0964,          0.5255,          1.3187,          0.1353,          0.3079,          0.8419,          1.4677,          1.0991,          0.5292,          0.5145,          1.1820
          48,        0.391667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3188,          0.1357,          0.3081,          0.8424,          1.4687,          1.1002,          0.5302,          0.5157,          1.1820
          49,        0.400000,          0.7449,          0.1755,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3189,          0.1360,          0.3082,          0.8428,          1.4693,          1.1010,          0.5309,          0.5166,          1.1820
          50,        0.408333,          0.7450,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3190,          0.1362,          0.3084,          0.8431,          1.4699,          1.1016,          0.5315,          0.5172,          1.1820
          51,        0.416667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3190,          0.1364,          0.3085,          0.8433,          1.4703,          1.1020,          0.5319,          0.5177,          1.1820
          52,        0.425000,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3190,          0.1365,          0.3086,          0.8435,          1.4705,          1.1024,          0.5322,          0.5181,          1.1820
          53,        0.433333,          0.7450,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3190,          0.1366,          0.3086,          0.8436,          1.4708,          1.1027,          0.5325,          0.5184,          1.1820
          54,        0.441667,          0.7450,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3086,          0.8437,          1.4709,          1.1029,          0.5326,          0.5186,          1.1820
          55,        0.450000,          0.7449,          0.1755,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3190,          0.1367,          0.3086,          0.8438,          1.4711,          1.1030,          0.5328,          0.5187,          1.1820
          56,        0.458333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8438,          1.4712,          1.1031,          0.5328,          0.5189,          1.1820
          57,        0.466667,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8438,          1.4713,          1.1032,          0.5329,          0.5189,          1.1820
          58,        0.475000,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1367,          0.3087,          0.8439,          1.4713,          1.1033,          0.5330,          0.5190,          1.1820
          59,        0.483333,          0.7449,          0.1755,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8438,          1.4714,          1.1033,          0.5331,          0.5191,          1.1820
          60,        0.491667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8439,          1.4714,          1.1033,          0.5331,          0.5191,          1.1820
          61,        0.500000,          0.7450,          0.1755,          0.6298,          1.6183,          0.7523,          0.0964,          0.5257,          1.3191,          0.1368,          0.3087,          0.8439,          1.4715,          1.1034,          0.5332,          0.5191,          1.1820
          62,        0.508333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4715,          1.1034,          0.5332,          0.5192,          1.1820
          63,        0.516667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4715,          1.1034,          0.5332,          0.5192,          1.1820
          64,        0.525000,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1368,          0.3087,          0.8439,          1.4715,          1.1034,          0.5332,          0.5192,          1.1820
          65,        0.533333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0964,          0.5255,          1.3191,          0.1367,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          66,        0.541667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          67,        0.550000,          0.7449,          0.1755,          0.6298,          1.6184,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
          68,        0.558333,          0.7450,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
          69,        0.566667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5331,          0.5192,          1.1820
          70,        0.575000,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
          71,        0.583333,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          72,        0.591667,          0.7450,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1819
          73,        0.600000,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3192,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5331,          0.5193,          1.1820
          74,        0.608333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5193,          1.1820
          75,        0.616667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7522,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1819
          76,        0.625000,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5193,          1.1820
          77,        0.633333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0964,          0.5255,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
          78,        0.641667,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5333,          0.5192,          1.1820
          79,        0.650000,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          80,        0.658333,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          81,        0.666667,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1819
          82,        0.675000,          0.7449,          0.1755,          0.6297,          1.6184,          0.7523,          0.0965,          0.5255,          1.3192,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          83,        0.683333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1819
          84,        0.691667,          0.7449,          0.1755,          0.6298,          1.6183,          0.7522,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          85,        0.700000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3087,          0.8439,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
          86,        0.708333,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0964,          0.5256,          1.3192,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5193,          1.1820
          87,        0.716667,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1819
          88,        0.725000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          89,        0.733333,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0964,          0.5257,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1034,          0.5332,          0.5192,          1.1820
          90,        0.741667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5333,          0.5193,          1.1820
          91,        0.750000,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5193,          1.1820
          92,        0.758333,          0.7450,          0.1755,          0.6298,          1.6184,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3087,          0.8440,          1.4715,          1.1035,          0.5332,          0.5193,          1.1820
          93,        0.766667,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          94,        0.775000,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
          95,        0.783333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          96,        0.791667,          0.7449,          0.1755,          0.6298,          1.6184,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1034,          0.5332,          0.5192,          1.1820
          97,        0.800000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          98,        0.808333,          0.7449,          0.1754,          0.6298,          1.6184,          0.7523,          0.0965,          0.5255,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
          99,        0.816667,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         100,        0.825000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5331,          0.5192,          1.1820
         101,        0.833333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         102,        0.841667,          0.7449,          0.1754,          0.6298,          1.6184,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1819
         103,        0.850000,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5331,          0.5192,          1.1820
         104,        0.858333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1367,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         105,        0.866667,          0.7449,          0.1755,          0.6298,          1.6184,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         106,        0.875000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         107,        0.883333,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3192,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
         108,        0.891667,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1819
         109,        0.900000,          0.7449,          0.1755,          0.6298,          1.6183,          0.7522,          0.0964,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         110,        0.908333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8441,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         111,        0.916667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3087,          0.8439,          1.4715,          1.1035,          0.5332,          0.5193,          1.1820
         112,        0.925000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         113,        0.933333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0967,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         114,        0.941667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         115,        0.950000,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0964,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
         116,        0.958333,          0.7449,          0.1754,          0.6298,          1.6184,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
         117,        0.966667,          0.7449,          0.1754,          0.6298,          1.6183,          0.7522,          0.0965,          0.5255,          1.3191,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         118,        0.975000,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0966,          0.5255,          1.3192,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
         119,        0.983333,          0.7449,          0.1754,          0.6297,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1820
         120,        0.991667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5257,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1034,          0.5332,          0.5192,          1.1820
         121,        1.000000,          0.7449,          0.1755,          0.6298,          1.6184,          0.7523,          0.0964,          0.5256,          1.3191,          0.1367,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         122,        1.008333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0964,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         123,        1.016667,          0.7449,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         124,        1.025000,          0.7449,          0.1755,          0.6298,          1.6184,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4716,          1.1034,          0.5332,          0.5193,          1.1820
         125,        1.033333,          0.7449,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
         126,        1.041667,          0.7449,          0.1755,          0.6298,          1.6184,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1820
         127,        1.050000,          0.7449,          0.1754,          0.6298,          1.6184,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1820
