"InphaseC4_020 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_020.tcf]","Time (h)","V 2 [InphaseC4_020]","V 3 [InphaseC4_020]","V 4 [InphaseC4_020]","V 5 [InphaseC4_020]","V 6 [InphaseC4_020]","V 7 [InphaseC4_020]","V 8 [InphaseC4_020]","V 9 [InphaseC4_020]","V 10 [InphaseC4_020]","V 11 [InphaseC4_020]","V 12 [InphaseC4_020]","V 13 [InphaseC4_020]","V 14 [InphaseC4_020]","V 15 [InphaseC4_020]","V 16 [InphaseC4_020]","V  1 [InphaseC4_020]"
          11,        0.083333,          2.4667,          1.5646,          2.1661,          2.6769,          2.3133,          1.5599,          1.8778,          2.1671,          1.6907,          1.6634,          1.8084,          2.0031,          2.0362,          2.3745,          1.8976,          2.4364
          12,        0.091667,          2.4643,          1.5683,          2.1637,          2.6393,          2.3067,          1.5820,          1.8889,          2.1399,          1.8076,          1.7822,          2.0182,          2.1376,          2.1148,          2.4176,          1.9704,          2.4290
          13,        0.100000,          2.4622,          1.5697,          2.1616,          2.6164,          2.3023,          1.5944,          1.8899,          2.1685,          1.9069,          1.8743,          2.0825,          2.1923,          2.1591,          2.4419,          1.9877,          2.4246
          14,        0.108333,          2.4602,          1.5707,          2.1599,          2.6019,          2.2991,          1.5993,          1.8902,          2.2168,          1.9599,          1.9018,          2.1070,          2.2160,          2.1738,          2.4432,          2.0004,          2.4214
          15,        0.116667,          2.4587,          1.5708,          2.1588,          2.5921,          2.2939,          1.6042,          1.8950,          2.2566,          1.9685,          1.9067,          2.1156,          2.2183,          2.1742,          2.4447,          2.0062,          2.4190
          16,        0.125000,          2.4578,          1.5712,          2.1580,          2.5833,          2.2921,          1.6101,          1.9004,          2.2729,          1.9677,          1.9060,          2.1157,          2.2160,          2.1745,          2.4441,          2.0070,          2.4173
          17,        0.133333,          2.4570,          1.5716,          2.1575,          2.5773,          2.2923,          1.6154,          1.9049,          2.2804,          1.9672,          1.9057,          2.1149,          2.2166,          2.1742,          2.4417,          2.0054,          2.4159
          18,        0.141667,          2.4566,          1.5718,          2.1571,          2.5748,          2.2935,          1.6186,          1.9073,          2.2837,          1.9677,          1.9061,          2.1158,          2.2173,          2.1744,          2.4400,          2.0039,          2.4149
          19,        0.150000,          2.4562,          1.5719,          2.1568,          2.5744,          2.2945,          1.6201,          1.9084,          2.2849,          1.9685,          1.9070,          2.1166,          2.2175,          2.1745,          2.4395,          2.0036,          2.4142
          20,        0.158333,          2.4559,          1.5721,          2.1566,          2.5746,          2.2949,          1.6207,          1.9090,          2.2854,          1.9694,          1.9078,          2.1170,          2.2172,          2.1746,          2.4401,          2.0042,          2.4137
          21,        0.166667,          2.4556,          1.5723,          2.1566,          2.5746,          2.2951,          1.6210,          1.9092,          2.2856,          1.9699,          1.9082,          2.1170,          2.2170,          2.1749,          2.4411,          2.0051,          2.4133
          22,        0.175000,          2.4556,          1.5725,          2.1567,          2.5747,          2.2952,          1.6212,          1.9094,          2.2857,          1.9701,          1.9084,          2.1171,          2.2171,          2.1752,          2.4420,          2.0058,          2.4130
          23,        0.183333,          2.4555,          1.5726,          2.1567,          2.5745,          2.2953,          1.6214,          1.9095,          2.2857,          1.9704,          1.9084,          2.1171,          2.2172,          2.1755,          2.4427,          2.0064,          2.4129
          24,        0.191667,          2.4555,          1.5726,          2.1567,          2.5745,          2.2953,          1.6215,          1.9096,          2.2855,          1.9705,          1.9086,          2.1171,          2.2174,          2.1758,          2.4431,          2.0067,          2.4128
          25,        0.200000,          2.4555,          1.5727,          2.1567,          2.5744,          2.2953,          1.6216,          1.9097,          2.2854,          1.9706,          1.9087,          2.1172,          2.2176,          2.1760,          2.4434,          2.0069,          2.4128
          26,        0.208333,          2.4555,          1.5726,          2.1567,          2.5744,          2.2954,          1.6216,          1.9096,          2.2854,          1.9708,          1.9088,          2.1173,          2.2178,          2.1761,          2.4436,          2.0071,          2.4128
          27,        0.216667,          2.4555,          1.5726,          2.1566,          2.5743,          2.2953,          1.6217,          1.9097,          2.2854,          1.9708,          1.9089,          2.1174,          2.2179,          2.1762,          2.4438,          2.0073,          2.4127
          28,        0.225000,          2.4555,          1.5727,          2.1567,          2.5743,          2.2953,          1.6217,          1.9097,          2.2854,          1.9709,          1.9089,          2.1174,          2.2179,          2.1763,          2.4439,          2.0074,          2.4127
          29,        0.233333,          2.4555,          1.5726,          2.1566,          2.5743,          2.2953,          1.6217,          1.9097,          2.2853,          1.9709,          1.9090,          2.1174,          2.2180,          2.1763,          2.4440,          2.0074,          2.4127
          30,        0.241667,          2.4555,          1.5726,          2.1566,          2.5743,          2.2954,          1.6217,          1.9097,          2.2852,          1.9710,          1.9090,          2.1175,          2.2180,          2.1764,          2.4441,          2.0075,          2.4127
          31,        0.250000,          2.4555,          1.5726,          2.1567,          2.5742,          2.2954,          1.6217,          1.9098,          2.2853,          1.9710,          1.9090,          2.1175,          2.2180,          2.1764,          2.4441,          2.0075,          2.4127
          32,        0.258333,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4441,          2.0076,          2.4127
          33,        0.266667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2952,          1.6217,          1.9096,          2.2853,          1.9710,          1.9090,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.4127
          34,        0.275000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.4127
          35,        0.283333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.4127
          36,        0.291667,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2181,          2.1765,          2.4442,          2.0076,          2.4127
          37,        0.300000,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.4128
          38,        0.308333,          2.4555,          1.5726,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.4127
          39,        0.316667,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2181,          2.1765,          2.4442,          2.0076,          2.4127
          40,        0.325000,          2.4555,          1.5726,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9711,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.4127
          41,        0.333333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.4126
          42,        0.341667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.4127
          43,        0.350000,          2.4555,          1.5727,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
          44,        0.358333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.4127
          45,        0.366667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.4127
          46,        0.375000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2952,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
          47,        0.383333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4126
          48,        0.391667,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9711,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          49,        0.400000,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          50,        0.408333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9096,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4437,          2.0491,          2.4127
          51,        0.416667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2952,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2206,          2.1764,          2.4442,          2.0077,          2.4127
          52,        0.425000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6218,          1.9097,          2.2852,          1.9710,          1.9091,          2.1181,          2.2181,          2.1769,          2.4437,          2.0075,          2.4127
          53,        0.433333,          2.4555,          1.5727,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9092,          2.1176,          2.2182,          2.1763,          2.4441,          2.0075,          2.4127
          54,        0.441667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9711,          1.9092,          2.1176,          2.2179,          2.1764,          2.4441,          2.0075,          2.4126
          55,        0.450000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2952,          1.6217,          1.9097,          2.2854,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.4126
          56,        0.458333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          57,        0.466667,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
          58,        0.475000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9090,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4126
          59,        0.483333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9098,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          60,        0.491667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
          61,        0.500000,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          62,        0.508333,          2.4555,          1.5726,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4126
          63,        0.516667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0077,          2.4127
          64,        0.525000,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4443,          2.0077,          2.4127
          65,        0.533333,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          66,        0.541667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9098,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          67,        0.550000,          2.4555,          1.5727,          2.1566,          2.5741,          2.2952,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4443,          2.0077,          2.4127
          68,        0.558333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          69,        0.566667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1765,          2.4443,          2.0077,          2.4126
          70,        0.575000,          2.4555,          1.5727,          2.1567,          2.5741,          2.2953,          1.6217,          1.9098,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0077,          2.4127
          71,        0.583333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          72,        0.591667,          2.4555,          1.5727,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4443,          2.0076,          2.4127
          73,        0.600000,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          74,        0.608333,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4443,          2.0076,          2.4126
          75,        0.616667,          2.4554,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
          76,        0.625000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1176,          2.2181,          2.1764,          2.4443,          2.0077,          2.4126
          77,        0.633333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0077,          2.4126
          78,        0.641667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2952,          1.6217,          1.9098,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0077,          2.4127
          79,        0.650000,          2.4555,          1.5726,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4126
          80,        0.658333,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4443,          2.0076,          2.4126
          81,        0.666667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          82,        0.675000,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
          83,        0.683333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
          84,        0.691667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4126
          85,        0.700000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4443,          2.0076,          2.4126
          86,        0.708333,          2.4554,          1.5727,          2.1566,          2.5742,          2.2952,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.4127
          87,        0.716667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          88,        0.725000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
          89,        0.733333,          2.4555,          1.5726,          2.1566,          2.5742,          2.2952,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
          90,        0.741667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          91,        0.750000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0077,          2.4127
          92,        0.758333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1765,          2.4443,          2.0077,          2.4126
          93,        0.766667,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9098,          2.2852,          1.9710,          1.9090,          2.1175,          2.2181,          2.1765,          2.4443,          2.0077,          2.4127
          94,        0.775000,          2.4555,          1.5727,          2.1566,          2.5743,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          95,        0.783333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          96,        0.791667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4442,          2.0077,          2.4127
          97,        0.800000,          2.4555,          1.5726,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
          98,        0.808333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
          99,        0.816667,          2.4554,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
         100,        0.825000,          2.4555,          1.5727,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.4127
         101,        0.833333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9096,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0077,          2.4127
         102,        0.841667,          2.4555,          1.5727,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
         103,        0.850000,          2.4554,          1.5727,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
         104,        0.858333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.4126
         105,        0.866667,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9096,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4128
         106,        0.875000,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
         107,        0.883333,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1176,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
         108,        0.891667,          2.4554,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1174,          2.2181,          2.1765,          2.4443,          2.0077,          2.4127
         109,        0.900000,          2.4555,          1.5726,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0077,          2.4127
         110,        0.908333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
         111,        0.916667,          2.4556,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4443,          2.0076,          2.4127
         112,        0.925000,          2.4554,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2181,          2.1764,          2.4438,          2.0346,          2.4127
         113,        0.933333,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9098,          2.2852,          1.9710,          1.9091,          2.1175,          2.2207,          2.1769,          2.4443,          2.0075,          2.4127
         114,        0.941667,          2.4555,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1180,          2.2182,          2.1769,          2.4438,          2.0075,          2.4126
         115,        0.950000,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9092,          2.1176,          2.2182,          2.1764,          2.4440,          2.0076,          2.4127
         116,        0.958333,          2.4555,          1.5726,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2852,          1.9711,          1.9091,          2.1176,          2.2180,          2.1764,          2.4442,          2.0075,          2.4126
         117,        0.966667,          2.4556,          1.5727,          2.1567,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4442,          2.0076,          2.4127
         118,        0.975000,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
         119,        0.983333,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0077,          2.4126
         120,        0.991667,          2.4554,          1.5727,          2.1566,          2.5742,          2.2952,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1764,          2.4443,          2.0077,          2.4127
         121,        1.000000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4126
         122,        1.008333,          2.4555,          1.5726,          2.1566,          2.5741,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4443,          2.0076,          2.4127
         123,        1.016667,          2.4555,          1.5727,          2.1567,          2.5742,          2.2952,          1.6217,          1.9097,          2.2853,          1.9709,          1.9091,          2.1175,          2.2180,          2.1764,          2.4443,          2.0076,          2.4127
         124,        1.025000,          2.4555,          1.5727,          2.1567,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1175,          2.2181,          2.1764,          2.4443,          2.0076,          2.4127
         125,        1.033333,          2.4554,          1.5726,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4126
         126,        1.041667,          2.4555,          1.5726,          2.1567,          2.5743,          2.2953,          1.6217,          1.9097,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1765,          2.4443,          2.0076,          2.4127
         127,        1.050000,          2.4555,          1.5727,          2.1566,          2.5742,          2.2953,          1.6217,          1.9097,          2.2852,          1.9710,          1.9091,          2.1176,          2.2181,          2.1765,          2.4443,          2.0077,          2.4126
