"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\004\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000
           8,        0.116667,          0.0000,          0.0000,          0.0000,          0.0000
           9,        0.133333,          0.0000,          0.0000,          0.0000,          0.0000
          10,        0.150000,          0.0000,          0.0000,          0.0000,          0.0000
          11,        0.166667,          0.0000,          0.0000,          0.0000,          0.0000
          12,        0.183333,          0.0000,          0.0000,          0.0000,          0.0000
          13,        0.200000,          0.0003,          0.0000,          0.0000,          0.0000
          14,        0.216667,          0.1253,          0.0000,          0.0000,          0.0000
          15,        0.233333,          0.1694,          0.0000,          0.0000,          0.0000
          16,        0.250000,          0.2098,          0.0000,          0.0000,          0.0000
          17,        0.266667,          0.2417,          0.0000,          0.0000,          0.0000
          18,        0.283333,          0.2637,          0.0657,          0.0000,          0.0000
          19,        0.300000,          0.2787,          0.1515,          0.0000,          0.0000
          20,        0.316667,          0.2881,          0.2322,          0.0000,          0.0000
          21,        0.333333,          0.2943,          0.2702,          0.0000,          0.0000
          22,        0.350000,          0.2980,          0.2623,          0.0334,          0.0000
          23,        0.366667,          0.3003,          0.2340,          0.0439,          0.0000
          24,        0.383333,          0.3017,          0.2477,          0.0785,          0.0000
          25,        0.400000,          0.3026,          0.2584,          0.1181,          0.0000
          26,        0.416667,          0.3032,          0.2670,          0.1432,          0.0000
          27,        0.433333,          0.3035,          0.2772,          0.1609,          0.1064
          28,        0.450000,          0.3037,          0.2849,          0.2147,          0.1438
          29,        0.466667,          0.3038,          0.2903,          0.2510,          0.1803
          30,        0.483333,          0.3039,          0.2942,          0.2681,          0.2288
          31,        0.500000,          0.3040,          0.2970,          0.2785,          0.2584
          32,        0.516667,          0.3040,          0.2985,          0.2861,          0.2737
          33,        0.533333,          0.3040,          0.3005,          0.2908,          0.2829
          34,        0.550000,          0.3040,          0.3016,          0.2945,          0.2888
          35,        0.566667,          0.3040,          0.3021,          0.2974,          0.2930
          36,        0.583333,          0.3041,          0.3028,          0.2995,          0.2962
          37,        0.600000,          0.3040,          0.3030,          0.3008,          0.2986
          38,        0.616667,          0.3041,          0.3036,          0.3018,          0.3003
          39,        0.633333,          0.3041,          0.3036,          0.3024,          0.3013
          40,        0.650000,          0.3041,          0.3036,          0.3029,          0.3023
          41,        0.666667,          0.3040,          0.3038,          0.3033,          0.3028
          42,        0.683333,          0.3041,          0.3040,          0.3035,          0.3031
          43,        0.700000,          0.3041,          0.3038,          0.3036,          0.3034
          44,        0.716667,          0.3041,          0.3041,          0.3038,          0.3036
          45,        0.733333,          0.3041,          0.3038,          0.3038,          0.3037
          46,        0.750000,          0.3041,          0.3041,          0.3039,          0.3038
          47,        0.766667,          0.3041,          0.3040,          0.3040,          0.3039
          48,        0.783333,          0.3041,          0.3039,          0.3040,          0.3040
          49,        0.800000,          0.3041,          0.3042,          0.3040,          0.3040
          50,        0.816667,          0.3041,          0.3040,          0.3041,          0.3040
          51,        0.833333,          0.3041,          0.3040,          0.3041,          0.3040
          52,        0.850000,          0.3041,          0.3041,          0.3040,          0.3040
          53,        0.866667,          0.3041,          0.3041,          0.3041,          0.3041
          54,        0.883333,          0.3041,          0.3041,          0.3041,          0.3041
          55,        0.900000,          0.3041,          0.3041,          0.3040,          0.3041
          56,        0.916667,          0.3041,          0.3041,          0.3041,          0.3041
          57,        0.933333,          0.3041,          0.3041,          0.3040,          0.3040
          58,        0.950000,          0.3041,          0.3039,          0.3041,          0.3040
          59,        0.966667,          0.3041,          0.3043,          0.3041,          0.3041
          60,        0.983333,          0.3040,          0.3041,          0.3041,          0.3041
          61,        1.000000,          0.3040,          0.3041,          0.3041,          0.3040
          62,        1.016667,          0.3041,          0.3038,          0.3041,          0.3041
          63,        1.033333,          0.3041,          0.3040,          0.3041,          0.3041
          64,        1.050000,          0.3041,          0.3042,          0.3041,          0.3041
          65,        1.066667,          0.3041,          0.3041,          0.3040,          0.3041
          66,        1.083333,          0.3040,          0.3041,          0.3041,          0.3041
          67,        1.100000,          0.3041,          0.3041,          0.3040,          0.3041
          68,        1.116667,          0.3041,          0.3042,          0.3041,          0.3041
          69,        1.133333,          0.3040,          0.3041,          0.3041,          0.3041
          70,        1.150000,          0.3041,          0.3040,          0.3041,          0.3041
          71,        1.166667,          0.3040,          0.3040,          0.3041,          0.3040
          72,        1.183333,          0.3041,          0.3042,          0.3041,          0.3040
          73,        1.200000,          0.3041,          0.3040,          0.3041,          0.3041
          74,        1.216667,          0.3041,          0.3041,          0.3041,          0.3041
          75,        1.233333,          0.3040,          0.3042,          0.3041,          0.3041
          76,        1.250000,          0.3041,          0.3042,          0.3041,          0.3041
          77,        1.266667,          0.3041,          0.3040,          0.3041,          0.3040
          78,        1.283333,          0.3041,          0.3040,          0.3041,          0.3041
          79,        1.300000,          0.3041,          0.3042,          0.3041,          0.3041
          80,        1.316667,          0.3041,          0.3041,          0.3040,          0.3041
          81,        1.333333,          0.3040,          0.3041,          0.3041,          0.3041
          82,        1.350000,          0.3041,          0.3039,          0.3041,          0.3041
          83,        1.366667,          0.3041,          0.3041,          0.3041,          0.3040
          84,        1.383333,          0.3040,          0.3043,          0.3041,          0.3041
          85,        1.400000,          0.3041,          0.3042,          0.3041,          0.3041
          86,        1.416667,          0.3041,          0.3039,          0.3040,          0.3041
          87,        1.433333,          0.3040,          0.3041,          0.3040,          0.3041
          88,        1.450000,          0.3041,          0.3040,          0.3040,          0.3041
          89,        1.466667,          0.3041,          0.3037,          0.3041,          0.3041
          90,        1.483333,          0.3040,          0.3041,          0.3040,          0.3041
          91,        1.500000,          0.3041,          0.3041,          0.3041,          0.3041
          92,        1.516667,          0.3041,          0.3040,          0.3041,          0.3041
          93,        1.533333,          0.3041,          0.3040,          0.3041,          0.3041
          94,        1.550000,          0.3041,          0.3040,          0.3041,          0.3040
          95,        1.566667,          0.3041,          0.3041,          0.3040,          0.3040
          96,        1.583333,          0.3040,          0.3042,          0.3041,          0.3041
          97,        1.600000,          0.3041,          0.3041,          0.3041,          0.3041
          98,        1.616667,          0.3041,          0.3041,          0.3040,          0.3041
          99,        1.633333,          0.3041,          0.3041,          0.3041,          0.3041
         100,        1.650000,          0.3040,          0.3042,          0.3041,          0.3041
         101,        1.666667,          0.3041,          0.3042,          0.3040,          0.3041
         102,        1.683333,          0.3041,          0.3043,          0.3041,          0.3041
         103,        1.700000,          0.3041,          0.3039,          0.3041,          0.3041
         104,        1.716667,          0.3041,          0.3042,          0.3041,          0.3040
         105,        1.733333,          0.3041,          0.3041,          0.3041,          0.3040
         106,        1.750000,          0.3040,          0.3041,          0.3041,          0.3041
         107,        1.766667,          0.3041,          0.3043,          0.3040,          0.3040
         108,        1.783333,          0.3041,          0.3039,          0.3041,          0.3041
         109,        1.800000,          0.3040,          0.3041,          0.3041,          0.3041
         110,        1.816667,          0.3041,          0.3041,          0.3041,          0.3041
         111,        1.833333,          0.3041,          0.3039,          0.3040,          0.3041
         112,        1.850000,          0.3041,          0.3042,          0.3040,          0.3041
         113,        1.866667,          0.3040,          0.3041,          0.3041,          0.3041
         114,        1.883333,          0.3041,          0.3042,          0.3041,          0.3041
         115,        1.900000,          0.3041,          0.3040,          0.3040,          0.3041
         116,        1.916667,          0.3040,          0.3042,          0.3041,          0.3041
         117,        1.933333,          0.3041,          0.3042,          0.3041,          0.3041
         118,        1.950000,          0.3041,          0.3040,          0.3041,          0.3040
         119,        1.966667,          0.3041,          0.3039,          0.3041,          0.3040
         120,        1.983333,          0.3041,          0.3041,          0.3041,          0.3041
         121,        2.000000,          0.3041,          0.3040,          0.3041,          0.3041
         122,        2.016667,          0.3041,          0.3040,          0.3041,          0.3041
         123,        2.033333,          0.3040,          0.3043,          0.3041,          0.3041
         124,        2.050000,          0.3040,          0.3041,          0.3040,          0.3041
         125,        2.066667,          0.3041,          0.3041,          0.3041,          0.3041
         126,        2.083333,          0.3041,          0.3041,          0.3040,          0.3041
         127,        2.100000,          0.3041,          0.3040,          0.3041,          0.3041
         128,        2.116667,          0.3041,          0.3043,          0.3041,          0.3041
         129,        2.133333,          0.3041,          0.3041,          0.3041,          0.3041
         130,        2.150000,          0.3041,          0.3041,          0.3041,          0.3041
         131,        2.166667,          0.3041,          0.3040,          0.3041,          0.3041
         132,        2.183333,          0.3041,          0.3041,          0.3041,          0.3041
         133,        2.200000,          0.3041,          0.3041,          0.3040,          0.3040
         134,        2.216667,          0.3040,          0.3040,          0.3041,          0.3041
         135,        2.233333,          0.3041,          0.3039,          0.3041,          0.3041
         136,        2.250000,          0.3040,          0.3041,          0.3041,          0.3041
         137,        2.266667,          0.3041,          0.3042,          0.3041,          0.3041
         138,        2.283333,          0.3040,          0.3040,          0.3041,          0.3041
         139,        2.300000,          0.3041,          0.3042,          0.3041,          0.3041
         140,        2.316667,          0.3040,          0.3040,          0.3040,          0.3041
         141,        2.333333,          0.3041,          0.3041,          0.3041,          0.3040
         142,        2.350000,          0.3041,          0.3040,          0.3040,          0.3040
         143,        2.366667,          0.3041,          0.3041,          0.3041,          0.3040
         144,        2.383333,          0.3041,          0.3040,          0.3041,          0.3041
         145,        2.400000,          0.3040,          0.3039,          0.3041,          0.3041
         146,        2.416667,          0.3041,          0.3041,          0.3041,          0.3041
         147,        2.433333,          0.3041,          0.3040,          0.3040,          0.3041
         148,        2.450000,          0.3040,          0.3040,          0.3041,          0.3041
         149,        2.466667,          0.3041,          0.3040,          0.3041,          0.3041
         150,        2.483333,          0.3040,          0.3041,          0.3041,          0.3041
         151,        2.500000,          0.3041,          0.3040,          0.3041,          0.3041
         152,        2.516667,          0.3041,          0.3041,          0.3041,          0.3041
         153,        2.533333,          0.3041,          0.3039,          0.3041,          0.3041
         154,        2.550000,          0.3041,          0.3039,          0.3040,          0.3041
         155,        2.566667,          0.3041,          0.3040,          0.3041,          0.3041
         156,        2.583333,          0.3041,          0.3041,          0.3041,          0.3041
         157,        2.600000,          0.3041,          0.3040,          0.3041,          0.3041
         158,        2.616667,          0.3041,          0.3040,          0.3041,          0.3041
         159,        2.633333,          0.3041,          0.3039,          0.3041,          0.3041
         160,        2.650000,          0.3041,          0.3038,          0.3041,          0.3040
         161,        2.666667,          0.3041,          0.3041,          0.3041,          0.3040
         162,        2.683333,          0.3040,          0.3040,          0.3041,          0.3041
         163,        2.700000,          0.3041,          0.3039,          0.3041,          0.3041
         164,        2.716667,          0.3041,          0.3040,          0.3041,          0.3040
         165,        2.733333,          0.3041,          0.3040,          0.3040,          0.3041
         166,        2.750000,          0.3041,          0.3041,          0.3041,          0.3040
         167,        2.766667,          0.3041,          0.3039,          0.3041,          0.3041
         168,        2.783333,          0.3041,          0.3041,          0.3040,          0.3041
         169,        2.800000,          0.3041,          0.3041,          0.3040,          0.3041
         170,        2.816667,          0.3041,          0.3038,          0.3041,          0.3041
         171,        2.833333,          0.3041,          0.3041,          0.3041,          0.3041
         172,        2.850000,          0.3041,          0.3040,          0.3041,          0.3040
         173,        2.866667,          0.3041,          0.3040,          0.3041,          0.3041
         174,        2.883333,          0.3040,          0.3039,          0.3041,          0.3041
         175,        2.900000,          0.3041,          0.3042,          0.3041,          0.3041
         176,        2.916667,          0.3040,          0.3041,          0.3040,          0.3041
         177,        2.933333,          0.3041,          0.3038,          0.3041,          0.3040
         178,        2.950000,          0.3041,          0.3040,          0.3040,          0.3041
         179,        2.966667,          0.3041,          0.3041,          0.3041,          0.3041
         180,        2.983333,          0.3041,          0.3039,          0.3041,          0.3041
         181,        3.000000,          0.3041,          0.3042,          0.3041,          0.3041
         182,        3.016667,          0.3041,          0.3042,          0.3041,          0.3041
         183,        3.033333,          0.3041,          0.3039,          0.3041,          0.3041
         184,        3.050000,          0.3041,          0.3040,          0.3041,          0.3041
         185,        3.066667,          0.3041,          0.3042,          0.3040,          0.3041
         186,        3.083333,          0.3041,          0.3043,          0.3041,          0.3041
         187,        3.100000,          0.3040,          0.3043,          0.3041,          0.3041
         188,        3.116667,          0.3041,          0.3039,          0.3041,          0.3041
         189,        3.133333,          0.3041,          0.3041,          0.3041,          0.3041
         190,        3.150000,          0.3041,          0.3041,          0.3040,          0.3040
         191,        3.166667,          0.3041,          0.3042,          0.3041,          0.3041
         192,        3.183333,          0.3040,          0.3040,          0.3040,          0.3040
         193,        3.200000,          0.3041,          0.3041,          0.3041,          0.3041
         194,        3.216667,          0.3040,          0.3041,          0.3041,          0.3040
         195,        3.233333,          0.3041,          0.3041,          0.3040,          0.3040
         196,        3.250000,          0.3041,          0.3042,          0.3040,          0.3041
         197,        3.266667,          0.3041,          0.3039,          0.3041,          0.3041
         198,        3.283333,          0.3041,          0.3042,          0.3041,          0.3041
         199,        3.300000,          0.3041,          0.3042,          0.3041,          0.3041
         200,        3.316667,          0.3041,          0.3041,          0.3040,          0.3041
         201,        3.333333,          0.3041,          0.3039,          0.3041,          0.3041
         202,        3.350000,          0.3041,          0.3041,          0.3041,          0.3041
         203,        3.366667,          0.3041,          0.3040,          0.3040,          0.3041
         204,        3.383333,          0.3041,          0.3041,          0.3041,          0.3041
         205,        3.400000,          0.3041,          0.3043,          0.3041,          0.3041
         206,        3.416667,          0.3040,          0.3042,          0.3040,          0.3041
         207,        3.433333,          0.3041,          0.3041,          0.3041,          0.3040
         208,        3.450000,          0.3041,          0.3040,          0.3041,          0.3041
         209,        3.466667,          0.3040,          0.3040,          0.3041,          0.3041
         210,        3.483333,          0.3041,          0.3041,          0.3041,          0.3041
         211,        3.500000,          0.3041,          0.3041,          0.3040,          0.3041
         212,        3.516667,          0.3040,          0.3041,          0.3041,          0.3041
