"VanillaC4_021 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_021.tcf]","Time (h)","V 2 [VanillaC4_021]","V 3 [VanillaC4_021]","V 4 [VanillaC4_021]","V 5 [VanillaC4_021]","V 6 [VanillaC4_021]","V 7 [VanillaC4_021]","V 8 [VanillaC4_021]","V 9 [VanillaC4_021]","V 10 [VanillaC4_021]","V 11 [VanillaC4_021]","V 12 [VanillaC4_021]","V 13 [VanillaC4_021]","V 14 [VanillaC4_021]","V 15 [VanillaC4_021]","V 16 [VanillaC4_021]","V  1 [VanillaC4_021]"
          34,        0.275000,          2.2930,          2.1091,          2.3278,          2.3249,          2.3598,          2.0918,          2.1224,          2.1521,          2.1762,          2.1977,          2.0295,          2.1683,          2.3272,          2.2678,          2.1865,          2.2198
          35,        0.283333,          2.2930,          2.1091,          2.3278,          2.3248,          2.3598,          2.0918,          2.1224,          2.1521,          2.1762,          2.1977,          2.0296,          2.1685,          2.3276,          2.2681,          2.1867,          2.2197
          36,        0.291667,          2.2929,          2.1091,          2.3278,          2.3248,          2.3597,          2.0917,          2.1223,          2.1521,          2.1762,          2.1978,          2.0297,          2.1686,          2.3276,          2.2682,          2.1869,          2.2197
          37,        0.300000,          2.2929,          2.1091,          2.3278,          2.3248,          2.3597,          2.0917,          2.1223,          2.1521,          2.1762,          2.1978,          2.0297,          2.1687,          2.3277,          2.2683,          2.1871,          2.2197
          38,        0.308333,          2.2929,          2.1091,          2.3277,          2.3248,          2.3597,          2.0917,          2.1223,          2.1521,          2.1762,          2.1978,          2.0297,          2.1688,          2.3278,          2.2685,          2.1873,          2.2197
          39,        0.316667,          2.2929,          2.1091,          2.3277,          2.3248,          2.3597,          2.0917,          2.1223,          2.1521,          2.1762,          2.1978,          2.0298,          2.1688,          2.3278,          2.2686,          2.1874,          2.2196
          40,        0.325000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3597,          2.0917,          2.1223,          2.1521,          2.1762,          2.1978,          2.0298,          2.1689,          2.3278,          2.2686,          2.1875,          2.2197
          41,        0.333333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3597,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0298,          2.1689,          2.3279,          2.2687,          2.1876,          2.2196
          42,        0.341667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3597,          2.0917,          2.1222,          2.1521,          2.1762,          2.1978,          2.0299,          2.1689,          2.3279,          2.2687,          2.1876,          2.2197
          43,        0.350000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0298,          2.1690,          2.3280,          2.2687,          2.1876,          2.2196
          44,        0.358333,          2.2929,          2.1091,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0298,          2.1690,          2.3281,          2.2688,          2.1876,          2.2197
          45,        0.366667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1690,          2.3280,          2.2688,          2.1877,          2.2197
          46,        0.375000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2688,          2.1878,          2.2196
          47,        0.383333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
          48,        0.391667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1877,          2.2197
          49,        0.400000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1689,          2.3280,          2.2688,          2.1878,          2.2196
          50,        0.408333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1978,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
          51,        0.416667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3280,          2.2688,          2.1878,          2.2196
          52,        0.425000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
          53,        0.433333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3597,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3282,          2.2688,          2.1878,          2.2196
          54,        0.441667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1222,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3281,          2.2688,          2.1878,          2.2196
          55,        0.450000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3280,          2.2688,          2.1878,          2.2196
          56,        0.458333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2689,          2.1878,          2.2196
          57,        0.466667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3279,          2.2689,          2.1878,          2.2196
          58,        0.475000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0298,          2.1690,          2.3280,          2.2688,          2.1879,          2.2197
          59,        0.483333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1222,          2.1520,          2.1763,          2.1979,          2.0299,          2.1689,          2.3281,          2.2689,          2.1878,          2.2197
          60,        0.491667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1688,          2.3281,          2.2689,          2.1878,          2.2197
          61,        0.500000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0298,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
          62,        0.508333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
          63,        0.516667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3280,          2.2689,          2.1879,          2.2197
          64,        0.525000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0298,          2.1688,          2.3281,          2.2689,          2.1878,          2.2196
          65,        0.533333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1978,          2.0298,          2.1690,          2.3281,          2.2689,          2.1879,          2.2196
          66,        0.541667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0298,          2.1689,          2.3280,          2.2690,          2.1879,          2.2197
          67,        0.550000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1879,          2.2197
          68,        0.558333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3279,          2.2690,          2.1879,          2.2196
          69,        0.566667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3278,          2.2689,          2.1879,          2.2196
          70,        0.575000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3279,          2.2689,          2.1878,          2.2197
          71,        0.583333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1689,          2.3260,          2.2670,          2.1879,          2.2196
          72,        0.591667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3281,          2.2740,          2.1899,          2.2196
          73,        0.600000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0300,          2.1696,          2.3318,          2.2693,          2.1871,          2.2196
          74,        0.608333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0305,          2.1702,          2.3287,          2.2690,          2.1872,          2.2196
          75,        0.616667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0311,          2.1693,          2.3282,          2.2684,          2.1876,          2.2196
          76,        0.625000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1982,          2.0300,          2.1690,          2.3280,          2.2688,          2.1876,          2.2196
          77,        0.633333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1764,          2.1980,          2.0299,          2.1689,          2.3279,          2.2687,          2.1877,          2.2196
          78,        0.641667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1521,          2.1763,          2.1979,          2.0299,          2.1690,          2.3279,          2.2688,          2.1877,          2.2196
          79,        0.650000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1521,          2.1763,          2.1979,          2.0299,          2.1688,          2.3280,          2.2688,          2.1877,          2.2196
          80,        0.658333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1521,          2.1762,          2.1979,          2.0300,          2.1690,          2.3279,          2.2688,          2.1878,          2.2196
          81,        0.666667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
          82,        0.675000,          2.2928,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1691,          2.3280,          2.2689,          2.1878,          2.2196
          83,        0.683333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1690,          2.3279,          2.2688,          2.1878,          2.2196
          84,        0.691667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2197
          85,        0.700000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
          86,        0.708333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1689,          2.3280,          2.2688,          2.1878,          2.2196
          87,        0.716667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1689,          2.3281,          2.2688,          2.1878,          2.2196
          88,        0.725000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
          89,        0.733333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2688,          2.1878,          2.2196
          90,        0.741667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0300,          2.1691,          2.3280,          2.2688,          2.1878,          2.2196
          91,        0.750000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3279,          2.2689,          2.1878,          2.2196
          92,        0.758333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1879,          2.2196
          93,        0.766667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1763,          2.1978,          2.0299,          2.1690,          2.3280,          2.2688,          2.1878,          2.2196
          94,        0.775000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1222,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
          95,        0.783333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1879,          2.2197
          96,        0.791667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
          97,        0.800000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1691,          2.3280,          2.2688,          2.1878,          2.2196
          98,        0.808333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1763,          2.1979,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
          99,        0.816667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1691,          2.3280,          2.2688,          2.1878,          2.2196
         100,        0.825000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2688,          2.1878,          2.2196
         101,        0.833333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1521,          2.1762,          2.1979,          2.0299,          2.1689,          2.3278,          2.2688,          2.1878,          2.2196
         102,        0.841667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1691,          2.3280,          2.2689,          2.1878,          2.2196
         103,        0.850000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2688,          2.1879,          2.2196
         104,        0.858333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3279,          2.2689,          2.1879,          2.2196
         105,        0.866667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3279,          2.2689,          2.1878,          2.2196
         106,        0.875000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2689,          2.1878,          2.2196
         107,        0.883333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1690,          2.3281,          2.2689,          2.1878,          2.2196
         108,        0.891667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1691,          2.3281,          2.2689,          2.1878,          2.2196
         109,        0.900000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3280,          2.2689,          2.1879,          2.2197
         110,        0.908333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1691,          2.3280,          2.2689,          2.1878,          2.2197
         111,        0.916667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3281,          2.2688,          2.1878,          2.2196
         112,        0.925000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
         113,        0.933333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2689,          2.1878,          2.2196
         114,        0.941667,          2.2928,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1222,          2.1520,          2.1763,          2.1978,          2.0299,          2.1690,          2.3282,          2.2689,          2.1878,          2.2197
         115,        0.950000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1979,          2.0299,          2.1690,          2.3280,          2.2688,          2.1878,          2.2196
         116,        0.958333,          2.2928,          2.1090,          2.3276,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2689,          2.1878,          2.2196
         117,        0.966667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3282,          2.2688,          2.1878,          2.2196
         118,        0.975000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3280,          2.2688,          2.1878,          2.2196
         119,        0.983333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3281,          2.2688,          2.1878,          2.2197
         120,        0.991667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1978,          2.0299,          2.1691,          2.3280,          2.2688,          2.1878,          2.2196
         121,        1.000000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1978,          2.0299,          2.1690,          2.3280,          2.2689,          2.1878,          2.2196
         122,        1.008333,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1979,          2.0298,          2.1689,          2.3280,          2.2689,          2.1879,          2.2196
         123,        1.016667,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0916,          2.1222,          2.1521,          2.1763,          2.1979,          2.0299,          2.1690,          2.3281,          2.2689,          2.1878,          2.2196
         124,        1.025000,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0917,          2.1222,          2.1520,          2.1762,          2.1979,          2.0299,          2.1690,          2.3281,          2.2688,          2.1878,          2.2197
         125,        1.033333,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1763,          2.1978,          2.0299,          2.1689,          2.3281,          2.2689,          2.1879,          2.2196
         126,        1.041667,          2.2929,          2.1090,          2.3277,          2.3247,          2.3596,          2.0916,          2.1223,          2.1520,          2.1762,          2.1979,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
         127,        1.050000,          2.2929,          2.1090,          2.3276,          2.3247,          2.3596,          2.0917,          2.1223,          2.1520,          2.1762,          2.1978,          2.0299,          2.1689,          2.3280,          2.2689,          2.1878,          2.2196
