"VanillaC4_021 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_021.tcf]","Time (h)","Q 2 [VanillaC4_021]","Q 3 [VanillaC4_021]","Q 4 [VanillaC4_021]","Q 5 [VanillaC4_021]","Q 6 [VanillaC4_021]","Q 7 [VanillaC4_021]","Q 1 [VanillaC4_021]","Q  8 [VanillaC4_021]"
          40,        0.325000,        -99.9986,        -99.9982,        -99.9957,        -99.9940,        -99.9880,        -99.9830,       -100.0000,        -99.9817
          41,        0.333333,        -99.9993,        -99.9985,        -99.9967,        -99.9950,        -99.9903,        -99.9854,        -99.9997,        -99.9855
          42,        0.341667,        -99.9998,        -99.9987,        -99.9978,        -99.9959,        -99.9925,        -99.9913,       -100.0002,        -99.9893
          43,        0.350000,        -99.9995,        -99.9991,        -99.9980,        -99.9970,        -99.9939,        -99.9915,        -99.9999,        -99.9905
          44,        0.358333,        -99.9993,        -99.9990,        -99.9986,        -99.9977,        -99.9947,        -99.9926,        -99.9997,        -99.9934
          45,        0.366667,       -100.0000,        -99.9993,        -99.9986,        -99.9976,        -99.9960,        -99.9952,       -100.0001,        -99.9941
          46,        0.375000,       -100.0000,        -99.9996,        -99.9989,        -99.9981,        -99.9969,        -99.9970,       -100.0000,        -99.9949
          47,        0.383333,        -99.9997,        -99.9999,        -99.9995,        -99.9985,        -99.9980,        -99.9965,       -100.0004,        -99.9957
          48,        0.391667,       -100.0003,        -99.9996,        -99.9996,        -99.9991,        -99.9980,        -99.9974,        -99.9995,        -99.9973
          49,        0.400000,       -100.0003,        -99.9999,        -99.9990,        -99.9994,        -99.9983,       -100.0006,        -99.9997,        -99.9989
          50,        0.408333,       -100.0003,        -99.9996,        -99.9993,        -99.9990,        -99.9988,        -99.9985,       -100.0002,        -99.9981
          51,        0.416667,        -99.9998,       -100.0001,        -99.9998,       -100.0001,        -99.9996,        -99.9978,       -100.0003,        -99.9983
          52,        0.425000,        -99.9995,        -99.9999,        -99.9996,        -99.9999,        -99.9988,       -100.0006,        -99.9999,        -99.9996
          53,        0.433333,        -99.9999,       -100.0001,       -100.0000,        -99.9997,        -99.9992,       -100.0004,       -100.0000,        -99.9982
          54,        0.441667,        -99.9995,       -100.0000,        -99.9999,        -99.9999,        -99.9998,       -100.0009,       -100.0001,        -99.9996
          55,        0.450000,        -99.9999,        -99.9997,        -99.9999,        -99.9994,        -99.9992,       -100.0008,        -99.9997,        -99.9993
          56,        0.458333,        -99.9999,        -99.9996,       -100.0000,        -99.9996,        -99.9994,       -100.0037,       -100.0005,        -99.9983
          57,        0.466667,       -100.0000,        -99.9996,       -100.0003,       -100.0000,        -99.9995,        -99.9998,       -100.0002,        -99.9998
          58,        0.475000,        -99.9997,        -99.9997,        -99.9998,        -99.9994,        -99.9997,        -99.9991,       -100.0002,        -99.9986
          59,        0.483333,        -99.9997,        -99.9999,       -100.0001,       -100.0001,        -99.9990,        -99.9985,       -100.0000,        -99.9989
          60,        0.491667,        -99.9994,        -99.9998,       -100.0000,       -100.0002,        -99.9994,        -99.9998,       -100.0001,        -99.9996
          61,        0.500000,       -100.0003,       -100.0004,        -99.9996,        -99.9996,        -99.9993,        -99.9990,       -100.0002,        -99.9998
          62,        0.508333,        -99.9998,       -100.0001,        -99.9998,        -99.9998,       -100.0001,       -100.0006,       -100.0000,       -100.0000
          63,        0.516667,       -100.0007,        -99.9996,        -99.9998,       -100.0002,        -99.9996,       -100.0012,       -100.0003,        -99.9992
          64,        0.525000,        -99.9998,       -100.0001,       -100.0000,       -100.0002,        -99.9992,        -99.9966,        -99.9999,        -99.9999
          65,        0.533333,        -99.9997,       -100.0001,        -99.9997,       -100.0003,        -99.9991,       -100.0006,        -99.9999,       -100.0002
          66,        0.541667,       -100.0004,       -100.0004,        -99.9999,        -99.9998,       -100.0003,        -99.9972,        -99.9996,       -100.0003
          67,        0.550000,        -99.9999,        -99.9998,        -99.9999,        -99.9999,        -99.9999,       -100.0007,       -100.0004,       -100.0000
          68,        0.558333,        -99.9995,       -100.0004,       -100.0004,       -100.0000,        -99.9998,       -100.0040,       -100.0000,        -99.9990
          69,        0.566667,       -100.0002,       -100.0003,        -99.9999,        -99.9995,        -99.9998,       -100.0015,       -100.0010,       -100.0009
          70,        0.575000,       -100.0003,       -100.0003,       -100.0002,        -99.9999,        -99.9994,       -100.0003,        -99.9998,       -100.0004
          71,        0.583333,       -100.0000,       -100.0001,        -99.9995,        -99.9997,       -100.0002,       -100.0012,       -100.0001,       -100.0016
          72,        0.591667,       -100.0000,        -99.9998,       -100.0000,        -99.9996,        -99.9995,       -100.0026,        -99.9997,        -99.9412
          73,        0.600000,       -100.0001,       -100.0002,        -99.9996,       -100.0005,       -100.0003,       -100.0584,       -100.0006,        -99.9736
          74,        0.608333,        -99.9999,        -99.9997,        -99.9994,       -100.0001,       -100.0005,       -100.0053,       -100.0002,        -99.9647
          75,        0.616667,        -99.9996,        -99.9997,        -99.9998,       -100.0000,       -100.0029,        -99.9890,       -100.0006,        -99.9849
          76,        0.625000,       -100.0000,       -100.0003,       -100.0004,       -100.0001,       -100.0055,        -99.9887,       -100.0001,        -99.9895
          77,        0.633333,       -100.0001,       -100.0004,        -99.9998,        -99.9996,       -100.0005,        -99.9931,        -99.9999,        -99.9941
          78,        0.641667,        -99.9995,       -100.0001,       -100.0006,       -100.0003,        -99.9990,        -99.9975,       -100.0002,        -99.9953
          79,        0.650000,        -99.9998,        -99.9995,        -99.9999,       -100.0005,        -99.9979,        -99.9969,       -100.0003,        -99.9976
          80,        0.658333,        -99.9992,        -99.9995,       -100.0000,       -100.0006,        -99.9986,        -99.9982,        -99.9992,        -99.9979
          81,        0.666667,       -100.0005,       -100.0001,       -100.0003,        -99.9998,        -99.9989,        -99.9988,       -100.0001,        -99.9994
          82,        0.675000,        -99.9998,       -100.0003,       -100.0000,        -99.9999,        -99.9987,        -99.9998,        -99.9998,        -99.9982
          83,        0.683333,       -100.0001,       -100.0002,       -100.0006,        -99.9999,        -99.9994,       -100.0005,       -100.0003,        -99.9988
          84,        0.691667,        -99.9998,       -100.0003,        -99.9998,        -99.9998,        -99.9989,        -99.9975,       -100.0001,        -99.9987
          85,        0.700000,       -100.0002,        -99.9999,       -100.0001,       -100.0000,       -100.0003,        -99.9997,        -99.9997,       -100.0000
          86,        0.708333,       -100.0004,       -100.0000,       -100.0005,        -99.9994,       -100.0000,       -100.0012,       -100.0000,       -100.0000
          87,        0.716667,       -100.0001,        -99.9997,        -99.9998,        -99.9997,        -99.9996,       -100.0001,        -99.9996,        -99.9990
          88,        0.725000,       -100.0001,       -100.0000,       -100.0002,       -100.0000,       -100.0000,       -100.0011,        -99.9996,        -99.9997
          89,        0.733333,        -99.9998,       -100.0000,       -100.0003,        -99.9999,       -100.0001,       -100.0009,       -100.0002,       -100.0002
          90,        0.741667,        -99.9999,       -100.0001,       -100.0005,       -100.0000,       -100.0005,        -99.9993,        -99.9998,       -100.0000
          91,        0.750000,       -100.0003,       -100.0000,       -100.0003,       -100.0002,        -99.9993,       -100.0003,       -100.0003,       -100.0008
          92,        0.758333,       -100.0001,        -99.9996,        -99.9999,        -99.9996,        -99.9999,       -100.0000,       -100.0003,       -100.0009
          93,        0.766667,       -100.0000,       -100.0003,        -99.9999,        -99.9999,        -99.9994,       -100.0028,       -100.0000,        -99.9991
          94,        0.775000,        -99.9997,       -100.0001,        -99.9999,        -99.9999,        -99.9998,        -99.9969,       -100.0000,       -100.0001
          95,        0.783333,       -100.0000,        -99.9997,       -100.0001,       -100.0000,       -100.0002,        -99.9995,       -100.0004,       -100.0004
          96,        0.791667,        -99.9998,       -100.0002,        -99.9998,       -100.0002,       -100.0002,        -99.9992,       -100.0008,        -99.9989
          97,        0.800000,       -100.0005,        -99.9999,       -100.0004,        -99.9999,       -100.0000,        -99.9986,       -100.0000,       -100.0005
          98,        0.808333,       -100.0000,       -100.0002,       -100.0000,        -99.9999,        -99.9998,       -100.0003,        -99.9999,        -99.9998
          99,        0.816667,        -99.9998,       -100.0004,       -100.0001,        -99.9998,        -99.9999,        -99.9988,        -99.9999,       -100.0006
         100,        0.825000,       -100.0000,       -100.0001,       -100.0000,       -100.0002,       -100.0002,       -100.0019,        -99.9997,        -99.9996
         101,        0.833333,       -100.0005,       -100.0003,       -100.0001,       -100.0000,        -99.9999,       -100.0005,       -100.0001,       -100.0005
         102,        0.841667,        -99.9997,        -99.9998,       -100.0000,        -99.9997,       -100.0000,        -99.9999,        -99.9998,       -100.0005
         103,        0.850000,       -100.0000,       -100.0001,       -100.0004,       -100.0008,       -100.0003,       -100.0003,       -100.0000,        -99.9998
         104,        0.858333,        -99.9998,       -100.0003,       -100.0003,        -99.9997,        -99.9998,       -100.0011,       -100.0003,       -100.0005
         105,        0.866667,       -100.0001,       -100.0004,       -100.0001,        -99.9998,       -100.0000,        -99.9986,        -99.9999,       -100.0005
         106,        0.875000,        -99.9997,       -100.0000,        -99.9999,        -99.9994,       -100.0003,       -100.0009,       -100.0002,       -100.0010
         107,        0.883333,        -99.9999,       -100.0001,        -99.9998,       -100.0001,        -99.9997,        -99.9979,        -99.9998,       -100.0002
         108,        0.891667,       -100.0003,       -100.0000,        -99.9995,        -99.9996,        -99.9997,       -100.0018,       -100.0003,       -100.0010
         109,        0.900000,       -100.0003,        -99.9999,       -100.0005,       -100.0003,       -100.0000,        -99.9999,       -100.0001,       -100.0003
         110,        0.908333,       -100.0002,       -100.0000,        -99.9997,       -100.0001,       -100.0001,       -100.0011,       -100.0002,        -99.9999
         111,        0.916667,        -99.9998,        -99.9998,       -100.0000,        -99.9997,       -100.0002,        -99.9998,        -99.9999,       -100.0000
         112,        0.925000,       -100.0003,        -99.9998,        -99.9994,       -100.0002,        -99.9999,        -99.9985,        -99.9997,        -99.9996
         113,        0.933333,        -99.9999,        -99.9998,       -100.0001,       -100.0003,       -100.0001,       -100.0014,        -99.9999,        -99.9999
         114,        0.941667,       -100.0004,       -100.0002,        -99.9999,        -99.9999,        -99.9998,       -100.0027,        -99.9999,       -100.0007
         115,        0.950000,        -99.9997,        -99.9997,       -100.0000,        -99.9996,        -99.9997,        -99.9999,       -100.0003,       -100.0005
         116,        0.958333,       -100.0001,        -99.9999,       -100.0002,       -100.0003,       -100.0000,        -99.9991,       -100.0002,       -100.0008
         117,        0.966667,        -99.9997,       -100.0001,        -99.9996,       -100.0001,       -100.0002,       -100.0005,        -99.9994,       -100.0005
         118,        0.975000,        -99.9997,       -100.0002,       -100.0001,        -99.9994,        -99.9997,        -99.9982,       -100.0004,       -100.0003
         119,        0.983333,       -100.0002,       -100.0000,       -100.0000,        -99.9998,       -100.0003,       -100.0008,        -99.9999,        -99.9998
         120,        0.991667,       -100.0000,        -99.9999,       -100.0002,       -100.0000,       -100.0001,        -99.9996,        -99.9999,       -100.0007
         121,        1.000000,        -99.9998,       -100.0000,       -100.0002,        -99.9998,       -100.0005,        -99.9998,        -99.9997,        -99.9997
         122,        1.008333,       -100.0000,       -100.0002,        -99.9997,        -99.9999,       -100.0004,       -100.0013,        -99.9995,       -100.0004
         123,        1.016667,        -99.9995,       -100.0001,        -99.9998,        -99.9998,       -100.0001,        -99.9976,       -100.0003,        -99.9997
         124,        1.025000,       -100.0000,        -99.9999,        -99.9999,        -99.9997,       -100.0004,       -100.0002,       -100.0000,        -99.9997
         125,        1.033333,       -100.0005,       -100.0004,       -100.0003,       -100.0000,       -100.0002,        -99.9989,       -100.0001,       -100.0007
         126,        1.041667,        -99.9998,       -100.0000,        -99.9999,        -99.9999,       -100.0000,       -100.0006,       -100.0002,        -99.9998
         127,        1.050000,       -100.0000,       -100.0001,        -99.9999,        -99.9996,        -99.9995,       -100.0000,       -100.0001,       -100.0007
         128,        1.058333,       -100.0004,       -100.0003,        -99.9997,        -99.9998,        -99.9999,       -100.0020,        -99.9999,        -99.9994
         129,        1.066667,       -100.0000,       -100.0001,        -99.9997,       -100.0002,        -99.9998,       -100.0019,        -99.9998,        -99.9999
         130,        1.075000,        -99.9997,       -100.0000,        -99.9997,       -100.0005,       -100.0004,       -100.0027,        -99.9997,        -99.9992
         131,        1.083333,       -100.0001,        -99.9999,       -100.0002,        -99.9997,        -99.9995,        -99.9993,       -100.0002,       -100.0003
         132,        1.091667,        -99.9996,        -99.9999,       -100.0000,        -99.9995,       -100.0003,       -100.0012,        -99.9999,       -100.0000
         133,        1.100000,       -100.0004,        -99.9996,        -99.9997,       -100.0000,        -99.9999,        -99.9996,        -99.9995,        -99.9993
         134,        1.108333,        -99.9997,        -99.9999,        -99.9996,        -99.9996,        -99.9999,       -100.0001,        -99.9999,       -100.0004
         135,        1.116667,        -99.9994,        -99.9998,        -99.9999,       -100.0000,       -100.0002,        -99.9994,       -100.0004,        -99.9996
         136,        1.125000,       -100.0000,        -99.9999,       -100.0003,       -100.0001,       -100.0000,       -100.0026,        -99.9999,       -100.0001
         137,        1.133333,        -99.9999,        -99.9998,       -100.0000,       -100.0005,        -99.9994,       -100.0000,       -100.0001,        -99.9997
         138,        1.141667,        -99.9998,        -99.9999,       -100.0001,        -99.9999,        -99.9997,       -100.0005,        -99.9992,       -100.0011
         139,        1.150000,        -99.9998,        -99.9996,       -100.0003,        -99.9996,        -99.9988,       -100.0079,        -99.9998,       -100.0010
         140,        1.158333,       -100.0000,        -99.9997,        -99.9999,        -99.9999,        -99.9997,       -100.0802,        -99.9997,        -99.8997
         141,        1.166667,       -100.0004,       -100.0004,        -99.9998,        -99.9998,       -100.0001,        -99.9780,       -100.0002,        -99.9927
         142,        1.175000,       -100.0007,       -100.0003,       -100.0004,        -99.9998,       -100.0061,        -99.9934,        -99.9998,        -99.9675
         143,        1.183333,       -100.0001,        -99.9999,       -100.0002,       -100.0000,       -100.0011,        -99.9964,        -99.9997,        -99.9859
         144,        1.191667,        -99.9999,       -100.0002,       -100.0001,       -100.0004,        -99.9983,        -99.9922,       -100.0005,        -99.9912
         145,        1.200000,       -100.0000,        -99.9999,       -100.0001,       -100.0000,        -99.9990,        -99.9959,        -99.9998,        -99.9939
         146,        1.208333,        -99.9999,       -100.0000,        -99.9999,       -100.0003,        -99.9992,        -99.9985,        -99.9998,        -99.9953
         147,        1.216667,        -99.9997,       -100.0004,       -100.0004,       -100.0004,        -99.9980,        -99.9996,        -99.9996,        -99.9971
         148,        1.225000,       -100.0003,        -99.9998,       -100.0000,        -99.9996,        -99.9990,        -99.9987,       -100.0004,        -99.9979
         149,        1.233333,        -99.9997,       -100.0002,        -99.9997,       -100.0003,        -99.9990,        -99.9992,       -100.0004,        -99.9997
         150,        1.241667,       -100.0001,        -99.9997,        -99.9998,        -99.9999,        -99.9991,       -100.0016,       -100.0004,        -99.9998
         151,        1.250000,       -100.0003,       -100.0003,       -100.0000,        -99.9994,        -99.9994,        -99.9981,        -99.9995,        -99.9994
         152,        1.258333,       -100.0002,       -100.0000,       -100.0000,       -100.0001,       -100.0000,       -100.0003,       -100.0003,        -99.9996
         153,        1.266667,        -99.9999,       -100.0005,       -100.0000,        -99.9997,       -100.0000,        -99.9995,       -100.0002,       -100.0007
         154,        1.275000,        -99.9998,        -99.9998,       -100.0001,        -99.9998,        -99.9995,        -99.9975,       -100.0004,       -100.0002
         155,        1.283333,        -99.9996,       -100.0003,       -100.0001,       -100.0000,        -99.9998,        -99.9988,       -100.0000,        -99.9993
         156,        1.291667,       -100.0001,       -100.0001,        -99.9999,        -99.9999,        -99.9999,        -99.9996,       -100.0004,        -99.9998
         157,        1.300000,        -99.9999,       -100.0004,       -100.0000,       -100.0002,        -99.9999,       -100.0005,       -100.0004,        -99.9999
         158,        1.308333,       -100.0003,       -100.0004,        -99.9998,       -100.0000,       -100.0000,       -100.0003,        -99.9999,        -99.9998
         159,        1.316667,        -99.9999,        -99.9999,        -99.9998,        -99.9998,        -99.9999,       -100.0008,        -99.9998,        -99.9993
         160,        1.325000,        -99.9996,       -100.0002,       -100.0002,        -99.9998,        -99.9999,       -100.0001,       -100.0001,       -100.0000
         161,        1.333333,       -100.0004,       -100.0005,        -99.9998,        -99.9995,       -100.0005,       -100.0032,        -99.9998,       -100.0001
         162,        1.341667,        -99.9999,       -100.0001,        -99.9998,        -99.9999,        -99.9995,       -100.0031,       -100.0000,       -100.0009
         163,        1.350000,       -100.0000,       -100.0002,        -99.9998,        -99.9995,        -99.9998,       -100.0015,       -100.0004,        -99.9992
         164,        1.358333,       -100.0000,       -100.0003,        -99.9996,        -99.9997,       -100.0002,       -100.0020,        -99.9995,        -99.9999
         165,        1.366667,       -100.0004,        -99.9999,       -100.0002,        -99.9997,        -99.9999,        -99.9994,        -99.9999,        -99.9992
         166,        1.375000,        -99.9994,        -99.9997,        -99.9998,       -100.0003,        -99.9998,       -100.0004,        -99.9997,        -99.9990
         167,        1.383333,        -99.9997,        -99.9999,       -100.0000,        -99.9999,       -100.0000,       -100.0001,        -99.9999,        -99.9990
         168,        1.391667,       -100.0001,       -100.0001,        -99.9998,       -100.0000,        -99.9998,       -100.0006,        -99.9995,       -100.0002
         169,        1.400000,        -99.9999,        -99.9999,       -100.0002,       -100.0003,       -100.0001,       -100.0031,        -99.9992,       -100.0000
         170,        1.408333,        -99.9997,       -100.0005,        -99.9995,        -99.9995,        -99.9998,       -100.0027,        -99.9996,       -100.0003
         171,        1.416667,        -99.9997,       -100.0005,       -100.0001,       -100.0003,       -100.0004,       -100.0001,        -99.9997,        -99.9997
         172,        1.425000,        -99.9999,        -99.9995,       -100.0002,        -99.9998,        -99.9998,        -99.9996,        -99.9999,       -100.0005
         173,        1.433333,        -99.9996,        -99.9998,       -100.0003,        -99.9998,       -100.0002,        -99.9985,       -100.0001,       -100.0008
         174,        1.441667,       -100.0000,       -100.0002,        -99.9998,       -100.0000,        -99.9995,       -100.0019,       -100.0007,       -100.0005
         175,        1.450000,        -99.9996,       -100.0002,       -100.0002,       -100.0002,        -99.9997,        -99.9986,       -100.0000,        -99.9999
         176,        1.458333,        -99.9999,        -99.9997,       -100.0001,       -100.0004,        -99.9998,       -100.0011,       -100.0001,       -100.0003
         177,        1.466667,       -100.0003,       -100.0005,        -99.9998,       -100.0001,       -100.0003,       -100.0000,        -99.9997,       -100.0003
         178,        1.475000,       -100.0001,        -99.9999,        -99.9999,        -99.9996,       -100.0000,       -100.0013,        -99.9999,       -100.0003
         179,        1.483333,        -99.9999,        -99.9998,        -99.9997,        -99.9996,        -99.9996,       -100.0006,        -99.9996,        -99.9996
         180,        1.491667,       -100.0008,       -100.0002,        -99.9998,       -100.0001,       -100.0000,       -100.0008,        -99.9996,        -99.9999
         181,        1.500000,        -99.9998,       -100.0000,        -99.9999,        -99.9999,       -100.0000,       -100.0005,        -99.9995,        -99.9998
         182,        1.508333,       -100.0003,        -99.9997,       -100.0001,        -99.9998,        -99.9996,       -100.0007,       -100.0001,        -99.9999
         183,        1.516667,        -99.9999,        -99.9999,       -100.0001,        -99.9997,        -99.9997,       -100.0021,        -99.9996,       -100.0007
         184,        1.525000,        -99.9998,       -100.0002,        -99.9999,       -100.0001,        -99.9998,       -100.0019,        -99.9998,       -100.0015
         185,        1.533333,       -100.0002,       -100.0001,        -99.9999,       -100.0000,        -99.9999,       -100.0029,       -100.0004,       -100.0001
         186,        1.541667,        -99.9997,       -100.0001,        -99.9998,       -100.0004,       -100.0001,       -100.0004,       -100.0004,        -99.9998
         187,        1.550000,        -99.9993,        -99.9998,        -99.9996,        -99.9998,        -99.9996,       -100.0006,       -100.0000,       -100.0004
         188,        1.558333,        -99.9998,        -99.9999,       -100.0000,       -100.0000,       -100.0002,       -100.0029,        -99.9998,       -100.0001
         189,        1.566667,        -99.9996,       -100.0001,        -99.9995,       -100.0003,       -100.0002,        -99.9985,        -99.9996,       -100.0012
         190,        1.575000,       -100.0000,       -100.0000,       -100.0001,       -100.0001,       -100.0002,       -100.0012,       -100.0001,       -100.0004
         191,        1.583333,        -99.9996,        -99.9999,        -99.9997,       -100.0000,       -100.0003,       -100.0008,        -99.9999,        -99.9996
         192,        1.591667,        -99.9994,       -100.0003,       -100.0006,        -99.9997,        -99.9999,       -100.0017,        -99.9992,       -100.0011
         193,        1.600000,       -100.0000,       -100.0002,       -100.0005,        -99.9999,        -99.9998,       -100.0012,       -100.0004,        -99.9996
         194,        1.608333,        -99.9997,        -99.9999,       -100.0007,        -99.9996,        -99.9998,       -100.0009,       -100.0000,       -100.0002
         195,        1.616667,       -100.0000,        -99.9999,       -100.0002,        -99.9993,        -99.9995,       -100.0012,        -99.9999,        -99.9995
         196,        1.625000,        -99.9995,       -100.0001,       -100.0005,        -99.9999,        -99.9999,       -100.0005,       -100.0004,        -99.9992
         197,        1.633333,        -99.9998,       -100.0002,       -100.0001,        -99.9999,        -99.9996,       -100.0014,       -100.0004,       -100.0001
         198,        1.641667,       -100.0004,       -100.0003,        -99.9995,        -99.9997,        -99.9992,       -100.0035,        -99.9996,       -100.0009
         199,        1.650000,        -99.9999,        -99.9999,        -99.9998,        -99.9995,        -99.9998,       -100.0020,       -100.0001,        -99.9999
         200,        1.658333,        -99.9997,        -99.9996,       -100.0001,        -99.9999,       -100.0000,        -99.9991,       -100.0001,       -100.0001
         201,        1.666667,        -99.9998,        -99.9999,       -100.0000,       -100.0000,       -100.0003,        -99.9994,       -100.0002,       -100.0011
         202,        1.675000,       -100.0002,       -100.0000,        -99.9999,       -100.0001,       -100.0000,        -99.9994,       -100.0004,       -100.0001
         203,        1.683333,       -100.0001,       -100.0004,       -100.0002,        -99.9997,        -99.9998,       -100.0016,        -99.9997,        -99.9993
         204,        1.691667,        -99.9995,       -100.0002,       -100.0000,        -99.9998,       -100.0003,       -100.0019,       -100.0000,       -100.0005
         205,        1.700000,       -100.0002,        -99.9999,       -100.0001,        -99.9998,       -100.0003,        -99.9992,       -100.0005,       -100.0003
         206,        1.708333,       -100.0001,       -100.0002,       -100.0003,       -100.0000,        -99.9999,        -99.9994,       -100.0002,        -99.9998
         207,        1.716667,        -99.9991,       -100.0005,        -99.9993,        -99.9994,        -99.9995,        -99.9995,       -100.0002,       -100.0002
         208,        1.725000,       -100.0002,       -100.0001,        -99.9999,        -99.9999,        -99.9991,       -100.0184,        -99.9997,       -100.0001
         209,        1.733333,        -99.9998,       -100.0000,        -99.9997,        -99.9998,        -99.9988,       -100.0131,       -100.0003,        -99.9760
