"VanillaC4_009","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_009.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\009\VanillaC4_009_POMM.csv","Maximum (Extracted from Time Series)",          1.4082,          0.6890,          1.1604,          1.1069,          1.1658,          0.6897,          0.7431,          0.7946,          0.8381,          0.8801,          0.6319,          0.8794,          1.1375,          1.1165,          1.1002,          1.5395,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0008
"","Time of Maximum",          0.0167,          2.8333,          0.0417,          0.0583,          0.0667,          5.7250,          5.6667,          5.3167,          3.8667,          3.6167,          2.8833,          1.2417,          0.6667,          5.0250,          5.0083,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1000,          0.0000,          0.0833
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -9.0003,         -9.0003,         -9.0003,         -9.0003,         -9.0004,         -9.0003,         -9.0004,         -9.0065
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.6750,          1.3750,          3.3583,          5.0250,          1.4500,          5.9917,          4.6667,          0.6417
