"VanillaC4_015 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_015.tcf]","Time (h)","V 2 [VanillaC4_015]","V 3 [VanillaC4_015]","V 4 [VanillaC4_015]","V 5 [VanillaC4_015]","V 6 [VanillaC4_015]","V 7 [VanillaC4_015]","V 8 [VanillaC4_015]","V 9 [VanillaC4_015]","V 10 [VanillaC4_015]","V 11 [VanillaC4_015]","V 12 [VanillaC4_015]","V 13 [VanillaC4_015]","V 14 [VanillaC4_015]","V 15 [VanillaC4_015]","V 16 [VanillaC4_015]","V  1 [VanillaC4_015]"
          11,        0.083333,          1.7937,          1.4837,          1.7884,          1.7821,          1.8321,          1.4833,          1.5227,          1.5541,          1.5409,          1.4254,          0.8650,          0.7308,          0.2135,          0.0001,          0.0000,          1.7317
          12,        0.091667,          1.7874,          1.4794,          1.7796,          1.7721,          1.8199,          1.4795,          1.5194,          1.5552,          1.5596,          1.5092,          1.0289,          1.0520,          1.0150,          0.6142,          0.0001,          1.7267
          13,        0.100000,          1.7830,          1.4759,          1.7734,          1.7644,          1.8104,          1.4757,          1.5173,          1.5532,          1.5656,          1.5422,          1.1500,          1.2056,          1.2787,          0.9299,          0.6565,          1.7230
          14,        0.108333,          1.7794,          1.4736,          1.7686,          1.7590,          1.8030,          1.4726,          1.5137,          1.5491,          1.5658,          1.5583,          1.2186,          1.2994,          1.4054,          1.1751,          1.2658,          1.7201
          15,        0.116667,          1.7769,          1.4716,          1.7649,          1.7546,          1.7974,          1.4698,          1.5104,          1.5460,          1.5656,          1.5651,          1.2627,          1.3570,          1.5041,          1.5213,          1.4258,          1.7180
          16,        0.125000,          1.7749,          1.4701,          1.7621,          1.7512,          1.7932,          1.4679,          1.5074,          1.5431,          1.5647,          1.5681,          1.2892,          1.4550,          1.6638,          1.6015,          1.4991,          1.7164
          17,        0.133333,          1.7734,          1.4690,          1.7598,          1.7486,          1.7898,          1.4662,          1.5048,          1.5406,          1.5630,          1.5703,          1.3452,          1.5247,          1.7146,          1.6438,          1.5423,          1.7152
          18,        0.141667,          1.7722,          1.4681,          1.7581,          1.7464,          1.7872,          1.4646,          1.5030,          1.5382,          1.5614,          1.5752,          1.3756,          1.5471,          1.7384,          1.6707,          1.5762,          1.7143
          19,        0.150000,          1.7713,          1.4675,          1.7568,          1.7448,          1.7851,          1.4633,          1.5016,          1.5369,          1.5606,          1.5864,          1.3872,          1.5599,          1.7528,          1.6900,          1.6045,          1.7135
          20,        0.158333,          1.7707,          1.4669,          1.7558,          1.7435,          1.7835,          1.4623,          1.5004,          1.5357,          1.5637,          1.5918,          1.3939,          1.5680,          1.7616,          1.7048,          1.6276,          1.7130
          21,        0.166667,          1.7702,          1.4665,          1.7549,          1.7425,          1.7821,          1.4616,          1.4994,          1.5354,          1.5656,          1.5944,          1.3988,          1.5736,          1.7680,          1.7161,          1.6457,          1.7126
          22,        0.175000,          1.7697,          1.4662,          1.7543,          1.7417,          1.7811,          1.4609,          1.4987,          1.5356,          1.5665,          1.5957,          1.4021,          1.5778,          1.7729,          1.7253,          1.6601,          1.7123
          23,        0.183333,          1.7694,          1.4659,          1.7538,          1.7410,          1.7803,          1.4604,          1.4983,          1.5357,          1.5668,          1.5964,          1.4047,          1.5809,          1.7766,          1.7324,          1.6716,          1.7120
          24,        0.191667,          1.7692,          1.4657,          1.7534,          1.7406,          1.7796,          1.4600,          1.4981,          1.5356,          1.5669,          1.5969,          1.4067,          1.5834,          1.7794,          1.7379,          1.6805,          1.7118
          25,        0.200000,          1.7690,          1.4655,          1.7531,          1.7402,          1.7791,          1.4597,          1.4980,          1.5354,          1.5670,          1.5972,          1.4082,          1.5852,          1.7816,          1.7423,          1.6877,          1.7117
          26,        0.208333,          1.7688,          1.4655,          1.7528,          1.7399,          1.7788,          1.4596,          1.4978,          1.5352,          1.5670,          1.5974,          1.4094,          1.5866,          1.7832,          1.7457,          1.6933,          1.7115
          27,        0.216667,          1.7687,          1.4654,          1.7527,          1.7397,          1.7785,          1.4594,          1.4977,          1.5351,          1.5670,          1.5975,          1.4103,          1.5877,          1.7845,          1.7482,          1.6976,          1.7115
          28,        0.225000,          1.7686,          1.4653,          1.7526,          1.7395,          1.7782,          1.4593,          1.4976,          1.5350,          1.5670,          1.5976,          1.4109,          1.5886,          1.7855,          1.7501,          1.7010,          1.7114
          29,        0.233333,          1.7686,          1.4652,          1.7524,          1.7394,          1.7781,          1.4592,          1.4974,          1.5350,          1.5669,          1.5977,          1.4114,          1.5892,          1.7863,          1.7518,          1.7037,          1.7113
          30,        0.241667,          1.7685,          1.4652,          1.7524,          1.7393,          1.7780,          1.4591,          1.4974,          1.5349,          1.5670,          1.5978,          1.4119,          1.5897,          1.7868,          1.7528,          1.7058,          1.7113
          31,        0.250000,          1.7685,          1.4651,          1.7523,          1.7392,          1.7779,          1.4591,          1.4973,          1.5348,          1.5669,          1.5978,          1.4122,          1.5901,          1.7873,          1.7539,          1.7073,          1.7112
          32,        0.258333,          1.7684,          1.4652,          1.7522,          1.7391,          1.7778,          1.4591,          1.4973,          1.5348,          1.5669,          1.5979,          1.4125,          1.5904,          1.7877,          1.7547,          1.7087,          1.7112
          33,        0.266667,          1.7684,          1.4651,          1.7522,          1.7391,          1.7777,          1.4590,          1.4972,          1.5347,          1.5669,          1.5979,          1.4127,          1.5907,          1.7880,          1.7551,          1.7095,          1.7112
          34,        0.275000,          1.7684,          1.4651,          1.7522,          1.7390,          1.7777,          1.4589,          1.4972,          1.5347,          1.5669,          1.5979,          1.4128,          1.5908,          1.7881,          1.7556,          1.7103,          1.7112
          35,        0.283333,          1.7684,          1.4651,          1.7521,          1.7390,          1.7777,          1.4590,          1.4972,          1.5347,          1.5668,          1.5978,          1.4129,          1.5910,          1.7883,          1.7559,          1.7110,          1.7111
          36,        0.291667,          1.7684,          1.4651,          1.7521,          1.7390,          1.7777,          1.4589,          1.4972,          1.5347,          1.5669,          1.5979,          1.4131,          1.5911,          1.7884,          1.7562,          1.7114,          1.7112
          37,        0.300000,          1.7684,          1.4650,          1.7522,          1.7390,          1.7776,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4132,          1.5912,          1.7885,          1.7564,          1.7118,          1.7112
          38,        0.308333,          1.7684,          1.4651,          1.7521,          1.7390,          1.7776,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4132,          1.5912,          1.7886,          1.7566,          1.7121,          1.7111
          39,        0.316667,          1.7684,          1.4651,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4132,          1.5913,          1.7887,          1.7567,          1.7124,          1.7112
          40,        0.325000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4132,          1.5913,          1.7887,          1.7568,          1.7125,          1.7112
          41,        0.333333,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5914,          1.7887,          1.7568,          1.7126,          1.7112
          42,        0.341667,          1.7683,          1.4651,          1.7520,          1.7390,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7569,          1.7127,          1.7111
          43,        0.350000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7569,          1.7128,          1.7112
          44,        0.358333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7571,          1.7129,          1.7111
          45,        0.366667,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7888,          1.7572,          1.7129,          1.7111
          46,        0.375000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4134,          1.5914,          1.7888,          1.7571,          1.7129,          1.7111
          47,        0.383333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7570,          1.7130,          1.7112
          48,        0.391667,          1.7683,          1.4651,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7889,          1.7571,          1.7130,          1.7111
          49,        0.400000,          1.7683,          1.4651,          1.7520,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5669,          1.5980,          1.4134,          1.5914,          1.7889,          1.7571,          1.7130,          1.7111
          50,        0.408333,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7889,          1.7570,          1.7130,          1.7112
          51,        0.416667,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7888,          1.7570,          1.7130,          1.7111
          52,        0.425000,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7571,          1.7131,          1.7112
          53,        0.433333,          1.7684,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7889,          1.7572,          1.7131,          1.7112
          54,        0.441667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7571,          1.7131,          1.7112
          55,        0.450000,          1.7683,          1.4651,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5915,          1.7889,          1.7572,          1.7131,          1.7112
          56,        0.458333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4588,          1.4970,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7572,          1.7130,          1.7112
          57,        0.466667,          1.7684,          1.4650,          1.7520,          1.7389,          1.7776,          1.4589,          1.4970,          1.5346,          1.5668,          1.5980,          1.4134,          1.5914,          1.7888,          1.7572,          1.7131,          1.7111
          58,        0.475000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7571,          1.7131,          1.7111
          59,        0.483333,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5914,          1.7888,          1.7571,          1.7131,          1.7112
          60,        0.491667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7776,          1.4589,          1.4970,          1.5346,          1.5668,          1.5980,          1.4134,          1.5915,          1.7889,          1.7571,          1.7131,          1.7111
          61,        0.500000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7571,          1.7131,          1.7111
          62,        0.508333,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7888,          1.7572,          1.7131,          1.7111
          63,        0.516667,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7572,          1.7131,          1.7112
          64,        0.525000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7571,          1.7131,          1.7112
          65,        0.533333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7571,          1.7130,          1.7111
          66,        0.541667,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7571,          1.7131,          1.7111
          67,        0.550000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7889,          1.7571,          1.7131,          1.7111
          68,        0.558333,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5915,          1.7889,          1.7571,          1.7131,          1.7112
          69,        0.566667,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5980,          1.4134,          1.5915,          1.7889,          1.7571,          1.7131,          1.7111
          70,        0.575000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7571,          1.7131,          1.7112
          71,        0.583333,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7572,          1.7131,          1.7112
          72,        0.591667,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5669,          1.5979,          1.4134,          1.5915,          1.7889,          1.7572,          1.7130,          1.7111
          73,        0.600000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5347,          1.5668,          1.5980,          1.4134,          1.5915,          1.7889,          1.7571,          1.7130,          1.7112
          74,        0.608333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7889,          1.7571,          1.7131,          1.7111
          75,        0.616667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7571,          1.7131,          1.7112
          76,        0.625000,          1.7683,          1.4651,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7889,          1.7570,          1.7130,          1.7112
          77,        0.633333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7571,          1.7131,          1.7111
          78,        0.641667,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7571,          1.7131,          1.7111
          79,        0.650000,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7571,          1.7131,          1.7111
          80,        0.658333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7571,          1.7131,          1.7112
          81,        0.666667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7572,          1.7131,          1.7111
          82,        0.675000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7569,          1.7131,          1.7111
          83,        0.683333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5915,          1.7888,          1.7571,          1.7131,          1.7112
          84,        0.691667,          1.7684,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5914,          1.7888,          1.7570,          1.7131,          1.7111
          85,        0.700000,          1.7684,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7570,          1.7131,          1.7111
          86,        0.708333,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7571,          1.7130,          1.7112
          87,        0.716667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7570,          1.7131,          1.7112
          88,        0.725000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4134,          1.5914,          1.7889,          1.7572,          1.7131,          1.7112
          89,        0.733333,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7570,          1.7131,          1.7111
          90,        0.741667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7569,          1.7131,          1.7112
          91,        0.750000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7888,          1.7569,          1.7131,          1.7112
          92,        0.758333,          1.7683,          1.4650,          1.7521,          1.7390,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5915,          1.7888,          1.7569,          1.7131,          1.7112
          93,        0.766667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5914,          1.7888,          1.7571,          1.7132,          1.7111
          94,        0.775000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7889,          1.7568,          1.7131,          1.7111
          95,        0.783333,          1.7684,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7889,          1.7572,          1.7131,          1.7111
          96,        0.791667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7572,          1.7131,          1.7112
          97,        0.800000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7571,          1.7131,          1.7112
          98,        0.808333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7570,          1.7131,          1.7111
          99,        0.816667,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7569,          1.7131,          1.7112
         100,        0.825000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7776,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7570,          1.7131,          1.7112
         101,        0.833333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7572,          1.7132,          1.7111
         102,        0.841667,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7888,          1.7571,          1.7131,          1.7112
         103,        0.850000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7571,          1.7131,          1.7112
         104,        0.858333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7572,          1.7131,          1.7111
         105,        0.866667,          1.7684,          1.4650,          1.7520,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7570,          1.7132,          1.7112
         106,        0.875000,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7570,          1.7132,          1.7112
         107,        0.883333,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7889,          1.7572,          1.7132,          1.7111
         108,        0.891667,          1.7684,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7570,          1.7132,          1.7111
         109,        0.900000,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5914,          1.7888,          1.7570,          1.7132,          1.7112
         110,        0.908333,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5914,          1.7889,          1.7569,          1.7130,          1.7111
         111,        0.916667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7569,          1.7131,          1.7111
         112,        0.925000,          1.7684,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4970,          1.5346,          1.5669,          1.5979,          1.4134,          1.5915,          1.7888,          1.7569,          1.7133,          1.7111
         113,        0.933333,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4588,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7887,          1.7564,          1.7124,          1.7112
         114,        0.941667,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5347,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7576,          1.7133,          1.7112
         115,        0.950000,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7887,          1.7567,          1.7121,          1.7112
         116,        0.958333,          1.7683,          1.4651,          1.7521,          1.7389,          1.7776,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5914,          1.7888,          1.7566,          1.7138,          1.7111
         117,        0.966667,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7562,          1.7137,          1.7111
         118,        0.975000,          1.7684,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7571,          1.7135,          1.7111
         119,        0.983333,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7888,          1.7567,          1.7147,          1.7112
         120,        0.991667,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5915,          1.7888,          1.7573,          1.7194,          1.7111
         121,        1.000000,          1.7684,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4133,          1.5915,          1.7889,          1.7567,          1.7135,          1.7111
         122,        1.008333,          1.7684,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5916,          1.7894,          1.7582,          1.7130,          1.7111
         123,        1.016667,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4134,          1.5918,          1.7891,          1.7575,          1.7131,          1.7112
         124,        1.025000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5979,          1.4135,          1.5916,          1.7888,          1.7572,          1.7130,          1.7111
         125,        1.033333,          1.7683,          1.4650,          1.7520,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4134,          1.5914,          1.7888,          1.7571,          1.7130,          1.7111
         126,        1.041667,          1.7683,          1.4651,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7571,          1.7130,          1.7112
         127,        1.050000,          1.7683,          1.4650,          1.7521,          1.7389,          1.7775,          1.4589,          1.4971,          1.5346,          1.5668,          1.5980,          1.4133,          1.5915,          1.7888,          1.7571,          1.7130,          1.7111
