"InphaseC4_019 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_019.tcf]","Time (h)","V 2 [InphaseC4_019]","V 3 [InphaseC4_019]","V 4 [InphaseC4_019]","V 5 [InphaseC4_019]","V 6 [InphaseC4_019]","V 7 [InphaseC4_019]","V 8 [InphaseC4_019]","V 9 [InphaseC4_019]","V 10 [InphaseC4_019]","V 11 [InphaseC4_019]","V 12 [InphaseC4_019]","V 13 [InphaseC4_019]","V 14 [InphaseC4_019]","V 15 [InphaseC4_019]","V 16 [InphaseC4_019]","V  1 [InphaseC4_019]"
          11,        0.083333,          2.2903,          1.4138,          2.0284,          2.7071,          2.2163,          1.3700,          1.7485,          2.2496,          1.5022,          1.5020,          1.6805,          1.8581,          1.8946,          2.1296,          1.6852,          2.1934
          12,        0.091667,          2.2876,          1.4196,          2.0284,          2.6626,          2.2073,          1.3943,          1.7641,          2.1688,          1.6169,          1.5976,          1.9042,          2.0601,          2.0001,          2.1996,          1.8092,          2.1858
          13,        0.100000,          2.2863,          1.4226,          2.0278,          2.6335,          2.2021,          1.4100,          1.7730,          2.1830,          1.7019,          1.6944,          1.9956,          2.1438,          2.0647,          2.2367,          1.8361,          2.1814
          14,        0.108333,          2.2848,          1.4242,          2.0272,          2.6158,          2.1989,          1.4196,          1.7763,          2.2100,          1.7675,          1.7320,          2.0255,          2.1863,          2.0943,          2.2512,          1.8552,          2.1789
          15,        0.116667,          2.2842,          1.4250,          2.0264,          2.6046,          2.1965,          1.4245,          1.7794,          2.2510,          1.7822,          1.7415,          2.0385,          2.1972,          2.1007,          2.2580,          1.8695,          2.1766
          16,        0.125000,          2.2834,          1.4256,          2.0260,          2.5970,          2.1936,          1.4281,          1.7824,          2.2690,          1.7830,          1.7427,          2.0413,          2.1954,          2.1029,          2.2641,          1.8767,          2.1755
          17,        0.133333,          2.2828,          1.4258,          2.0258,          2.5912,          2.1928,          1.4313,          1.7854,          2.2759,          1.7831,          1.7434,          2.0411,          2.1968,          2.1045,          2.2657,          1.8792,          2.1746
          18,        0.141667,          2.2824,          1.4261,          2.0255,          2.5876,          2.1927,          1.4340,          1.7873,          2.2787,          1.7841,          1.7443,          2.0418,          2.1989,          2.1059,          2.2665,          1.8798,          2.1736
          19,        0.150000,          2.2822,          1.4263,          2.0254,          2.5856,          2.1930,          1.4356,          1.7884,          2.2799,          1.7853,          1.7454,          2.0430,          2.2002,          2.1071,          2.2674,          1.8805,          2.1733
          20,        0.158333,          2.2822,          1.4264,          2.0253,          2.5850,          2.1931,          1.4363,          1.7889,          2.2801,          1.7864,          1.7465,          2.0438,          2.2008,          2.1079,          2.2687,          1.8817,          2.1729
          21,        0.166667,          2.2821,          1.4265,          2.0254,          2.5846,          2.1931,          1.4367,          1.7892,          2.2801,          1.7873,          1.7473,          2.0443,          2.2011,          2.1086,          2.2703,          1.8830,          2.1726
          22,        0.175000,          2.2821,          1.4266,          2.0253,          2.5843,          2.1931,          1.4370,          1.7894,          2.2799,          1.7879,          1.7477,          2.0445,          2.2014,          2.1093,          2.2716,          1.8842,          2.1723
          23,        0.183333,          2.2819,          1.4267,          2.0252,          2.5841,          2.1931,          1.4372,          1.7895,          2.2798,          1.7881,          1.7480,          2.0447,          2.2017,          2.1098,          2.2726,          1.8849,          2.1723
          24,        0.191667,          2.2819,          1.4267,          2.0252,          2.5839,          2.1930,          1.4373,          1.7895,          2.2797,          1.7884,          1.7482,          2.0448,          2.2021,          2.1102,          2.2733,          1.8855,          2.1722
          25,        0.200000,          2.2819,          1.4267,          2.0253,          2.5838,          2.1930,          1.4373,          1.7896,          2.2795,          1.7886,          1.7484,          2.0449,          2.2024,          2.1105,          2.2737,          1.8859,          2.1721
          26,        0.208333,          2.2818,          1.4267,          2.0252,          2.5837,          2.1931,          1.4374,          1.7896,          2.2794,          1.7887,          1.7485,          2.0450,          2.2026,          2.1108,          2.2740,          1.8861,          2.1721
          27,        0.216667,          2.2818,          1.4268,          2.0252,          2.5836,          2.1930,          1.4374,          1.7896,          2.2794,          1.7888,          1.7486,          2.0451,          2.2027,          2.1109,          2.2742,          1.8863,          2.1722
          28,        0.225000,          2.2818,          1.4268,          2.0253,          2.5836,          2.1930,          1.4374,          1.7897,          2.2793,          1.7889,          1.7487,          2.0451,          2.2028,          2.1110,          2.2744,          1.8865,          2.1721
          29,        0.233333,          2.2819,          1.4268,          2.0252,          2.5836,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7487,          2.0452,          2.2029,          2.1111,          2.2745,          1.8866,          2.1719
          30,        0.241667,          2.2819,          1.4268,          2.0252,          2.5836,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0452,          2.2029,          2.1111,          2.2745,          1.8866,          2.1719
          31,        0.250000,          2.2819,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2029,          2.1111,          2.2746,          1.8867,          2.1720
          32,        0.258333,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2793,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          33,        0.266667,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8867,          2.1723
          34,        0.275000,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0452,          2.2030,          2.1112,          2.2747,          1.8867,          2.1722
          35,        0.283333,          2.2818,          1.4268,          2.0252,          2.5835,          2.1931,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8867,          2.1722
          36,        0.291667,          2.2819,          1.4268,          2.0252,          2.5834,          2.1929,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8867,          2.1720
          37,        0.300000,          2.2819,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          38,        0.308333,          2.2818,          1.4267,          2.0252,          2.5835,          2.1929,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          39,        0.316667,          2.2818,          1.4267,          2.0253,          2.5835,          2.1930,          1.4375,          1.7896,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1718
          40,        0.325000,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          41,        0.333333,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1721
          42,        0.341667,          2.2818,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          43,        0.350000,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2030,          2.1113,          2.2747,          1.8867,          2.1720
          44,        0.358333,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1719
          45,        0.366667,          2.2818,          1.4267,          2.0252,          2.5835,          2.1929,          1.4375,          1.7897,          2.2791,          1.7891,          1.7488,          2.0452,          2.2030,          2.1113,          2.2747,          1.8868,          2.1721
          46,        0.375000,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1721
          47,        0.383333,          2.2819,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7896,          2.2792,          1.7891,          1.7488,          2.0454,          2.2030,          2.1112,          2.2748,          1.8868,          2.1721
          48,        0.391667,          2.2819,          1.4268,          2.0253,          2.5835,          2.1929,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2748,          1.8868,          2.1720
          49,        0.400000,          2.2818,          1.4267,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2748,          1.8868,          2.1720
          50,        0.408333,          2.2819,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          51,        0.416667,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1719
          52,        0.425000,          2.2817,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          53,        0.433333,          2.2817,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          54,        0.441667,          2.2818,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1720
          55,        0.450000,          2.2819,          1.4267,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2748,          1.8868,          2.1721
          56,        0.458333,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2746,          1.8868,          2.1721
          57,        0.466667,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2793,          1.7891,          1.7488,          2.0452,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          58,        0.475000,          2.2818,          1.4268,          2.0252,          2.5834,          2.1929,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0452,          2.2030,          2.1113,          2.2748,          1.8868,          2.1719
          59,        0.483333,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1111,          2.2760,          1.9104,          2.1720
          60,        0.491667,          2.2819,          1.4268,          2.0252,          2.5834,          2.1930,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0454,          2.2052,          2.1112,          2.2748,          1.8867,          2.1720
          61,        0.500000,          2.2819,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0456,          2.2033,          2.1117,          2.2744,          1.8866,          2.1720
          62,        0.508333,          2.2819,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7489,          2.0454,          2.2031,          2.1112,          2.2746,          1.8866,          2.1720
          63,        0.516667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2030,          2.1112,          2.2747,          1.8867,          2.1719
          64,        0.525000,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2793,          1.7891,          1.7488,          2.0452,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          65,        0.533333,          2.2817,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2793,          1.7891,          1.7488,          2.0452,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          66,        0.541667,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0452,          2.2030,          2.1112,          2.2747,          1.8869,          2.1720
          67,        0.550000,          2.2817,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1722
          68,        0.558333,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2031,          2.1113,          2.2747,          1.8868,          2.1721
          69,        0.566667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1720
          70,        0.575000,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7489,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          71,        0.583333,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          72,        0.591667,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2793,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1719
          73,        0.600000,          2.2819,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          74,        0.608333,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1720
          75,        0.616667,          2.2818,          1.4268,          2.0252,          2.5834,          2.1929,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          76,        0.625000,          2.2819,          1.4268,          2.0253,          2.5834,          2.1929,          1.4375,          1.7898,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1722
          77,        0.633333,          2.2819,          1.4268,          2.0252,          2.5835,          2.1931,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1721
          78,        0.641667,          2.2818,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1721
          79,        0.650000,          2.2818,          1.4267,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          80,        0.658333,          2.2817,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7489,          2.0453,          2.2031,          2.1113,          2.2747,          1.8868,          2.1722
          81,        0.666667,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2748,          1.8868,          2.1720
          82,        0.675000,          2.2818,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2031,          2.1113,          2.2748,          1.8868,          2.1720
          83,        0.683333,          2.2818,          1.4267,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2748,          1.8868,          2.1720
          84,        0.691667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0452,          2.2030,          2.1112,          2.2747,          1.8868,          2.1722
          85,        0.700000,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1719
          86,        0.708333,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1719
          87,        0.716667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1722
          88,        0.725000,          2.2819,          1.4268,          2.0253,          2.5835,          2.1930,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1722
          89,        0.733333,          2.2818,          1.4268,          2.0252,          2.5835,          2.1929,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          90,        0.741667,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7489,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          91,        0.750000,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7898,          2.2792,          1.7891,          1.7489,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1720
          92,        0.758333,          2.2818,          1.4267,          2.0253,          2.5835,          2.1930,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1720
          93,        0.766667,          2.2817,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
          94,        0.775000,          2.2818,          1.4267,          2.0253,          2.5835,          2.1930,          1.4375,          1.7898,          2.2791,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          95,        0.783333,          2.2818,          1.4268,          2.0252,          2.5834,          2.1929,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1113,          2.2747,          1.8867,          2.1721
          96,        0.791667,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1722
          97,        0.800000,          2.2818,          1.4268,          2.0252,          2.5836,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1720
          98,        0.808333,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
          99,        0.816667,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7489,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1719
         100,        0.825000,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4376,          1.7897,          2.2792,          1.7891,          1.7488,          2.0454,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
         101,        0.833333,          2.2817,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1720
         102,        0.841667,          2.2818,          1.4267,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
         103,        0.850000,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7898,          2.2791,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
         104,        0.858333,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7898,          2.2792,          1.7891,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1721
         105,        0.866667,          2.2819,          1.4268,          2.0252,          2.5834,          2.1929,          1.4376,          1.7897,          2.2791,          1.7891,          1.7489,          2.0452,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
         106,        0.875000,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1721
         107,        0.883333,          2.2819,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7898,          2.2792,          1.7890,          1.7489,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1719
         108,        0.891667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1720
         109,        0.900000,          2.2817,          1.4268,          2.0252,          2.5835,          2.1930,          1.4376,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1719
         110,        0.908333,          2.2818,          1.4267,          2.0252,          2.5834,          2.1930,          1.4375,          1.7898,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
         111,        0.916667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0452,          2.2030,          2.1112,          2.2747,          1.8868,          2.1721
         112,        0.925000,          2.2818,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1722
         113,        0.933333,          2.2819,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1721
         114,        0.941667,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7489,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1720
         115,        0.950000,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1723
         116,        0.958333,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2791,          1.7890,          1.7488,          2.0453,          2.2031,          2.1112,          2.2747,          1.8868,          2.1720
         117,        0.966667,          2.2818,          1.4268,          2.0253,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2747,          1.8868,          2.1720
         118,        0.975000,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8868,          2.1722
         119,        0.983333,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2791,          1.7891,          1.7488,          2.0452,          2.2031,          2.1112,          2.2748,          1.8868,          2.1722
         120,        0.991667,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4376,          1.7897,          2.2791,          1.7890,          1.7488,          2.0453,          2.2030,          2.1113,          2.2747,          1.8868,          2.1722
         121,        1.000000,          2.2818,          1.4268,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2030,          2.1112,          2.2748,          1.8867,          2.1722
         122,        1.008333,          2.2819,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7488,          2.0453,          2.2030,          2.1112,          2.2724,          1.9438,          2.1723
         123,        1.016667,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0453,          2.2072,          2.1118,          2.2745,          1.8868,          2.1723
         124,        1.025000,          2.2818,          1.4267,          2.0252,          2.5834,          2.1930,          1.4375,          1.7897,          2.2792,          1.7890,          1.7488,          2.0460,          2.2033,          2.1120,          2.2740,          1.8865,          2.1722
         125,        1.033333,          2.2818,          1.4268,          2.0253,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0454,          2.2033,          2.1111,          2.2744,          1.8865,          2.1722
         126,        1.041667,          2.2818,          1.4268,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0454,          2.2030,          2.1111,          2.2746,          1.8866,          2.1721
         127,        1.050000,          2.2818,          1.4267,          2.0252,          2.5835,          2.1930,          1.4375,          1.7897,          2.2792,          1.7891,          1.7489,          2.0453,          2.2029,          2.1112,          2.2747,          1.8868,          2.1721
