"InphaseC4_019 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_019.tcf]","Time (h)","Q 2 [InphaseC4_019]","Q 3 [InphaseC4_019]","Q 4 [InphaseC4_019]","Q 5 [InphaseC4_019]","Q 6 [InphaseC4_019]","Q 7 [InphaseC4_019]","Q 1 [InphaseC4_019]","Q  8 [InphaseC4_019]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,        -50.3033,          0.0000,          0.0000,         -0.0000,          0.0000,          0.0000,        -74.3480,          0.0005
           3,        0.016667,        -69.9939,        -20.0471,          0.0000,         -0.0000,          0.0000,         -0.0000,        -79.2845,          0.0004
           4,        0.025000,        -68.8402,        -50.6226,        -28.1030,         -0.0000,          0.0000,         -0.0010,        -79.4065,          0.0002
           5,        0.033333,        -69.8854,        -61.8886,        -51.1375,        -24.7738,         -0.0004,          0.0010,        -78.8847,         -0.0004
           6,        0.041667,        -72.5874,        -67.7147,        -57.7678,        -42.8926,          0.0001,         -0.0008,        -76.1746,          0.0020
           7,        0.050000,        -75.7857,        -72.3152,        -61.6605,        -53.5063,        -40.0219,         -0.0006,        -77.5968,          0.0039
           8,        0.058333,        -77.5906,        -75.5308,        -67.6234,        -61.6511,        -51.8412,        -35.5376,        -78.5837,         -3.6458
           9,        0.066667,        -78.5722,        -77.3608,        -72.4270,        -68.4133,        -59.2709,        -49.7581,        -79.1671,        -49.0369
          10,        0.075000,        -79.1361,        -78.4150,        -75.2868,        -72.7768,        -63.9562,        -62.2175,        -79.4886,        -72.0078
          11,        0.083333,        -79.4776,        -78.9970,        -76.9728,        -75.4140,        -70.1479,        -77.2311,        -79.6945,        -78.3814
          12,        0.091667,        -79.6887,        -79.3415,        -78.0315,        -77.0347,        -74.4558,        -77.9922,        -79.8084,        -79.4876
          13,        0.100000,        -79.8056,        -79.5627,        -78.7215,        -78.0246,        -77.9617,        -78.8358,        -79.8850,        -79.1258
          14,        0.108333,        -79.8790,        -79.7023,        -79.1529,        -78.6535,        -79.2024,        -79.3844,        -79.9311,        -79.2487
          15,        0.116667,        -79.9128,        -79.7946,        -79.4103,        -79.1165,        -79.5479,        -79.5375,        -79.9553,        -79.4751
          16,        0.125000,        -79.9381,        -79.8565,        -79.5909,        -79.4426,        -79.5876,        -79.6028,        -79.9672,        -79.6460
          17,        0.133333,        -79.9546,        -79.8971,        -79.7324,        -79.6525,        -79.6390,        -79.6386,        -79.9760,        -79.6701
          18,        0.141667,        -79.9680,        -79.9272,        -79.8387,        -79.7847,        -79.7112,        -79.6776,        -79.9833,        -79.6697
          19,        0.150000,        -79.9773,        -79.9485,        -79.9028,        -79.8657,        -79.7898,        -79.7318,        -79.9877,        -79.7040
          20,        0.158333,        -79.9839,        -79.9667,        -79.9381,        -79.9126,        -79.8534,        -79.7871,        -79.9911,        -79.7649
          21,        0.166667,        -79.9890,        -79.9779,        -79.9579,        -79.9412,        -79.8977,        -79.8434,        -79.9938,        -79.8298
          22,        0.175000,        -79.9934,        -79.9858,        -79.9714,        -79.9599,        -79.9272,        -79.8899,        -79.9960,        -79.8827
          23,        0.183333,        -79.9950,        -79.9909,        -79.9803,        -79.9712,        -79.9457,        -79.9229,        -79.9958,        -79.9202
          24,        0.191667,        -79.9974,        -79.9934,        -79.9861,        -79.9803,        -79.9613,        -79.9455,        -79.9988,        -79.9453
          25,        0.200000,        -79.9981,        -79.9955,        -79.9906,        -79.9859,        -79.9726,        -79.9623,        -80.0036,        -79.9609
          26,        0.208333,        -79.9996,        -79.9970,        -79.9930,        -79.9904,        -79.9805,        -79.9725,        -80.0031,        -79.9723
          27,        0.216667,        -80.0003,        -79.9975,        -79.9957,        -79.9932,        -79.9875,        -79.9819,        -80.0008,        -79.9804
          28,        0.225000,        -80.0006,        -79.9988,        -79.9973,        -79.9958,        -79.9902,        -79.9876,        -79.9982,        -79.9860
          29,        0.233333,        -79.9992,        -79.9995,        -79.9978,        -79.9973,        -79.9933,        -79.9912,        -80.0003,        -79.9915
          30,        0.241667,        -79.9993,        -79.9988,        -79.9981,        -79.9978,        -79.9963,        -79.9937,        -79.9992,        -79.9936
          31,        0.250000,        -79.9989,        -79.9991,        -79.9993,        -79.9982,        -79.9965,        -79.9963,        -79.9984,        -79.9955
          32,        0.258333,        -79.9991,        -79.9992,        -79.9989,        -79.9989,        -79.9982,        -79.9971,        -79.9973,        -79.9967
          33,        0.266667,        -79.9989,        -79.9998,        -79.9994,        -79.9994,        -79.9983,        -79.9981,        -79.9966,        -79.9978
          34,        0.275000,        -79.9990,        -79.9995,        -79.9993,        -79.9993,        -79.9991,        -79.9984,        -79.9979,        -79.9986
          35,        0.283333,        -80.0000,        -80.0002,        -80.0002,        -79.9995,        -79.9989,        -79.9998,        -79.9990,        -79.9987
          36,        0.291667,        -80.0000,        -80.0003,        -79.9998,        -80.0008,        -80.0002,        -79.9984,        -80.0001,        -79.9992
          37,        0.300000,        -80.0000,        -79.9994,        -79.9997,        -79.9998,        -79.9993,        -79.9989,        -80.0011,        -79.9994
          38,        0.308333,        -80.0010,        -79.9999,        -79.9996,        -79.9997,        -79.9996,        -79.9997,        -80.0016,        -79.9999
          39,        0.316667,        -79.9998,        -79.9996,        -80.0003,        -80.0004,        -80.0003,        -80.0000,        -79.9953,        -79.9993
          40,        0.325000,        -79.9987,        -79.9998,        -80.0002,        -79.9996,        -80.0001,        -79.9992,        -80.0002,        -80.0000
          41,        0.333333,        -80.0007,        -79.9994,        -79.9991,        -79.9996,        -79.9995,        -80.0001,        -79.9996,        -79.9998
          42,        0.341667,        -80.0005,        -79.9996,        -79.9994,        -79.9996,        -79.9999,        -80.0004,        -80.0008,        -79.9999
          43,        0.350000,        -80.0013,        -80.0000,        -79.9996,        -80.0004,        -79.9996,        -80.0004,        -79.9994,        -79.9997
