"InphaseC4_006 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_006.tcf]","Time (h)","Q 2 [InphaseC4_006]","Q 3 [InphaseC4_006]","Q 4 [InphaseC4_006]","Q 5 [InphaseC4_006]","Q 6 [InphaseC4_006]","Q 7 [InphaseC4_006]","Q 1 [InphaseC4_006]","Q  8 [InphaseC4_006]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.5607,         -0.0000
           3,        0.016667,         -0.0008,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -5.9807,         -0.0003
           4,        0.025000,         -3.9129,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -5.9999,          0.0004
           5,        0.033333,         -2.6776,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -6.0000,          0.0012
           6,        0.041667,         -2.7256,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0005,         -6.0000,          0.0005
           7,        0.050000,         -3.3754,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -5.9998,          0.0000
           8,        0.058333,         -3.2439,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -5.9990,         -0.0006
           9,        0.066667,         -3.2078,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0006,         -6.0015,         -0.0006
          10,        0.075000,         -3.5688,         -0.0036,          0.0000,          0.0000,          0.0000,         -0.0008,         -5.8634,         -0.0006
          11,        0.083333,         -3.8402,         -0.6535,          0.0000,          0.0000,          0.0000,         -0.0000,         -5.7975,          0.0005
          12,        0.091667,         -4.0092,         -1.3753,          0.0000,          0.0000,          0.0000,          0.0006,         -5.7446,          0.0003
          13,        0.100000,         -4.3141,         -2.0550,         -0.0003,          0.0000,          0.0000,         -0.0005,         -5.7460,          0.0000
