"VanillaC4_010 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_010.tcf]","Time (h)","Q 2 [VanillaC4_010]","Q 3 [VanillaC4_010]","Q 4 [VanillaC4_010]","Q 5 [VanillaC4_010]","Q 6 [VanillaC4_010]","Q 7 [VanillaC4_010]","Q 1 [VanillaC4_010]","Q  8 [VanillaC4_010]"
         153,        1.266667,         -9.9999,         -9.9999,        -10.0002,         -9.9999,         -9.9997,        -10.0000,         -9.9999,         -9.9999
         154,        1.275000,         -9.9999,        -10.0000,         -9.9999,         -9.9997,        -10.0001,         -9.9999,        -10.0002,         -9.9999
         155,        1.283333,        -10.0001,        -10.0001,        -10.0002,        -10.0001,        -10.0000,         -9.9999,        -10.0000,        -10.0000
         156,        1.291667,        -10.0001,        -10.0002,        -10.0001,         -9.9999,         -9.9999,         -9.9999,        -10.0000,         -9.9998
         157,        1.300000,         -9.9998,         -9.9999,        -10.0003,        -10.0001,         -9.9999,         -9.9998,        -10.0000,         -9.9999
         158,        1.308333,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0000,         -9.9998,        -10.0001,         -9.9999
         159,        1.316667,        -10.0001,        -10.0002,        -10.0001,         -9.9999,         -9.9999,        -10.0000,         -9.9999,         -9.9998
         160,        1.325000,        -10.0001,         -9.9998,         -9.9998,        -10.0000,        -10.0001,        -10.0001,        -10.0001,        -10.0003
         161,        1.333333,         -9.9999,        -10.0001,         -9.9998,        -10.0001,         -9.9998,        -10.0000,        -10.0001,         -9.9998
         162,        1.341667,        -10.0001,        -10.0000,        -10.0000,         -9.9996,        -10.0001,        -10.0002,        -10.0000,         -9.9998
         163,        1.350000,        -10.0001,        -10.0000,        -10.0000,        -10.0000,         -9.9999,        -10.0001,        -10.0001,         -9.9995
         164,        1.358333,        -10.0001,        -10.0002,        -10.0000,        -10.0001,         -9.9998,        -10.0000,         -9.9999,         -9.9999
         165,        1.366667,        -10.0000,        -10.0001,        -10.0000,        -10.0002,         -9.9999,        -10.0002,        -10.0001,         -9.9998
         166,        1.375000,        -10.0000,        -10.0000,        -10.0000,        -10.0002,        -10.0000,        -10.0002,         -9.9998,         -9.9999
         167,        1.383333,        -10.0000,        -10.0001,         -9.9999,        -10.0000,         -9.9999,        -10.0001,         -9.9999,         -9.9997
         168,        1.391667,        -10.0000,         -9.9999,        -10.0000,        -10.0000,        -10.0001,        -10.0002,        -10.0000,         -9.9994
         169,        1.400000,        -10.0000,         -9.9999,         -9.9998,         -9.9999,        -10.0000,        -10.0002,        -10.0000,         -9.9998
         170,        1.408333,        -10.0000,        -10.0001,        -10.0001,         -9.9999,        -10.0000,        -10.0000,         -9.9997,         -9.9995
         171,        1.416667,        -10.0001,        -10.0001,        -10.0000,         -9.9999,        -10.0000,        -10.0001,         -9.9999,         -9.9998
         172,        1.425000,        -10.0000,        -10.0001,         -9.9999,        -10.0000,         -9.9999,        -10.0001,         -9.9997,        -10.0000
         173,        1.433333,        -10.0000,        -10.0000,        -10.0002,        -10.0000,         -9.9999,        -10.0000,         -9.9999,         -9.9999
         174,        1.441667,        -10.0001,         -9.9999,         -9.9999,        -10.0000,        -10.0001,         -9.9999,         -9.9998,        -10.0002
         175,        1.450000,        -10.0000,         -9.9999,         -9.9999,         -9.9998,        -10.0001,        -10.0002,        -10.0001,        -10.0000
         176,        1.458333,         -9.9999,        -10.0000,        -10.0000,         -9.9999,        -10.0000,        -10.0001,         -9.9999,        -10.0001
         177,        1.466667,        -10.0003,         -9.9999,        -10.0000,        -10.0000,        -10.0001,        -10.0001,         -9.9999,        -10.0000
         178,        1.475000,        -10.0001,         -9.9998,        -10.0000,        -10.0000,         -9.9999,         -9.9999,        -10.0001,         -9.9996
         179,        1.483333,        -10.0000,        -10.0002,         -9.9998,        -10.0001,        -10.0001,        -10.0002,        -10.0000,        -10.0003
         180,        1.491667,        -10.0001,        -10.0001,        -10.0000,         -9.9999,        -10.0002,        -10.0001,        -10.0000,         -9.9998
         181,        1.500000,        -10.0000,         -9.9999,        -10.0000,        -10.0000,         -9.9999,        -10.0002,        -10.0000,         -9.9998
         182,        1.508333,        -10.0001,         -9.9999,        -10.0000,        -10.0001,         -9.9999,        -10.0000,         -9.9999,         -9.9999
         183,        1.516667,         -9.9999,         -9.9999,        -10.0002,         -9.9999,        -10.0002,        -10.0001,         -9.9999,        -10.0002
         184,        1.525000,        -10.0000,        -10.0001,         -9.9999,        -10.0001,         -9.9998,        -10.0000,        -10.0000,         -9.9999
         185,        1.533333,        -10.0000,        -10.0000,        -10.0001,        -10.0001,        -10.0001,         -9.9999,         -9.9998,         -9.9997
         186,        1.541667,        -10.0001,        -10.0000,         -9.9999,         -9.9999,        -10.0000,        -10.0003,         -9.9999,        -10.0003
         187,        1.550000,        -10.0000,         -9.9999,        -10.0001,        -10.0000,         -9.9999,         -9.9998,         -9.9999,         -9.9998
         188,        1.558333,        -10.0000,        -10.0001,        -10.0000,         -9.9999,        -10.0001,        -10.0003,        -10.0001,        -10.0002
         189,        1.566667,        -10.0000,         -9.9999,         -9.9998,        -10.0000,        -10.0000,        -10.0001,        -10.0000,         -9.9994
         190,        1.575000,        -10.0001,        -10.0001,         -9.9999,         -9.9999,        -10.0000,        -10.0001,         -9.9999,         -9.9999
         191,        1.583333,        -10.0000,        -10.0001,        -10.0001,        -10.0000,         -9.9999,         -9.9999,        -10.0000,         -9.9999
         192,        1.591667,        -10.0000,        -10.0000,        -10.0000,         -9.9999,         -9.9998,        -10.0000,        -10.0001,        -10.0000
         193,        1.600000,        -10.0000,        -10.0002,        -10.0002,        -10.0001,        -10.0000,        -10.0001,        -10.0001,         -9.9992
         194,        1.608333,        -10.0000,         -9.9998,         -9.9999,        -10.0000,        -10.0001,        -10.0000,        -10.0000,         -9.9994
         195,        1.616667,         -9.9998,        -10.0000,        -10.0000,         -9.9999,        -10.0002,        -10.0001,         -9.9999,        -10.0002
         196,        1.625000,        -10.0001,        -10.0000,         -9.9999,        -10.0002,        -10.0001,        -10.0001,         -9.9998,        -10.0000
         197,        1.633333,        -10.0000,        -10.0000,        -10.0000,        -10.0002,         -9.9999,         -9.9999,        -10.0001,        -10.0001
         198,        1.641667,        -10.0001,        -10.0000,        -10.0000,        -10.0000,        -10.0000,        -10.0002,        -10.0001,         -9.9999
         199,        1.650000,        -10.0000,        -10.0001,        -10.0000,        -10.0000,        -10.0000,        -10.0002,        -10.0000,         -9.9998
         200,        1.658333,        -10.0001,        -10.0000,        -10.0000,        -10.0000,        -10.0001,         -9.9999,        -10.0001,        -10.0034
         201,        1.666667,        -10.0000,         -9.9999,        -10.0002,         -9.9999,         -9.9999,        -10.0000,        -10.0000,         -9.9984
         202,        1.675000,        -10.0001,        -10.0000,        -10.0001,        -10.0000,        -10.0000,        -10.0000,         -9.9999,         -9.9992
         203,        1.683333,         -9.9999,         -9.9998,         -9.9998,        -10.0000,         -9.9999,        -10.0000,        -10.0000,         -9.9998
         204,        1.691667,        -10.0001,         -9.9998,        -10.0001,         -9.9998,        -10.0001,        -10.0001,         -9.9998,         -9.9995
         205,        1.700000,        -10.0001,        -10.0000,         -9.9998,        -10.0002,        -10.0000,        -10.0002,         -9.9998,         -9.9996
         206,        1.708333,        -10.0001,        -10.0000,        -10.0000,        -10.0001,        -10.0001,         -9.9999,        -10.0001,        -10.0000
         207,        1.716667,        -10.0000,        -10.0000,         -9.9999,         -9.9999,         -9.9999,         -9.9999,        -10.0000,         -9.9998
         208,        1.725000,         -9.9999,        -10.0000,        -10.0000,        -10.0000,        -10.0000,        -10.0001,        -10.0001,        -10.0002
         209,        1.733333,         -9.9998,        -10.0000,        -10.0000,        -10.0000,        -10.0000,         -9.9999,         -9.9999,         -9.9998
         210,        1.741667,        -10.0001,        -10.0000,        -10.0000,        -10.0000,         -9.9999,        -10.0000,         -9.9999,         -9.9998
