"InphaseC4_009 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_009.tcf]","Time (h)","V 2 [InphaseC4_009]","V 3 [InphaseC4_009]","V 4 [InphaseC4_009]","V 5 [InphaseC4_009]","V 6 [InphaseC4_009]","V 7 [InphaseC4_009]","V 8 [InphaseC4_009]","V 9 [InphaseC4_009]","V 10 [InphaseC4_009]","V 11 [InphaseC4_009]","V 12 [InphaseC4_009]","V 13 [InphaseC4_009]","V 14 [InphaseC4_009]","V 15 [InphaseC4_009]","V 16 [InphaseC4_009]","V  1 [InphaseC4_009]"
          11,        0.083333,          0.8328,          0.0962,          0.5103,          1.2773,          1.5666,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0001,          1.4884
          12,        0.091667,          0.8080,          0.1106,          0.5369,          1.3762,          1.7567,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0000,          0.0001,          1.3990
          13,        0.100000,          0.7927,          0.1258,          0.5581,          1.4411,          1.8853,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          1.3353
          14,        0.108333,          0.7833,          0.1381,          0.5778,          1.4886,          1.9738,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0000,          0.0001,          1.2916
          15,        0.116667,          0.7747,          0.1462,          0.5908,          1.5238,          1.5628,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0001,          1.2614
          16,        0.125000,          0.7669,          0.1528,          0.6006,          1.5492,          1.2565,          0.0000,          0.1227,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0001,          1.2387
          17,        0.133333,          0.7616,          0.1589,          0.6080,          1.5672,          1.0946,          0.0000,          0.2072,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          1.2221
          18,        0.141667,          0.7578,          0.1632,          0.6140,          1.5807,          0.9932,          0.0000,          0.2532,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.2100
          19,        0.150000,          0.7547,          0.1664,          0.6183,          1.5906,          0.9195,          0.0000,          0.3000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.0001,          1.2014
          20,        0.158333,          0.7524,          0.1687,          0.6213,          1.5979,          0.8745,          0.0000,          0.3429,          0.0968,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0001,          1.1952
          21,        0.166667,          0.7508,          0.1705,          0.6234,          1.6032,          0.8404,          0.0000,          0.3835,          0.5826,          0.0025,          0.1656,          0.0000,          0.0003,          0.0000,          0.0000,          0.0000,          1.1904
          22,        0.175000,          0.7494,          0.1720,          0.6250,          1.6071,          0.8187,          0.0000,          0.4146,          0.7959,          0.0946,          0.1644,          0.0000,          0.0003,          0.0001,          0.0000,          0.0000,          1.1863
          23,        0.183333,          0.7484,          0.1732,          0.6261,          1.6101,          0.8029,          0.0000,          0.4408,          0.9411,          0.0567,          0.1321,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          1.1837
          24,        0.191667,          0.7476,          0.1740,          0.6272,          1.6123,          0.7906,          0.0409,          0.4611,          1.0411,          0.0334,          0.1708,          0.0000,          0.0002,          0.0001,          0.0001,          0.0001,          1.1817
          25,        0.200000,          0.7471,          0.1744,          0.6277,          1.6139,          0.7810,          0.0508,          0.4762,          1.1143,          0.0236,          0.2098,          0.0000,          0.0002,          0.0000,          0.0001,          0.0001,          1.1802
          26,        0.208333,          0.7467,          0.1747,          0.6283,          1.6150,          0.7739,          0.0645,          0.4878,          1.1690,          0.0144,          0.2093,          0.1894,          0.1401,          0.0020,          0.0001,          0.0001,          1.1792
          27,        0.216667,          0.7464,          0.1750,          0.6286,          1.6159,          0.7687,          0.0727,          0.4969,          1.2089,          0.0175,          0.2152,          0.3540,          0.2261,          0.1030,          0.0342,          0.0002,          1.1784
          28,        0.225000,          0.7463,          0.1752,          0.6289,          1.6165,          0.7647,          0.0786,          0.5037,          1.2373,          0.0182,          0.2245,          0.4704,          0.4166,          0.1857,          0.0885,          0.0625,          1.1778
          29,        0.233333,          0.7461,          0.1754,          0.6291,          1.6170,          0.7619,          0.0831,          0.5093,          1.2577,          0.0314,          0.2322,          0.5632,          0.6934,          0.3289,          0.1361,          0.1562,          1.1774
          30,        0.241667,          0.7460,          0.1755,          0.6293,          1.6173,          0.7594,          0.0865,          0.5134,          1.2727,          0.0426,          0.2429,          0.6305,          0.9225,          0.5609,          0.2256,          0.2306,          1.1771
          31,        0.250000,          0.7460,          0.1755,          0.6294,          1.6175,          0.7574,          0.0889,          0.5162,          1.2844,          0.0561,          0.2542,          0.6811,          1.1306,          0.6933,          0.2811,          0.2955,          1.1769
          32,        0.258333,          0.7458,          0.1755,          0.6295,          1.6177,          0.7560,          0.0906,          0.5184,          1.2930,          0.0713,          0.2644,          0.7199,          1.2261,          0.7903,          0.3048,          0.3258,          1.1767
          33,        0.266667,          0.7458,          0.1756,          0.6296,          1.6179,          0.7550,          0.0921,          0.5202,          1.2988,          0.0844,          0.2729,          0.7500,          1.2880,          0.8734,          0.3407,          0.3510,          1.1766
          34,        0.275000,          0.7458,          0.1755,          0.6297,          1.6180,          0.7543,          0.0933,          0.5216,          1.3033,          0.0947,          0.2791,          0.7724,          1.3340,          0.9336,          0.3715,          0.3758,          1.1765
          35,        0.283333,          0.7458,          0.1756,          0.6297,          1.6181,          0.7538,          0.0941,          0.5225,          1.3070,          0.1033,          0.2849,          0.7897,          1.3665,          0.9749,          0.4147,          0.3989,          1.1765
          36,        0.291667,          0.7457,          0.1756,          0.6296,          1.6182,          0.7534,          0.0948,          0.5232,          1.3099,          0.1104,          0.2906,          0.8025,          1.3914,          1.0075,          0.4466,          0.4205,          1.1764
          37,        0.300000,          0.7457,          0.1757,          0.6297,          1.6182,          0.7532,          0.0951,          0.5239,          1.3120,          0.1159,          0.2950,          0.8122,          1.4107,          1.0309,          0.4687,          0.4392,          1.1763
          38,        0.308333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7530,          0.0955,          0.5243,          1.3138,          0.1205,          0.2982,          0.8198,          1.4257,          1.0482,          0.4845,          0.4541,          1.1763
          39,        0.316667,          0.7457,          0.1756,          0.6297,          1.6183,          0.7529,          0.0958,          0.5246,          1.3152,          0.1242,          0.3006,          0.8256,          1.4365,          1.0626,          0.4970,          0.4688,          1.1763
          40,        0.325000,          0.7457,          0.1756,          0.6297,          1.6183,          0.7527,          0.0960,          0.5248,          1.3163,          0.1268,          0.3024,          0.8300,          1.4450,          1.0725,          0.5060,          0.4838,          1.1763
          41,        0.333333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7526,          0.0961,          0.5250,          1.3168,          0.1291,          0.3039,          0.8332,          1.4514,          1.0801,          0.5125,          0.4932,          1.1763
          42,        0.341667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7526,          0.0963,          0.5252,          1.3172,          0.1309,          0.3051,          0.8359,          1.4563,          1.0859,          0.5177,          0.4998,          1.1763
          43,        0.350000,          0.7457,          0.1757,          0.6298,          1.6184,          0.7525,          0.0963,          0.5253,          1.3178,          0.1324,          0.3059,          0.8378,          1.4599,          1.0902,          0.5215,          0.5047,          1.1763
          44,        0.358333,          0.7457,          0.1756,          0.6298,          1.6184,          0.7525,          0.0963,          0.5253,          1.3182,          0.1335,          0.3066,          0.8393,          1.4627,          1.0934,          0.5242,          0.5084,          1.1762
          45,        0.366667,          0.7456,          0.1756,          0.6298,          1.6183,          0.7524,          0.0964,          0.5255,          1.3183,          0.1344,          0.3071,          0.8404,          1.4648,          1.0959,          0.5264,          0.5110,          1.1762
          46,        0.375000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7524,          0.0964,          0.5255,          1.3187,          0.1350,          0.3075,          0.8413,          1.4665,          1.0977,          0.5280,          0.5129,          1.1763
          47,        0.383333,          0.7457,          0.1756,          0.6297,          1.6183,          0.7524,          0.0964,          0.5255,          1.3187,          0.1354,          0.3079,          0.8419,          1.4677,          1.0992,          0.5293,          0.5145,          1.1763
          48,        0.391667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7524,          0.0964,          0.5255,          1.3189,          0.1357,          0.3081,          0.8425,          1.4688,          1.1002,          0.5302,          0.5157,          1.1763
          49,        0.400000,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3189,          0.1360,          0.3082,          0.8428,          1.4693,          1.1010,          0.5309,          0.5166,          1.1762
          50,        0.408333,          0.7457,          0.1756,          0.6298,          1.6184,          0.7523,          0.0965,          0.5255,          1.3190,          0.1363,          0.3084,          0.8431,          1.4699,          1.1016,          0.5315,          0.5172,          1.1763
          51,        0.416667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3190,          0.1364,          0.3085,          0.8433,          1.4703,          1.1021,          0.5319,          0.5177,          1.1762
          52,        0.425000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1366,          0.3085,          0.8435,          1.4706,          1.1024,          0.5323,          0.5181,          1.1762
          53,        0.433333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3190,          0.1366,          0.3086,          0.8436,          1.4708,          1.1027,          0.5324,          0.5183,          1.1762
          54,        0.441667,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3190,          0.1367,          0.3086,          0.8437,          1.4709,          1.1029,          0.5326,          0.5185,          1.1762
          55,        0.450000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3190,          0.1368,          0.3086,          0.8438,          1.4711,          1.1030,          0.5328,          0.5188,          1.1762
          56,        0.458333,          0.7456,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3087,          0.8438,          1.4712,          1.1031,          0.5329,          0.5189,          1.1762
          57,        0.466667,          0.7456,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3087,          0.8438,          1.4713,          1.1032,          0.5329,          0.5189,          1.1762
          58,        0.475000,          0.7457,          0.1756,          0.6299,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8439,          1.4713,          1.1033,          0.5330,          0.5190,          1.1763
          59,        0.483333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8439,          1.4713,          1.1033,          0.5331,          0.5191,          1.1763
          60,        0.491667,          0.7456,          0.1755,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4714,          1.1034,          0.5330,          0.5191,          1.1762
          61,        0.500000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1367,          0.3088,          0.8439,          1.4715,          1.1034,          0.5331,          0.5191,          1.1762
          62,        0.508333,          0.7457,          0.1757,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3087,          0.8439,          1.4716,          1.1034,          0.5331,          0.5192,          1.1762
          63,        0.516667,          0.7456,          0.1757,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1034,          0.5332,          0.5192,          1.1762
          64,        0.525000,          0.7457,          0.1757,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1034,          0.5332,          0.5193,          1.1762
          65,        0.533333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1367,          0.3088,          0.8439,          1.4715,          1.1035,          0.5331,          0.5192,          1.1763
          66,        0.541667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0964,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          67,        0.550000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1034,          0.5332,          0.5192,          1.1762
          68,        0.558333,          0.7457,          0.1756,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1034,          0.5332,          0.5192,          1.1762
          69,        0.566667,          0.7457,          0.1757,          0.6297,          1.6183,          0.7522,          0.0966,          0.5256,          1.3191,          0.1369,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          70,        0.575000,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
          71,        0.583333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3192,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5193,          1.1762
          72,        0.591667,          0.7456,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1034,          0.5332,          0.5192,          1.1762
          73,        0.600000,          0.7457,          0.1757,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1763
          74,        0.608333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7522,          0.0965,          0.5255,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          75,        0.616667,          0.7457,          0.1756,          0.6298,          1.6184,          0.7523,          0.0965,          0.5256,          1.3192,          0.1369,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          76,        0.625000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1762
          77,        0.633333,          0.7457,          0.1756,          0.6297,          1.6183,          0.7522,          0.0966,          0.5256,          1.3192,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1763
          78,        0.641667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
          79,        0.650000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3192,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5193,          1.1762
          80,        0.658333,          0.7456,          0.1756,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5193,          1.1763
          81,        0.666667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5255,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          82,        0.675000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          83,        0.683333,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
          84,        0.691667,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0966,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          85,        0.700000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          86,        0.708333,          0.7456,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5191,          1.1762
          87,        0.716667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7522,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4715,          1.1034,          0.5333,          0.5193,          1.1763
          88,        0.725000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          89,        0.733333,          0.7457,          0.1756,          0.6297,          1.6184,          0.7523,          0.0964,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          90,        0.741667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
          91,        0.750000,          0.7456,          0.1756,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5331,          0.5193,          1.1763
          92,        0.758333,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0964,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5193,          1.1762
          93,        0.766667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5257,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5193,          1.1762
          94,        0.775000,          0.7457,          0.1756,          0.6299,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          95,        0.783333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          96,        0.791667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          97,        0.800000,          0.7457,          0.1755,          0.6297,          1.6183,          0.7522,          0.0964,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
          98,        0.808333,          0.7457,          0.1756,          0.6298,          1.6184,          0.7523,          0.0964,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
          99,        0.816667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7522,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5331,          0.5192,          1.1762
         100,        0.825000,          0.7457,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5193,          1.1762
         101,        0.833333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5257,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         102,        0.841667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1369,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1762
         103,        0.850000,          0.7456,          0.1756,          0.6298,          1.6183,          0.7523,          0.0964,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1763
         104,        0.858333,          0.7457,          0.1755,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         105,        0.866667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5192,          1.1763
         106,        0.875000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3087,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1762
         107,        0.883333,          0.7457,          0.1755,          0.6298,          1.6183,          0.7523,          0.0964,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         108,        0.891667,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
         109,        0.900000,          0.7457,          0.1756,          0.6297,          1.6183,          0.7523,          0.0966,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1762
         110,        0.908333,          0.7457,          0.1756,          0.6298,          1.6184,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         111,        0.916667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7522,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1034,          0.5332,          0.5193,          1.1762
         112,        0.925000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1762
         113,        0.933333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1762
         114,        0.941667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         115,        0.950000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8439,          1.4715,          1.1035,          0.5332,          0.5193,          1.1762
         116,        0.958333,          0.7457,          0.1756,          0.6297,          1.6184,          0.7523,          0.0965,          0.5256,          1.3191,          0.1367,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         117,        0.966667,          0.7457,          0.1756,          0.6299,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5191,          1.1763
         118,        0.975000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         119,        0.983333,          0.7457,          0.1756,          0.6298,          1.6184,          0.7523,          0.0966,          0.5256,          1.3192,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1762
         120,        0.991667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1034,          0.5333,          0.5193,          1.1762
         121,        1.000000,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0964,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
         122,        1.008333,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0966,          0.5256,          1.3191,          0.1369,          0.3087,          0.8440,          1.4716,          1.1035,          0.5332,          0.5193,          1.1763
         123,        1.016667,          0.7456,          0.1756,          0.6298,          1.6184,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8439,          1.4716,          1.1035,          0.5332,          0.5193,          1.1762
         124,        1.025000,          0.7457,          0.1755,          0.6297,          1.6183,          0.7523,          0.0965,          0.5255,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5192,          1.1763
         125,        1.033333,          0.7457,          0.1756,          0.6297,          1.6183,          0.7522,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4716,          1.1035,          0.5332,          0.5191,          1.1762
         126,        1.041667,          0.7457,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3088,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1762
         127,        1.050000,          0.7456,          0.1756,          0.6298,          1.6183,          0.7523,          0.0965,          0.5256,          1.3191,          0.1368,          0.3087,          0.8440,          1.4715,          1.1035,          0.5332,          0.5192,          1.1762
