"OutphaseC4_020","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_020.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\020\OutphaseC4_020_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          2.4192,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.6813,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -38.6562,         -0.0000
,        0.016667,          1.8586,          1.0508,          3.0839,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.2269,        -32.2730,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,        -60.6063,          0.0007
,        0.025000,          2.0776,          2.4021,          4.0735,          1.8336,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.1451,        -55.2028,        -35.7081,          0.0000,          0.0000,          0.0000,         -0.0001,        -69.8088,          0.0008
,        0.033333,          2.0626,          2.9095,          4.4834,          1.4854,          1.1775,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.0882,        -70.2438,        -39.3979,          0.0000,          0.0000,          0.0000,          0.0000,        -78.6799,         -0.0000
,        0.041667,          2.0617,          3.0941,          3.3956,          1.6733,          1.1704,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          1.0630,        -77.2170,        -44.3114,        -12.2654,          0.0000,          0.0000,         -0.0004,        -83.7412,         -0.0023
,        0.050000,          2.0425,          3.2194,          3.2659,          2.0820,          1.3337,          0.7754,          1.4991,          0.2107,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0002,          1.0527,        -82.2781,        -52.7157,        -26.8415,        -16.6275,          0.0000,          0.0001,        -86.1690,          0.0012
,        0.058333,          2.0383,          3.2859,          3.0530,          2.2238,          1.5420,          1.7921,          2.3354,          0.6270,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          0.0002,          1.0491,        -85.3639,        -60.9809,        -40.9121,        -30.0011,          0.0000,         -0.0003,        -87.8667,         -0.0008
,        0.066667,          2.0351,          3.3251,          2.8982,          2.2691,          1.7244,          2.1891,          1.9387,          0.5311,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          0.0000,          0.0002,          1.0465,        -87.3227,        -68.0574,        -52.0988,        -35.9436,          0.0000,          0.0000,        -88.6994,         -0.0024
,        0.075000,          2.0332,          3.3467,          2.7912,          2.2240,          1.8276,          2.4174,          0.4660,          0.6088,          0.8543,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          1.0456,        -88.4351,        -73.6240,        -60.7990,        -42.8893,         -1.9816,         -0.0004,        -89.2648,          0.0011
,        0.083333,          2.0326,          3.3548,          2.7057,          2.1800,          1.8784,          2.5689,          0.3002,          0.6849,          1.3378,          1.4932,          0.4036,          0.0623,          0.0001,          0.0000,          0.0002,          1.0450,        -89.0900,        -77.6148,        -67.2349,        -49.2361,        -14.1367,         -0.0004,        -89.5842,         -0.0016
,        0.091667,          2.0321,          3.3708,          2.6418,          2.1575,          1.8942,          2.6996,          0.2843,          0.7836,          1.6073,          2.3118,          0.3571,          0.4188,          0.5529,          0.0000,          0.0002,          1.0446,        -89.4795,        -80.4518,        -72.1087,        -55.9704,        -25.9092,         -6.0518,        -89.7543,         -0.0005
,        0.100000,          2.0318,          3.3433,          2.5948,          2.1308,          1.9101,          2.7567,          0.3247,          0.8574,          1.7353,          2.8433,          0.1256,          0.4508,          0.5263,          1.1667,          0.0001,          1.0443,        -89.6921,        -82.6053,        -75.9945,        -62.1270,        -37.1154,         -8.9748,        -89.8599,          0.0009
,        0.108333,          2.0317,          3.1328,          2.5507,          2.1014,          1.9221,          2.7336,          0.3870,          0.9260,          1.8185,          3.2084,          0.0675,          0.5710,          0.6735,          1.7327,          0.1913,          1.0442,        -89.8382,        -84.2886,        -79.0989,        -67.3753,        -46.7620,        -16.4798,        -89.9161,         -4.9378
,        0.116667,          2.0316,          2.8235,          2.5116,          2.0587,          1.9213,          2.7115,          0.4507,          1.0072,          1.8919,          3.4585,          0.0508,          0.7235,          0.9337,          2.1483,          0.7746,          1.0442,        -89.8920,        -85.5542,        -81.5481,        -72.0692,        -54.7713,        -24.3391,        -89.9527,        -13.0563
,        0.125000,          2.0315,          2.5772,          2.4816,          2.0358,          1.9229,          2.7074,          0.4879,          1.0503,          1.9374,          3.6421,          0.1564,          0.8536,          1.2656,          2.4234,          1.9171,          1.0442,        -89.9054,        -86.5437,        -83.4501,        -75.7591,        -61.1557,        -32.6720,        -89.9728,        -20.8525
,        0.133333,          2.0314,          2.4256,          2.4580,          2.0219,          1.9310,          2.7073,          0.5186,          1.0565,          1.9465,          3.7742,          0.2509,          1.0058,          1.4780,          2.6442,          2.6048,          1.0442,        -89.9010,        -87.3230,        -84.9311,        -78.6410,        -65.7665,        -40.8785,        -89.9825,        -30.6231
,        0.141667,          2.0315,          2.3294,          2.4419,          2.0085,          1.9329,          2.7076,          0.5457,          1.0583,          1.9564,          3.7615,          0.3009,          1.0841,          1.6262,          2.8062,          2.9607,          1.0441,        -89.9372,        -87.9235,        -86.0728,        -80.9170,        -69.4875,        -48.4025,        -89.9916,        -39.6814
,        0.150000,          2.0314,          2.2743,          2.4304,          2.0053,          1.9683,          2.7084,          0.5805,          1.0681,          1.9690,          3.1424,          0.3573,          1.1000,          1.7423,          2.9327,          3.1611,          1.0441,        -89.9477,        -88.4438,        -87.1149,        -82.9974,        -73.0953,        -55.2454,        -89.9937,        -47.7028
,        0.158333,          2.0315,          2.2304,          2.4204,          1.9959,          1.9315,          2.7094,          0.5966,          1.0999,          1.9897,          2.7512,          0.3984,          1.1802,          1.8229,          3.0396,          3.7820,          1.0441,        -89.9441,        -88.7167,        -87.6321,        -83.9489,        -76.3305,        -61.2397,        -89.9959,        -54.6264
,        0.166667,          2.0315,          2.2044,          2.4119,          1.9945,          1.9326,          2.7129,          0.6079,          1.1145,          1.9963,          2.5561,          0.4183,          1.2406,          1.8775,          3.1150,          4.5094,          1.0441,        -89.9606,        -89.0162,        -88.1226,        -85.3240,        -78.6954,        -66.3166,        -89.9977,        -60.5644
,        0.175000,          2.0315,          2.1864,          2.4045,          1.9810,          1.9303,          2.7137,          0.6127,          1.1125,          1.9954,          2.4711,          0.4234,          1.2543,          1.9135,          3.1687,          4.7154,          1.0441,        -89.9665,        -89.2411,        -88.5480,        -86.2882,        -80.9200,        -70.4460,        -89.9983,        -65.3890
,        0.183333,          2.0315,          2.1741,          2.4003,          1.9820,          1.9282,          2.7153,          0.6115,          1.1112,          2.0017,          2.4209,          0.4243,          1.2423,          1.9454,          3.1962,          4.8016,          1.0441,        -89.9757,        -89.4110,        -88.8694,        -86.9787,        -82.6540,        -73.8911,        -89.9991,        -69.5672
,        0.191667,          2.0315,          2.1642,          2.3954,          1.9809,          1.9322,          2.7159,          0.6135,          1.0985,          2.0029,          2.3837,          0.4243,          1.2479,          1.9642,          3.1965,          4.8716,          1.0442,        -89.9834,        -89.5447,        -89.1277,        -87.5944,        -84.0654,        -76.7160,        -90.0008,        -73.0358
,        0.200000,          2.0316,          2.1554,          2.3927,          1.9751,          1.9279,          2.7153,          0.6166,          1.1034,          2.0153,          2.3561,          0.4280,          1.2637,          1.9768,          3.1839,          4.9279,          1.0441,        -89.9850,        -89.6443,        -89.3185,        -88.0829,        -85.2282,        -79.1124,        -89.9997,        -75.9773
,        0.208333,          2.0316,          2.1493,          2.3910,          1.9782,          1.9288,          2.7176,          0.6236,          1.1043,          2.0188,          2.3336,          0.4300,          1.2832,          1.9860,          3.1749,          4.9727,          1.0442,        -89.9874,        -89.7237,        -89.4720,        -88.4590,        -86.1526,        -81.1074,        -90.0004,        -78.4966
,        0.216667,          2.0316,          2.1448,          2.3892,          1.9778,          1.9294,          2.7182,          0.6263,          1.1178,          2.0256,          2.3182,          0.4290,          1.2882,          1.9930,          3.1693,          5.0138,          1.0441,        -89.9931,        -89.7865,        -89.5878,        -88.7695,        -86.9180,        -82.7596,        -90.0004,        -80.6015
,        0.225000,          2.0316,          2.1410,          2.3878,          1.9763,          1.9269,          2.7184,          0.6263,          1.1175,          2.0253,          2.3059,          0.4298,          1.2984,          1.9986,          3.1684,          5.0461,          1.0442,        -89.9906,        -89.8324,        -89.6812,        -89.0120,        -87.5293,        -84.1299,        -90.0003,        -82.3476
,        0.233333,          2.0316,          2.1379,          2.3860,          1.9760,          1.9272,          2.7192,          0.6302,          1.1115,          2.0226,          2.3001,          0.4230,          1.2936,          2.0025,          3.1655,          5.0721,          1.0441,        -89.9954,        -89.8710,        -89.7525,        -89.2043,        -88.0301,        -85.2456,        -89.9997,        -83.7944
,        0.241667,          2.0316,          2.1350,          2.3852,          1.9743,          1.9264,          2.7196,          0.6281,          1.1213,          2.0274,          2.2942,          0.4232,          1.2940,          2.0070,          3.1672,          5.0938,          1.0441,        -89.9936,        -89.8992,        -89.8079,        -89.3566,        -88.4133,        -86.1520,        -90.0002,        -84.9751
,        0.250000,          2.0316,          2.1313,          2.3853,          1.9779,          1.9272,          2.7203,          0.6285,          1.1129,          2.0307,          2.2893,          0.4138,          1.2916,          2.0077,          3.1647,          5.1125,          1.0441,        -89.9961,        -89.9239,        -89.8531,        -89.4763,        -88.7337,        -86.8883,        -89.9993,        -85.9341
,        0.258333,          2.0316,          2.1300,          2.3850,          1.9782,          1.9275,          2.7200,          0.6316,          1.1144,          2.0257,          2.2872,          0.4050,          1.2777,          2.0098,          3.1663,          5.1255,          1.0441,        -89.9969,        -89.9405,        -89.8859,        -89.5753,        -88.9938,        -87.4904,        -89.9990,        -86.7149
,        0.266667,          2.0315,          2.1293,          2.3847,          1.9776,          1.9254,          2.7200,          0.6316,          1.1248,          2.0358,          2.2828,          0.4099,          1.3047,          2.0093,          3.1660,          5.1365,          1.0442,        -89.9980,        -89.9544,        -89.9106,        -89.6487,        -89.1950,        -87.9769,        -89.9997,        -87.3505
